,fedora_male,fedora_female,tuple,average_male,average_female,female-male
69,-0.51984435,-0.619672,"('lazy', 'industrious')",-0.5198444,-0.619672,-0.0998276
70,-0.11804716,-0.04591599,"('lethargic', 'energetic')",-0.1180472,-0.045916,0.0721312
71,0.024615943,-0.067019075,"('diffident', 'self-confident')",0.0246159,-0.0670191,-0.091635
72,0.23073031,0.23434712,"('unambitious', 'ambitious')",0.2307303,0.2343471,0.0036168
73,-0.95483303,-0.9892797,"('helpless', 'self-reliant')",-0.954833,-0.9892797,-0.0344467
74,0.3273007,0.29619238,"('undedicated', 'dedicated')",0.3273007,0.2961924,-0.0311083
75,-0.12663598,-0.09421145,"('meek', 'impulsive')",-0.126636,-0.0942115,0.0324245
76,0.30100188,0.4187713,"('anxious', 'daring')",0.3010019,0.4187713,0.1177694
77,-1.0750602,-0.9932755,"('unmotivated', 'motivated')",-1.0750602,-0.9932755,0.0817847
78,-0.09976434,-0.09186841,"('nonresilient', 'resilient')",-0.0997643,-0.0918684,0.0078959
79,-0.340712,-0.39050946,"('wavering', 'unwavering')",-0.340712,-0.3905095,-0.0497975
80,-0.14126314,-0.11759577,"('dominated', 'dominating')",-0.1412631,-0.1175958,0.0236673
81,0.002703309,0.20304519,"('submissive', 'aggressive')",0.0027033,0.2030452,0.2003419
82,2.3572493,2.2157948,"('poor', 'rich')",2.3572493,2.2157948,-0.1414545
83,-0.16108178,-0.2167472,"('powerless', 'powerful')",-0.1610818,-0.2167472,-0.0556654
84,0.4949291,0.31441376,"('inferior', 'superior')",0.4949291,0.3144138,-0.1805153
85,0.1477206,-0.040315293,"('insignificant', 'prestigious')",0.1477206,-0.0403153,-0.1880359
86,-0.3127812,-0.39926863,"('uninfluential', 'influential')",-0.3127812,-0.3992686,-0.0864874
87,0.3842402,0.32650173,"('unsuccessful', 'successful')",0.3842402,0.3265017,-0.0577385
88,0.085710905,0.010070483,"('low', 'eminent')",0.0857109,0.0100705,-0.0756404
