,invention_male,invention_female,tuple,average_male,average_female,female-male
63,-0.021725427,0.011636004,"('unperceptive', 'insightful')",-0.0217254,0.011636,0.0333614
64,-6.5471644,-6.433962,"('shy', 'confident')",-6.5471644,-6.4339619,0.1132025
65,-0.10202446,-0.009133767,"('insecure', 'secure')",-0.1020245,-0.0091338,0.0928907
66,-0.1967053,-0.17930451,"('inactive', 'active')",-0.1967053,-0.1793045,0.0174008
67,-0.26411957,-0.25644895,"('doubtful', 'determined')",-0.2641196,-0.256449,0.0076706
68,-0.31690115,-0.4833824,"('dependent', 'independent')",-0.3169011,-0.4833824,-0.1664813
69,-2.0024798,-2.0359466,"('lazy', 'industrious')",-2.0024798,-2.0359466,-0.0334668
70,0.89436275,1.0090426,"('lethargic', 'energetic')",0.8943627,1.0090426,0.1146799
71,0.5680074,0.5842453,"('diffident', 'self-confident')",0.5680074,0.5842453,0.0162379
72,0.7630051,0.8513629,"('unambitious', 'ambitious')",0.7630051,0.8513629,0.0883578
73,-2.902469,-2.9244514,"('helpless', 'self-reliant')",-2.9024689,-2.9244514,-0.0219825
74,0.11081536,0.03100156,"('undedicated', 'dedicated')",0.1108154,0.0310016,-0.0798138
75,-1.0535487,-0.8962266,"('meek', 'impulsive')",-1.0535487,-0.8962266,0.1573221
76,0.9052521,0.9542821,"('anxious', 'daring')",0.9052521,0.9542821,0.04903
77,-1.5063334,-1.372509,"('unmotivated', 'motivated')",-1.5063334,-1.372509,0.1338244
78,-0.5837309,-0.5779105,"('nonresilient', 'resilient')",-0.5837309,-0.5779105,0.0058204
79,-0.12048866,-0.17874914,"('wavering', 'unwavering')",-0.1204887,-0.1787491,-0.0582604
80,-0.28162396,-0.3292041,"('dominated', 'dominating')",-0.281624,-0.3292041,-0.0475801
81,-0.10727291,0.069431126,"('submissive', 'aggressive')",-0.1072729,0.0694311,0.176704
82,6.0057693,6.1649346,"('poor', 'rich')",6.0057693,6.1649346,0.1591653
83,-0.2932498,-0.1987308,"('powerless', 'powerful')",-0.2932498,-0.1987308,0.094519
84,0.6968902,0.6050597,"('inferior', 'superior')",0.6968902,0.6050597,-0.0918305
85,-0.11038924,-0.19441521,"('insignificant', 'prestigious')",-0.1103892,-0.1944152,-0.084026
86,0.23246205,0.20340501,"('uninfluential', 'influential')",0.232462,0.203405,-0.029057
87,-0.55311626,-0.46784285,"('unsuccessful', 'successful')",-0.5531163,-0.4678428,0.0852735
88,0.5114532,0.5046566,"('low', 'eminent')",0.5114532,0.5046566,-0.0067966
