,yarmulke_male,yarmulke_female,tuple,average_male,average_female,female-male
70,-0.1347132,-0.06211543,"('lethargic', 'energetic')",-0.1347132,-0.0621154,0.0725978
71,0.17632008,-0.034997083,"('diffident', 'self-confident')",0.1763201,-0.0349971,-0.2113172
72,-0.85960823,-0.69731873,"('unambitious', 'ambitious')",-0.8596082,-0.6973187,0.1622895
73,0.088321134,0.03370125,"('helpless', 'self-reliant')",0.0883211,0.0337012,-0.0546199
74,-0.040500604,-0.13665758,"('undedicated', 'dedicated')",-0.0405006,-0.1366576,-0.096157
75,0.18441907,0.1465204,"('meek', 'impulsive')",0.1844191,0.1465204,-0.0378987
76,-0.2935744,-0.07980226,"('anxious', 'daring')",-0.2935744,-0.0798023,0.2137721
77,-0.76812035,-0.78910863,"('unmotivated', 'motivated')",-0.7681203,-0.7891086,-0.0209883
78,-0.801819,-0.89846927,"('nonresilient', 'resilient')",-0.801819,-0.8984693,-0.0966503
79,0.38723946,0.023340007,"('wavering', 'unwavering')",0.3872395,0.02334,-0.3638995
80,0.011126917,-0.026817191,"('dominated', 'dominating')",0.0111269,-0.0268172,-0.0379441
81,-0.22253424,-0.0047210064,"('submissive', 'aggressive')",-0.2225342,-0.004721,0.2178132
82,1.9927269,1.9901874,"('poor', 'rich')",1.9927269,1.9901874,-0.0025395
83,-0.27023774,-0.38786474,"('powerless', 'powerful')",-0.2702377,-0.3878647,-0.117627
84,0.1972588,0.06002137,"('inferior', 'superior')",0.1972588,0.0600214,-0.1372374
85,0.7411187,0.26393914,"('insignificant', 'prestigious')",0.7411187,0.2639391,-0.4771796
86,-1.0062064,-1.1378697,"('uninfluential', 'influential')",-1.0062064,-1.1378697,-0.1316633
87,0.176588,0.09824571,"('unsuccessful', 'successful')",0.176588,0.0982457,-0.0783423
88,0.9104226,0.36369753,"('low', 'eminent')",0.9104226,0.3636975,-0.5467251
