,help_male,help_female,tuple,average_male,average_female,female-male
33,-0.38792387,-0.3823186,"('wrong', 'right')",-0.3879239,-0.3823186,0.0056053
34,4.4982343,4.6621256,"('mean', 'honorable')",4.4982343,4.6621256,0.1638913
35,-1.0343962,-1.1668919,"('corrupt', 'incorrupt')",-1.0343962,-1.1668919,-0.1324957
36,-0.63713515,-0.64853156,"('hostile', 'amicable')",-0.6371351,-0.6485316,-0.0113965
37,0.95712966,0.87035775,"('fake', 'genuine')",0.9571297,0.8703578,-0.0867719
38,-0.15443796,-0.07995395,"('untruthful', 'truthful')",-0.154438,-0.079954,0.074484
39,0.52540517,0.5544638,"('exploitative', 'cooperative')",0.5254052,0.5544638,0.0290586
40,-1.4847426,-1.7054163,"('stingy', 'generous')",-1.4847426,-1.7054163,-0.2206737
41,0.42339757,0.35027,"('unforgiving', 'forgiving')",0.4233976,0.35027,-0.0731276
42,-2.0737212,-2.1642091,"('unreliable', 'reliable')",-2.0737212,-2.1642091,-0.0904879
43,1.3045683,1.2912499,"('irresponsible', 'responsible')",1.3045683,1.2912499,-0.0133184
44,-0.75552756,-0.7471715,"('prejudiced', 'unprejudiced')",-0.7555276,-0.7471715,0.0083561
45,0.33448285,0.24950379,"('incompetent', 'competent')",0.3344828,0.2495038,-0.084979
46,-0.43558306,-0.5361713,"('uncompetitive', 'competitive')",-0.4355831,-0.5361713,-0.1005882
47,4.994755,5.122714,"('stupid', 'smart')",4.9947548,5.122714,0.1279592
48,0.62851536,0.5752381,"('unintelligent', 'intelligent')",0.6285154,0.5752381,-0.0532773
49,0.17087567,0.28368017,"('unable', 'able')",0.1708757,0.2836802,0.1128045
50,-0.35774988,-0.3299216,"('clumsy', 'skillful')",-0.3577499,-0.3299216,0.0278283
51,0.10526876,0.028517809,"('uneducated', 'educated')",0.1052688,0.0285178,-0.076751
52,-0.28875214,-0.38639784,"('irrational', 'rational')",-0.2887521,-0.3863978,-0.0976457
53,0.013629901,-0.0013661897,"('uncreative', 'creative')",0.0136299,-0.0013662,-0.0149961
54,0.8426769,0.9326004,"('incapable', 'capable')",0.8426769,0.9326004,0.0899235
55,0.8136376,0.7630317,"('incompetent', 'clever')",0.8136376,0.7630317,-0.0506059
56,0.5549159,0.54279876,"('impractical', 'practical')",0.5549159,0.5427988,-0.0121171
57,-2.542775,-2.6384919,"('unimaginative', 'imaginative')",-2.5427749,-2.6384919,-0.095717
58,-0.23066127,-0.32132408,"('undiscriminating', 'discriminating')",-0.2306613,-0.3213241,-0.0906628
59,-0.022586808,0.0048627798,"('foolish', 'wise')",-0.0225868,0.0048628,0.0274496
60,1.1323886,1.1895064,"('inefficient', 'efficient')",1.1323886,1.1895064,0.0571178
61,0.5822575,0.40796047,"('illogical', 'logical')",0.5822575,0.4079605,-0.174297
62,1.1146551,1.1496642,"('incompetent', 'brilliant')",1.1146551,1.1496642,0.0350091
63,0.3944972,0.406863,"('unperceptive', 'insightful')",0.3944972,0.406863,0.0123658
64,-5.6656013,-5.6752157,"('shy', 'confident')",-5.6656013,-5.6752157,-0.0096144
65,0.4263298,0.4288375,"('insecure', 'secure')",0.4263298,0.4288375,0.0025077
66,-0.25787562,-0.29646724,"('inactive', 'active')",-0.2578756,-0.2964672,-0.0385916
67,-0.48560718,-0.3914595,"('doubtful', 'determined')",-0.4856072,-0.3914595,0.0941477
68,-1.0158588,-1.0632687,"('dependent', 'independent')",-1.0158588,-1.0632687,-0.0474099
69,-1.8435589,-1.7788211,"('lazy', 'industrious')",-1.8435589,-1.7788211,0.0647378
70,1.3036231,1.1509596,"('lethargic', 'energetic')",1.3036231,1.1509596,-0.1526635
71,0.5227389,0.5788813,"('diffident', 'self-confident')",0.5227389,0.5788813,0.0561424
72,0.9374064,1.0327829,"('unambitious', 'ambitious')",0.9374064,1.0327829,0.0953765
73,-3.188898,-3.2507472,"('helpless', 'self-reliant')",-3.1888981,-3.2507472,-0.0618491
74,-0.055898078,-0.1636109,"('undedicated', 'dedicated')",-0.0558981,-0.1636109,-0.1077128
75,-1.1033907,-0.9834466,"('meek', 'impulsive')",-1.1033907,-0.9834466,0.1199441
76,0.5607666,0.50215644,"('anxious', 'daring')",0.5607666,0.5021564,-0.0586102
77,-0.89444107,-0.760297,"('unmotivated', 'motivated')",-0.8944411,-0.760297,0.1341441
78,-0.36251265,-0.3581072,"('nonresilient', 'resilient')",-0.3625126,-0.3581072,0.0044054
79,-0.68531144,-0.59397966,"('wavering', 'unwavering')",-0.6853114,-0.5939797,0.0913317
80,-0.055449635,-0.15607993,"('dominated', 'dominating')",-0.0554496,-0.1560799,-0.1006303
81,0.23088077,0.2592073,"('submissive', 'aggressive')",0.2308808,0.2592073,0.0283265
82,6.1589417,6.2462125,"('poor', 'rich')",6.1589417,6.2462125,0.0872708
83,-0.66894877,-0.6270711,"('powerless', 'powerful')",-0.6689488,-0.6270711,0.0418777
84,-0.11510767,-0.10768214,"('inferior', 'superior')",-0.1151077,-0.1076821,0.0074256
85,-1.1751462,-1.244714,"('insignificant', 'prestigious')",-1.1751462,-1.244714,-0.0695678
86,0.24012356,0.14732027,"('uninfluential', 'influential')",0.2401236,0.1473203,-0.0928033
87,-0.13656528,-0.1126702,"('unsuccessful', 'successful')",-0.1365653,-0.1126702,0.0238951
88,0.005941416,0.01702835,"('low', 'eminent')",0.0059414,0.0170284,0.011087
