,qlogic_male,qlogic_female,tuple,corp_male,corp_female,average_male,average_female,male-female
21,-0.26692802,-0.039535433,"('immoral', 'moral')",-1.0977588,-0.5254374,-0.6823434,-0.2824864,-0.399857
15,0.2666796,0.15957186,"('boring', 'funny')",0.06611078,-0.025658105,0.1663952,0.0669569,0.0994383
32,-0.26449212,-0.05300343,"('unkind', 'kind')",0.33123216,0.49720353,0.03337,0.2221,-0.18873
88,-0.2600261,-0.3340719,"('low', 'eminent')",-0.536832,-0.49014392,-0.398429,-0.4121079,0.0136789
67,-0.25596368,0.1731894,"('doubtful', 'determined')",-1.2899096,-1.0510113,-0.7729366,-0.438911,-0.3340256
33,0.24669091,-0.046414565,"('wrong', 'right')",-0.23328622,-0.6863129,0.0067023,-0.3663637,0.373066
17,-0.24624375,-0.33709705,"('nasty', 'nice')",-0.8540188,-0.8645087,-0.5501313,-0.6008029,0.0506716
6,-0.24287233,-0.73948497,"('distant', 'open')",0.15418139,-0.37170663,-0.0443455,-0.5555958,0.5112503
58,0.23547614,-0.11150047,"('undiscriminating', 'discriminating')",0.4702637,0.25679347,0.3528699,0.0726465,0.2802234
56,-0.22825511,0.49083826,"('impractical', 'practical')",-1.8350028,-1.1480025,-1.031629,-0.3285821,-0.7030469
42,-0.22659242,0.20461233,"('unreliable', 'reliable')",-3.823465,-3.7597234,-2.0250287,-1.7775556,-0.2474731
55,-0.19133188,0.12811287,"('incompetent', 'clever')",-0.33773622,0.12176255,-0.2645341,0.1249377,-0.3894718
3,-0.19018923,-0.2003125,"('repellent', 'pleasant')",0.7912675,1.0449047,0.3005391,0.4222961,-0.121757
54,-0.18939021,-0.24754567,"('incapable', 'capable')",1.0595576,1.0274936,0.4350837,0.389974,0.0451097
87,0.18590383,0.5251282,"('unsuccessful', 'successful')",0.9464724,1.1854511,0.5661881,0.8552897,-0.2891016
40,0.18245466,-0.24449669,"('stingy', 'generous')",-1.5100764,-2.1591306,-0.6638108,-1.2018136,0.5380028
29,0.17031121,0.12670334,"('unfair', 'fair')",-0.13668588,-0.3622071,0.0168127,-0.1177519,0.1345646
30,0.16646993,0.40824705,"('intolerant', 'tolerant')",0.14467633,0.3428705,0.1555731,0.3755588,-0.2199857
25,0.16502735,-0.38400692,"('egoistic', 'altruistic')",1.8413806,1.3955172,1.003204,0.5057552,0.4974488
28,-0.16442417,-0.4157827,"('disloyal', 'loyal')",0.8221052,0.75344276,0.3288405,0.16883,0.1600105
37,-0.15906286,-0.27949995,"('fake', 'genuine')",0.05926989,0.07731626,-0.0498965,-0.1010918,0.0511953
44,-0.1529199,0.0053001046,"('prejudiced', 'unprejudiced')",-1.53438,-1.5017804,-0.8436499,-0.7482401,-0.0954098
64,0.14924191,0.35334876,"('shy', 'confident')",-6.8856874,-6.784496,-3.3682227,-3.2155735,-0.1526492
8,-0.1433546,-0.6392003,"('unaffectionate', 'affectionate')",1.4326903,0.9703652,0.6446679,0.1655824,0.4790855
12,0.12679532,0.13736616,"('unsupportive', 'supportive')",-2.141089,-2.2300363,-1.0071468,-1.0463351,0.0391883
14,-0.12526603,0.17042159,"('antisocial', 'social')",-0.7453806,-0.30366004,-0.4353233,-0.0666192,-0.3687041
22,0.12370927,0.093253545,"('untrustworthy', 'trustworthy')",-1.1525495,-1.0598865,-0.5144201,-0.4833165,-0.0311036
4,-0.12270518,-0.24431184,"('disliked', 'liked')",-6.852121,-7.481383,-3.4874129,-3.8628473,0.3754344
74,-0.106129654,-0.013134029,"('undedicated', 'dedicated')",-0.5444877,-0.5814489,-0.3253087,-0.2972915,-0.0280172
18,0.07548671,-0.4007099,"('disagreeable', 'welcoming')",-0.2140381,-0.4670609,-0.0692757,-0.4338854,0.3646097
78,0.07227081,0.08041945,"('nonresilient', 'resilient')",0.2424934,0.23418134,0.1573821,0.1573004,8.17e-05
2,0.06587891,0.066894434,"('unlikable', 'likable')",0.41176546,0.4018118,0.2388222,0.2343531,0.0044691
35,-0.06340012,-0.4983787,"('corrupt', 'incorrupt')",0.0768864,-0.55939823,0.0067431,-0.5288885,0.5356316
9,-0.061950274,-0.48448536,"('unaffectionate', 'caring')",1.707421,1.3673283,0.8227353,0.4414214,0.3813139
49,-0.056967076,0.1861353,"('unable', 'able')",-0.3465649,-0.15247451,-0.201766,0.0168304,-0.2185964
27,0.041866343,-0.15068793,"('hardhearted', 'softhearted')",1.5638443,1.24822,0.8028553,0.548766,0.2540893
60,0.035404895,0.783128,"('inefficient', 'efficient')",-1.0312066,-0.16246697,-0.4979008,0.3103305,-0.8082313
77,-0.027166668,-0.017111966,"('unmotivated', 'motivated')",-1.3476073,-1.0818809,-0.687387,-0.5494965,-0.1378905
62,0.02602775,0.705989,"('incompetent', 'brilliant')",-0.36110392,0.25335473,-0.1675381,0.4796719,-0.64721
61,-0.025322491,0.003429972,"('illogical', 'logical')",0.31864554,0.38319156,0.1466615,0.1933108,-0.0466493
36,-0.013278134,-0.9494501,"('hostile', 'amicable')",0.6869211,-0.035461355,0.3368215,-0.4924557,0.8292772
23,0.006930167,0.21281992,"('insincere', 'sincere')",5.4784956,6.1342,2.742713,3.1735101,-0.4307971
1,-0.00031165406,-0.8710037,"('unfriendly', 'friendly')",2.0149965,1.41641,1.0073425,0.2727031,0.7346394
