,gamestop_male,gamestop_female,tuple,corp_male,corp_female,average_male,average_female,male-female
28,0.415794,0.3341489,"('disloyal', 'loyal')",1.4503268,1.3921618,0.9330604,0.8631554,0.069905
82,-0.39601433,-0.3769798,"('poor', 'rich')",7.027618,7.159333,3.3158019,3.3911767,-0.0753748
69,0.38058797,0.3342549,"('lazy', 'industrious')",-1.0068504,-1.4104075,-0.3131312,-0.5380763,0.2249451
84,0.37132716,0.33128804,"('inferior', 'superior')",0.8197835,0.61937463,0.5955553,0.4753313,0.120224
56,-0.3540151,-0.15091915,"('impractical', 'practical')",-1.1455327,-0.74752164,-0.7497739,-0.4492204,-0.3005535
31,-0.34851035,-0.36335948,"('evil', 'good')",-0.6526117,-1.0457859,-0.500561,-0.7045727,0.2040117
88,-0.34641224,-0.4719982,"('low', 'eminent')",-0.38871554,-0.48113504,-0.3675639,-0.4765666,0.1090027
77,-0.33339426,-0.3795998,"('unmotivated', 'motivated')",-1.2591603,-1.1263008,-0.7962773,-0.7529503,-0.043327
5,0.32072064,0.3434509,"('distant', 'outgoing')",-0.31151024,-0.48328462,0.0046052,-0.0699169,0.0745221
49,0.31428555,0.31608546,"('unable', 'able')",-0.37447086,-0.26482412,-0.0300927,0.0256307,-0.0557234
17,-0.3097653,-0.25173563,"('nasty', 'nice')",-0.62071806,-0.6183653,-0.4652417,-0.4350505,-0.0301912
80,-0.30284107,-0.24677461,"('dominated', 'dominating')",-1.0117376,-0.73021686,-0.6572893,-0.4884957,-0.1687936
4,-0.2967418,-0.20313744,"('disliked', 'liked')",-7.944235,-8.299367,-4.1204882,-4.2512522,0.130764
63,-0.29369172,-0.23084307,"('unperceptive', 'insightful')",0.49098527,0.6433514,0.0986468,0.2062542,-0.1076074
14,-0.282394,-0.16455981,"('antisocial', 'social')",-0.30212796,-0.07798877,-0.292261,-0.1212743,-0.1709867
37,-0.26099855,-0.34172913,"('fake', 'genuine')",0.27435958,0.28147364,0.0066805,-0.0301277,0.0368082
74,-0.25637498,-0.22553352,"('undedicated', 'dedicated')",-0.38822687,-0.45621896,-0.3223009,-0.3408762,0.0185753
33,0.2556231,0.17334446,"('wrong', 'right')",-0.39682958,-0.5852962,-0.0706032,-0.2059759,0.1353727
16,-0.25390652,-0.2713985,"('unpopular', 'popular')",0.15527886,-0.04567299,-0.0493138,-0.1585357,0.1092219
62,-0.2526353,-0.06595413,"('incompetent', 'brilliant')",-0.0888647,0.35981247,-0.17075,0.1469292,-0.3176792
53,0.22452539,0.17973877,"('uncreative', 'creative')",0.6053051,0.47864333,0.4149152,0.3291911,0.0857241
12,-0.21710262,-0.24715385,"('unsupportive', 'supportive')",-2.095876,-2.0380135,-1.1564893,-1.1425836,-0.0139057
6,0.197758,0.137881,"('distant', 'open')",-0.027500285,-0.26015547,0.0851289,-0.0611372,0.1462661
36,0.17506841,0.082911655,"('hostile', 'amicable')",0.218623,-0.32578224,0.1968457,-0.1214353,0.318281
50,0.16963074,0.023071721,"('clumsy', 'skillful')",0.031878818,-0.07046255,0.1007548,-0.0236954,0.1244502
41,-0.15909754,-0.15522698,"('unforgiving', 'forgiving')",0.105280824,-0.10101794,-0.0269084,-0.1281224,0.101214
83,-0.15706427,-0.050530672,"('powerless', 'powerful')",-1.2926662,-1.1099806,-0.7248653,-0.5802556,-0.1446097
55,-0.14842157,-0.016994288,"('incompetent', 'clever')",0.2596619,0.46822107,0.0556202,0.2256134,-0.1699932
78,-0.102298096,-0.16669306,"('nonresilient', 'resilient')",0.20429307,0.26502964,0.0509975,0.0491683,0.0018292
60,0.08166077,0.14745305,"('inefficient', 'efficient')",-0.08597524,0.3794047,-0.0021572,0.2634289,-0.2655861
67,0.07991801,0.17976823,"('doubtful', 'determined')",-1.0467439,-0.99273854,-0.4834129,-0.4064851,-0.0769278
0,-0.066169165,-0.13484728,"('unsociable', 'sociable')",-0.15284815,0.01805042,-0.1095087,-0.0583984,-0.0511103
86,0.048835363,0.033715684,"('uninfluential', 'influential')",-0.08000785,-0.03574834,-0.0155862,-0.0010163,-0.0145699
75,-0.04859575,0.09113336,"('meek', 'impulsive')",-0.8407545,-0.8349069,-0.4446751,-0.3718868,-0.0727883
73,0.041307002,0.07018747,"('helpless', 'self-reliant')",-3.5354218,-3.617109,-1.7470574,-1.7734607,0.0264033
29,-0.038513105,0.044794384,"('unfair', 'fair')",-0.027987458,-0.18129784,-0.0332503,-0.0682517,0.0350014
11,-0.01662251,0.07585732,"('unhelpful', 'helpful')",1.3825636,1.6512101,0.6829705,0.8635337,-0.1805632
27,0.004968105,-0.08440016,"('hardhearted', 'softhearted')",1.6356026,1.5167859,0.8202853,0.7161928,0.1040925
