,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,male-female
59,1.1690996,0.98576015,"('foolish', 'wise')",1.5829186,1.637714,0.1968334,0.13853297,0.9829505,0.920669,0.0622815
41,-1.1456134,-1.0033011,"('unforgiving', 'forgiving')",0.67963016,0.48431408,0.17276947,0.19883315,-0.0977379,-0.106718,0.0089801
72,-1.0832372,-1.0938892,"('unambitious', 'ambitious')",-0.2949553,-0.22162518,-0.09168291,-0.07526194,-0.4899584,-0.4635921,-0.0263663
32,-1.059336,-0.9938425,"('unkind', 'kind')",-0.0065236054,0.14877652,1.2584717,1.2339733,0.0642041,0.1296358,-0.0654317
16,0.9676477,0.8833305,"('unpopular', 'popular')",0.63441503,0.55705124,-0.08082162,-0.17728072,0.5070804,0.4210337,0.0860467
24,-0.89519316,-0.908888,"('dishonest', 'honest')",-0.30398825,-0.2919768,0.9141839,0.9292131,-0.0949992,-0.0905506,-0.0044486
22,-0.8938655,-0.7900722,"('untrustworthy', 'trustworthy')",-0.40344623,-0.5936611,-0.5447917,-0.5039352,-0.6140345,-0.6292228,0.0151883
26,0.8912564,0.7055321,"('hardhearted', 'benevolent')",0.7443391,0.57503504,1.3720077,1.3276334,1.0025344,0.8694002,0.1331342
73,0.87655497,0.9926956,"('helpless', 'self-reliant')",0.85722464,0.8713507,-3.0407557,-3.0035021,-0.4356587,-0.3798186,-0.0558401
15,0.8635001,0.7952702,"('boring', 'funny')",0.5766294,0.60415864,0.42271152,0.4045108,0.620947,0.6013132,0.0196338
61,-0.8181765,-0.787873,"('illogical', 'logical')",0.8572484,0.85619295,0.3197957,0.29040387,0.1196225,0.1195746,4.79e-05
39,-0.7793885,-0.53186125,"('exploitative', 'cooperative')",0.29428494,0.67458785,0.86803526,1.048642,0.1276439,0.3971229,-0.269479
51,-0.7610665,-0.6847708,"('uneducated', 'educated')",-0.31476012,-0.24313726,0.55073625,0.5647154,-0.1750301,-0.1210642,-0.0539659
52,0.75997365,0.67365074,"('irrational', 'rational')",1.2236507,1.1598681,0.29724562,0.17380264,0.76029,0.6691072,0.0911828
4,0.7376621,0.6531306,"('disliked', 'liked')",1.9114946,1.6490619,-6.7109165,-6.698795,-1.35392,-1.4655342,0.1116142
25,0.73395526,0.6049317,"('egoistic', 'altruistic')",1.1515403,0.9912118,1.1395718,1.0157208,1.0083558,0.8706214,0.1377344
27,0.73201084,0.5028109,"('hardhearted', 'softhearted')",0.4052189,0.3393572,0.9159581,0.75051874,0.6843959,0.5308956,0.1535003
54,0.72944206,0.7175121,"('incapable', 'capable')",0.9708615,1.1351835,1.0023401,1.1057011,0.9008812,0.9861321,-0.0852509
18,0.70377135,0.81677425,"('disagreeable', 'welcoming')",-0.23609042,-0.10694036,-1.1323719,-0.9901201,-0.2215637,-0.0934288,-0.1281349
50,0.6562124,0.80914015,"('clumsy', 'skillful')",0.30171463,0.64031565,-0.13807037,-0.12896296,0.2732855,0.4401642,-0.1668787
49,-0.644447,-0.5893401,"('unable', 'able')",-0.77612525,-0.64716995,-0.36112604,-0.3138548,-0.5938994,-0.5167883,-0.0771111
84,0.5755624,0.7242967,"('inferior', 'superior')",0.430055,0.54330456,0.68677586,0.74669474,0.5641311,0.671432,-0.1073009
88,-0.4862017,-0.47101378,"('low', 'eminent')",-0.13602422,0.0035311393,-0.35015553,-0.25117105,-0.3241272,-0.2395512,-0.084576
67,0.4699192,0.57963353,"('doubtful', 'determined')",0.16150078,0.36294782,-0.33033547,-0.22469418,0.1003615,0.2392957,-0.1389342
83,-0.4495976,-0.35319737,"('powerless', 'powerful')",0.17230402,0.18390656,-0.90860415,-0.8067464,-0.3952992,-0.3253458,-0.0699534
29,0.44787362,0.45534697,"('unfair', 'fair')",-0.25097206,-0.39301074,-0.5140849,-0.60743606,-0.1057278,-0.1817,0.0759722
42,0.44641966,0.72582966,"('unreliable', 'reliable')",1.1850678,1.3743883,-2.3921072,-2.1170604,-0.25354,-0.0056141,-0.2479259
12,-0.43196723,-0.3921613,"('unsupportive', 'supportive')",1.4783152,1.4066129,-1.5527533,-1.467474,-0.1688018,-0.1510075,-0.0177943
53,0.37599853,0.3378601,"('uncreative', 'creative')",1.5851936,1.3775985,1.0160975,1.0079767,0.9924299,0.9078118,0.0846181
17,0.34804553,0.19547094,"('nasty', 'nice')",0.6952311,0.5554789,-0.34473124,-0.38572204,0.2328484,0.1217426,0.1111058
74,-0.34623116,-0.20432507,"('undedicated', 'dedicated')",1.2894276,1.2132515,0.4290465,0.51673454,0.4574143,0.5085537,-0.0511394
68,0.28410167,0.4082216,"('dependent', 'independent')",0.14845645,0.1305605,-1.3208165,-1.4270996,-0.2960861,-0.2961058,1.97e-05
87,0.2833542,0.25807944,"('unsuccessful', 'successful')",0.73434055,0.8284547,0.3108683,0.12606016,0.4428543,0.4041981,0.0386562
20,-0.22532943,-0.18279238,"('rough', 'thoughtful')",0.16095483,0.08902176,0.5931028,0.50648326,0.1762427,0.1375709,0.0386718
58,0.21854706,0.3083702,"('undiscriminating', 'discriminating')",0.6044426,0.49679077,0.25661826,0.21772832,0.3598693,0.3409631,0.0189062
2,0.19002151,0.24138525,"('unlikable', 'likable')",0.83197045,0.95011115,0.44162235,0.46332622,0.4878714,0.5516075,-0.0637361
40,-0.18794751,-0.17725389,"('stingy', 'generous')",0.391322,0.19675404,-2.0950365,-2.2529197,-0.630554,-0.7444731,0.1139191
44,0.15877393,0.32750648,"('prejudiced', 'unprejudiced')",-0.9432859,-0.5639477,-1.4228426,-1.2835433,-0.7357848,-0.5066615,-0.2291233
64,-0.15615198,0.085436516,"('shy', 'confident')",-0.06504755,0.16046587,-5.4907985,-5.208678,-1.9039993,-1.6542584,-0.2497409
38,-0.14198813,-0.2662328,"('untruthful', 'truthful')",0.06324601,0.14965516,-0.024344267,-0.011094974,-0.0343621,-0.0425575,0.0081954
78,0.13658303,0.1513992,"('nonresilient', 'resilient')",0.15734537,-0.020310085,-0.22181979,-0.26032132,0.0240362,-0.0430774,0.0671136
9,0.107156016,-0.12073678,"('unaffectionate', 'caring')",1.7038941,1.4979298,1.4253194,1.388104,1.0787899,0.9217656,0.1570243
37,0.07298153,0.31812185,"('fake', 'genuine')",0.35205746,0.5914456,0.1757784,0.27456954,0.2002725,0.3947123,-0.1944398
1,-0.058891956,-0.30786985,"('unfriendly', 'friendly')",1.3187275,0.95948076,1.3747619,1.2120696,0.8781991,0.6212269,0.2569722
34,0.055520393,0.13107394,"('mean', 'honorable')",0.2547154,0.34224087,5.288742,5.1114516,1.866326,1.8615888,0.0047372
8,-0.020321265,-0.3191517,"('unaffectionate', 'affectionate')",0.9704175,0.759756,0.6647217,0.60144335,0.5382727,0.3473492,0.1909235
