,kla_male,kla_female,tuple,corp_male,corp_female,average_male,average_female,male-female
70,-0.42520255,-0.34424853,"('lethargic', 'energetic')",-0.15607414,-0.11171548,-0.2906383,-0.227982,-0.0626563
61,-0.42198277,-0.5155923,"('illogical', 'logical')",0.4024542,0.423116,-0.0097643,-0.0462381,0.0364738
22,-0.41041753,-0.0763878,"('untrustworthy', 'trustworthy')",-1.1477778,-0.97387385,-0.7790977,-0.5251308,-0.2539669
23,-0.40904185,-0.4869642,"('insincere', 'sincere')",5.357759,5.545863,2.4743586,2.5294495,-0.0550909
85,0.3868056,0.22660106,"('insignificant', 'prestigious')",-0.009266614,-0.13329567,0.1887695,0.0466527,0.1421168
81,0.37816358,0.4443776,"('submissive', 'aggressive')",-0.7150204,-0.513554,-0.1684284,-0.0345882,-0.1338402
74,-0.3473156,-0.32616082,"('undedicated', 'dedicated')",-0.47807753,-0.55132914,-0.4126966,-0.438745,0.0260484
3,-0.3427352,-0.17869449,"('repellent', 'pleasant')",0.51541084,0.60864854,0.0863378,0.214977,-0.1286392
46,-0.3300392,-0.18519647,"('uncompetitive', 'competitive')",-0.8680739,-0.7279531,-0.5990565,-0.4565748,-0.1424817
43,-0.32895377,-0.2870282,"('irresponsible', 'responsible')",0.17887169,0.2681152,-0.075041,-0.0094565,-0.0655845
47,-0.32370868,-0.28121847,"('stupid', 'smart')",4.660426,4.84109,2.1683588,2.2799358,-0.111577
78,-0.32034433,-0.4934509,"('nonresilient', 'resilient')",0.31817925,0.13149136,-0.0010825,-0.1809798,0.1798973
72,-0.31828374,-0.3825513,"('unambitious', 'ambitious')",-1.0056305,-0.88114506,-0.6619571,-0.6318482,-0.0301089
29,-0.31528655,-0.32822806,"('unfair', 'fair')",-0.5032558,-0.54650414,-0.4092712,-0.4373661,0.0280949
42,0.30657881,0.29219022,"('unreliable', 'reliable')",-3.4154117,-3.4455612,-1.5544164,-1.5766854,0.022269
14,0.30113152,0.47964105,"('antisocial', 'social')",0.15468794,0.26231882,0.2279097,0.3709799,-0.1430702
20,-0.29144967,-0.2736885,"('rough', 'thoughtful')",0.80904925,0.77252984,0.2587998,0.2494207,0.0093791
58,-0.26794362,-0.13615277,"('undiscriminating', 'discriminating')",0.14902131,0.21447967,-0.0594612,0.0391634,-0.0986246
63,-0.26208836,-0.21964762,"('unperceptive', 'insightful')",0.31309235,0.37412772,0.025502,0.07724,-0.051738
49,0.25849217,0.25689578,"('unable', 'able')",-0.16784507,-0.097755596,0.0453236,0.0795701,-0.0342465
18,-0.24794069,-0.1720601,"('disagreeable', 'welcoming')",-0.6678314,-0.7108745,-0.457886,-0.4414673,-0.0164187
76,0.24016677,0.31861013,"('anxious', 'daring')",-0.28147104,-0.22001316,-0.0206521,0.0492985,-0.0699506
82,-0.23983799,-0.06158272,"('poor', 'rich')",6.1055536,6.198114,2.9328578,3.0682657,-0.1354079
25,-0.237005,-0.17988305,"('egoistic', 'altruistic')",0.98955643,0.8738208,0.3762757,0.3469689,0.0293068
30,0.22281194,0.43071288,"('intolerant', 'tolerant')",1.1334718,1.323414,0.6781419,0.8770634,-0.1989215
62,0.22007729,0.47812033,"('incompetent', 'brilliant')",0.27965993,0.60124516,0.2498686,0.5396827,-0.2898141
2,0.2117324,0.37111053,"('unlikable', 'likable')",0.3825016,0.5258635,0.297117,0.448487,-0.15137
77,0.1841438,-0.11353,"('unmotivated', 'motivated')",-0.986064,-1.0187832,-0.4009601,-0.5661566,0.1651965
83,-0.1780721,0.006478619,"('powerless', 'powerful')",-1.2034789,-0.9240861,-0.6907755,-0.4588037,-0.2319718
84,0.1648044,0.10171368,"('inferior', 'superior')",1.0528803,1.0180304,0.6088424,0.559872,0.0489704
16,-0.15802212,-0.04405895,"('unpopular', 'popular')",0.43415684,0.3925855,0.1380674,0.1742633,-0.0361959
15,0.15520266,0.22926687,"('boring', 'funny')",0.1367364,0.19990328,0.1459695,0.2145851,-0.0686156
52,-0.1531147,-0.25499216,"('irrational', 'rational')",-0.05733508,-0.16127822,-0.1052249,-0.2081352,0.1029103
44,0.15018548,0.20381589,"('prejudiced', 'unprejudiced')",-1.1032012,-1.2014539,-0.4765078,-0.498819,0.0223112
33,-0.13265786,-0.27764025,"('wrong', 'right')",-0.70660055,-0.75398785,-0.4196292,-0.5158141,0.0961849
41,-0.102322266,-0.105464935,"('unforgiving', 'forgiving')",-0.1399409,-0.1223661,-0.1211316,-0.1139155,-0.0072161
50,0.09612073,-0.1664014,"('clumsy', 'skillful')",0.16404495,-0.038665168,0.1300828,-0.1025333,0.2326161
48,-0.08893005,-0.092651375,"('unintelligent', 'intelligent')",0.91386193,0.92772007,0.4124659,0.4175344,-0.0050685
80,0.074707024,0.24893372,"('dominated', 'dominating')",-0.8418195,-0.6926164,-0.3835562,-0.2218413,-0.1617149
27,-0.06250122,-0.29624873,"('hardhearted', 'softhearted')",0.8234008,0.55366224,0.3804498,0.1287068,0.251743
51,-0.061592095,0.093934305,"('uneducated', 'educated')",0.36760718,0.30354196,0.1530075,0.1987381,-0.0457306
32,0.061572663,0.005289889,"('unkind', 'kind')",0.5954629,0.6572236,0.3285178,0.3312567,-0.0027389
87,0.060098674,0.11995764,"('unsuccessful', 'successful')",1.1421089,1.0829598,0.6011038,0.6014587,-0.0003549
4,-0.048322946,0.029484075,"('disliked', 'liked')",-6.4219623,-6.422694,-3.2351427,-3.196605,-0.0385377
21,-0.020836724,0.14146577,"('immoral', 'moral')",-0.26112267,-0.16330701,-0.1409797,-0.0109206,-0.1300591
0,0.011744348,0.08889614,"('unsociable', 'sociable')",-0.0857784,-0.019910429,-0.037017,0.0344929,-0.0715099
64,-0.0067642666,-0.30340415,"('shy', 'confident')",-6.2855406,-6.336366,-3.1461525,-3.3198853,0.1737328
65,-0.0063934624,0.17773376,"('insecure', 'secure')",-0.29202446,-0.12708999,-0.149209,0.0253219,-0.1745309
