,williams_male,williams_female,tuple,cos_male,cos_female,average_male,average_female,male-female
22,0.38025618,0.3495138,"('untrustworthy', 'trustworthy')",-0.55007076,-0.6584568,-0.0849073,-0.1544715,0.0695642
50,-0.36997896,-0.4716012,"('clumsy', 'skillful')",-0.018448278,0.0891806,-0.1942136,-0.1912103,-0.0030033
13,0.34248486,0.649886,"('impolite', 'polite')",0.24926645,0.34028307,0.2958757,0.4950845,-0.1992088
51,0.33487812,0.43363684,"('uneducated', 'educated')",-0.5400547,-0.21928856,-0.1025883,0.1071741,-0.2097624
79,-0.31408784,-0.6427955,"('wavering', 'unwavering')",-0.6449713,-0.7501096,-0.4795296,-0.6964526,0.216923
58,0.31403303,-0.018447923,"('undiscriminating', 'discriminating')",0.85945505,0.33813438,0.5867441,0.1598432,0.4269009
25,-0.3116035,-0.18526442,"('egoistic', 'altruistic')",0.13125107,0.16949229,-0.0901762,-0.0078861,-0.0822901
11,0.29489836,0.42337215,"('unhelpful', 'helpful')",1.293461,1.3407694,0.7941797,0.8820708,-0.0878911
80,0.2921879,0.011726357,"('dominated', 'dominating')",0.5258256,0.26614028,0.4090068,0.1389333,0.2700735
78,-0.28767306,-0.048821192,"('nonresilient', 'resilient')",0.3144397,0.26944008,0.0133833,0.1103094,-0.0969261
27,-0.2826916,0.015289247,"('hardhearted', 'softhearted')",0.25914508,0.34835875,-0.0117733,0.181824,-0.1935973
40,0.28127632,0.093775935,"('stingy', 'generous')",-1.6294848,-1.6085418,-0.6741042,-0.7573829,0.0832787
43,0.27726752,0.47196156,"('irresponsible', 'responsible')",0.68155015,0.91718394,0.4794088,0.6945727,-0.2151639
54,-0.2545948,0.388444,"('incapable', 'capable')",0.0141425505,0.55164456,-0.1202261,0.4700443,-0.5902704
65,-0.25284728,-0.4869138,"('insecure', 'secure')",0.17817318,-0.046578526,-0.037337,-0.2667462,0.2294092
76,0.24965046,0.4511209,"('anxious', 'daring')",0.21945015,0.45431268,0.2345503,0.4527168,-0.2181665
83,0.23411043,-0.049987536,"('powerless', 'powerful')",-0.85702235,-0.71010536,-0.311456,-0.3800465,0.0685905
64,0.23275167,0.07851809,"('shy', 'confident')",-2.7458434,-2.5460942,-1.2565459,-1.233788,-0.0227579
60,0.22162655,1.0498682,"('inefficient', 'efficient')",0.5992502,1.1270034,0.4104384,1.0884359,-0.6779975
67,-0.20539913,-0.13863665,"('doubtful', 'determined')",0.20274651,0.3897649,-0.0013263,0.1255641,-0.1268904
77,0.18835197,0.5717867,"('unmotivated', 'motivated')",-0.45638973,-0.17913121,-0.1340189,0.1963277,-0.3303466
26,-0.17587003,-0.674747,"('hardhearted', 'benevolent')",1.3135623,0.7350338,0.5688461,0.0301434,0.5387027
75,0.17398351,-0.2266846,"('meek', 'impulsive')",-0.7337409,-0.76313156,-0.2798787,-0.4949081,0.2150294
17,0.15473764,-0.11619621,"('nasty', 'nice')",-0.8298796,-0.9428646,-0.337571,-0.5295304,0.1919594
8,-0.15290149,-0.5828743,"('unaffectionate', 'affectionate')",-0.2906,-0.35763317,-0.2217507,-0.4702537,0.248503
1,0.14406161,0.17584367,"('unfriendly', 'friendly')",0.25123417,0.09881774,0.1976479,0.1373307,0.0603172
69,0.13257946,0.24185926,"('lazy', 'industrious')",0.21357566,0.15125576,0.1730776,0.1965575,-0.0234799
85,-0.11987181,-0.7071235,"('insignificant', 'prestigious')",-0.95675325,-1.0726542,-0.5383126,-0.8898889,0.3515763
19,-0.11463597,-9.8954886e-05,"('inhospitable', 'hospitable')",-0.74817723,-0.46189806,-0.4314066,-0.2309985,-0.2004081
88,-0.10579038,-0.015256688,"('low', 'eminent')",-0.65754545,-0.66836816,-0.3816679,-0.3418124,-0.0398555
59,0.09348747,-0.2985161,"('foolish', 'wise')",-0.32550362,-0.22842716,-0.1160081,-0.2634716,0.1474635
20,0.078084484,0.08240825,"('rough', 'thoughtful')",0.45588258,0.38837898,0.2669835,0.2353936,0.0315899
66,0.04408911,0.14304712,"('inactive', 'active')",0.62887114,0.39180464,0.3364801,0.2674259,0.0690542
15,0.029186875,-0.6193113,"('boring', 'funny')",0.1405462,0.08793475,0.0848665,-0.2656883,0.3505548
32,0.0035506114,0.6033516,"('unkind', 'kind')",0.50542873,0.6074634,0.2544897,0.6054075,-0.3509178
