,cameron_male,cameron_female,tuple,international_male,international_female,corp_male,corp_female,average_male,average_female,male-female
69,0.6754619,0.9456081,"('lazy', 'industrious')",2.0564842,2.0413663,-0.47929978,-0.312702,0.7508821,0.8914242,-0.1405421
32,0.65951145,0.2321175,"('unkind', 'kind')",-0.6400888,-0.80323005,0.54526293,0.40409872,0.1882285,-0.0556713,0.2438998
45,0.6447283,0.42187864,"('incompetent', 'competent')",-0.56471807,-0.48408395,-0.10800275,-0.15170605,-0.0093308,-0.0713038,0.061973
79,0.64149547,0.56142783,"('wavering', 'unwavering')",-0.17385882,-0.46351758,-0.3910263,-0.38570333,0.0255368,-0.095931,0.1214678
53,0.5819098,0.3418934,"('uncreative', 'creative')",-0.22958794,-0.4962277,0.5495712,0.34809142,0.300631,0.0645857,0.2360453
86,0.56770694,0.54211944,"('uninfluential', 'influential')",-0.79380715,-0.6721724,-0.64539874,-0.6097138,-0.2904996,-0.2465889,-0.0439107
35,-0.5656275,-0.6837347,"('corrupt', 'incorrupt')",0.010153811,-0.34771243,-0.6251329,-0.6816693,-0.3935355,-0.5710388,0.1775033
83,0.5589911,0.60302854,"('powerless', 'powerful')",-0.09389146,-0.045264795,-0.9679995,-0.89573944,-0.1676333,-0.1126586,-0.0549747
81,-0.52555156,-0.66146535,"('submissive', 'aggressive')",0.060669445,0.122350775,-0.6377171,-0.6358335,-0.3675331,-0.3916494,0.0241163
29,-0.5078261,-0.5293998,"('unfair', 'fair')",-0.71290183,-0.61154366,-0.25555426,-0.23522504,-0.492094,-0.4587229,-0.0333711
70,0.491064,0.5384455,"('lethargic', 'energetic')",0.0745138,0.17609036,-0.08317373,-0.117642306,0.1608014,0.1989645,-0.0381631
40,0.48356098,0.37840265,"('stingy', 'generous')",-0.44863826,-0.3397769,-1.6464258,-1.6670123,-0.5371677,-0.5427955,0.0056278
10,0.48020494,0.18824115,"('unsympathetic', 'sympathetic')",-1.3674325,-1.3275732,-0.6366354,-0.7265143,-0.5079543,-0.6219488,0.1139945
19,0.44590098,0.17644995,"('inhospitable', 'hospitable')",-0.6418476,-0.92904514,-0.86977226,-0.9551887,-0.3552396,-0.5692613,0.2140217
67,-0.43891406,-0.49288738,"('doubtful', 'determined')",0.13111517,0.053571124,-0.59452844,-0.5483304,-0.3007758,-0.3292156,0.0284398
64,0.4378175,0.55134225,"('shy', 'confident')",0.02312385,0.13640708,-6.0618615,-5.9187527,-1.8669734,-1.7436678,-0.1233056
11,0.42791885,0.47581518,"('unhelpful', 'helpful')",-0.1704781,-0.06430586,1.7925558,1.6700847,0.6833322,0.6938647,-0.0105325
15,0.41150215,0.14131232,"('boring', 'funny')",0.52290016,0.24485964,0.07318056,-0.08256917,0.335861,0.1012009,0.2346601
48,0.41074634,0.29769468,"('unintelligent', 'intelligent')",-0.75483704,-0.55770904,0.4182911,0.4841115,0.0247335,0.074699,-0.0499655
22,0.40909496,0.46916667,"('untrustworthy', 'trustworthy')",-0.25792536,-0.1293785,-0.9050971,-0.9693418,-0.2513092,-0.2098512,-0.041458
37,0.40155998,0.6624058,"('fake', 'genuine')",-0.39964512,-0.31979048,-0.19416974,-0.1374479,-0.064085,0.0683891,-0.1324741
82,-0.40140498,-0.6617645,"('poor', 'rich')",-0.9883675,-1.2299832,6.0206184,5.685897,1.5436153,1.2647164,0.2788989
78,0.39690727,0.6482938,"('nonresilient', 'resilient')",0.15714516,0.307968,0.24814251,0.370102,0.2673983,0.4421213,-0.174723
25,0.39161104,0.50122887,"('egoistic', 'altruistic')",0.725463,0.47049084,1.3398272,1.2712314,0.818967,0.7476504,0.0713166
34,-0.38671392,-0.41419512,"('mean', 'honorable')",0.093356065,0.21588355,5.3442106,5.2012076,1.6836176,1.6676321,0.0159855
46,0.3755712,0.67955464,"('uncompetitive', 'competitive')",-0.066718444,0.27021813,-0.80259323,-0.8987014,-0.1645802,0.0170238,-0.181604
77,0.37152758,0.6703222,"('unmotivated', 'motivated')",-0.051537767,-0.047416747,-1.0368397,-1.0316412,-0.23895,-0.1362453,-0.1027047
66,0.35743505,0.27766478,"('inactive', 'active')",1.088554,1.2273376,0.4114251,0.60684836,0.6191381,0.7039502,-0.0848121
17,-0.329027,-0.591066,"('nasty', 'nice')",-1.1576709,-1.3317327,-0.52888995,-0.71517843,-0.6718626,-0.8793257,0.2074631
60,-0.328022,-0.3476362,"('inefficient', 'efficient')",-0.10295816,0.04103682,-0.20997651,-0.22796518,-0.2136522,-0.1781882,-0.035464
57,0.3238944,0.16172668,"('unimaginative', 'imaginative')",-0.540949,-0.57794726,-2.9141152,-2.9823194,-1.0437233,-1.1328467,0.0891234
75,-0.27395853,-0.0877118,"('meek', 'impulsive')",0.20875147,0.21280168,-0.7344906,-0.65324545,-0.2665659,-0.1760519,-0.090514
52,-0.27089304,-0.32822824,"('irrational', 'rational')",-0.33133504,-0.5475119,0.14363104,0.15311186,-0.1528657,-0.2408761,0.0880104
51,0.25393653,0.2268801,"('uneducated', 'educated')",-0.079479955,-0.09716151,0.18625098,0.12618147,0.1202359,0.0853,0.0349359
4,-0.2369528,-0.6116449,"('disliked', 'liked')",-0.059130725,-0.1395513,-6.7977476,-6.6846137,-2.3646104,-2.4786034,0.113993
3,-0.22148617,-0.28525233,"('repellent', 'pleasant')",-0.41883615,-0.47175118,0.9797185,0.83629,0.1131321,0.0264288,0.0867033
76,0.21679431,0.06900149,"('anxious', 'daring')",0.39460984,0.2999977,-0.2869617,-0.39456356,0.1081475,-0.0085215,0.116669
36,0.21265005,0.13184613,"('hostile', 'amicable')",1.0017787,0.6723149,-0.037157774,-0.09999071,0.3924237,0.2347234,0.1577003
88,-0.19935659,-0.5207026,"('low', 'eminent')",0.23025921,-0.32105717,-0.3405258,-0.5768086,-0.1032077,-0.4728561,0.3696484
6,-0.17699145,-0.5615333,"('distant', 'open')",0.18939942,-0.05073337,-0.7603077,-0.7413426,-0.2492999,-0.4512031,0.2019032
80,0.16843864,0.5146174,"('dominated', 'dominating')",-0.32029933,0.015316218,-0.60090625,-0.47310072,-0.2509223,0.0189443,-0.2698666
49,-0.13355063,-0.26896432,"('unable', 'able')",-0.5261802,-0.6406849,-0.53688836,-0.60139406,-0.3988731,-0.5036811,0.104808
50,-0.13328987,-0.05361584,"('clumsy', 'skillful')",-0.2895961,-0.2660746,-0.12133159,-0.037012495,-0.1814059,-0.118901,-0.0625049
20,0.076379284,0.37061793,"('rough', 'thoughtful')",-0.039943665,0.11186045,0.6896941,0.79725915,0.2420432,0.4265792,-0.184536
31,-0.05791807,-0.13140431,"('evil', 'good')",0.24515785,0.08345701,-0.746585,-0.7755388,-0.1864484,-0.2744954,0.088047
13,0.05050157,0.09605993,"('impolite', 'polite')",0.3802036,0.4785223,-0.7934851,-0.91281486,-0.1209266,-0.1127442,-0.0081824
18,-0.046998024,-0.3047903,"('disagreeable', 'welcoming')",1.0440409,0.7469024,-0.6316819,-0.7465888,0.121787,-0.1014922,0.2232792
5,0.005705431,-0.32046092,"('distant', 'outgoing')",0.40309012,0.20695062,-0.7175924,-0.67573375,-0.1029323,-0.2630814,0.1601491
65,-0.0037397332,0.06470397,"('insecure', 'secure')",-0.43515784,-0.36461595,-0.08676598,-0.23409334,-0.1752212,-0.1780018,0.0027806
