,paychex_male,paychex_female,tuple,inc_male,inc_female,average_male,average_female,male-female
29,-0.31743354,-0.31643867,"('unfair', 'fair')",-0.37946555,-0.51738733,-0.3484495,-0.416913,0.0684635
19,-0.30389157,-0.3158573,"('inhospitable', 'hospitable')",0.15332633,0.09963948,-0.0752826,-0.1081089,0.0328263
84,0.30197698,0.15838265,"('inferior', 'superior')",0.8407936,0.774006,0.5713853,0.4661943,0.105191
20,-0.28674006,-0.31543356,"('rough', 'thoughtful')",1.0478069,0.9907923,0.3805334,0.3376794,0.042854
81,-0.2855315,-0.26368207,"('submissive', 'aggressive')",-1.2577435,-1.07503,-0.7716375,-0.669356,-0.1022815
47,0.28478584,0.48425037,"('stupid', 'smart')",5.081804,5.075218,2.6832948,2.7797344,-0.0964396
34,0.28119048,0.3381756,"('mean', 'honorable')",5.4580836,5.513021,2.869637,2.9255984,-0.0559614
85,0.27134734,0.4597999,"('insignificant', 'prestigious')",1.1686718,1.2493534,0.7200096,0.8545766,-0.134567
6,-0.26697475,-0.2772199,"('distant', 'open')",0.6881659,0.5995027,0.2105956,0.1611414,0.0494542
63,-0.26160073,-0.33645806,"('unperceptive', 'insightful')",0.93558586,0.85571504,0.3369926,0.2596285,0.0773641
40,0.2406225,0.01332896,"('stingy', 'generous')",-1.2885382,-1.586474,-0.5239578,-0.7865725,0.2626147
38,-0.23279305,-0.21675901,"('untruthful', 'truthful')",-0.41981253,-0.20649229,-0.3263028,-0.2116257,-0.1146771
83,0.22864078,0.41830105,"('powerless', 'powerful')",-1.1578666,-0.95035046,-0.4646129,-0.2660247,-0.1985882
76,-0.22029467,-0.000824444,"('anxious', 'daring')",-0.025831599,0.14933069,-0.1230631,0.0742531,-0.1973162
77,0.17695366,-0.06200842,"('unmotivated', 'motivated')",-1.3898284,-1.464431,-0.6064374,-0.7632197,0.1567823
14,-0.17658961,0.08656035,"('antisocial', 'social')",-1.1578747,-0.56522787,-0.6672322,-0.2393337,-0.4278985
54,0.17149287,0.323261,"('incapable', 'capable')",1.1805848,1.2466372,0.6760389,0.7849491,-0.1089102
25,0.16903368,0.18075445,"('egoistic', 'altruistic')",1.7855282,1.8549641,0.9772809,1.0178593,-0.0405784
27,0.15072927,-0.08285826,"('hardhearted', 'softhearted')",1.5828426,1.2215767,0.8667859,0.5693592,0.2974267
59,0.14309877,0.28112766,"('foolish', 'wise')",0.7114848,0.6690566,0.4272918,0.4750921,-0.0478003
39,0.14226535,0.33300295,"('exploitative', 'cooperative')",-0.14446267,-0.046391718,-0.0010987,0.1433056,-0.1444043
74,-0.14008865,-0.073660575,"('undedicated', 'dedicated')",0.3370028,0.4593484,0.0984571,0.1928439,-0.0943868
66,0.13801186,0.10217307,"('inactive', 'active')",1.070366,0.9700207,0.6041889,0.5360969,0.068092
79,-0.13301107,-0.053204004,"('wavering', 'unwavering')",0.12006651,0.10363567,-0.0064723,0.0252158,-0.0316881
64,-0.1285302,-0.17452854,"('shy', 'confident')",-6.316985,-6.174327,-3.2227576,-3.1744277,-0.0483299
15,-0.12632464,0.12511292,"('boring', 'funny')",0.4951292,0.77336854,0.1844023,0.4492407,-0.2648384
75,0.106480785,0.1768649,"('meek', 'impulsive')",-0.34401464,-0.33357057,-0.1187669,-0.0783528,-0.0404141
5,0.10485115,0.18505348,"('distant', 'outgoing')",0.175166,0.114628255,0.1400086,0.1498409,-0.0098323
35,0.10335631,0.26688638,"('corrupt', 'incorrupt')",0.21275127,0.26905683,0.1580538,0.2679716,-0.1099178
80,-0.071952894,-0.0938224,"('dominated', 'dominating')",-1.4417082,-1.4410177,-0.7568306,-0.7674201,0.0105895
12,0.051729005,-0.1643254,"('unsupportive', 'supportive')",-1.5963585,-1.7208228,-0.7723148,-0.9425741,0.1702593
32,-0.043371316,-0.07410462,"('unkind', 'kind')",0.856871,0.874169,0.4067498,0.4000322,0.0067176
60,-0.035004083,-3.0014664e-05,"('inefficient', 'efficient')",-0.4192108,-0.14881536,-0.2271074,-0.0744227,-0.1526847
78,-0.02871796,-0.4413071,"('nonresilient', 'resilient')",0.38006768,0.03473995,0.1756749,-0.2032836,0.3789585
41,0.026352875,0.017554156,"('unforgiving', 'forgiving')",-0.046583883,0.1650275,-0.0101155,0.0912908,-0.1014063
58,-0.025004007,0.055038758,"('undiscriminating', 'discriminating')",0.1629107,0.304725,0.0689534,0.1798819,-0.1109285
31,0.018418383,-0.15185142,"('evil', 'good')",-0.35574126,-0.4930398,-0.1686614,-0.3224456,0.1537842
17,0.012627445,0.1544357,"('nasty', 'nice')",-0.65726125,-0.40627554,-0.3223169,-0.1259199,-0.196397
56,0.005017344,0.25821745,"('impractical', 'practical')",-0.5899853,-0.12970318,-0.292484,0.0642571,-0.3567411
