,tegna_male,tegna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
51,-0.92253083,-0.77511287,"('uneducated', 'educated')",0.27109447,0.37630802,-0.3257182,-0.1994024,-0.1263158
21,0.9176275,0.97490966,"('immoral', 'moral')",-0.39084977,-0.41028187,0.2633889,0.2823139,-0.018925
66,-0.87957823,-0.9672997,"('inactive', 'active')",0.32130325,0.3942312,-0.2791375,-0.2865342,0.0073967
39,0.8559736,1.0297701,"('exploitative', 'cooperative')",0.0808058,0.19250008,0.4683897,0.6111351,-0.1427454
84,0.8517353,0.7867803,"('inferior', 'superior')",0.8321718,0.87984514,0.8419535,0.8333127,0.0086408
57,-0.85117805,-0.80717605,"('unimaginative', 'imaginative')",-2.6549613,-2.3252997,-1.7530696,-1.5662379,-0.1868317
2,0.8425807,0.6556146,"('unlikable', 'likable')",0.26844302,0.27499297,0.5555118,0.4653038,0.090208
35,-0.8297194,-1.0950247,"('corrupt', 'incorrupt')",-0.26500747,-0.34008205,-0.5473635,-0.7175534,0.1701899
79,-0.81666356,-1.3109103,"('wavering', 'unwavering')",-0.22984529,-0.30661637,-0.5232544,-0.8087634,0.285509
30,0.7871492,0.9285839,"('intolerant', 'tolerant')",1.2322586,1.2611864,1.0097039,1.0948851,-0.0851812
78,-0.77477604,-0.64741766,"('nonresilient', 'resilient')",-0.10941446,-0.0412968,-0.4420952,-0.3443572,-0.097738
60,0.7007216,1.2505307,"('inefficient', 'efficient')",-0.2908854,-0.036572333,0.2049181,0.6069792,-0.4020611
81,0.6933898,0.6364038,"('submissive', 'aggressive')",-0.76877594,-0.8801644,-0.0376931,-0.1218803,0.0841872
48,-0.6744416,-0.12272032,"('unintelligent', 'intelligent')",0.4141991,0.5859121,-0.1301212,0.2315959,-0.3617171
64,0.64747506,0.58873385,"('shy', 'confident')",-6.764118,-6.652938,-3.0583215,-3.0321021,-0.0262194
16,-0.623987,-0.85236126,"('unpopular', 'popular')",0.21617068,-0.032014206,-0.2039082,-0.4421877,0.2382795
82,-0.6228592,-0.35925105,"('poor', 'rich')",5.9575496,5.9129786,2.6673453,2.7768638,-0.1095185
42,0.61337644,0.3889709,"('unreliable', 'reliable')",-3.3025353,-3.2169213,-1.3445795,-1.4139752,0.0693957
73,0.5978312,0.505501,"('helpless', 'self-reliant')",-2.9558473,-2.8957608,-1.179008,-1.1951299,0.0161219
62,0.5893739,0.994691,"('incompetent', 'brilliant')",-0.24359627,0.008254368,0.1728888,0.5014727,-0.3285839
61,-0.584587,-0.26517004,"('illogical', 'logical')",0.069373034,0.26150098,-0.257607,-0.0018345,-0.2557725
27,-0.5692043,-0.1681247,"('hardhearted', 'softhearted')",1.3896294,1.5292124,0.4102125,0.6805438,-0.2703313
45,-0.559256,0.1590355,"('incompetent', 'competent')",-0.46270433,-0.025304671,-0.5109802,0.0668654,-0.5778456
65,0.54154646,0.7527015,"('insecure', 'secure')",-0.5430113,-0.28055954,-0.0007324,0.236071,-0.2368034
67,0.5370963,0.4852958,"('doubtful', 'determined')",-0.34595352,-0.3460062,0.0955714,0.0696448,0.0259266
49,-0.516444,-0.31733662,"('unable', 'able')",-0.710086,-0.42088908,-0.613265,-0.3691128,-0.2441522
43,0.47192386,0.6262975,"('irresponsible', 'responsible')",0.5453854,0.7985581,0.5086547,0.7124278,-0.2037731
80,0.43733537,0.89470315,"('dominated', 'dominating')",-1.5739875,-1.3424839,-0.5683261,-0.2238904,-0.3444357
70,0.43244594,0.51541865,"('lethargic', 'energetic')",0.5753658,0.6326105,0.5039059,0.5740145,-0.0701086
77,-0.42927295,-0.33700702,"('unmotivated', 'motivated')",-1.2007942,-1.2458541,-0.8150336,-0.7914306,-0.023603
38,-0.42918614,-0.5046259,"('untruthful', 'truthful')",-0.40048063,-0.42082602,-0.4148334,-0.462726,0.0478926
32,0.4209211,0.42086703,"('unkind', 'kind')",0.7516727,0.7999271,0.5862969,0.6103971,-0.0241002
63,-0.4176917,-0.23855402,"('unperceptive', 'insightful')",0.43538043,0.7063395,0.0088444,0.2338927,-0.2250483
29,-0.41533786,-0.32706532,"('unfair', 'fair')",-0.46393916,-0.21303916,-0.4396385,-0.2700523,-0.1695862
17,-0.4153351,-0.45046288,"('nasty', 'nice')",-0.44335908,-0.48118538,-0.4293471,-0.4658241,0.036477
56,0.41409588,0.4041016,"('impractical', 'practical')",-0.2211529,-0.21907029,0.0964715,0.0925157,0.0039558
59,0.4031104,0.119953744,"('foolish', 'wise')",0.12153447,0.17508452,0.2623224,0.1475191,0.1148033
13,-0.39885345,-0.08159339,"('impolite', 'polite')",-0.8110738,-0.5960114,-0.6049636,-0.3388024,-0.2661612
14,0.38343236,0.8577895,"('antisocial', 'social')",-0.489422,-0.039978407,-0.0529948,0.4089056,-0.4619004
41,0.3647901,0.39604098,"('unforgiving', 'forgiving')",0.05472854,0.12424686,0.2097593,0.2601439,-0.0503846
34,-0.34451473,-0.047567695,"('mean', 'honorable')",5.752855,5.6685133,2.70417,2.8104727,-0.1063027
71,-0.34105095,-0.55709904,"('diffident', 'self-confident')",0.0705637,0.12246094,-0.1352436,-0.2173191,0.0820755
15,0.31216592,-0.29364756,"('boring', 'funny')",0.64683086,0.48618695,0.4794984,0.0962697,0.3832287
40,0.30761752,0.6377222,"('stingy', 'generous')",-1.8593857,-1.6037556,-0.7758841,-0.4830167,-0.2928674
74,0.2882839,0.41437262,"('undedicated', 'dedicated')",-0.08591674,0.064870805,0.1011836,0.2396217,-0.1384381
18,0.27333927,0.14009273,"('disagreeable', 'welcoming')",-0.4496788,-0.47266197,-0.0881698,-0.1662846,0.0781148
4,-0.27332765,-0.57781714,"('disliked', 'liked')",-7.084995,-7.0204,-3.6791613,-3.7991085,0.1199472
24,0.23324475,0.6332768,"('dishonest', 'honest')",0.41073024,0.5947918,0.3219875,0.6140343,-0.2920468
12,0.214415,0.21868289,"('unsupportive', 'supportive')",-1.975308,-1.7330476,-0.8804465,-0.7571824,-0.1232641
46,0.20313123,0.5473498,"('uncompetitive', 'competitive')",-0.6617232,-0.56937087,-0.229296,-0.0110105,-0.2182855
58,-0.19887748,0.08704026,"('undiscriminating', 'discriminating')",0.30650342,0.4082437,0.053813,0.247642,-0.193829
7,-0.177849,0.1440982,"('insensitive', 'sensitive')",0.4289297,0.80900455,0.1255403,0.4765514,-0.3510111
22,0.17671275,0.4640436,"('untrustworthy', 'trustworthy')",-1.129969,-0.86769813,-0.4766281,-0.2018273,-0.2748008
10,-0.17560822,0.22923714,"('unsympathetic', 'sympathetic')",-0.42967924,-0.04382451,-0.3026437,0.0927063,-0.39535
50,0.16550693,0.32089427,"('clumsy', 'skillful')",-0.029433906,0.09677902,0.0680365,0.2088366,-0.1408001
87,-0.14575695,0.32405496,"('unsuccessful', 'successful')",0.26258415,0.63008326,0.0584136,0.4770691,-0.4186555
52,0.14478506,-0.09373019,"('irrational', 'rational')",0.2880089,0.025135789,0.216397,-0.0342972,0.2506942
23,-0.14315382,0.071140505,"('insincere', 'sincere')",5.5817175,5.5811644,2.7192819,2.8261523,-0.1068704
54,-0.12629798,-0.5486033,"('incapable', 'capable')",1.1994613,1.0779504,0.5365817,0.2646735,0.2719082
88,0.12597042,-0.13877341,"('low', 'eminent')",0.47897857,0.20913905,0.3024745,0.0351828,0.2672917
25,-0.11610279,-0.38592765,"('egoistic', 'altruistic')",1.6948576,1.4915638,0.7893774,0.5528181,0.2365593
11,-0.10090473,-0.117195725,"('unhelpful', 'helpful')",1.2921051,1.3008225,0.5956002,0.5918134,0.0037868
37,0.09047773,0.7806962,"('fake', 'genuine')",0.17379497,0.537182,0.1321363,0.6589391,-0.5268028
75,0.08604691,-0.4207989,"('meek', 'impulsive')",-0.57473505,-0.6549815,-0.2443441,-0.5378902,0.2935461
33,0.07459508,0.17072922,"('wrong', 'right')",-0.5624179,-0.3984154,-0.2439114,-0.1138431,-0.1300683
20,-0.07457422,0.3486706,"('rough', 'thoughtful')",1.0477105,1.1602235,0.4865682,0.754447,-0.2678788
55,0.056472544,0.62366974,"('incompetent', 'clever')",0.12714553,0.34338978,0.091809,0.4835297,-0.3917207
3,0.0543696,0.19957997,"('repellent', 'pleasant')",0.6146582,0.5490186,0.3345139,0.3742993,-0.0397854
69,-0.04675961,0.17705463,"('lazy', 'industrious')",-0.6803434,-0.4610006,-0.3635515,-0.141973,-0.2215785
72,0.025814041,0.026186718,"('unambitious', 'ambitious')",-0.8646587,-0.5563996,-0.4194223,-0.2651064,-0.1543159
85,-0.022671439,-0.53788483,"('insignificant', 'prestigious')",0.49160177,0.12877047,0.2344652,-0.2045572,0.4390224
47,0.019856054,-0.00012194365,"('stupid', 'smart')",5.153231,4.9857945,2.5865436,2.4928362,0.0937074
26,0.015026933,0.3338787,"('hardhearted', 'benevolent')",1.7279979,1.9494729,0.8715124,1.1416758,-0.2701634
83,0.01154311,0.07639505,"('powerless', 'powerful')",-0.8508696,-0.9146102,-0.4196633,-0.4191076,-0.0005557
