,kla_male,kla_female,tuple,corp_male,corp_female,average_male,average_female,male-female
39,0.6379441,0.88603115,"('exploitative', 'cooperative')",-0.107533604,0.03621299,0.2652053,0.4611221,-0.1959168
46,-0.6296638,-0.46151736,"('uncompetitive', 'competitive')",-0.8422568,-1.0031347,-0.7359603,-0.732326,-0.0036343
9,-0.59526616,-0.47400665,"('unaffectionate', 'caring')",0.9466579,0.9976472,0.1756959,0.2618203,-0.0861244
8,-0.5783662,-0.41000426,"('unaffectionate', 'affectionate')",0.29377213,0.6929293,-0.142297,0.1414625,-0.2837595
47,-0.56574696,-0.48066232,"('stupid', 'smart')",4.946182,4.774285,2.1902175,2.1468112,0.0434063
45,-0.56047076,-0.3233305,"('incompetent', 'competent')",-0.32118055,-0.23149392,-0.4408256,-0.2774122,-0.1634134
58,-0.5394038,-0.2533059,"('undiscriminating', 'discriminating')",0.024062255,0.2723292,-0.2576708,0.0095116,-0.2671824
0,-0.51574767,-0.24408059,"('unsociable', 'sociable')",-0.44985375,-0.4233226,-0.4828007,-0.3337016,-0.1490991
33,-0.51118684,-0.38197774,"('wrong', 'right')",-0.83238006,-0.5478286,-0.6717834,-0.4649032,-0.2068802
22,-0.49369004,-0.29172868,"('untrustworthy', 'trustworthy')",-0.84606135,-0.96360075,-0.6698757,-0.6276647,-0.042211
84,0.49159536,0.22960873,"('inferior', 'superior')",0.98346394,1.0277127,0.7375296,0.6286607,0.1088689
12,-0.47935125,-0.456225,"('unsupportive', 'supportive')",-1.9123946,-1.9785161,-1.1958729,-1.2173705,0.0214976
56,0.47271544,0.53872883,"('impractical', 'practical')",-0.4664384,-0.5450415,0.0031385,-0.0031563,0.0062948
40,-0.47269496,-0.39033398,"('stingy', 'generous')",-1.6115565,-1.8068523,-1.0421257,-1.0985931,0.0564674
55,0.46612442,0.66319543,"('incompetent', 'clever')",0.20401394,0.04631568,0.3350692,0.3547556,-0.0196864
73,0.4271605,0.6117817,"('helpless', 'self-reliant')",-3.140335,-2.7941794,-1.3565873,-1.0911989,-0.2653884
23,-0.41326457,-0.27606001,"('insincere', 'sincere')",6.096905,5.7211833,2.8418202,2.7225616,0.1192586
7,-0.38937232,-0.4349258,"('insensitive', 'sensitive')",0.65715486,0.33874536,0.1338913,-0.0480902,0.1819815
62,0.38730964,0.49852908,"('incompetent', 'brilliant')",0.6196807,0.41874725,0.5034952,0.4586382,0.044857
17,-0.340503,-0.13969997,"('nasty', 'nice')",-0.8538921,-0.8322367,-0.5971975,-0.4859684,-0.1112291
41,-0.3265822,0.105271585,"('unforgiving', 'forgiving')",-0.26761392,-0.1512359,-0.297098,-0.0229822,-0.2741158
20,-0.2882425,-0.3497083,"('rough', 'thoughtful')",0.73352987,0.6551661,0.2226437,0.1527289,0.0699148
48,0.2842507,0.08734274,"('unintelligent', 'intelligent')",1.0044396,0.7155551,0.6443452,0.4014489,0.2428963
14,0.26686323,0.5325992,"('antisocial', 'social')",-0.15296204,-0.04391808,0.0569506,0.2443406,-0.18739
68,-0.25914645,-0.447023,"('dependent', 'independent')",-0.2553617,-0.7087628,-0.2572541,-0.5778929,0.3206388
78,-0.23220915,-0.47357014,"('nonresilient', 'resilient')",0.7353678,0.26396063,0.2515793,-0.1048048,0.3563841
50,0.22782835,0.050731298,"('clumsy', 'skillful')",0.09364621,0.15726656,0.1607373,0.1039989,0.0567384
60,0.22729836,0.6623899,"('inefficient', 'efficient')",0.13007295,-0.0339425,0.1786857,0.3142237,-0.135538
21,-0.21650076,-0.12290128,"('immoral', 'moral')",-0.49436,-0.58331203,-0.3554304,-0.3531066,-0.0023238
51,0.20730726,-0.09147748,"('uneducated', 'educated')",0.42293113,0.29351836,0.3151192,0.1010204,0.2140988
3,-0.20685624,0.065580264,"('repellent', 'pleasant')",0.85819286,0.71891123,0.3256683,0.3922457,-0.0665774
65,0.2045168,0.24465159,"('insecure', 'secure')",-0.004700944,-0.5020495,0.0999079,-0.128699,0.2286069
44,-0.19492832,-0.099700496,"('prejudiced', 'unprejudiced')",-1.6288371,-1.5175588,-0.9118827,-0.8086296,-0.1032531
64,-0.18269138,-0.13231954,"('shy', 'confident')",-6.239611,-6.403782,-3.2111514,-3.2680507,0.0568993
18,-0.17889406,-0.08371844,"('disagreeable', 'welcoming')",-0.49130931,-0.5159691,-0.3351017,-0.2998438,-0.0352579
35,-0.17001963,-0.53803015,"('corrupt', 'incorrupt')",-0.37032878,-0.39409995,-0.2701742,-0.466065,0.1958908
15,0.16110086,0.12027418,"('boring', 'funny')",-0.14470576,0.08264799,0.0081976,0.1014611,-0.0932635
42,0.16050619,0.29777077,"('unreliable', 'reliable')",-3.6366413,-3.527886,-1.7380675,-1.6150576,-0.1230099
87,-0.1497915,-0.24838656,"('unsuccessful', 'successful')",0.9174131,1.0522306,0.3838108,0.401922,-0.0181112
67,0.1494436,0.11660041,"('doubtful', 'determined')",-0.86402166,-0.6134363,-0.357289,-0.2484179,-0.1088711
80,0.14554712,0.21487087,"('dominated', 'dominating')",-0.5367602,-0.95436394,-0.1956065,-0.3697465,0.17414
2,-0.14168207,0.010585516,"('unlikable', 'likable')",-0.070347756,0.31802326,-0.1060149,0.1643044,-0.2703193
27,-0.1398384,-0.1492602,"('hardhearted', 'softhearted')",0.8144632,0.7659347,0.3373124,0.3083373,0.0289751
29,-0.13367829,-0.23133455,"('unfair', 'fair')",-0.5783686,-0.36295748,-0.3560234,-0.297146,-0.0588774
32,-0.13051741,-0.15004948,"('unkind', 'kind')",0.23867755,0.6191606,0.0540801,0.2345556,-0.1804755
16,-0.13035333,-0.26650867,"('unpopular', 'popular')",0.22991106,0.20170939,0.0497789,-0.0323996,0.0821785
77,0.126591,-0.042554982,"('unmotivated', 'motivated')",-0.8136008,-1.1350619,-0.3435049,-0.5888084,0.2453035
76,-0.10958481,0.1784842,"('anxious', 'daring')",-0.3652693,-0.46557784,-0.2374271,-0.1435468,-0.0938803
25,0.10647653,0.098943464,"('egoistic', 'altruistic')",0.8615653,1.0666753,0.4840209,0.5828094,-0.0987885
81,0.10353307,0.2594566,"('submissive', 'aggressive')",-0.5069421,-0.9762164,-0.2017045,-0.3583799,0.1566754
28,-0.0899719,-0.28589574,"('disloyal', 'loyal')",1.1209686,0.7601941,0.5154983,0.2371492,0.2783491
82,-0.086878896,-0.3781323,"('poor', 'rich')",6.313378,6.2683263,3.1132495,2.945097,0.1681525
72,-0.07030195,-0.28187644,"('unambitious', 'ambitious')",-0.41202143,-0.8123607,-0.2411617,-0.5471185,0.3059568
4,0.039218873,-0.013678128,"('disliked', 'liked')",-6.642237,-6.4062796,-3.3015091,-3.2099788,-0.0915303
85,0.037972476,-0.109304294,"('insignificant', 'prestigious')",-0.56692976,-0.15587197,-0.2644787,-0.1325881,-0.1318906
52,-0.034758225,-0.26202822,"('irrational', 'rational')",-0.066969246,0.094996735,-0.0508637,-0.0835157,0.032652
30,-0.008100314,0.4437704,"('intolerant', 'tolerant')",1.085507,1.0811557,0.5387034,0.762463,-0.2237596
