,el_male,el_female,tuple,paso_male,paso_female,corp_male,corp_female,average_male,average_female,male-female
69,0.2860477,0.17273211,"('lazy', 'industrious')",1.3451121,1.310295,-0.23987362,-0.42933065,0.463762,0.3512321,0.1125299
3,0.24687947,0.32377085,"('repellent', 'pleasant')",-0.79735875,-0.71204895,0.55564314,0.65794855,0.0017213,0.0898902,-0.0881689
18,0.24558988,0.24417837,"('disagreeable', 'welcoming')",0.8132055,0.79109496,-0.45419616,-0.508011,0.2015331,0.1757541,0.025779
46,-0.21331096,-0.06900695,"('uncompetitive', 'competitive')",0.111231565,0.12276642,-0.964707,-0.8693415,-0.3555955,-0.2718607,-0.0837348
6,-0.21170193,-0.21892606,"('distant', 'open')",1.8322352,1.8430355,-0.38939726,-0.585883,0.4103787,0.3460755,0.0643032
74,-0.09517023,-0.15347594,"('undedicated', 'dedicated')",1.1678293,1.2002351,-0.28706327,-0.37375733,0.2618653,0.2243339,0.0375314
64,-0.09121859,-0.09427509,"('shy', 'confident')",-0.44293556,-0.3457518,-5.9147153,-5.9142838,-2.1496232,-2.1181035,-0.0315197
84,0.065045886,-0.067529835,"('inferior', 'superior')",0.54852474,0.43620142,0.49568105,0.41328412,0.3697506,0.2606519,0.1090987
34,0.06026242,-0.045370985,"('mean', 'honorable')",0.16014114,0.027106063,5.2375426,5.3021755,1.8193154,1.7613036,0.0580118
33,-0.05533266,-0.24893855,"('wrong', 'right')",1.5661865,1.472078,-0.25943834,-0.35738528,0.4171385,0.2885847,0.1285538
85,0.05271746,-0.041410483,"('insignificant', 'prestigious')",1.9503815,1.8420314,-0.3900985,-0.6672807,0.5376668,0.3777801,0.1598867
50,-0.051878173,-0.15430689,"('clumsy', 'skillful')",0.3372223,0.33793527,-0.26096192,-0.4187448,0.0081274,-0.0783721,0.0864995
66,0.049566925,-0.040415086,"('inactive', 'active')",0.50270134,0.50896055,0.49248216,0.24262026,0.3482502,0.2370552,0.111195
67,0.043334406,-0.052278623,"('doubtful', 'determined')",0.05473187,0.110578135,-0.48413712,-0.59784234,-0.1286903,-0.1798476,0.0511573
35,0.036257945,-0.04005638,"('corrupt', 'incorrupt')",0.6341918,0.5430278,-0.8469046,-0.9827941,-0.0588183,-0.1599409,0.1011226
59,0.020357136,-0.2176259,"('foolish', 'wise')",0.70994663,0.5837855,-0.046262406,-0.16477604,0.2280138,0.0671278,0.160886
79,-0.019213218,-0.0019031116,"('wavering', 'unwavering')",0.82898647,0.9267772,-0.44411707,-0.45663577,0.1218854,0.1560794,-0.034194
