,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,male-female
24,-0.42373812,-0.23833568,"('dishonest', 'honest')",0.37357497,0.61224246,-0.0250816,0.1869534,-0.212035
41,0.42204103,0.4022677,"('unforgiving', 'forgiving')",-0.14969312,-0.14194755,0.136174,0.1301601,0.0060139
87,0.4195434,0.90987,"('unsuccessful', 'successful')",0.8193377,0.95018536,0.6194406,0.9300277,-0.3105871
80,0.4033528,0.641051,"('dominated', 'dominating')",-1.1856822,-0.9911597,-0.3911647,-0.1750543,-0.2161104
63,-0.3824203,-0.51905924,"('unperceptive', 'insightful')",0.96622396,1.1014555,0.2919018,0.2911981,0.0007037
85,-0.37805158,-0.15173414,"('insignificant', 'prestigious')",-0.1345741,-0.24525413,-0.2563128,-0.1984941,-0.0578187
69,-0.37653708,-0.08413166,"('lazy', 'industrious')",-0.60049576,-0.93003047,-0.4885164,-0.507081,0.0185646
33,-0.36815414,-0.3352428,"('wrong', 'right')",-0.7655938,-0.77660996,-0.566874,-0.5559264,-0.0109476
11,-0.35735816,-0.73900783,"('unhelpful', 'helpful')",1.6578652,1.7870702,0.6502535,0.5240312,0.1262223
15,-0.34916627,-0.03337486,"('boring', 'funny')",0.36913025,0.6308308,0.009982,0.298728,-0.288746
22,0.34749576,0.643446,"('untrustworthy', 'trustworthy')",-0.64550567,-0.53505,-0.149005,0.054198,-0.203203
67,-0.32741275,-0.24320403,"('doubtful', 'determined')",-0.20749447,-0.24587953,-0.2674536,-0.2445418,-0.0229118
60,0.26182273,-0.0017910041,"('inefficient', 'efficient')",0.39907455,0.44626597,0.3304486,0.2222375,0.1082111
45,0.2611143,0.36411202,"('incompetent', 'competent')",0.11742619,0.24298671,0.1892702,0.3035493,-0.1142791
17,-0.25541922,-0.4768626,"('nasty', 'nice')",-0.6358531,-0.6631278,-0.4456362,-0.5699952,0.124359
68,-0.2519299,-0.44815913,"('dependent', 'independent')",-0.71168166,-0.79351264,-0.4818058,-0.6208359,0.1390301
20,-0.23819783,-0.17298889,"('rough', 'thoughtful')",1.2823105,1.2653998,0.5220563,0.5462055,-0.0241492
65,0.2222674,0.0035211444,"('insecure', 'secure')",-0.20782141,-0.10543812,0.007223,-0.0509585,0.0581815
44,0.21566394,0.875174,"('prejudiced', 'unprejudiced')",-1.4163469,-1.4988902,-0.6003415,-0.3118581,-0.2884834
74,-0.1944465,-0.11684116,"('undedicated', 'dedicated')",0.09143621,0.19402993,-0.0515051,0.0385944,-0.0900995
64,-0.18549329,-0.2335953,"('shy', 'confident')",-6.286166,-6.840127,-3.2358298,-3.5368612,0.3010314
83,-0.18271457,-0.4130482,"('powerless', 'powerful')",-0.7579224,-0.7186474,-0.4703185,-0.5658478,0.0955293
7,0.17397189,-0.33497393,"('insensitive', 'sensitive')",0.76047194,0.88176763,0.4672219,0.2733968,0.1938251
29,0.17226546,0.3995469,"('unfair', 'fair')",-0.6460937,-0.45636767,-0.2369141,-0.0284104,-0.2085037
57,-0.16886081,-0.5495146,"('unimaginative', 'imaginative')",-2.2278662,-2.4583247,-1.1983635,-1.5039196,0.3055561
70,0.15964633,0.51519406,"('lethargic', 'energetic')",0.93296766,1.2331653,0.546307,0.8741797,-0.3278727
48,-0.15840477,-0.5271505,"('unintelligent', 'intelligent')",0.68473154,0.6902318,0.2631634,0.0815406,0.1816228
28,0.14612657,-1.032157,"('disloyal', 'loyal')",1.1450496,0.9466421,0.645588,-0.0427574,0.6883454
12,0.14140569,-0.2973686,"('unsupportive', 'supportive')",-1.8073236,-1.7888007,-0.8329589,-1.0430846,0.2101257
25,-0.13680238,-0.5587639,"('egoistic', 'altruistic')",1.1734012,1.0125661,0.5182995,0.2269011,0.2913984
3,-0.1354579,-0.5599428,"('repellent', 'pleasant')",0.22304039,0.23685622,0.0437912,-0.1615433,0.2053345
47,0.09828691,0.16253611,"('stupid', 'smart')",5.519949,5.907679,2.809118,3.0351076,-0.2259896
52,0.08390136,-0.2294002,"('irrational', 'rational')",-0.028467461,-0.3427594,0.0277169,-0.2860798,0.3137967
46,0.077805296,-0.32596412,"('uncompetitive', 'competitive')",-0.33858243,-0.38275787,-0.1303886,-0.354361,0.2239724
56,0.07532857,-0.1524688,"('impractical', 'practical')",0.23530999,0.2538423,0.1553193,0.0506867,0.1046326
78,-0.07327892,-0.30125117,"('nonresilient', 'resilient')",0.39763907,0.4851887,0.1621801,0.0919688,0.0702113
40,0.066146545,-0.122390404,"('stingy', 'generous')",-1.8389997,-1.9956663,-0.8864266,-1.0590284,0.1726018
37,-0.06414047,-0.27644414,"('fake', 'genuine')",0.66948205,0.6887608,0.3026708,0.2061583,0.0965125
16,-0.026648901,-0.028920837,"('unpopular', 'popular')",0.40719426,0.32164302,0.1902727,0.1463611,0.0439116
27,0.021670476,0.2151583,"('hardhearted', 'softhearted')",1.0565268,1.1579674,0.5390986,0.6865629,-0.1474643
21,-0.020560943,-0.2444883,"('immoral', 'moral')",-0.38185278,-0.2698012,-0.2012069,-0.2571447,0.0559378
81,0.007742781,-0.0151063055,"('submissive', 'aggressive')",-0.41683233,-0.26352075,-0.2045448,-0.1393135,-0.0652313
