,directv_male,directv_female,tuple,average_male,average_female,male-female
8,-0.6532243,-0.9215788,"('unaffectionate', 'affectionate')",-0.6532243,-0.9215788,0.2683545
26,0.6361065,0.31372842,"('hardhearted', 'benevolent')",0.6361065,0.3137284,0.3223781
10,-0.63210905,0.0113605745,"('unsympathetic', 'sympathetic')",-0.632109,0.0113606,-0.6434696
1,0.6286632,0.18465655,"('unfriendly', 'friendly')",0.6286632,0.1846565,0.4440067
43,0.6128192,1.1933402,"('irresponsible', 'responsible')",0.6128192,1.1933402,-0.580521
33,0.6110581,0.28749174,"('wrong', 'right')",0.6110581,0.2874917,0.3235664
39,0.5978139,1.163298,"('exploitative', 'cooperative')",0.5978139,1.163298,-0.5654841
87,0.59498024,0.5997807,"('unsuccessful', 'successful')",0.5949802,0.5997807,-0.0048005
83,0.57473725,0.56641424,"('powerless', 'powerful')",0.5747373,0.5664142,0.0083231
18,-0.5712364,-0.6501786,"('disagreeable', 'welcoming')",-0.5712364,-0.6501786,0.0789422
68,-0.5641666,-0.47219244,"('dependent', 'independent')",-0.5641666,-0.4721924,-0.0919742
46,-0.5386154,-0.090765834,"('uncompetitive', 'competitive')",-0.5386154,-0.0907658,-0.4478496
48,0.49847275,0.6841152,"('unintelligent', 'intelligent')",0.4984728,0.6841152,-0.1856424
6,-0.45471376,-0.89982915,"('distant', 'open')",-0.4547138,-0.8998291,0.4451153
59,0.43802762,0.107710525,"('foolish', 'wise')",0.4380276,0.1077105,0.3303171
76,0.41390327,0.81128985,"('anxious', 'daring')",0.4139033,0.8112898,-0.3973865
50,-0.37472087,-0.259878,"('clumsy', 'skillful')",-0.3747209,-0.259878,-0.1148429
35,-0.36954737,-1.1810592,"('corrupt', 'incorrupt')",-0.3695474,-1.1810592,0.8115118
25,0.3659001,-0.18778688,"('egoistic', 'altruistic')",0.3659001,-0.1877869,0.553687
71,0.35329515,0.16742009,"('diffident', 'self-confident')",0.3532951,0.1674201,0.185875
5,-0.34096298,-0.7358262,"('distant', 'outgoing')",-0.340963,-0.7358262,0.3948632
51,-0.33699018,0.12858555,"('uneducated', 'educated')",-0.3369902,0.1285855,-0.4655757
72,-0.3293995,-0.055789523,"('unambitious', 'ambitious')",-0.3293995,-0.0557895,-0.27361
49,-0.30857518,0.109975204,"('unable', 'able')",-0.3085752,0.1099752,-0.4185504
54,0.30442244,0.3992898,"('incapable', 'capable')",0.3044224,0.3992898,-0.0948674
37,0.30420703,0.21279308,"('fake', 'genuine')",0.304207,0.2127931,0.0914139
0,-0.28885993,-0.11141817,"('unsociable', 'sociable')",-0.2888599,-0.1114182,-0.1774417
53,0.28788558,0.29061007,"('uncreative', 'creative')",0.2878856,0.2906101,-0.0027245
75,-0.28526384,-0.42137975,"('meek', 'impulsive')",-0.2852638,-0.4213797,0.1361159
27,-0.27857688,-0.33650988,"('hardhearted', 'softhearted')",-0.2785769,-0.3365099,0.057933
74,0.2739261,0.59850216,"('undedicated', 'dedicated')",0.2739261,0.5985022,-0.3245761
21,-0.2674604,0.33572182,"('immoral', 'moral')",-0.2674604,0.3357218,-0.6031822
38,0.23922817,0.4742652,"('untruthful', 'truthful')",0.2392282,0.4742652,-0.235037
7,-0.23536249,0.12246176,"('insensitive', 'sensitive')",-0.2353625,0.1224618,-0.3578243
13,-0.22619481,0.21496734,"('impolite', 'polite')",-0.2261948,0.2149673,-0.4411621
52,0.22420627,-0.29292983,"('irrational', 'rational')",0.2242063,-0.2929298,0.5171361
58,0.2215938,0.1742594,"('undiscriminating', 'discriminating')",0.2215938,0.1742594,0.0473344
86,-0.21870948,-0.011659274,"('uninfluential', 'influential')",-0.2187095,-0.0116593,-0.2070502
79,-0.18826966,-0.51715344,"('wavering', 'unwavering')",-0.1882697,-0.5171534,0.3288837
85,-0.18518323,-0.70227194,"('insignificant', 'prestigious')",-0.1851832,-0.7022719,0.5170887
55,0.1793409,0.86383533,"('incompetent', 'clever')",0.1793409,0.8638353,-0.6844944
19,-0.17363568,-0.502588,"('inhospitable', 'hospitable')",-0.1736357,-0.502588,0.3289523
32,0.16064157,0.43597034,"('unkind', 'kind')",0.1606416,0.4359703,-0.2753287
77,-0.16025782,0.0042984337,"('unmotivated', 'motivated')",-0.1602578,0.0042984,-0.1645562
81,0.13759667,0.76138043,"('submissive', 'aggressive')",0.1375967,0.7613804,-0.6237837
80,0.12976122,0.36074406,"('dominated', 'dominating')",0.1297612,0.3607441,-0.2309829
45,-0.12628661,0.49838609,"('incompetent', 'competent')",-0.1262866,0.4983861,-0.6246727
88,0.11741817,0.003346767,"('low', 'eminent')",0.1174182,0.0033468,0.1140714
41,0.10426246,0.23500775,"('unforgiving', 'forgiving')",0.1042625,0.2350077,-0.1307452
29,0.080093175,0.08261854,"('unfair', 'fair')",0.0800932,0.0826185,-0.0025253
63,0.06102181,0.59644437,"('unperceptive', 'insightful')",0.0610218,0.5964444,-0.5354226
70,-0.04707632,0.59458864,"('lethargic', 'energetic')",-0.0470763,0.5945886,-0.6416649
9,0.040282536,-2.0077452e-05,"('unaffectionate', 'caring')",0.0402825,-2.01e-05,0.0403026
65,-0.035671867,0.58376586,"('insecure', 'secure')",-0.0356719,0.5837659,-0.6194378
3,-0.027730912,0.27893433,"('repellent', 'pleasant')",-0.0277309,0.2789343,-0.3066652
20,0.025968391,0.07023019,"('rough', 'thoughtful')",0.0259684,0.0702302,-0.0442618
69,0.018472001,-0.78128135,"('lazy', 'industrious')",0.018472,-0.7812814,0.7997534
16,0.014252208,-0.33896536,"('unpopular', 'popular')",0.0142522,-0.3389654,0.3532176
14,0.006688945,0.3656167,"('antisocial', 'social')",0.0066889,0.3656167,-0.3589278
