,el_male,el_female,tuple,paso_male,paso_female,corp_male,corp_female,average_male,average_female,male-female
34,-0.31062624,-0.16030455,"('mean', 'honorable')",-0.08595365,0.0187492,5.111203,5.2851233,1.5715412,1.7145227,-0.1429815
16,-0.30999932,-0.5195342,"('unpopular', 'popular')",-0.253412,-0.35064337,0.0662782,-0.06327888,-0.1657111,-0.3111521,0.145441
79,0.2909427,0.08730352,"('wavering', 'unwavering')",0.9798675,0.8545351,-0.32768497,-0.42755738,0.3143751,0.1714271,0.142948
46,-0.27713332,-0.34673545,"('uncompetitive', 'competitive')",-0.068179525,0.028224468,-1.2161956,-1.0596684,-0.5205028,-0.4593931,-0.0611097
69,0.25001392,0.19136825,"('lazy', 'industrious')",1.2711253,1.0725598,-0.4571572,-0.55740833,0.3546607,0.2355066,0.1191541
66,0.23927352,0.042603485,"('inactive', 'active')",0.38901877,0.3037151,0.26487187,0.1665912,0.2977214,0.1709699,0.1267515
74,-0.23005757,-0.23965238,"('undedicated', 'dedicated')",1.1286125,1.2460785,-0.36612964,-0.279512,0.1774751,0.2423047,-0.0648296
64,-0.20581557,-0.40067652,"('shy', 'confident')",-0.41254184,-0.4839539,-6.110575,-6.085566,-2.2429775,-2.3233989,0.0804214
6,-0.17730935,-0.17493427,"('distant', 'open')",1.6974479,1.6864746,-0.35972142,-0.4575142,0.3868057,0.351342,0.0354637
33,-0.16930836,-0.29573733,"('wrong', 'right')",1.3635299,1.269017,-0.3393196,-0.4800648,0.2849673,0.1644049,0.1205624
68,0.14767453,0.11582238,"('dependent', 'independent')",-0.08532618,-0.094882645,-1.2814742,-1.2444994,-0.4063753,-0.4078532,0.0014779
5,-0.1368956,-0.28497323,"('distant', 'outgoing')",1.0754724,0.9982923,-0.2873721,-0.41026196,0.2170682,0.101019,0.1160492
50,0.12998231,-0.07127552,"('clumsy', 'skillful')",0.4761609,0.38359427,-0.17407782,-0.2971089,0.1440218,0.00507,0.1389518
67,0.10662685,0.17713048,"('doubtful', 'determined')",0.09842045,0.07412798,-0.46432993,-0.4649014,-0.0864275,-0.0712143,-0.0152132
59,0.10315886,0.071916506,"('foolish', 'wise')",0.77091676,0.67661756,-0.0041778237,-0.045069262,0.2899659,0.2344883,0.0554776
84,-0.100084916,-0.04494684,"('inferior', 'superior')",0.39890295,0.4266307,0.37387875,0.37668437,0.2242323,0.2527894,-0.0285571
2,0.08345738,0.27293518,"('unlikable', 'likable')",1.106886,1.2319297,0.6480124,0.7357729,0.6127853,0.7468793,-0.134094
3,0.07737688,0.09709052,"('repellent', 'pleasant')",-0.78600615,-0.7379283,0.6015758,0.6510813,-0.0356845,0.0034145,-0.039099
18,-0.047937524,0.05914154,"('disagreeable', 'welcoming')",0.64446855,0.7855801,-0.71486497,-0.65385807,-0.0394446,0.0636212,-0.1030658
35,0.034919877,0.1510678,"('corrupt', 'incorrupt')",0.49094898,0.5106096,-0.7234351,-0.8122578,-0.0658554,-0.0501935,-0.0156619
85,0.021225527,-0.09151624,"('insignificant', 'prestigious')",1.807456,1.8079063,-0.56014884,-0.6889837,0.4228443,0.3424688,0.0803755
40,0.02088555,-0.10432107,"('stingy', 'generous')",0.8275203,0.92630553,-2.1652055,-2.2607074,-0.4389332,-0.4795743,0.0406411
