,paramount_male,paramount_female,tuple,global_male,global_female,average_male,average_female,male-female
1,0.9687954,1.0487797,"('unfriendly', 'friendly')",2.2552617,2.2603774,1.6120286,1.6545786,-0.04255
2,0.8540613,1.0246177,"('unlikable', 'likable')",0.73890984,0.8503489,0.7964855,0.9374833,-0.1409978
13,-0.83078665,-1.0591416,"('impolite', 'polite')",-0.20148915,-0.28702557,-0.5161379,-0.6730836,0.1569457
60,-0.7707119,-0.8679833,"('inefficient', 'efficient')",0.6220718,0.56148344,-0.07432,-0.1532499,0.0789299
33,0.74400663,0.84128726,"('wrong', 'right')",0.026087824,0.050491296,0.3850472,0.4458893,-0.0608421
56,0.72518337,0.56008404,"('impractical', 'practical')",0.6270554,0.41475084,0.6761194,0.4874175,0.1887019
17,-0.70182246,-0.7277165,"('nasty', 'nice')",-1.054818,-0.9549767,-0.8783202,-0.8413466,-0.0369736
54,0.6761062,0.81488895,"('incapable', 'capable')",1.4935141,1.5862975,1.0848101,1.2005932,-0.1157831
44,-0.6687153,-0.793341,"('prejudiced', 'unprejudiced')",-1.1236886,-1.1065898,-0.896202,-0.9499654,0.0537634
16,-0.65369105,-0.5087504,"('unpopular', 'popular')",0.052626513,0.26192522,-0.3005323,-0.1234126,-0.1771197
4,-0.64552295,-0.68539613,"('disliked', 'liked')",-7.208581,-7.410965,-3.927052,-4.0481806,0.1211286
46,-0.63266987,-0.63602084,"('uncompetitive', 'competitive')",-0.15971865,-0.25784057,-0.3961942,-0.4469307,0.0507365
27,0.62556165,0.7898075,"('hardhearted', 'softhearted')",1.189725,1.2803469,0.9076433,1.0350772,-0.1274339
0,-0.623845,-0.6749331,"('unsociable', 'sociable')",-0.324139,-0.3626672,-0.473992,-0.5188001,0.0448081
76,-0.6214555,-0.6447291,"('anxious', 'daring')",0.23025882,0.24633467,-0.1955983,-0.1991972,0.0035989
84,0.6200732,0.6463571,"('inferior', 'superior')",0.9094032,0.9171969,0.7647382,0.781777,-0.0170388
10,-0.58338964,-0.42762136,"('unsympathetic', 'sympathetic')",-0.03446393,-0.098247215,-0.3089268,-0.2629343,-0.0459925
20,0.5742577,0.65369904,"('rough', 'thoughtful')",0.48651558,0.6218485,0.5303866,0.6377738,-0.1073872
36,0.574078,0.694681,"('hostile', 'amicable')",-0.2856869,-0.19792333,0.1441956,0.2483788,-0.1041832
83,0.5669646,0.58114004,"('powerless', 'powerful')",-0.44060558,-0.5110902,0.0631795,0.0350249,0.0281546
14,-0.5093308,-0.543064,"('antisocial', 'social')",-0.44093835,-0.46840337,-0.4751346,-0.5057337,0.0305991
30,-0.50079125,-0.55898535,"('intolerant', 'tolerant')",0.87809324,0.8457228,0.188651,0.1433687,0.0452823
88,0.49731243,0.44261718,"('low', 'eminent')",0.54107666,0.50978774,0.5191945,0.4762025,0.042992
34,0.4666806,0.38198236,"('mean', 'honorable')",5.6874914,5.7037425,3.077086,3.0428624,0.0342236
25,0.450032,0.80656546,"('egoistic', 'altruistic')",0.9152213,1.2187157,0.6826266,1.0126406,-0.330014
50,-0.41766572,-0.34674108,"('clumsy', 'skillful')",0.45677835,0.53561985,0.0195563,0.0944394,-0.0748831
70,-0.40031108,-0.40705055,"('lethargic', 'energetic')",0.712515,0.4722351,0.156102,0.0325923,0.1235097
80,-0.38122204,-0.59613633,"('dominated', 'dominating')",-0.5004646,-0.6694037,-0.4408433,-0.63277,0.1919267
65,-0.37491012,-0.6104832,"('insecure', 'secure')",0.23086663,0.2615596,-0.0720217,-0.1744618,0.1024401
57,-0.3494592,-0.4299089,"('unimaginative', 'imaginative')",-3.2551434,-3.518883,-1.8023013,-1.974396,0.1720947
67,-0.34870464,-0.23422842,"('doubtful', 'determined')",-0.05660787,-0.017528232,-0.2026563,-0.1258783,-0.076778
87,0.33808753,0.18009427,"('unsuccessful', 'successful')",1.0970109,1.0544025,0.7175492,0.6172484,0.1003008
62,0.3266769,0.23908806,"('incompetent', 'brilliant')",0.72878754,0.6560493,0.5277323,0.4475687,0.0801636
22,-0.30400917,-0.33612457,"('untrustworthy', 'trustworthy')",-0.8214338,-0.9360289,-0.5627215,-0.6360767,0.0733552
82,-0.29478407,-0.21151266,"('poor', 'rich')",5.91872,6.0083346,2.8119678,2.898411,-0.0864432
63,-0.28774258,-0.20447984,"('unperceptive', 'insightful')",1.5583744,1.5131233,0.6353159,0.6543217,-0.0190058
38,0.27038175,0.25097504,"('untruthful', 'truthful')",0.8042372,0.7038115,0.5373095,0.4773933,0.0599162
24,0.27028522,0.26975822,"('dishonest', 'honest')",1.0327735,0.99375635,0.6515294,0.6317573,0.0197721
32,0.26742133,0.29131946,"('unkind', 'kind')",1.1795727,1.1592497,0.723497,0.7252846,-0.0017876
49,-0.2616168,-0.27619922,"('unable', 'able')",-0.16887072,-0.12662442,-0.2152438,-0.2014118,-0.013832
37,0.25975737,0.26145005,"('fake', 'genuine')",0.6517983,0.65065175,0.4557778,0.4560509,-0.0002731
69,0.2566216,0.43984464,"('lazy', 'industrious')",-1.0819092,-0.8930425,-0.4126438,-0.2265989,-0.1860449
11,-0.24995653,-0.48328808,"('unhelpful', 'helpful')",2.664871,2.3543558,1.2074572,0.9355339,0.2719233
40,-0.24396333,-0.037351817,"('stingy', 'generous')",-2.2229173,-2.1255991,-1.2334403,-1.0814755,-0.1519648
74,0.24107164,0.44636023,"('undedicated', 'dedicated')",0.42006898,0.3956135,0.3305703,0.4209869,-0.0904166
7,0.2197312,0.28960913,"('insensitive', 'sensitive')",1.1097021,1.107375,0.6647167,0.6984921,-0.0337754
23,0.21934703,0.20625867,"('insincere', 'sincere')",7.121721,7.074833,3.6705339,3.6405458,0.0299881
48,0.21631202,0.11019677,"('unintelligent', 'intelligent')",0.28471407,0.2582692,0.250513,0.184233,0.06628
77,-0.19448112,-0.070789635,"('unmotivated', 'motivated')",-1.0001912,-0.9177336,-0.5973362,-0.4942616,-0.1030746
21,-0.18372025,-0.072717726,"('immoral', 'moral')",-0.6547393,-0.5778473,-0.4192298,-0.3252825,-0.0939473
19,-0.18213266,-0.06932206,"('inhospitable', 'hospitable')",0.033028867,0.09963079,-0.0745519,0.0151544,-0.0897063
31,-0.1787355,-0.04463546,"('evil', 'good')",-1.3908043,-1.2538807,-0.7847699,-0.6492581,-0.1355118
86,-0.16603424,-0.05925902,"('uninfluential', 'influential')",-0.37899318,-0.5078603,-0.2725137,-0.2835597,0.011046
78,-0.15224081,0.09025241,"('nonresilient', 'resilient')",0.21149799,0.19922468,0.0296286,0.1447385,-0.1151099
6,-0.1363601,0.024073917,"('distant', 'open')",-0.23568228,-0.14738317,-0.1860212,-0.0616546,-0.1243666
58,-0.1355925,-0.054675512,"('undiscriminating', 'discriminating')",0.03732217,-0.02798903,-0.0491352,-0.0413323,-0.0078029
66,-0.12043151,-0.0482883,"('inactive', 'active')",0.8638308,0.938357,0.3716996,0.4450344,-0.0733348
28,0.10200475,0.30001298,"('disloyal', 'loyal')",1.0157044,0.9080118,0.5588546,0.6040124,-0.0451578
39,0.08688601,0.065676495,"('exploitative', 'cooperative')",0.086012885,0.09638895,0.0864494,0.0810327,0.0054167
18,-0.085334614,0.21600714,"('disagreeable', 'welcoming')",-0.4080736,-0.2618579,-0.2467041,-0.0229254,-0.2237787
79,-0.084791444,0.09202136,"('wavering', 'unwavering')",0.33751643,0.38668808,0.1263625,0.2393547,-0.1129922
43,-0.07707824,-0.0793494,"('irresponsible', 'responsible')",1.2464399,1.1445353,0.5846809,0.532593,0.0520879
52,-0.06903879,-0.019253246,"('irrational', 'rational')",-0.43892083,-0.3670325,-0.2539798,-0.1931429,-0.0608369
41,0.056079462,0.17435607,"('unforgiving', 'forgiving')",0.25695306,0.1940901,0.1565163,0.1842231,-0.0277068
75,0.048207052,-0.047423713,"('meek', 'impulsive')",-0.6614942,-0.76971996,-0.3066436,-0.4085718,0.1019282
61,0.04616878,0.075086266,"('illogical', 'logical')",0.5426754,0.541772,0.2944221,0.3084291,-0.014007
42,0.04546276,0.20974767,"('unreliable', 'reliable')",-2.8267465,-2.8147078,-1.3906418,-1.30248,-0.0881618
35,-0.022717148,-0.0020067655,"('corrupt', 'incorrupt')",-0.6902324,-0.68227565,-0.3564748,-0.3421412,-0.0143336
5,-0.018627163,0.00244461,"('distant', 'outgoing')",-0.40614504,-0.3752946,-0.2123861,-0.186425,-0.0259611
47,-0.0037930235,-0.02564799,"('stupid', 'smart')",5.496526,5.5329447,2.7463663,2.7536483,-0.007282
