,csx_male,csx_female,tuple,corp_male,corp_female,average_male,average_female,male-female
24,-0.36356348,-0.71891385,"('dishonest', 'honest')",0.15628129,-0.02331122,-0.1036411,-0.3711125,0.2674714
40,0.3530628,-0.048212286,"('stingy', 'generous')",-1.083107,-1.7204106,-0.3650221,-0.8843114,0.5192893
47,-0.3456147,-0.52868426,"('stupid', 'smart')",4.138904,4.2186184,1.8966447,1.8449671,0.0516776
32,-0.33418968,-0.33745936,"('unkind', 'kind')",0.08920322,0.20241392,-0.1224932,-0.0675227,-0.0549705
64,-0.31114388,-0.29755977,"('shy', 'confident')",-5.35343,-5.194141,-2.8322868,-2.7458503,-0.0864365
80,0.3056054,0.33300376,"('dominated', 'dominating')",-0.33496216,-0.25569123,-0.0146784,0.0386563,-0.0533347
76,-0.29725292,-0.07599675,"('anxious', 'daring')",-0.32964924,0.03988698,-0.3134511,-0.0180549,-0.2953962
1,-0.28920683,-0.9619954,"('unfriendly', 'friendly')",0.82664514,0.22464779,0.2687191,-0.3686738,0.6373929
50,0.27619097,0.19187458,"('clumsy', 'skillful')",0.004744731,-0.04633016,0.1404679,0.0727722,0.0676957
77,-0.26784465,-0.2806605,"('unmotivated', 'motivated')",-1.0120627,-0.9224614,-0.6399537,-0.601561,-0.0383927
66,0.25811872,-0.029569983,"('inactive', 'active')",0.84867865,0.5059439,0.5533987,0.238187,0.3152117
4,-0.25619462,-0.441716,"('disliked', 'liked')",-5.6290903,-5.974665,-2.9426425,-3.2081907,0.2655482
26,0.25511485,-0.034705162,"('hardhearted', 'benevolent')",1.5431508,1.2104353,0.8991328,0.5878651,0.3112677
58,-0.2446262,-0.6904108,"('undiscriminating', 'discriminating')",0.40106657,0.02987867,0.0782202,-0.3302661,0.4084863
12,-0.22906038,-0.38648897,"('unsupportive', 'supportive')",-1.8084757,-2.0259573,-1.0187681,-1.2062231,0.187455
35,-0.22535834,-0.2954523,"('corrupt', 'incorrupt')",-0.11452158,-0.2576831,-0.16994,-0.2765677,0.1066277
88,-0.22278732,-0.23848028,"('low', 'eminent')",-0.6270978,-0.60120887,-0.4249426,-0.4198446,-0.005098
74,0.21004681,0.022885129,"('undedicated', 'dedicated')",-0.13777748,-0.38309148,0.0361347,-0.1801032,0.2162379
8,-0.19336304,-0.6002247,"('unaffectionate', 'affectionate')",0.36005872,-0.15717721,0.0833478,-0.3787009,0.4620487
9,-0.18800563,-0.62737787,"('unaffectionate', 'caring')",0.5569528,0.09516676,0.1844736,-0.2661056,0.4505792
36,-0.16192949,-0.27690947,"('hostile', 'amicable')",0.04949908,-0.10513997,-0.0562152,-0.1910247,0.1348095
78,0.14594622,0.10477741,"('nonresilient', 'resilient')",0.21298751,0.052534785,0.1794669,0.0786561,0.1008108
16,0.1455802,0.06357846,"('unpopular', 'popular')",0.49086213,0.51082534,0.3182212,0.2872019,0.0310193
6,-0.14414412,-0.57751256,"('distant', 'open')",-0.6237363,-1.0073452,-0.3839402,-0.7924289,0.4084887
29,0.12463147,-0.1964907,"('unfair', 'fair')",-0.23843779,-0.47445375,-0.0569032,-0.3354722,0.278569
75,-0.11325847,0.08097845,"('meek', 'impulsive')",-0.26945323,-0.26160476,-0.1913559,-0.0903132,-0.1010427
31,0.0937915,-0.24775818,"('evil', 'good')",-0.50701994,-0.93708503,-0.2066142,-0.5924216,0.3858074
20,-0.050933298,-0.23668511,"('rough', 'thoughtful')",0.88566417,0.71628565,0.4173654,0.2398003,0.1775651
42,0.04576782,0.0917836,"('unreliable', 'reliable')",-2.8442512,-2.8451743,-1.3992417,-1.3766954,-0.0225463
5,-0.038798485,-0.3767323,"('distant', 'outgoing')",-0.7448595,-1.0373045,-0.391829,-0.7070184,0.3151894
73,0.008098828,0.08217351,"('helpless', 'self-reliant')",-2.9419203,-3.0653696,-1.4669107,-1.491598,0.0246873
