,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,male-female
71,-0.6348456,-0.41731426,"('diffident', 'self-confident')",0.35958734,0.16333129,-0.1376291,-0.1269915,-0.0106376
23,-0.630425,-0.6157565,"('insincere', 'sincere')",6.559343,5.909395,2.9644589,2.6468194,0.3176395
21,-0.60496,-0.49570704,"('immoral', 'moral')",-0.33010593,0.082548566,-0.467533,-0.2065792,-0.2609538
45,-0.59370756,-0.85613036,"('incompetent', 'competent')",-0.16619454,-0.086891636,-0.3799511,-0.471511,0.0915599
31,-0.58142066,-0.8205744,"('evil', 'good')",-0.8362171,-1.3899204,-0.7088189,-1.1052474,0.3964285
12,-0.5483018,-0.25322196,"('unsupportive', 'supportive')",-2.1420166,-1.9428772,-1.3451593,-1.0980495,-0.2471098
17,-0.53932244,-0.50088954,"('nasty', 'nice')",-0.70177525,-0.80695045,-0.6205488,-0.65392,0.0333712
51,-0.5364396,-0.39197156,"('uneducated', 'educated')",0.13479042,0.43694255,-0.2008246,0.0224855,-0.2233101
32,-0.522705,-0.20060274,"('unkind', 'kind')",0.6742065,0.75007737,0.0757507,0.2747373,-0.1989866
88,-0.52194196,-0.18136336,"('low', 'eminent')",-0.32835996,-0.42216778,-0.425151,-0.3017656,-0.1233854
67,0.47701302,0.74693,"('doubtful', 'determined')",-1.0821985,-0.65455633,-0.3025928,0.0461868,-0.3487796
48,-0.47582275,-0.8124638,"('unintelligent', 'intelligent')",0.7953825,0.8527403,0.1597799,0.0201382,0.1396417
52,-0.47518614,-0.5444853,"('irrational', 'rational')",0.138918,-0.42858964,-0.1681341,-0.4865375,0.3184034
83,-0.46320373,-0.6319325,"('powerless', 'powerful')",-0.9943658,-1.1223516,-0.7287848,-0.8771421,0.1483573
82,-0.44925866,-0.29626915,"('poor', 'rich')",6.8809843,6.231839,3.2158628,2.9677851,0.2480777
55,-0.40496165,-0.5251046,"('incompetent', 'clever')",0.3876788,0.7694646,-0.0086414,0.12218,-0.1308214
7,-0.40196732,-0.26619554,"('insensitive', 'sensitive')",0.82914054,0.9517871,0.2135866,0.3427958,-0.1292092
22,-0.40012547,-0.4631657,"('untrustworthy', 'trustworthy')",-0.81467927,-0.6539368,-0.6074024,-0.5585513,-0.0488511
16,-0.38781032,0.010266401,"('unpopular', 'popular')",-0.015584782,-0.0828823,-0.2016976,-0.0363079,-0.1653897
3,-0.37119925,-0.49519435,"('repellent', 'pleasant')",1.1822029,1.0866365,0.4055018,0.2957211,0.1097807
58,-0.3511764,-0.3525822,"('undiscriminating', 'discriminating')",0.1337356,0.074274674,-0.1087204,-0.1391537,0.0304333
47,-0.3471613,-0.32255048,"('stupid', 'smart')",5.666505,5.350028,2.6596718,2.5137389,0.1459329
74,-0.33745986,0.0659163,"('undedicated', 'dedicated')",-0.4225784,-0.26163232,-0.3800191,-0.097858,-0.2821611
56,-0.31219605,-0.09572297,"('impractical', 'practical')",-0.7436192,-0.4677843,-0.5279076,-0.2817536,-0.246154
64,-0.28209746,0.12589736,"('shy', 'confident')",-7.1305656,-6.029599,-3.7063315,-2.9518509,-0.7544806
25,-0.27475032,-0.50434864,"('egoistic', 'altruistic')",1.4859754,1.1910067,0.6056125,0.343329,0.2622835
62,0.268342,-0.08719611,"('incompetent', 'brilliant')",0.5511731,0.5932389,0.4097576,0.2530214,0.1567362
68,-0.2613017,-0.2750158,"('dependent', 'independent')",-0.6125331,-0.7714424,-0.4369174,-0.5232291,0.0863117
78,-0.24650665,-0.09455244,"('nonresilient', 'resilient')",0.18776438,0.32293308,-0.0293711,0.1141903,-0.1435614
59,0.24079937,0.42643133,"('foolish', 'wise')",0.3195196,-0.08995288,0.2801595,0.1682392,0.1119203
42,0.23801006,0.7946054,"('unreliable', 'reliable')",-3.4356148,-2.9261966,-1.5988023,-1.0657957,-0.5330066
14,-0.19499391,-0.04970732,"('antisocial', 'social')",-0.1851839,0.38673648,-0.1900889,0.1685146,-0.3586035
70,0.18089966,0.30759066,"('lethargic', 'energetic')",0.350287,0.6285268,0.2655933,0.4680587,-0.2024654
37,0.16519748,-0.11449188,"('fake', 'genuine')",0.35740665,0.028036617,0.2613021,-0.0432276,0.3045297
35,0.14928769,-0.10317388,"('corrupt', 'incorrupt')",-0.6234587,-1.1899731,-0.2370855,-0.6465735,0.409488
39,0.13048169,-0.06790145,"('exploitative', 'cooperative')",0.121155,0.32914278,0.1258183,0.1306207,-0.0048024
33,-0.12423182,-0.14835094,"('wrong', 'right')",-0.6390925,-0.86950165,-0.3816622,-0.5089263,0.1272641
4,-0.12148349,-0.05043267,"('disliked', 'liked')",-7.859521,-7.4992356,-3.9905021,-3.7748342,-0.2156679
65,-0.12067579,-0.2173774,"('insecure', 'secure')",0.013971052,0.4154726,-0.0533524,0.0990476,-0.1524
27,-0.12063291,-0.542089,"('hardhearted', 'softhearted')",1.5170468,1.0754133,0.698207,0.2666622,0.4315448
60,0.11957075,0.19296917,"('inefficient', 'efficient')",0.047825933,0.6697607,0.0836983,0.431365,-0.3476667
87,0.11361367,0.01888315,"('unsuccessful', 'successful')",0.7711661,0.7768104,0.4423899,0.3978468,0.0445431
11,-0.105615504,0.06277354,"('unhelpful', 'helpful')",1.5274096,1.661152,0.710897,0.8619628,-0.1510658
29,0.09140877,-0.21653236,"('unfair', 'fair')",-0.50315654,-0.62423325,-0.2058739,-0.4203828,0.2145089
2,0.07770866,0.7057893,"('unlikable', 'likable')",0.14836404,0.44117,0.1130363,0.5734797,-0.4604434
76,0.0736695,0.45433578,"('anxious', 'daring')",-0.124068245,0.13587885,-0.0251994,0.2951073,-0.3203067
75,-0.071876764,-0.09681377,"('meek', 'impulsive')",-1.0348191,-1.2963884,-0.5533479,-0.6966011,0.1432532
15,-0.05614333,-0.21769062,"('boring', 'funny')",0.076845735,-0.13611048,0.0103512,-0.1769006,0.1872518
34,0.04627648,0.11086023,"('mean', 'honorable')",5.9885035,5.54791,3.01739,2.8293853,0.1880047
30,-0.0462551,0.14784531,"('intolerant', 'tolerant')",0.7253057,1.0169442,0.3395253,0.5823947,-0.2428694
81,0.041257925,-0.031143263,"('submissive', 'aggressive')",-0.8763517,-0.32098195,-0.4175469,-0.1760626,-0.2414843
20,0.03392675,-0.3460648,"('rough', 'thoughtful')",0.58914155,0.52376986,0.3115341,0.0888525,0.2226816
80,-0.01830338,-0.5806827,"('dominated', 'dominating')",-1.0112109,-0.83804935,-0.5147572,-0.709366,0.1946088
40,-0.017599108,-0.5322892,"('stingy', 'generous')",-2.0267408,-2.4570935,-1.0221699,-1.4946914,0.4725215
49,-0.012818611,0.1781685,"('unable', 'able')",0.12517318,-0.050666776,0.0561773,0.0637509,-0.0075736
