,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,male-female
59,0.31630367,0.21586503,"('foolish', 'wise')",-0.56575435,-0.33055758,-0.1247253,-0.0573463,-0.067379
4,0.31536695,0.5428629,"('disliked', 'liked')",-7.355462,-6.9447546,-3.5200477,-3.2009459,-0.3191018
5,-0.2993027,-0.5296254,"('distant', 'outgoing')",-1.4360576,-1.1381638,-0.8676801,-0.8338946,-0.0337855
79,-0.28777343,-0.5643963,"('wavering', 'unwavering')",-1.1265507,-1.1084442,-0.707162,-0.8364203,0.1292583
71,-0.28065985,-0.3691669,"('diffident', 'self-confident')",0.20178151,0.44792843,-0.0394392,0.0393808,-0.07882
53,-0.27311626,-0.50237316,"('uncreative', 'creative')",0.027603544,0.09539939,-0.1227564,-0.2034869,0.0807305
32,0.24901712,0.25264183,"('unkind', 'kind')",1.1432111,1.090129,0.6961141,0.6713854,0.0247287
27,-0.24625635,-0.57183,"('hardhearted', 'softhearted')",0.32427981,0.120573014,0.0390117,-0.2256285,0.2646402
65,0.24607515,0.32149518,"('insecure', 'secure')",0.8112014,0.9111717,0.5286382,0.6163334,-0.0876952
6,-0.2420775,-0.6103562,"('distant', 'open')",-0.85231286,-0.6950673,-0.5471952,-0.6527117,0.1055165
37,-0.23572358,-0.40877435,"('fake', 'genuine')",0.14025456,0.043264963,-0.0477345,-0.1827547,0.1350202
52,-0.23026566,-0.34845418,"('irrational', 'rational')",-1.0563745,-0.9485511,-0.6433201,-0.6485026,0.0051825
2,0.22689767,0.7781194,"('unlikable', 'likable')",-0.015137445,0.512798,0.1058801,0.6454587,-0.5395786
25,-0.18083131,-0.116124965,"('egoistic', 'altruistic')",0.69831854,0.86015993,0.2587436,0.3720175,-0.1132739
48,0.14087574,-0.111534394,"('unintelligent', 'intelligent')",0.0868302,-0.005232542,0.113853,-0.0583835,0.1722365
20,-0.1294593,-0.21546376,"('rough', 'thoughtful')",0.6429501,0.24271792,0.2567454,0.0136271,0.2431183
72,0.12661685,0.14897376,"('unambitious', 'ambitious')",0.13832138,0.20200834,0.1324691,0.175491,-0.0430219
34,-0.12026341,0.0097751655,"('mean', 'honorable')",4.1271114,4.1155996,2.0034239,2.0626874,-0.0592635
29,0.07301229,0.06208074,"('unfair', 'fair')",-0.6576781,-0.85303146,-0.2923329,-0.3954754,0.1031425
9,0.070029594,-0.11944628,"('unaffectionate', 'caring')",0.71685725,0.8621502,0.3934434,0.371352,0.0220914
87,-0.06941299,0.26882344,"('unsuccessful', 'successful')",0.25178897,-0.11454894,0.091188,0.0771373,0.0140507
46,0.06811083,0.1274158,"('uncompetitive', 'competitive')",0.47906348,0.36892962,0.2735872,0.2481727,0.0254145
74,-0.060175158,-0.16151169,"('undedicated', 'dedicated')",0.13584489,-0.04022359,0.0378349,-0.1008676,0.1387025
69,-0.05134364,-0.20091322,"('lazy', 'industrious')",-2.294551,-2.115729,-1.1729473,-1.1583211,-0.0146262
3,0.035665758,-0.12670515,"('repellent', 'pleasant')",0.7086935,0.4721902,0.3721796,0.1727425,0.1994371
80,-0.003927,-0.070316665,"('dominated', 'dominating')",1.5043318,0.811076,0.7502024,0.3703797,0.3798227
