,aes_male,aes_female,tuple,corp_male,corp_female,average_male,average_female,male-female
12,-0.4086066,-0.40995768,"('unsupportive', 'supportive')",-2.1883132,-2.0755856,-1.2984599,-1.2427716,-0.0556883
61,0.37954652,0.21752633,"('illogical', 'logical')",0.41036907,0.52872455,0.3949578,0.3731254,0.0218324
47,0.35663426,-0.01657195,"('stupid', 'smart')",5.745937,5.775502,3.0512855,2.8794651,0.1718204
88,-0.3525621,-0.6595969,"('low', 'eminent')",0.029377269,-0.18645999,-0.1615924,-0.4230285,0.2614361
13,0.32604602,-0.25935015,"('impolite', 'polite')",-0.3780348,-0.53744626,-0.0259944,-0.3983982,0.3724038
74,-0.3251764,-0.44247466,"('undedicated', 'dedicated')",-0.67236394,-0.74318916,-0.4987702,-0.5928319,0.0940617
34,0.29652166,0.22161518,"('mean', 'honorable')",5.994485,5.9365563,3.1455033,3.0790858,0.0664175
46,0.2681346,-0.014211882,"('uncompetitive', 'competitive')",-0.60683197,-0.74805295,-0.1693487,-0.3811324,0.2117837
72,0.26349205,0.052634742,"('unambitious', 'ambitious')",-0.008119393,-0.11296297,0.1276863,-0.0301641,0.1578504
59,-0.26106048,-0.49171436,"('foolish', 'wise')",0.21887565,0.16999508,-0.0210924,-0.1608596,0.1397672
43,0.25266457,-0.39952546,"('irresponsible', 'responsible')",0.5221785,0.25920838,0.3874215,-0.0701585,0.45758
45,-0.24520852,-0.54559183,"('incompetent', 'competent')",-0.1647338,-0.10921305,-0.2049712,-0.3274024,0.1224312
78,-0.23285541,-0.03471943,"('nonresilient', 'resilient')",0.06558065,0.10786688,-0.0836374,0.0365737,-0.1202111
48,0.22099689,0.3556528,"('unintelligent', 'intelligent')",1.0901562,1.2255073,0.6555765,0.79058,-0.1350035
24,-0.19870034,-0.485319,"('dishonest', 'honest')",0.7748915,0.9071258,0.2880956,0.2109034,0.0771922
87,0.19670095,-0.12082939,"('unsuccessful', 'successful')",0.990674,0.98639774,0.5936875,0.4327842,0.1609033
14,0.19562045,0.04788476,"('antisocial', 'social')",-0.31956607,-0.4302697,-0.0619728,-0.1911925,0.1292197
70,0.19149098,-0.21539958,"('lethargic', 'energetic')",0.35394138,0.21645285,0.2727162,0.0005266,0.2721896
33,-0.19035566,-0.2752862,"('wrong', 'right')",-0.8994817,-0.71078193,-0.5449187,-0.4930341,-0.0518846
23,0.18015671,-0.14689717,"('insincere', 'sincere')",6.490314,6.268636,3.3352354,3.0608695,0.2743659
55,0.17856859,-0.021104304,"('incompetent', 'clever')",0.30069432,0.32841724,0.2396314,0.1536565,0.0859749
50,0.15360853,-0.06952806,"('clumsy', 'skillful')",0.36093017,0.11777525,0.2572694,0.0241236,0.2331458
68,0.15220816,0.123725474,"('dependent', 'independent')",-0.32994363,-0.2658506,-0.0888677,-0.0710626,-0.0178051
77,0.14721496,0.07387756,"('unmotivated', 'motivated')",-0.7709858,-0.8455364,-0.3118854,-0.3858294,0.073944
37,0.13565291,0.0701789,"('fake', 'genuine')",0.008830655,-0.0048366636,0.0722418,0.0326711,0.0395707
44,0.13040747,-0.19980322,"('prejudiced', 'unprejudiced')",-1.2889005,-1.442169,-0.5792465,-0.8209861,0.2417396
64,0.12783001,-0.025108205,"('shy', 'confident')",-6.7258887,-6.6989403,-3.2990294,-3.3620243,0.0629949
3,-0.11471621,-0.0012880377,"('repellent', 'pleasant')",1.0640134,0.8477905,0.4746486,0.4232512,0.0513974
63,-0.105942495,-0.1981963,"('unperceptive', 'insightful')",0.87988776,0.9011199,0.3869726,0.3514618,0.0355108
69,-0.08431642,-0.045624737,"('lazy', 'industrious')",-1.0092964,-0.8918815,-0.5468064,-0.4687531,-0.0780533
42,0.07664065,-0.39716467,"('unreliable', 'reliable')",-3.5136201,-3.6724465,-1.7184898,-2.0348055,0.3163157
15,-0.063865885,-0.35316455,"('boring', 'funny')",-0.114376724,-0.2749523,-0.0891213,-0.3140584,0.2249371
51,-0.05848722,-0.16565633,"('uneducated', 'educated')",0.51951855,0.39866644,0.2305157,0.1165051,0.1140106
7,-0.03825424,0.061423615,"('insensitive', 'sensitive')",0.22911485,0.37703317,0.0954303,0.2192284,-0.1237981
32,-0.026277957,-0.6663304,"('unkind', 'kind')",1.0603209,0.6949131,0.5170215,0.0142913,0.5027302
