,gamestop_male,gamestop_female,tuple,corp_male,corp_female,average_male,average_female,male-female
76,-0.7282213,-0.59683716,"('anxious', 'daring')",-0.11233944,-0.104012266,-0.4202804,-0.3504247,-0.0698557
34,-0.72090876,-0.6355268,"('mean', 'honorable')",5.756119,5.846451,2.5176051,2.6054621,-0.087857
32,-0.7018057,-0.67294484,"('unkind', 'kind')",0.5897773,0.6080747,-0.0560142,-0.0324351,-0.0235791
61,0.6896388,0.48711246,"('illogical', 'logical')",0.4944831,0.35112306,0.5920609,0.4191177,0.1729432
59,0.6888618,0.52394885,"('foolish', 'wise')",0.024811354,0.14220849,0.3568366,0.3330787,0.0237579
38,-0.6854897,-0.70123833,"('untruthful', 'truthful')",-0.51946676,-0.46131796,-0.6024783,-0.5812781,-0.0212002
8,0.6829907,0.582157,"('unaffectionate', 'affectionate')",0.8933717,1.0273013,0.7881812,0.8047292,-0.016548
23,-0.66350085,-0.33360505,"('insincere', 'sincere')",6.3338284,6.3686934,2.8351638,3.0175443,-0.1823805
79,-0.66039973,-0.87482,"('wavering', 'unwavering')",-0.4143519,-0.3728416,-0.5373758,-0.6238308,0.086455
24,-0.65526414,-0.70612115,"('dishonest', 'honest')",0.619537,0.5781617,-0.0178636,-0.0639797,0.0461161
88,-0.6492015,-0.55855495,"('low', 'eminent')",-0.42542902,-0.31447855,-0.5373152,-0.4365168,-0.1007984
85,0.64080745,0.4041657,"('insignificant', 'prestigious')",-0.10474641,0.0011551846,0.2680305,0.2026604,0.0653701
44,-0.6193864,-0.5990235,"('prejudiced', 'unprejudiced')",-1.072655,-1.1304924,-0.8460207,-0.864758,0.0187373
2,-0.5887495,-0.61491895,"('unlikable', 'likable')",0.18729568,0.2216947,-0.2007269,-0.1966121,-0.0041148
69,0.5849806,0.38002113,"('lazy', 'industrious')",-0.99823093,-0.90649825,-0.2066252,-0.2632385,0.0566133
9,0.5797514,0.50696945,"('unaffectionate', 'caring')",1.3460191,1.4882437,0.9628853,0.9976066,-0.0347213
64,-0.5645731,-0.60284305,"('shy', 'confident')",-6.945436,-7.039713,-3.7550046,-3.8212781,0.0662735
48,0.5389256,0.7030715,"('unintelligent', 'intelligent')",0.7870277,0.80461144,0.6629766,0.7538415,-0.0908649
26,0.53077245,0.34426436,"('hardhearted', 'benevolent')",1.5251975,1.5406178,1.027985,0.9424411,0.0855439
39,0.5252568,0.59869236,"('exploitative', 'cooperative')",0.14808507,0.15797819,0.3366709,0.3783353,-0.0416644
77,-0.5183287,-0.3570426,"('unmotivated', 'motivated')",-1.3593432,-1.2494364,-0.938836,-0.8032395,-0.1355965
84,0.5157096,0.5438743,"('inferior', 'superior')",1.022767,1.0059361,0.7692382,0.7749052,-0.005667
47,-0.51262206,-0.5190427,"('stupid', 'smart')",5.7733965,5.7654114,2.6303873,2.6231844,0.0072029
57,-0.50543576,-0.7653483,"('unimaginative', 'imaginative')",-3.1536005,-3.3317542,-1.8295181,-2.0485513,0.2190332
35,0.48439002,0.14152104,"('corrupt', 'incorrupt')",-0.32218832,-0.3701045,0.0811009,-0.1142917,0.1953926
58,-0.4494566,-0.6267854,"('undiscriminating', 'discriminating')",0.015724003,-0.083647385,-0.2168663,-0.3552164,0.1383501
49,0.43295142,0.4147035,"('unable', 'able')",-0.19353837,-0.19432697,0.1197065,0.1101883,0.0095182
45,-0.43111372,-0.6495883,"('incompetent', 'competent')",0.09144377,-0.25198773,-0.169835,-0.450788,0.280953
30,-0.42687342,-0.38870233,"('intolerant', 'tolerant')",0.43527296,0.3561849,0.0041998,-0.0162587,0.0204585
87,0.41612676,0.2641675,"('unsuccessful', 'successful')",0.7637872,0.73745674,0.589957,0.5008121,0.0891449
67,0.39539576,0.40898332,"('doubtful', 'determined')",-0.69800997,-0.7334929,-0.1513071,-0.1622548,0.0109477
20,-0.3798504,-0.28823882,"('rough', 'thoughtful')",1.026132,1.020373,0.3231408,0.3660671,-0.0429263
31,-0.37713084,-0.6272354,"('evil', 'good')",-0.8336185,-0.85548604,-0.6053747,-0.7413607,0.135986
1,0.3564972,0.13777596,"('unfriendly', 'friendly')",1.6017979,1.6507802,0.9791476,0.894278,0.0848696
63,-0.33502516,-0.20312953,"('unperceptive', 'insightful')",0.42931277,0.3830116,0.0471438,0.089941,-0.0427972
37,-0.32783806,-0.2920062,"('fake', 'genuine')",0.20115848,0.2831958,-0.0633398,-0.0044052,-0.0589346
25,0.32639262,0.2503887,"('egoistic', 'altruistic')",1.3050896,1.5167035,0.8157411,0.8835461,-0.067805
54,0.32613268,0.23229775,"('incapable', 'capable')",0.78746694,0.8911483,0.5567998,0.5617231,-0.0049233
12,-0.30966038,-0.30813602,"('unsupportive', 'supportive')",-2.189864,-2.2339263,-1.2497622,-1.2710311,0.0212689
5,0.30721366,0.063426994,"('distant', 'outgoing')",-0.49759945,-0.38351938,-0.0951929,-0.1600462,0.0648533
28,0.29859695,0.27326277,"('disloyal', 'loyal')",1.3004782,1.2749809,0.7995376,0.7741218,0.0254158
74,-0.29645282,-0.28056228,"('undedicated', 'dedicated')",-0.4656734,-0.48064744,-0.3810631,-0.3806049,-0.0004582
40,-0.29147407,-0.5342825,"('stingy', 'generous')",-1.9120067,-2.0569592,-1.1017404,-1.2956208,0.1938804
86,-0.27562597,-0.3803932,"('uninfluential', 'influential')",-0.43748966,-0.4852643,-0.3565578,-0.4328288,0.076271
78,-0.24071951,-0.23051342,"('nonresilient', 'resilient')",0.20720269,0.15857923,-0.0167584,-0.0359671,0.0192087
33,0.22295402,-0.028377155,"('wrong', 'right')",-0.74245983,-0.71322626,-0.2597529,-0.3708017,0.1110488
52,0.20978272,-0.073941156,"('irrational', 'rational')",0.046324357,0.05957158,0.1280535,-0.0071848,0.1352383
75,0.20757434,0.023323156,"('meek', 'impulsive')",-0.52011585,-0.64224875,-0.1562708,-0.3094628,0.153192
16,-0.18698569,-0.42253247,"('unpopular', 'popular')",0.21928012,0.13169862,0.0161472,-0.1454169,0.1615641
0,-0.17781046,-0.27059078,"('unsociable', 'sociable')",-0.10880179,-0.2859002,-0.1433061,-0.2782455,0.1349394
53,0.1720767,0.10211769,"('uncreative', 'creative')",0.5350271,0.58216226,0.3535519,0.34214,0.0114119
17,-0.16467956,-0.28126866,"('nasty', 'nice')",-0.69859976,-0.68379253,-0.4316397,-0.4825306,0.0508909
80,-0.15623303,-0.27485096,"('dominated', 'dominating')",-0.9340734,-0.9834328,-0.5451532,-0.6291419,0.0839887
73,0.15364943,0.18587942,"('helpless', 'self-reliant')",-3.5529487,-3.365034,-1.6996497,-1.5895773,-0.1100724
29,0.14773943,-0.07363132,"('unfair', 'fair')",-0.25363165,-0.3687755,-0.0529461,-0.2212034,0.1682573
14,-0.14394611,-0.2714629,"('antisocial', 'social')",-0.26069388,-0.49293023,-0.20232,-0.3821965,0.1798765
56,0.13951534,0.2624966,"('impractical', 'practical')",-0.5985178,-0.6975202,-0.2295012,-0.2175118,-0.0119894
6,0.13798656,-0.15158406,"('distant', 'open')",-0.19019012,-0.11315055,-0.0261018,-0.1323673,0.1062655
41,-0.13596547,-0.4369317,"('unforgiving', 'forgiving')",0.04235314,-0.22993325,-0.0468062,-0.3334325,0.2866263
27,-0.1234567,-0.23159635,"('hardhearted', 'softhearted')",1.320246,1.2938347,0.5983946,0.5311192,0.0672754
60,0.11775536,0.5446041,"('inefficient', 'efficient')",0.029318381,0.1354091,0.0735369,0.3400066,-0.2664697
50,-0.09363849,0.1083712,"('clumsy', 'skillful')",-0.12946486,-0.0051932484,-0.1115517,0.051589,-0.1631407
36,0.07725327,-0.30899507,"('hostile', 'amicable')",0.12443814,0.042558,0.1008457,-0.1332185,0.2340642
55,-0.059831016,0.035722695,"('incompetent', 'clever')",0.33417457,0.2141014,0.1371718,0.1249121,0.0122597
83,-0.050011016,-0.06832358,"('powerless', 'powerful')",-1.1587043,-1.1050959,-0.6043577,-0.5867097,-0.017648
4,0.043575954,-0.3615493,"('disliked', 'liked')",-7.6396155,-7.819517,-3.7980199,-4.0905333,0.2925134
11,0.023884865,0.21063909,"('unhelpful', 'helpful')",1.5631381,1.6065209,0.7935115,0.90858,-0.1150685
62,-0.008284879,0.030064682,"('incompetent', 'brilliant')",0.124642536,0.08946946,0.0581788,0.0597671,-0.0015883
