,tenet_male,tenet_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,male-female
74,-0.5613535,-0.5223633,"('undedicated', 'dedicated')",0.47833538,0.6857968,-0.24163765,0.045058463,-0.1082186,0.0694973,-0.1777159
25,-0.5376409,-0.3499821,"('egoistic', 'altruistic')",0.41414416,0.4137806,1.168485,1.3895065,0.3483294,0.484435,-0.1361056
18,-0.5234396,-0.2171016,"('disagreeable', 'welcoming')",0.3251143,0.38553286,-0.47116643,-0.117599316,-0.2231639,0.016944,-0.2401079
77,-0.52318853,-0.4764718,"('unmotivated', 'motivated')",-0.007895468,-0.0035187546,-1.3163786,-1.4380122,-0.6158209,-0.6393343,0.0235134
6,-0.50789005,-0.8137799,"('distant', 'open')",0.98996127,0.96788174,-0.17987129,-0.12988904,0.1007333,0.0080709,0.0926624
32,-0.49238276,-0.11036708,"('unkind', 'kind')",1.5854098,1.6687074,1.04145,1.0781157,0.7114924,0.8788187,-0.1673263
65,-0.49183738,-0.09207353,"('insecure', 'secure')",-0.9896259,-0.85291904,-0.12146436,-0.14218478,-0.5343092,-0.3623924,-0.1719168
46,-0.48756194,-0.3550357,"('uncompetitive', 'competitive')",0.077063516,0.10241957,-0.83646214,-0.8644367,-0.4156535,-0.3723509,-0.0433026
13,-0.4719201,0.030116692,"('impolite', 'polite')",0.06329329,0.28389814,-0.4767754,-0.51227033,-0.2951341,-0.0660852,-0.2290489
50,0.4545695,0.35359544,"('clumsy', 'skillful')",1.1939363,1.1804335,0.4210631,0.17940092,0.6898563,0.5711433,0.118713
14,-0.4480344,0.3627693,"('antisocial', 'social')",-0.27814838,0.2200326,-0.49780568,0.05762475,-0.4079962,0.2134756,-0.6214718
40,-0.43765327,-0.5838328,"('stingy', 'generous')",0.85117716,0.6715338,-1.9091513,-1.9472585,-0.4985425,-0.6198525,0.12131
3,-0.42860314,-0.41867,"('repellent', 'pleasant')",-1.2426842,-1.1572211,0.67314184,0.624317,-0.3327152,-0.3171913,-0.0155239
85,-0.42664352,-0.35017672,"('insignificant', 'prestigious')",1.2088723,1.4685929,-0.4242018,0.067769215,0.1193423,0.3953951,-0.2760528
39,0.40742686,0.9126061,"('exploitative', 'cooperative')",0.42102188,0.5340213,0.1547441,0.24992792,0.327731,0.5655184,-0.2377874
69,0.40025505,0.2902177,"('lazy', 'industrious')",1.603371,1.611255,-0.6244192,-0.3002131,0.4597356,0.5337532,-0.0740176
15,-0.3938859,-0.13221109,"('boring', 'funny')",0.42002192,0.5854895,-0.44076395,-0.12903664,-0.1382093,0.1080806,-0.2462899
33,0.3704046,0.21254218,"('wrong', 'right')",0.95424753,0.96343327,-0.52943146,-0.61586773,0.2650736,0.1867026,0.078371
12,0.3478147,0.32991245,"('unsupportive', 'supportive')",2.3785584,2.3199906,-1.5834239,-1.6660849,0.3809831,0.3279394,0.0530437
64,0.32979357,0.5983465,"('shy', 'confident')",0.012287408,0.1612201,-6.0976343,-5.5766406,-1.9185177,-1.6056913,-0.3128264
60,-0.29401007,0.047347795,"('inefficient', 'efficient')",0.012396233,0.080333166,0.17589635,0.10240389,-0.0352392,0.0766949,-0.1119341
68,-0.29350758,-0.40901488,"('dependent', 'independent')",-1.0803645,-1.0872395,-0.88571835,-0.9854644,-0.7531968,-0.8272396,0.0740428
11,-0.28092557,-0.03926394,"('unhelpful', 'helpful')",0.25267905,0.26392573,1.8172172,1.5275726,0.5963236,0.5840782,0.0122454
35,0.272278,0.086993456,"('corrupt', 'incorrupt')",-0.27071437,-0.36017287,-0.43079036,-0.24998929,-0.1430756,-0.1743896,0.031314
4,-0.2634871,-0.36496753,"('disliked', 'liked')",0.53733075,0.397701,-6.9693093,-6.307996,-2.2318219,-2.0917541,-0.1400678
78,-0.2614646,-0.6989742,"('nonresilient', 'resilient')",1.9814531,1.6112516,0.39571586,0.16173632,0.7052348,0.3580046,0.3472302
84,0.2575636,0.05902216,"('inferior', 'superior')",0.7187593,0.5809271,0.71430916,0.62811196,0.563544,0.4226871,0.1408569
87,-0.25756067,0.14718771,"('unsuccessful', 'successful')",0.49828917,0.70466983,0.81848425,0.90422827,0.3530709,0.585362,-0.2322911
79,-0.2569958,-0.22910808,"('wavering', 'unwavering')",-0.19687992,-0.09878733,-0.4686274,-0.4759729,-0.307501,-0.2679561,-0.0395449
56,0.2522787,0.3956725,"('impractical', 'practical')",0.6058619,0.76113933,-0.41131863,-0.36953443,0.1489407,0.2624258,-0.1134851
80,0.24599944,0.4242381,"('dominated', 'dominating')",-0.2054134,-0.13676205,-0.58361495,-0.78453594,-0.1810096,-0.1656866,-0.015323
49,0.23669994,0.12988505,"('unable', 'able')",0.7738049,0.7476783,0.008827098,-0.2606947,0.3397773,0.2056229,0.1341544
83,-0.23420241,-0.038199008,"('powerless', 'powerful')",0.386147,0.4938383,-1.0357276,-1.1228902,-0.2945943,-0.222417,-0.0721773
2,0.22602782,0.6653082,"('unlikable', 'likable')",0.92676926,1.212187,0.9269229,1.4128835,0.69324,1.0967929,-0.4035529
47,-0.20246741,0.01313927,"('stupid', 'smart')",0.7373222,1.0881739,5.2821937,5.152972,1.9390162,2.0847618,-0.1457456
21,0.16515678,0.56516093,"('immoral', 'moral')",0.38697776,0.72520685,-0.5363831,-0.33990452,0.0052505,0.3168211,-0.3115706
59,0.1649945,0.23978825,"('foolish', 'wise')",1.0683467,1.090105,0.2303329,0.24872237,0.4878914,0.5262052,-0.0383138
63,-0.13662055,-0.33449596,"('unperceptive', 'insightful')",0.8097491,0.7451543,0.79383767,0.5164814,0.4889888,0.3090466,0.1799422
22,-0.13188581,-0.17532487,"('untrustworthy', 'trustworthy')",-0.36652598,-0.29441303,-1.0130676,-0.99571,-0.5038265,-0.4884826,-0.0153439
34,0.12438266,0.11843729,"('mean', 'honorable')",0.3729325,0.53452206,5.4145217,5.2288504,1.9706122,1.9606032,0.010009
62,0.11913369,0.18007305,"('incompetent', 'brilliant')",0.510828,0.40520298,0.7168405,0.39510697,0.4489341,0.3267943,0.1221398
66,-0.085621156,-0.035064086,"('inactive', 'active')",-0.5113621,-0.31191486,0.6652304,0.7358837,0.022749,0.1296349,-0.1068859
27,-0.07940841,-0.30416632,"('hardhearted', 'softhearted')",1.020567,0.90916896,1.4896444,1.2997128,0.8102677,0.6349051,0.1753626
7,-0.05558414,0.09337608,"('insensitive', 'sensitive')",-0.015895136,0.21558836,0.54384094,0.50897956,0.1574539,0.272648,-0.1151941
29,0.05018579,-0.24263965,"('unfair', 'fair')",-0.44969672,-0.6245735,-0.35713756,-0.36270344,-0.2522162,-0.4099722,0.157756
72,-0.038056407,-0.057582147,"('unambitious', 'ambitious')",-0.41033325,-0.57799727,-0.3824966,-0.8004446,-0.2769621,-0.4786747,0.2017126
20,-0.015755557,-0.12977654,"('rough', 'thoughtful')",-0.10612487,-0.056498602,0.785756,0.6936797,0.2212919,0.1691349,0.052157
70,0.012249712,0.15725312,"('lethargic', 'energetic')",-0.20618102,-0.10651551,0.5821249,0.322133,0.1293979,0.1242902,0.0051077
81,-0.0012913216,0.44952148,"('submissive', 'aggressive')",-0.23572637,-0.25728956,-0.666219,-0.70994216,-0.3010789,-0.1725701,-0.1285088
