,tiffany_male,tiffany_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,male-female
3,-2.052556,-1.9522549,"('repellent', 'pleasant')",-1.1118233,-1.1472664,0.74286777,0.77719796,-0.8071706,-0.7741078,-0.0330628
13,-2.0230489,-1.9212883,"('impolite', 'polite')",-1.5978153,-1.3614836,-1.0559051,-0.5816519,-1.5589231,-1.2881413,-0.2707818
54,1.9949021,1.9170024,"('incapable', 'capable')",1.632128,1.4437866,1.262263,1.1835957,1.6297644,1.514795,0.1149694
80,-1.968436,-1.8275745,"('dominated', 'dominating')",-1.0710297,-1.061753,-0.8281138,-0.7153682,-1.2891932,-1.2015653,-0.0876279
10,-1.7761685,-1.7995878,"('unsympathetic', 'sympathetic')",-1.3792341,-1.5194092,-0.5920459,-0.39998144,-1.2491495,-1.2396595,-0.00949
60,-1.7589631,-1.8148261,"('inefficient', 'efficient')",-0.7395164,-0.80146706,-1.2167109,-0.91969705,-1.2383968,-1.1786634,-0.0597334
31,1.724397,1.8058659,"('evil', 'good')",0.8967933,0.9909878,0.2148566,-0.04122859,0.945349,0.9185417,0.0268073
78,1.3743947,1.1916461,"('nonresilient', 'resilient')",0.77667755,0.634886,1.7556902,1.3996137,1.3022542,1.0753819,0.2268723
15,1.3699857,1.3722255,"('boring', 'funny')",0.6863144,0.7246506,0.1216619,0.24898899,0.7259874,0.7819551,-0.0559677
53,1.3638977,1.2698466,"('uncreative', 'creative')",0.9760325,0.72800463,1.0969151,1.0243629,1.1456151,1.0074046,0.1382105
21,-1.35354,-1.3873473,"('immoral', 'moral')",-0.7917677,-0.8952489,-1.5974715,-1.4098499,-1.247593,-1.2308153,-0.0167777
0,-1.3287253,-1.3744708,"('unsociable', 'sociable')",-0.07491383,-0.09263858,-0.34779146,-0.27515164,-0.5838102,-0.5807537,-0.0030565
55,-1.3131744,-1.3306727,"('incompetent', 'clever')",-0.6173022,-0.7426586,-1.2864412,-1.0169331,-1.0723059,-1.0300881,-0.0422178
77,-1.2553947,-1.156527,"('unmotivated', 'motivated')",-0.20733476,-0.29874325,-0.28790477,-0.47565037,-0.5835447,-0.6436402,0.0600955
68,-1.2491788,-1.3272442,"('dependent', 'independent')",-1.6581653,-1.6232909,-1.5660275,-1.564209,-1.4911238,-1.5049146,0.0137908
7,-1.1570371,-1.0832369,"('insensitive', 'sensitive')",-1.3065133,-1.3092655,-0.5621588,-0.30512774,-1.0085698,-0.89921,-0.1093598
43,-1.1342854,-1.2127199,"('irresponsible', 'responsible')",-1.0770617,-1.1946987,-0.2827858,-0.1739112,-0.8313777,-0.8604433,0.0290656
74,1.0777887,1.0513694,"('undedicated', 'dedicated')",0.632567,0.48904982,-0.1321904,-0.11691891,0.5260551,0.4745001,0.051555
57,-1.0418738,-1.0500228,"('unimaginative', 'imaginative')",-0.856424,-1.021114,-2.939353,-3.0484278,-1.6125503,-1.7065217,0.0939714
73,1.0268105,0.890767,"('helpless', 'self-reliant')",0.16419083,0.113775134,-2.4814956,-2.731415,-0.4301647,-0.5756243,0.1454596
72,1.024697,0.8710665,"('unambitious', 'ambitious')",-0.08664222,-0.2025996,-1.0988681,-0.91258967,-0.0536045,-0.0813742,0.0277697
47,-1.0081879,-0.89254576,"('stupid', 'smart')",-0.22031638,-0.023207642,3.0381417,3.5087848,0.6032125,0.8643438,-0.2611313
12,0.97402596,0.9189178,"('unsupportive', 'supportive')",1.0014293,0.8473707,-1.1834961,-1.1851848,0.2639864,0.1937012,0.0702852
51,-0.97194254,-0.8421298,"('uneducated', 'educated')",0.18872988,0.11186008,0.072151564,0.22490859,-0.2370204,-0.1684537,-0.0685667
19,0.93944126,1.0278118,"('inhospitable', 'hospitable')",0.07655813,-0.09317465,0.50080395,0.53967136,0.5056011,0.4914362,0.0141649
24,-0.920485,-1.0826467,"('dishonest', 'honest')",-0.5752343,-0.71683896,-0.9826592,-0.7009307,-0.8261262,-0.8334721,0.0073459
84,0.85466945,1.0272825,"('inferior', 'superior')",-0.062199213,0.04842455,0.01764479,0.3350252,0.2700383,0.4702441,-0.2002058
14,-0.853075,-0.7501892,"('antisocial', 'social')",0.2381299,0.47176072,-1.3970786,-1.1493828,-0.6706746,-0.4759371,-0.1947375
27,0.85120606,0.6623579,"('hardhearted', 'softhearted')",0.17767818,-0.087226495,1.1390663,0.79977673,0.7226502,0.4583027,0.2643475
67,-0.83320856,-0.62294835,"('doubtful', 'determined')",-0.45163035,-0.11595505,-0.9936922,-0.7245406,-0.7595104,-0.4878147,-0.2716957
83,0.82856274,0.6771839,"('powerless', 'powerful')",0.21223855,0.24300069,-0.8451687,-0.63067627,0.0652109,0.0965028,-0.0312919
62,-0.8166605,-0.70966524,"('incompetent', 'brilliant')",-0.7505354,-0.79108053,-0.7004453,-0.36038727,-0.7558804,-0.6203777,-0.1355027
30,-0.7612406,-0.8613674,"('intolerant', 'tolerant')",-0.8355257,-0.8021768,-1.0535724,-0.7022914,-0.8834462,-0.7886119,-0.0948343
75,-0.7411128,-0.46578482,"('meek', 'impulsive')",0.022639615,0.19759442,0.5463913,0.56547064,-0.0573606,0.0990934,-0.156454
58,0.7276039,0.45733085,"('undiscriminating', 'discriminating')",0.9457813,0.67998123,1.0382339,0.9172791,0.903873,0.6848637,0.2190093
32,0.7271465,0.43981346,"('unkind', 'kind')",-0.07320877,-0.29957032,0.42668694,0.58759284,0.3602082,0.242612,0.1175962
29,-0.7076347,-0.7997422,"('unfair', 'fair')",-0.3975423,-0.41167915,-0.86255145,-0.94169235,-0.6559095,-0.7177046,0.0617951
18,-0.7014301,-0.65133375,"('disagreeable', 'welcoming')",0.91185355,0.90393645,-1.2365417,-1.2116793,-0.3420394,-0.3196922,-0.0223472
50,0.69187766,0.6863774,"('clumsy', 'skillful')",1.7689788,1.6284174,1.2825648,1.212274,1.247807,1.1756895,0.0721175
82,-0.6479857,-0.38310578,"('poor', 'rich')",-0.43928623,-0.4926999,3.9365253,4.5376415,0.9497511,1.220612,-0.2708609
66,0.62567794,0.71298456,"('inactive', 'active')",1.1692096,1.0794865,1.8571017,1.6232582,1.2173297,1.1385764,0.0787533
17,0.60285616,0.54561037,"('nasty', 'nice')",0.5154089,0.5373603,-0.14523445,-0.25492042,0.3243435,0.2760167,0.0483268
34,0.57799166,0.62606776,"('mean', 'honorable')",-0.10985969,-0.00484021,4.695716,5.115499,1.7212826,1.9122423,-0.1909597
76,-0.5730607,-0.36572003,"('anxious', 'daring')",-0.1283294,-0.22133571,-0.6671876,-0.46032715,-0.4561926,-0.3491276,-0.107065
4,0.5349695,0.49956912,"('disliked', 'liked')",0.5113393,0.51573133,-5.2805157,-5.6745048,-1.4114024,-1.5530682,0.1416658
48,-0.41620535,-0.4879024,"('unintelligent', 'intelligent')",-0.03117568,-0.3510806,-0.9189006,-0.96072084,-0.4554272,-0.5999013,0.1444741
42,-0.4101051,-0.37173963,"('unreliable', 'reliable')",-0.08535728,-0.1043247,-2.9510527,-3.0613515,-1.1488384,-1.1791387,0.0303003
49,-0.3825762,-0.3532067,"('unable', 'able')",-0.5372119,-0.5746005,-0.464466,-0.35568297,-0.461418,-0.4278301,-0.0335879
56,-0.37855,-0.31021652,"('impractical', 'practical')",-1.0687965,-0.955747,-1.6793349,-1.2569331,-1.0422271,-0.8409656,-0.2012615
23,-0.3740561,-0.497326,"('insincere', 'sincere')",-0.7139877,-0.99819267,4.2389474,4.6273,1.0503012,1.043927,0.0063742
40,-0.3603459,-0.42514572,"('stingy', 'generous')",0.00045765936,-0.13143098,-1.8938028,-1.9783846,-0.7512303,-0.8449871,0.0937568
41,-0.33849987,-0.32785383,"('unforgiving', 'forgiving')",-0.07849373,-0.059722967,-0.30893633,-0.16680734,-0.2419767,-0.1847947,-0.057182
2,-0.31074378,-0.21981268,"('unlikable', 'likable')",1.4319758,1.3626126,0.55365413,0.6298215,0.5582954,0.5908738,-0.0325784
28,0.3087005,0.2381995,"('disloyal', 'loyal')",-0.44059908,-0.6464487,-0.014954109,-0.05814142,-0.0489509,-0.1554635,0.1065126
86,-0.28253305,-0.32690892,"('uninfluential', 'influential')",-0.37050906,-0.33229795,-0.6751756,-0.43109185,-0.4427392,-0.3634329,-0.0793063
88,0.2770072,0.3063123,"('low', 'eminent')",0.21714357,0.20133798,-0.657167,-0.382592,-0.0543388,0.0416861,-0.0960249
63,-0.2525199,-0.23236252,"('unperceptive', 'insightful')",0.35179207,0.2872598,0.46342343,0.760101,0.1875652,0.2716661,-0.0841009
61,-0.23389828,-0.18760578,"('illogical', 'logical')",-0.06850512,-0.032188904,-0.32719734,-0.2817331,-0.2098669,-0.1671759,-0.042691
16,0.22495617,0.29668784,"('unpopular', 'popular')",1.1729878,1.1587061,1.0697831,0.9294999,0.8225757,0.7949646,0.0276111
52,-0.1274715,-0.06765627,"('irrational', 'rational')",0.5712236,0.58479667,-0.12616976,-0.2278286,0.1058608,0.0964373,0.0094235
38,0.10112579,-0.23588899,"('untruthful', 'truthful')",0.2123754,0.018097464,0.6874431,0.6557252,0.3336481,0.1459779,0.1876702
37,0.08119792,-0.23445034,"('fake', 'genuine')",-0.29763824,-0.47524056,0.1944794,0.25232315,-0.0073203,-0.1524559,0.1451356
87,-0.052364763,0.016757414,"('unsuccessful', 'successful')",1.4815441,1.3785286,1.0577934,0.95610905,0.8289909,0.7837984,0.0451925
20,0.047149673,-0.10058647,"('rough', 'thoughtful')",0.906607,0.7251487,-0.007831167,-0.074414834,0.3153085,0.1833825,0.131926
59,-0.030724494,-0.040830996,"('foolish', 'wise')",0.7055336,0.6545107,-0.3687107,-0.45357266,0.1020328,0.053369,0.0486638
39,-0.023661777,-0.20689912,"('exploitative', 'cooperative')",-0.36864814,-0.39707562,-0.29950875,-0.31301117,-0.2306062,-0.305662,0.0750558
