,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,male-female
21,1.171045,1.0788018,"('immoral', 'moral')",-0.2934943,-0.52513385,-0.5784182,-0.7053925,0.0997108,-0.0505749,0.1502857
37,1.1684175,0.9763414,"('fake', 'genuine')",0.5104384,0.2826832,0.15808427,0.21281418,0.6123134,0.4906129,0.1217005
87,1.1483523,1.3488953,"('unsuccessful', 'successful')",0.80143964,0.7011467,1.2028219,1.1289308,1.0508712,1.0596577,-0.0087865
67,1.0463839,1.0867558,"('doubtful', 'determined')",1.1567721,1.2285587,-0.66073203,-0.56624824,0.5141413,0.583022,-0.0688807
48,1.0272385,0.8567709,"('unintelligent', 'intelligent')",0.051121205,-0.053832665,0.46133205,0.4965999,0.5132306,0.4331794,0.0800512
69,-0.9987244,-1.2427409,"('lazy', 'industrious')",1.7931379,1.4369562,-0.31134844,-0.3936178,0.1610217,-0.0664675,0.2274892
78,0.98983425,1.0091658,"('nonresilient', 'resilient')",0.15472981,0.21042751,0.90818596,0.8388559,0.68425,0.6861498,-0.0018998
12,0.98422647,0.8868623,"('unsupportive', 'supportive')",0.2667122,0.21716283,-1.5162535,-1.6575689,-0.0884383,-0.1845146,0.0960763
84,0.9775434,1.0190692,"('inferior', 'superior')",0.26284662,0.39473507,1.2518214,1.3638444,0.8307371,0.9258829,-0.0951458
17,-0.9749181,-1.0487529,"('nasty', 'nice')",-0.48782462,-0.50449485,-0.97797203,-0.9676227,-0.8135716,-0.8402901,0.0267185
74,0.9625312,0.66180474,"('undedicated', 'dedicated')",0.35015967,0.26149556,-0.08481535,-0.23241596,0.4092918,0.2302948,0.178997
43,0.9338139,0.77161276,"('irresponsible', 'responsible')",-0.53709567,-0.68576247,0.30615783,0.16939932,0.234292,0.0850832,0.1492088
19,-0.92693,-0.8810156,"('inhospitable', 'hospitable')",-0.6980718,-0.6277861,-0.7143932,-0.67412615,-0.7797983,-0.7276426,-0.0521557
44,-0.9230138,-1.0248003,"('prejudiced', 'unprejudiced')",-0.54921883,-0.6091515,-1.5001656,-1.5755793,-0.9907994,-1.0698437,0.0790443
41,-0.9057305,-1.2045588,"('unforgiving', 'forgiving')",-0.23155828,-0.2603098,-0.12297736,-0.27250883,-0.4200887,-0.5791258,0.1590371
63,0.9034698,0.9098042,"('unperceptive', 'insightful')",0.58395326,0.5016419,0.8233237,0.83623475,0.7702489,0.749227,0.0210219
6,-0.8572891,-0.84603065,"('distant', 'open')",-0.6482748,-0.48282287,-0.46667233,-0.38085806,-0.6574121,-0.5699039,-0.0875082
76,0.8474434,0.86076844,"('anxious', 'daring')",0.1383091,0.1325761,-0.37113872,-0.35165665,0.2048713,0.213896,-0.0090247
72,0.8153015,0.8748849,"('unambitious', 'ambitious')",-0.7673732,-0.6305868,-0.85700953,-0.5611549,-0.2696938,-0.1056189,-0.1640749
40,-0.80942863,-1.2490531,"('stingy', 'generous')",-0.25274965,-0.2251626,-1.6719587,-1.8175473,-0.911379,-1.0972544,0.1858754
83,0.79559815,0.51892585,"('powerless', 'powerful')",-0.38644895,-0.5492007,-0.9905709,-0.90209836,-0.1938072,-0.3107911,0.1169839
7,0.7887445,0.5352166,"('insensitive', 'sensitive')",0.16994178,-0.0058234707,0.5006625,0.40244657,0.4864496,0.3106132,0.1758364
54,0.76358134,0.6382836,"('incapable', 'capable')",-0.14996451,-0.24032179,0.6476566,0.773858,0.4204245,0.3906066,0.0298179
20,0.75061226,0.36705267,"('rough', 'thoughtful')",0.38371697,0.1714969,1.1301718,0.9440133,0.7548337,0.4941876,0.2606461
38,-0.74468786,-0.5576369,"('untruthful', 'truthful')",-0.22968447,-0.10389151,-0.43592945,-0.14880386,-0.4701006,-0.2701108,-0.1999898
3,-0.72876424,-0.84315336,"('repellent', 'pleasant')",-0.5461035,-0.5535042,0.57162136,0.4429365,-0.2344155,-0.317907,0.0834915
59,-0.72459483,-0.540365,"('foolish', 'wise')",0.061080553,-0.008153459,-0.03632333,0.056010477,-0.2332792,-0.1641693,-0.0691099
18,-0.7240492,-0.9976338,"('disagreeable', 'welcoming')",-0.34269214,-0.3901074,-0.6449156,-0.7496457,-0.5705523,-0.7124623,0.14191
71,0.70024776,0.70484644,"('diffident', 'self-confident')",0.80662054,0.6853227,0.6716181,0.65000993,0.7261621,0.6800597,0.0461024
45,0.6998457,0.5608872,"('incompetent', 'competent')",-0.3231659,-0.3805986,-0.08450503,-0.22469555,0.0973916,-0.0148023,0.1121939
26,0.6958559,0.3493126,"('hardhearted', 'benevolent')",0.31364894,0.12096733,2.0319998,1.8577957,1.0138349,0.7760252,0.2378097
65,0.686298,0.74211365,"('insecure', 'secure')",-0.45175803,-0.63042676,-0.40925488,-0.4539445,-0.0582383,-0.1140859,0.0558476
82,-0.68089926,-0.24113294,"('poor', 'rich')",-0.5064478,-0.2633724,5.1131415,5.3748336,1.3085982,1.6234428,-0.3148446
70,0.67602956,0.6297967,"('lethargic', 'energetic')",0.061127216,0.053179026,0.3977466,0.289342,0.3783011,0.3241059,0.0541952
34,-0.6565457,-0.5689763,"('mean', 'honorable')",-0.49028188,-0.5221838,5.092048,5.3660374,1.3150735,1.4249592,-0.1098857
5,-0.6485201,-0.5518904,"('distant', 'outgoing')",-0.23227718,-0.06277466,-0.5984266,-0.40990752,-0.4930746,-0.3415242,-0.1515504
27,0.6264867,0.23134087,"('hardhearted', 'softhearted')",-0.29524222,-0.42579076,1.3266431,1.0753897,0.5526292,0.2936466,0.2589826
30,0.6039871,0.67636335,"('intolerant', 'tolerant')",-0.21893947,-0.2455386,0.44810578,0.378016,0.2777178,0.2696136,0.0081042
9,0.53863937,0.31253594,"('unaffectionate', 'caring')",-0.49116957,-0.55758727,1.2463518,1.3205664,0.4312739,0.358505,0.0727689
24,0.5103309,0.652742,"('dishonest', 'honest')",-1.5279224,-1.5086102,0.26026106,0.42353827,-0.2524435,-0.14411,-0.1083335
51,0.50174576,0.683529,"('uneducated', 'educated')",-0.18398947,-0.23621953,-0.01921799,-0.07478676,0.0995128,0.1241742,-0.0246614
61,0.4615085,0.38247982,"('illogical', 'logical')",-0.32556325,-0.48230055,0.68058723,0.45017713,0.2721775,0.1167855,0.155392
73,0.44363138,0.32751247,"('helpless', 'self-reliant')",0.86515754,0.97543645,-2.8634038,-2.6602776,-0.518205,-0.4524429,-0.0657621
50,-0.43649158,-0.4646089,"('clumsy', 'skillful')",0.46702972,0.27172408,0.17728671,0.14594775,0.069275,-0.0156457,0.0849207
68,0.41636518,0.6116301,"('dependent', 'independent')",0.9397926,0.843329,-0.79653144,-0.70581186,0.1865421,0.2497158,-0.0631737
47,-0.4155941,-0.24641371,"('stupid', 'smart')",-0.26857173,-0.36298946,4.4713926,4.591243,1.2624089,1.3272799,-0.064871
32,-0.36021724,-0.27222663,"('unkind', 'kind')",-0.93694395,-1.2139981,0.34431332,0.33670855,-0.317616,-0.383172,0.065556
8,-0.3418994,-0.675595,"('unaffectionate', 'affectionate')",-0.45215312,-0.38326198,0.7613999,0.8443641,-0.0108842,-0.0714976,0.0606134
23,-0.30244234,-0.32565984,"('insincere', 'sincere')",-1.0526214,-1.1799197,4.84872,5.133434,1.1645521,1.2092848,-0.0447327
77,0.27911663,-0.071740836,"('unmotivated', 'motivated')",-0.25794193,-0.34934637,-0.7970835,-0.8596055,-0.2586363,-0.4268976,0.1682613
2,0.25714314,0.08287003,"('unlikable', 'likable')",0.5629517,0.42095408,0.42708135,0.30317357,0.4157254,0.2689992,0.1467262
49,-0.211225,-0.3060824,"('unable', 'able')",-0.3680337,-0.41184857,-0.42550093,-0.26057512,-0.3349199,-0.3261687,-0.0087512
42,0.19259904,0.09360875,"('unreliable', 'reliable')",0.055432416,0.10364685,-2.7740598,-2.906149,-0.8420095,-0.9029644,0.0609549
28,-0.1884012,-0.3645176,"('disloyal', 'loyal')",-1.0986016,-1.1772575,0.8928143,0.98694146,-0.1313962,-0.1849446,0.0535484
66,-0.17983523,-0.294807,"('inactive', 'active')",0.3356401,0.16802731,0.6888855,0.4813451,0.2815635,0.1181885,0.163375
10,0.12932,-0.13719001,"('unsympathetic', 'sympathetic')",-0.7533072,-0.902891,-0.20551616,-0.37352538,-0.2765011,-0.4712021,0.194701
11,0.120678835,0.17033792,"('unhelpful', 'helpful')",-0.23551086,-0.32631695,1.7488046,1.8944939,0.5446575,0.579505,-0.0348475
22,0.09836812,0.1193369,"('untrustworthy', 'trustworthy')",-0.1330835,-0.06591968,-0.8913257,-0.9042415,-0.3086804,-0.2836081,-0.0250723
53,-0.09287708,-0.3248696,"('uncreative', 'creative')",-0.5537822,-0.53121924,0.6148123,0.5184207,-0.0106157,-0.1125561,0.1019404
58,0.07537251,0.084514685,"('undiscriminating', 'discriminating')",-0.07004802,0.045484424,0.5765286,0.5316963,0.193951,0.2205651,-0.0266141
33,0.049008414,-0.0121565,"('wrong', 'right')",0.71740323,0.800103,-0.6477965,-0.6112866,0.0395384,0.0588866,-0.0193482
64,-0.03729078,-0.24787119,"('shy', 'confident')",-0.13790104,-0.40823492,-5.730422,-5.9730096,-1.968538,-2.2097052,0.2411672
88,0.010482137,0.072539695,"('low', 'eminent')",-0.36380693,-0.43236044,-0.4344547,-0.37544772,-0.2625932,-0.2450895,-0.0175037
25,0.00836369,-0.2983745,"('egoistic', 'altruistic')",0.10223862,-0.03188356,1.179125,1.0472237,0.4299091,0.2389885,0.1909206
57,0.006629929,-0.05352723,"('unimaginative', 'imaginative')",-0.8116167,-0.7724818,-2.599052,-2.8645318,-1.1346796,-1.2301803,0.0955007
1,-0.0058032507,-0.13881962,"('unfriendly', 'friendly')",-0.76955,-0.74400836,1.0389131,1.1186551,0.0878533,0.078609,0.0092443
15,0.0039509125,-0.08098797,"('boring', 'funny')",-0.25310016,-0.30109268,-0.44249076,-0.44479808,-0.2305467,-0.2756262,0.0450795
