,fiserv_male,fiserv_female,tuple,inc_male,inc_female,average_male,average_female,male-female
82,-0.67999196,-0.6775914,"('poor', 'rich')",6.33697,6.402862,2.8284888,2.8626354,-0.0341466
55,0.65793526,0.62912035,"('incompetent', 'clever')",0.46823826,0.3256346,0.5630867,0.4773775,0.0857092
24,-0.5975979,-0.531335,"('dishonest', 'honest')",0.88707244,0.92639905,0.1447373,0.197532,-0.0527947
21,0.5918002,0.57547617,"('immoral', 'moral')",-0.32395,-0.34971407,0.1339251,0.112881,0.0210441
16,-0.5863863,-0.5421448,"('unpopular', 'popular')",0.28513902,0.40065664,-0.1506236,-0.0707441,-0.0798795
23,-0.57856417,-0.5142706,"('insincere', 'sincere')",5.458288,5.524116,2.439862,2.5049226,-0.0650606
0,-0.57014114,-0.6510051,"('unsociable', 'sociable')",-0.1574807,-0.21748528,-0.3638109,-0.4342452,0.0704343
54,-0.55196965,-0.47283235,"('incapable', 'capable')",1.0528623,1.1805975,0.2504463,0.3538826,-0.1034363
78,-0.5447298,-0.5254897,"('nonresilient', 'resilient')",0.04110734,0.14777234,-0.2518112,-0.1888587,-0.0629525
58,-0.5120237,-0.46147352,"('undiscriminating', 'discriminating')",0.31884122,0.21296448,-0.0965912,-0.1242545,0.0276633
2,0.5050522,0.44991097,"('unlikable', 'likable')",0.8891125,0.82566816,0.6970823,0.6377895,0.0592928
43,-0.48351297,-0.60672486,"('irresponsible', 'responsible')",0.9706042,0.8168211,0.2435456,0.1050481,0.1384975
77,0.46277463,0.53488874,"('unmotivated', 'motivated')",-0.8532308,-0.78570783,-0.1952281,-0.1254095,-0.0698186
14,0.4596142,0.44635046,"('antisocial', 'social')",-0.40139455,-0.5316148,0.0291098,-0.0426322,0.071742
11,-0.45927188,-0.48311886,"('unhelpful', 'helpful')",2.3454638,2.3549702,0.9430959,0.9359257,0.0071702
29,-0.43659118,-0.40029886,"('unfair', 'fair')",-0.78090274,-0.75740594,-0.6087469,-0.5788524,-0.0298945
20,0.43467665,0.3893131,"('rough', 'thoughtful')",0.8279965,0.8157283,0.6313366,0.6025207,0.0288159
72,-0.4158993,-0.44447303,"('unambitious', 'ambitious')",-0.9298735,-0.8922483,-0.6728864,-0.6683607,-0.0045257
65,0.41323078,0.27417704,"('insecure', 'secure')",0.23184225,0.017104149,0.3225365,0.1456406,0.1768959
25,-0.40085497,-0.30163836,"('egoistic', 'altruistic')",1.0234623,1.0689712,0.3113037,0.3836664,-0.0723627
4,-0.39418164,-0.27592734,"('disliked', 'liked')",-5.455933,-5.4935913,-2.9250574,-2.8847594,-0.040298
32,-0.38543844,-0.34754845,"('unkind', 'kind')",1.1108859,1.0585941,0.3627237,0.3555228,0.0072009
35,-0.38437796,-0.25248253,"('corrupt', 'incorrupt')",-0.9712332,-0.75184,-0.6778055,-0.5021613,-0.1756442
71,-0.3826304,-0.34116134,"('diffident', 'self-confident')",0.21732333,0.19596834,-0.0826535,-0.0725965,-0.010057
64,0.36066929,0.28625333,"('shy', 'confident')",-5.3171124,-5.5643015,-2.4782217,-2.639024,0.1608023
48,0.35496756,0.49964273,"('unintelligent', 'intelligent')",0.92360526,1.0650855,0.6392864,0.7823641,-0.1430777
51,-0.31880477,-0.29161572,"('uneducated', 'educated')",0.89011806,0.85244226,0.2856566,0.2804133,0.0052433
26,-0.2978202,-0.229079,"('hardhearted', 'benevolent')",1.1281997,1.1220064,0.4151897,0.4464637,-0.031274
18,-0.296236,-0.34885868,"('disagreeable', 'welcoming')",-0.48252264,-0.5323692,-0.3893793,-0.4406139,0.0512346
83,0.28762072,0.26653823,"('powerless', 'powerful')",-0.8350034,-0.8282639,-0.2736913,-0.2808628,0.0071715
17,-0.28056097,-0.3021342,"('nasty', 'nice')",-0.70791596,-0.74463695,-0.4942385,-0.5233856,0.0291471
15,-0.27767897,-0.25930366,"('boring', 'funny')",0.4226128,0.5247938,0.0724669,0.1327451,-0.0602782
34,-0.27632022,-0.31081027,"('mean', 'honorable')",5.945692,6.0352573,2.8346858,2.8622236,-0.0275378
13,0.27505863,0.26281777,"('impolite', 'polite')",0.1078739,0.11906539,0.1914663,0.1909416,0.0005247
41,-0.27241734,-0.23340221,"('unforgiving', 'forgiving')",0.42698964,0.3381481,0.0772862,0.0523729,0.0249133
28,-0.26689872,-0.13994682,"('disloyal', 'loyal')",1.0368679,1.1031232,0.3849846,0.4815882,-0.0966036
44,0.2626152,0.23584488,"('prejudiced', 'unprejudiced')",-1.3393325,-1.3402485,-0.5383586,-0.5522018,0.0138432
61,-0.26006135,-0.30290037,"('illogical', 'logical')",0.0671064,0.07930745,-0.0964775,-0.1117965,0.015319
76,0.24237186,0.21931997,"('anxious', 'daring')",0.724118,0.67233676,0.4832449,0.4458284,0.0374165
33,0.20854926,0.19526029,"('wrong', 'right')",-1.0741938,-0.9014256,-0.4328223,-0.3530827,-0.0797396
49,0.17240146,0.28960785,"('unable', 'able')",0.0006321445,0.1178553,0.0865168,0.2037316,-0.1172148
45,-0.17211828,-0.12319212,"('incompetent', 'competent')",0.21041158,0.20549081,0.0191467,0.0411493,-0.0220026
42,0.1589874,0.013553662,"('unreliable', 'reliable')",-2.2125895,-2.4502106,-1.0268011,-1.2183285,0.1915274
37,-0.14740208,-0.22628963,"('fake', 'genuine')",0.44284794,0.38199762,0.1477229,0.077854,0.0698689
50,-0.14506437,-0.1443353,"('clumsy', 'skillful')",0.15373865,0.25206637,0.0043371,0.0538655,-0.0495284
7,-0.1357872,-0.2413287,"('insensitive', 'sensitive')",0.6915238,0.60205454,0.2778683,0.1803629,0.0975054
74,-0.13424696,-0.11713004,"('undedicated', 'dedicated')",0.35071772,0.29195175,0.1082354,0.0874109,0.0208245
46,0.11242622,0.046621665,"('uncompetitive', 'competitive')",0.24484503,0.14411905,0.1786356,0.0953704,0.0832652
22,0.09988529,0.15332557,"('untrustworthy', 'trustworthy')",-0.49754345,-0.6851504,-0.1988291,-0.2659124,0.0670833
3,-0.09089261,-0.053375036,"('repellent', 'pleasant')",0.16389492,-0.016150944,0.0365012,-0.034763,0.0712642
69,0.08167201,0.063077375,"('lazy', 'industrious')",-0.8191307,-0.74902755,-0.3687294,-0.3429751,-0.0257543
47,0.072485484,0.02204996,"('stupid', 'smart')",5.000566,5.089531,2.5365257,2.5557904,-0.0192647
40,-0.0710143,-0.0090770535,"('stingy', 'generous')",-1.3293369,-1.3476752,-0.7001756,-0.6783761,-0.0217995
87,-0.068720855,-0.049988724,"('unsuccessful', 'successful')",0.56466836,0.7010135,0.2479738,0.3255124,-0.0775386
70,-0.05953005,-0.10804421,"('lethargic', 'energetic')",1.3024374,1.1950349,0.6214537,0.5434953,0.0779584
59,-0.05708214,-0.03260102,"('foolish', 'wise')",0.052041475,0.2284398,-0.0025203,0.0979194,-0.1004397
75,-0.031782143,0.031132305,"('meek', 'impulsive')",-0.25905994,-0.1437059,-0.145421,-0.0562868,-0.0891342
68,-0.00021594996,0.004615957,"('dependent', 'independent')",-0.3218645,-0.22648051,-0.1610402,-0.1109323,-0.0501079
