,rohm_male,rohm_female,tuple,&_male,&_female,haas_male,haas_female,co_male,co_female,average_male,average_female,male-female
36,1.8469442,1.5197405,"('hostile', 'amicable')",1.8577222,1.5445086,1.6199235,1.2780367,0.077856086,-0.52486223,1.3506114,0.9543558,0.3962556
86,-1.774111,-2.0660186,"('uninfluential', 'influential')",-0.83987397,-0.98732895,-0.43908218,-0.90346545,-0.1615892,-0.5317613,-0.8036641,-1.1221436,0.3184795
28,-1.7316468,-1.711934,"('disloyal', 'loyal')",-1.4677471,-1.4644,-1.0649805,-0.9699825,0.5449042,0.7059541,-0.9298675,-0.8600906,-0.0697769
31,1.7266781,1.7021178,"('evil', 'good')",0.9258572,0.6097422,1.0902686,0.7825149,-1.0209961,-1.2921973,0.680452,0.4505444,0.2299076
62,-1.708902,-1.686924,"('incompetent', 'brilliant')",-1.9522678,-1.8176183,-0.062987626,-0.04570189,-0.08494721,0.25610316,-0.9522761,-0.8235353,-0.1287408
75,1.7013127,1.4409546,"('meek', 'impulsive')",-0.10260466,-0.27522513,1.0283709,0.9738253,-0.5287454,-0.69760275,0.5245834,0.360488,0.1640954
22,-1.6839311,-1.6724414,"('untrustworthy', 'trustworthy')",-0.948482,-1.1851629,-2.154481,-2.3461657,-0.78919184,-1.0378126,-1.3940214,-1.5603956,0.1663742
24,-1.6635537,-1.6784573,"('dishonest', 'honest')",-2.7512736,-2.8085713,-1.5473684,-1.6030508,0.5764884,0.599688,-1.3464268,-1.3725978,0.026171
47,-1.6469927,-1.6938405,"('stupid', 'smart')",-0.43261904,-0.67295516,-0.65964,-0.67353773,4.91748,4.908078,0.544557,0.4669362,0.0776208
56,-1.6179357,-1.2752588,"('impractical', 'practical')",-1.6006593,-1.3283329,-0.42968234,-0.07005493,-0.5644761,-0.08485286,-1.0531883,-0.6896249,-0.3635634
66,1.6158553,1.2116785,"('inactive', 'active')",2.0914614,2.0701678,1.6124227,1.2781576,0.8114805,0.21658412,1.532805,1.194147,0.338658
32,-1.5450718,-1.2962912,"('unkind', 'kind')",-1.596893,-1.3115603,-1.9334759,-1.6791582,0.88683444,0.96989995,-1.0471516,-0.8292775,-0.2178741
79,1.529475,1.4350826,"('wavering', 'unwavering')",1.4466935,1.449191,1.0496278,0.9393947,-0.3807767,-0.36883572,0.9112549,0.8637081,0.0475468
12,-1.5114973,-1.6154858,"('unsupportive', 'supportive')",0.052642003,0.32115626,0.8243006,0.71917146,-1.639644,-1.6249135,-0.5685497,-0.5500179,-0.0185318
42,-1.4904227,-1.2780235,"('unreliable', 'reliable')",0.14755517,0.4190672,-0.6674953,-0.4876578,-3.3140254,-3.2249568,-1.3310971,-1.1428927,-0.1882044
80,-1.4841367,-1.6167237,"('dominated', 'dominating')",-0.18758357,-0.13916127,-1.0237333,-1.1661597,-0.2663272,-0.39394474,-0.7404452,-0.8289974,0.0885522
4,1.4367464,1.2158381,"('disliked', 'liked')",1.7162262,1.6794705,1.4722316,1.3277081,-6.957895,-7.3388286,-0.5831727,-0.778953,0.1957803
63,-1.3354803,-1.3419743,"('unperceptive', 'insightful')",-0.045009624,0.08357628,0.3216222,0.25711793,0.44473666,0.5428345,-0.1535328,-0.1146114,-0.0389214
71,1.3231643,1.2332618,"('diffident', 'self-confident')",0.2870716,0.31126803,2.0634398,1.9975497,0.15977143,0.23914544,0.9583618,0.9453062,0.0130556
73,1.3192027,1.5110896,"('helpless', 'self-reliant')",0.6010803,0.60348994,1.2229674,1.2985724,-3.1827443,-3.043806,-0.0098734,0.0923364,-0.1022098
54,1.3114207,1.2613919,"('incapable', 'capable')",0.36474997,0.63529897,0.91732466,0.94834024,1.1507984,1.1837465,0.9360734,1.0071944,-0.071121
51,-1.2679541,-1.2393671,"('uneducated', 'educated')",0.28553936,0.24804279,-0.049260527,-0.08869064,0.924328,0.91037947,-0.0268368,-0.0424089,0.0155721
15,1.1780531,0.79183453,"('boring', 'funny')",0.5561005,0.48623496,0.7656213,0.5363963,0.7775184,0.5554433,0.8193233,0.5924773,0.226846
25,1.1548157,1.3279939,"('egoistic', 'altruistic')",0.8085617,0.95606357,1.3067105,1.4122938,1.1062065,1.0540421,1.0940735,1.1875982,-0.0935247
41,-1.1461763,-1.1908182,"('unforgiving', 'forgiving')",-1.5393131,-1.6997405,-0.5452011,-0.8470797,0.35858223,-0.16848326,-0.7180271,-0.9765304,0.2585033
16,1.1360292,1.0709925,"('unpopular', 'popular')",1.189104,1.1494913,-0.5558932,-0.5503685,-0.32499042,-0.533649,0.3610624,0.2841166,0.0769458
88,-1.0123115,-1.2030036,"('low', 'eminent')",-0.62765515,-0.70711434,-0.532909,-0.5337508,-0.6111365,-0.49017137,-0.696003,-0.73351,0.037507
49,-0.99975616,-1.0707505,"('unable', 'able')",-0.08042299,0.05446376,-0.6538102,-0.64118063,-0.32051727,-0.20489834,-0.5136266,-0.4655914,-0.0480352
19,0.95384246,0.94322747,"('inhospitable', 'hospitable')",0.3647893,0.5134762,1.1495953,1.1414698,0.06708052,0.1467407,0.6338269,0.6862286,-0.0524017
37,-0.93459326,-0.990423,"('fake', 'genuine')",-0.7834463,-0.7331958,-0.6191129,-0.5847463,0.35459659,0.46314958,-0.495639,-0.4613039,-0.0343351
58,0.93246263,0.33283976,"('undiscriminating', 'discriminating')",0.7590339,0.37100482,1.0536951,0.3152948,0.613968,0.20135507,0.8397899,0.3051236,0.5346663
1,0.9236077,0.86082554,"('unfriendly', 'friendly')",-0.71991116,-0.6031824,1.1794729,1.0446122,1.5325706,1.5237725,0.728935,0.706507,0.022428
2,0.81346464,0.9286643,"('unlikable', 'likable')",0.72523105,0.66774404,0.4001966,0.3852315,0.66433984,0.49168968,0.650808,0.6183324,0.0324756
17,-0.8071969,-0.9521415,"('nasty', 'nice')",0.28093052,0.13981876,-1.577637,-1.8488164,-0.45608905,-0.6903252,-0.6399981,-0.8378661,0.197868
29,0.763508,0.901891,"('unfair', 'fair')",0.17834109,0.16257936,0.71017605,0.62810993,-0.65783405,-0.7363906,0.2485478,0.2390474,0.0095004
74,-0.74750227,-0.7050138,"('undedicated', 'dedicated')",-0.046317145,0.054035947,0.71890175,0.6089839,0.1371154,0.09161939,0.0155494,0.0124064,0.003143
61,-0.6839433,-0.48755252,"('illogical', 'logical')",0.17965023,0.1950546,0.93632525,1.014233,-0.08368073,-0.036157213,0.0870879,0.1713945,-0.0843066
34,-0.57657695,-0.5583302,"('mean', 'honorable')",-0.18163209,-0.3658287,0.26281232,0.04611691,5.384207,5.623084,1.2222025,1.1862605,0.035942
39,-0.55324435,-0.56456447,"('exploitative', 'cooperative')",-1.150216,-1.0284214,-0.06517489,-0.13107495,0.6119596,0.5074584,-0.2891689,-0.3041506,0.0149817
84,0.5352639,0.7843388,"('inferior', 'superior')",1.6782662,1.8270125,0.8964414,0.9926155,0.8782057,1.1236279,0.9970443,1.1818986,-0.1848543
72,-0.38932732,-0.6078214,"('unambitious', 'ambitious')",-1.5664995,-1.6451367,0.7348394,0.49912542,-0.6441357,-0.4873099,-0.4662808,-0.5602856,0.0940048
27,-0.37333906,-0.5777567,"('hardhearted', 'softhearted')",-1.6350926,-1.6931839,0.000826329,-0.48214415,0.88746375,0.58751744,-0.2800354,-0.5413918,0.2613564
8,0.3389329,0.11799823,"('unaffectionate', 'affectionate')",-0.27987093,-0.24524188,1.2137098,1.1720893,0.9150359,0.8085382,0.5469519,0.463346,0.0836059
50,0.33686367,0.5392769,"('clumsy', 'skillful')",1.9773684,2.197474,0.017807681,0.23570882,0.058474243,0.18602777,0.5976285,0.7896218,-0.1919933
26,0.327334,-0.084156975,"('hardhearted', 'benevolent')",0.58724785,0.30760542,1.2971982,0.8350307,1.8456655,1.1498953,1.0143614,0.5520936,0.4622678
83,0.3248113,0.18126298,"('powerless', 'powerful')",-0.069089666,-0.18354885,1.0512885,0.94193596,-0.90626407,-0.863655,0.1001865,0.0189988,0.0811877
20,-0.30506927,-0.5377882,"('rough', 'thoughtful')",1.2217363,1.0486957,0.5515988,0.28039494,0.60940814,0.5011968,0.5194185,0.3231248,0.1962937
77,-0.27687478,-0.013604856,"('unmotivated', 'motivated')",0.48990062,0.5614435,0.15869121,0.20018008,-1.1774727,-0.97649527,-0.2014389,-0.0571191,-0.1443198
18,0.23417406,0.36015075,"('disagreeable', 'welcoming')",0.4495046,0.48227653,0.33427584,0.19310191,-0.8909782,-0.97816676,0.0317441,0.0143406,0.0174035
67,-0.19888803,-0.046245534,"('doubtful', 'determined')",-0.47833622,-0.48591366,0.06349704,0.3074279,-0.28263104,-0.19135922,-0.2240896,-0.1040226,-0.120067
38,-0.17785709,-0.11151716,"('untruthful', 'truthful')",-1.8721359,-1.6190777,0.24085847,0.37946403,0.14350496,0.48667943,-0.4164074,-0.2161129,-0.2002945
9,0.174312,0.10542683,"('unaffectionate', 'caring')",-0.26548046,-0.051783558,0.9361112,0.9595101,1.4428707,1.4696782,0.5719534,0.6207079,-0.0487545
87,0.15184444,-0.073192835,"('unsuccessful', 'successful')",2.1389718,2.1069117,0.6358394,0.45943215,0.6981548,0.4645887,0.9062027,0.7394349,0.1667678
68,-0.1463197,-0.16692346,"('dependent', 'independent')",0.006874174,-0.046759926,0.7995553,0.55632436,-1.1509277,-1.0976441,-0.1227045,-0.1887508,0.0660463
78,0.09646191,0.23770693,"('nonresilient', 'resilient')",1.5286978,1.5660944,0.44881633,0.4240492,0.44743243,0.5060475,0.6303521,0.6834745,-0.0531224
40,-0.06167424,-0.27911392,"('stingy', 'generous')",-0.31440377,-0.5047885,0.4932791,0.025406428,-1.9087745,-2.3427014,-0.4478934,-0.7752994,0.327406
53,-0.039119665,-0.015897773,"('uncreative', 'creative')",0.23170233,0.5092486,1.1387258,1.2075117,0.89843976,0.9914668,0.5574371,0.6730824,-0.1156453
64,-0.03367904,0.0705006,"('shy', 'confident')",0.8574943,0.8897231,-0.11084596,-0.1632855,-6.074192,-6.193262,-1.3403057,-1.3490809,0.0087752
44,0.020167382,0.21941863,"('prejudiced', 'unprejudiced')",-1.2906187,-1.0383476,-1.6893281,-1.5083687,-1.6697091,-1.5189428,-1.1573721,-0.9615601,-0.195812
