,compuware_male,compuware_female,tuple,corp_male,corp_female,average_male,average_female,male-female
37,-0.5344035,-0.58496386,"('fake', 'genuine')",0.14931902,0.216494,-0.1925422,-0.1842349,-0.0083073
19,-0.51349634,-0.48200834,"('inhospitable', 'hospitable')",-0.0802197,-0.09478624,-0.296858,-0.2883973,-0.0084607
80,-0.5101374,-0.6494991,"('dominated', 'dominating')",-1.0955967,-1.0694051,-0.8028671,-0.8594521,0.056585
50,0.50573736,0.35060403,"('clumsy', 'skillful')",-0.07274004,-0.1261733,0.2164987,0.1122154,0.1042833
64,-0.48206264,-0.5604989,"('shy', 'confident')",-6.566079,-6.824639,-3.524071,-3.6925688,0.1684978
2,0.47395697,0.22796836,"('unlikable', 'likable')",0.71008885,0.4553284,0.5920229,0.3416484,0.2503745
84,0.42589888,0.52185994,"('inferior', 'superior')",0.5507593,0.6448863,0.4883291,0.5833731,-0.095044
1,-0.3841087,-0.23212913,"('unfriendly', 'friendly')",1.576429,1.6896616,0.5961602,0.7287663,-0.1326061
4,-0.3793038,-0.43940738,"('disliked', 'liked')",-6.9274063,-7.206111,-3.6533551,-3.8227592,0.1694041
47,-0.37489223,-0.35708717,"('stupid', 'smart')",5.0783324,5.1958933,2.3517201,2.4194031,-0.067683
79,-0.3717714,-0.3911239,"('wavering', 'unwavering')",-0.34645277,-0.50700986,-0.3591121,-0.4490669,0.0899548
25,0.36397395,0.3210069,"('egoistic', 'altruistic')",1.6026946,1.5741583,0.9833343,0.9475826,0.0357517
61,-0.35874102,-0.187999,"('illogical', 'logical')",0.44476986,0.5363671,0.0430144,0.1741841,-0.1311697
58,-0.348604,-0.36363435,"('undiscriminating', 'discriminating')",0.39533448,0.3589618,0.0233652,-0.0023363,0.0257015
9,-0.34699252,-0.32469815,"('unaffectionate', 'caring')",1.3589426,1.4690616,0.5059751,0.5721817,-0.0662066
88,-0.29912946,-0.41935405,"('low', 'eminent')",-0.26786804,-0.3798058,-0.2834988,-0.3995799,0.1160811
8,-0.28706568,-0.4631096,"('unaffectionate', 'affectionate')",1.1746415,1.097945,0.4437879,0.3174177,0.1263702
27,-0.23736134,-0.2767235,"('hardhearted', 'softhearted')",1.5239731,1.3219781,0.6433059,0.5226273,0.1206786
20,-0.22623822,-0.19493124,"('rough', 'thoughtful')",0.56619954,0.6096073,0.1699807,0.207338,-0.0373573
87,0.22303253,0.07768202,"('unsuccessful', 'successful')",0.8884074,0.7565618,0.55572,0.4171219,0.1385981
26,0.22240643,0.1451498,"('hardhearted', 'benevolent')",1.9822596,1.89152,1.1023331,1.0183349,0.0839982
48,-0.22062053,-0.19306314,"('unintelligent', 'intelligent')",0.6881677,0.89298356,0.2337736,0.3499602,-0.1161866
30,-0.20419715,-0.03406189,"('intolerant', 'tolerant')",0.45049277,0.5796434,0.1231478,0.2727908,-0.149643
16,-0.20246546,-0.18808855,"('unpopular', 'popular')",0.08636998,0.0038398802,-0.0580477,-0.0921243,0.0340766
17,-0.17834924,-0.119981654,"('nasty', 'nice')",-0.7531285,-0.7052533,-0.4657389,-0.4126175,-0.0531214
49,-0.15817426,-0.0973532,"('unable', 'able')",-0.7607368,-0.71136487,-0.4594555,-0.404359,-0.0550965
40,-0.15636589,-0.33321884,"('stingy', 'generous')",-1.74562,-1.8708211,-0.9509929,-1.10202,0.1510271
67,0.15584128,0.05021972,"('doubtful', 'determined')",-0.7299659,-0.8610136,-0.2870623,-0.4053969,0.1183346
5,0.13869053,0.17354916,"('distant', 'outgoing')",-0.38142157,-0.569197,-0.1213655,-0.1978239,0.0764584
54,0.13736318,0.078679666,"('incapable', 'capable')",0.7554453,0.8191431,0.4464042,0.4489114,-0.0025072
6,0.13288678,0.06004635,"('distant', 'open')",-0.23224501,-0.49155626,-0.0496791,-0.215755,0.1660759
29,0.08052914,0.18427835,"('unfair', 'fair')",0.041869998,-0.14390038,0.0611996,0.020189,0.0410106
71,-0.068700135,0.18204139,"('diffident', 'self-confident')",0.13230276,0.13382807,0.0318013,0.1579347,-0.1261334
83,0.014120031,0.3520714,"('powerless', 'powerful')",-1.2850213,-1.0593603,-0.6354507,-0.3536444,-0.2818063
