,first_male,first_female,tuple,horizon_male,horizon_female,corp_male,corp_female,average_male,average_female,male-female
66,-0.6755475,-0.79450893,"('inactive', 'active')",-0.5922248,-0.78015316,0.46019018,0.2601583,-0.269194,-0.4381679,0.1689739
70,0.6648817,0.6445763,"('lethargic', 'energetic')",0.38195252,0.12967503,0.10194462,-0.08621783,0.3829263,0.2293445,0.1535818
32,0.62169003,0.60109067,"('unkind', 'kind')",-0.16498086,-0.14858599,0.8900254,0.8064203,0.4489115,0.4196417,0.0292698
54,-0.6089389,-0.70268744,"('incapable', 'capable')",0.44496325,0.30739295,1.0133106,0.8263533,0.2831117,0.1436863,0.1394254
86,-0.60631955,-0.54234934,"('uninfluential', 'influential')",0.077315256,0.06442455,-0.35112983,-0.5973807,-0.293378,-0.3584352,0.0650572
27,0.59396476,0.3427302,"('hardhearted', 'softhearted')",-0.21171921,-0.36024392,1.6318048,1.271256,0.6713502,0.4179141,0.2534361
51,0.53787386,0.5168932,"('uneducated', 'educated')",0.16470231,0.17157754,0.3039633,0.2101582,0.3355132,0.299543,0.0359702
87,0.52447224,0.50866514,"('unsuccessful', 'successful')",0.745863,0.55139756,0.9998246,0.6605955,0.7567199,0.5735527,0.1831672
56,0.5229726,0.6900725,"('impractical', 'practical')",0.865847,0.8074222,-1.098959,-1.0656586,0.0966202,0.1439454,-0.0473252
40,0.51897615,0.37877908,"('stingy', 'generous')",0.38141617,0.1935383,-1.5241067,-1.8104322,-0.2079048,-0.4127049,0.2048001
12,0.49831906,0.6158515,"('unsupportive', 'supportive')",1.1310335,0.98218155,-1.7365103,-1.9932371,-0.0357192,-0.1317347,0.0960155
67,0.49586686,0.7066517,"('doubtful', 'determined')",-0.21705633,-0.01208492,-0.9406844,-0.76584315,-0.2206246,-0.0237588,-0.1968658
45,-0.42388093,-0.37584266,"('incompetent', 'competent')",0.37335464,0.26199457,0.031247407,-0.19459066,-0.0064263,-0.1028129,0.0963866
63,0.40945786,0.42518702,"('unperceptive', 'insightful')",0.8076513,0.64352286,0.74660826,0.5079697,0.6545725,0.5255598,0.1290127
48,0.37851918,0.22512248,"('unintelligent', 'intelligent')",1.1109555,1.1220719,0.8164119,0.5855405,0.7686288,0.6442449,0.1243839
11,0.37481102,0.5546978,"('unhelpful', 'helpful')",-0.14351077,-0.12999657,1.9427397,1.9293826,0.72468,0.7846946,-0.0600146
73,0.3544878,0.4794022,"('helpless', 'self-reliant')",0.69876146,0.6283384,-3.2925758,-3.330252,-0.7464422,-0.7408371,-0.0056051
84,0.35243586,0.38628823,"('inferior', 'superior')",0.83120096,0.916746,0.75808954,0.83594203,0.6472421,0.7129921,-0.06575
33,0.33716097,0.21054772,"('wrong', 'right')",0.74431205,0.5599194,-0.36093563,-0.538971,0.2401791,0.0771654,0.1630137
2,0.3291232,0.46549973,"('unlikable', 'likable')",0.62231344,0.74319255,0.5681405,0.65836316,0.5065257,0.6223518,-0.1158261
41,0.3271556,0.34425262,"('unforgiving', 'forgiving')",-0.18253577,0.03549909,0.16526748,0.095654234,0.1032958,0.1584686,-0.0551728
14,0.3178632,0.46086055,"('antisocial', 'social')",0.65785044,0.71186376,-0.21647803,-0.32252648,0.2530785,0.2833993,-0.0303208
47,-0.31364468,-0.21086557,"('stupid', 'smart')",0.52950096,0.5446113,5.516124,5.5216303,1.9106599,1.9517921,-0.0411322
10,0.29966286,0.27531996,"('unsympathetic', 'sympathetic')",-0.6008617,-0.67771363,-0.52544636,-0.7145553,-0.2755484,-0.3723163,0.0967679
30,0.2820321,0.43285343,"('intolerant', 'tolerant')",1.0929979,1.079992,0.550117,0.6581424,0.6417157,0.7236626,-0.0819469
22,0.24243295,0.1334054,"('untrustworthy', 'trustworthy')",-0.0441946,-0.2890077,-0.8099516,-1.0477831,-0.2039044,-0.4011285,0.1972241
65,0.24125922,0.45289695,"('insecure', 'secure')",0.4991518,0.667207,-0.42934042,-0.4090486,0.1036902,0.2370185,-0.1333283
28,0.23947674,0.36678854,"('disloyal', 'loyal')",0.3395546,0.4883912,1.0744636,1.0741143,0.551165,0.643098,-0.091933
18,-0.23280661,-0.16321294,"('disagreeable', 'welcoming')",0.027321965,-0.018568657,-0.1946255,-0.25951838,-0.13337,-0.1471,0.01373
58,-0.22211206,-0.5273162,"('undiscriminating', 'discriminating')",-0.39467284,-0.51850945,0.3366864,0.33689007,-0.0933662,-0.2363119,0.1429457
72,0.17899278,0.13671215,"('unambitious', 'ambitious')",1.1737797,1.0617554,-0.46322796,-0.64446265,0.2965148,0.1846683,0.1118465
43,0.17868519,0.18831,"('irresponsible', 'responsible')",-0.027183758,-0.17235714,0.21357478,0.01563393,0.1216921,0.0105289,0.1111632
9,-0.15437198,-0.22782831,"('unaffectionate', 'caring')",0.11895503,0.051332287,1.7183009,1.4211997,0.5609613,0.4149012,0.1460601
77,-0.15251224,-0.10219991,"('unmotivated', 'motivated')",1.0924495,1.0035242,-1.1952139,-1.3281816,-0.0850922,-0.1422858,0.0571936
71,-0.13888043,-0.13141128,"('diffident', 'self-confident')",1.751909,1.543195,0.54499876,0.21389538,0.7193424,0.541893,0.1774494
15,0.1176812,0.05025462,"('boring', 'funny')",-0.1180499,-0.20352796,-0.04344378,-0.13071981,-0.0146042,-0.0946644,0.0800602
83,0.11562078,0.20624074,"('powerless', 'powerful')",0.7234452,0.8606685,-0.9814223,-0.9754149,-0.0474521,0.0304981,-0.0779502
34,0.105965994,0.13206129,"('mean', 'honorable')",0.36084014,0.32711333,5.788769,5.8645973,2.0851916,2.107924,-0.0227324
20,-0.097552896,-0.07858939,"('rough', 'thoughtful')",0.4861073,0.48726887,0.87067264,0.68791837,0.4197423,0.3655326,0.0542097
44,0.06553998,-0.104977444,"('prejudiced', 'unprejudiced')",-0.8515218,-1.0233778,-1.4975338,-1.5601811,-0.7611719,-0.8961788,0.1350069
61,0.06517794,0.118746854,"('illogical', 'logical')",0.7160369,0.79301804,0.5824439,0.4044969,0.4545529,0.4387539,0.015799
88,0.058190048,0.11212862,"('low', 'eminent')",0.17393099,0.27374837,-0.32752255,-0.329769,-0.0318005,0.0187027,-0.0505032
29,0.032454923,0.015552608,"('unfair', 'fair')",0.12220313,0.1396308,0.024589416,-0.07128471,0.0597492,0.0279662,0.031783
74,0.024438955,0.13706876,"('undedicated', 'dedicated')",0.6316898,0.5821372,-0.43521205,-0.51123345,0.0736389,0.0693242,0.0043147
64,-0.0070698597,0.05449977,"('shy', 'confident')",0.25410485,0.24659772,-6.58271,-6.6115913,-2.1118916,-2.103498,-0.0083936
42,0.0035056882,0.1916073,"('unreliable', 'reliable')",-0.6251122,-0.67155015,-3.4177296,-3.539378,-1.3464454,-1.3397737,-0.0066717
