,fiserv_male,fiserv_female,tuple,inc_male,inc_female,average_male,average_female,male-female
81,0.91556805,0.6977523,"('submissive', 'aggressive')",-0.3702656,-0.72390616,0.2726512,-0.0130769,0.2857281
62,0.87313354,0.6401345,"('incompetent', 'brilliant')",0.50471133,0.43009192,0.6889224,0.5351132,0.1538092
38,-0.85846394,-1.0137796,"('untruthful', 'truthful')",0.041038714,0.0890214,-0.4087126,-0.4623791,0.0536665
21,0.81745964,0.3145304,"('immoral', 'moral')",-0.293794,-0.6478214,0.2618328,-0.1666455,0.4284783
10,-0.7872677,-1.306696,"('unsympathetic', 'sympathetic')",-0.4906276,-0.66531825,-0.6389476,-0.9860072,0.3470596
80,0.76316917,0.46363628,"('dominated', 'dominating')",-1.1282287,-1.4254622,-0.1825297,-0.480913,0.2983833
56,0.7540446,0.2838,"('impractical', 'practical')",0.053289242,-0.25394434,0.4036669,0.0149278,0.3887391
14,0.7263834,0.5786018,"('antisocial', 'social')",-0.2169599,-0.5990399,0.2547117,-0.0102191,0.2649308
52,-0.72462815,-0.5817213,"('irrational', 'rational')",0.2959123,0.08790516,-0.2143579,-0.2469081,0.0325502
55,0.6889186,0.33217084,"('incompetent', 'clever')",0.3527242,0.17041078,0.5208214,0.2512908,0.2695306
12,-0.6785316,-0.94503164,"('unsupportive', 'supportive')",-1.886388,-1.57795,-1.2824597,-1.2614908,-0.0209689
73,0.67407036,0.81090724,"('helpless', 'self-reliant')",-3.0158348,-2.5459745,-1.1708822,-0.8675336,-0.3033486
39,0.6714198,0.740462,"('exploitative', 'cooperative')",0.27876323,0.19820069,0.4750915,0.4693314,0.0057601
0,-0.6171359,-0.72345227,"('unsociable', 'sociable')",-0.27934775,-0.29871047,-0.4482418,-0.5110813,0.0628395
2,0.58599395,0.4118101,"('unlikable', 'likable')",0.86249083,0.5930167,0.7242424,0.5024134,0.221829
85,-0.5809905,-0.7333288,"('insignificant', 'prestigious')",0.56703496,0.570257,-0.0069778,-0.0815359,0.0745581
63,-0.58043957,-0.876963,"('unperceptive', 'insightful')",0.8684998,1.2845123,0.1440301,0.2037746,-0.0597445
57,-0.56860524,-1.0040021,"('unimaginative', 'imaginative')",-2.5071225,-2.5296576,-1.5378639,-1.7668298,0.2289659
35,-0.56088316,-0.108875334,"('corrupt', 'incorrupt')",-0.60466605,-0.20259939,-0.5827746,-0.1557374,-0.4270372
22,0.5580758,0.2481263,"('untrustworthy', 'trustworthy')",-0.3437087,-0.3983448,0.1071835,-0.0751093,0.1822928
43,-0.54403794,-0.90950537,"('irresponsible', 'responsible')",0.70951355,0.423716,0.0827378,-0.2428947,0.3256325
24,-0.54235554,-0.52175784,"('dishonest', 'honest')",0.7473498,0.9710135,0.1024971,0.2246278,-0.1221307
78,-0.5342851,-0.6565091,"('nonresilient', 'resilient')",-0.1545855,0.16130963,-0.3444353,-0.2475997,-0.0968356
84,0.51673126,0.8166299,"('inferior', 'superior')",0.7723155,1.2443343,0.6445234,1.0304821,-0.3859587
29,-0.5027857,-0.24052538,"('unfair', 'fair')",-0.5503208,-0.1578372,-0.5265533,-0.1991813,-0.327372
54,-0.49999583,-0.74414575,"('incapable', 'capable')",1.6011131,1.2057511,0.5505586,0.2308027,0.3197559
72,-0.468546,-0.40778512,"('unambitious', 'ambitious')",-0.8916482,-0.7645524,-0.6800971,-0.5861688,-0.0939283
16,-0.46167758,-0.7632537,"('unpopular', 'popular')",0.58486104,0.26968962,0.0615917,-0.246782,0.3083737
65,0.45306993,0.24000469,"('insecure', 'secure')",0.09100436,-0.3010312,0.2720371,-0.0305133,0.3025504
82,-0.44460636,-0.89254886,"('poor', 'rich')",6.673549,6.0201807,3.1144714,2.5638158,0.5506556
13,0.43559033,0.18541396,"('impolite', 'polite')",-0.13061194,-0.25937182,0.1524892,-0.0369789,0.1894681
61,-0.42136222,-0.30034947,"('illogical', 'logical')",0.24519749,0.28345832,-0.0880824,-0.0084456,-0.0796368
71,-0.41226563,-0.2641569,"('diffident', 'self-confident')",0.05561368,0.2914654,-0.178326,0.0136542,-0.1919802
37,-0.41095757,-0.4214183,"('fake', 'genuine')",-0.026204858,0.24411324,-0.2185812,-0.0886525,-0.1299287
28,-0.39882186,-0.5257426,"('disloyal', 'loyal')",1.0641427,0.8608802,0.3326604,0.1675688,0.1650916
20,0.38821554,0.2675112,"('rough', 'thoughtful')",0.8910245,0.9476071,0.63962,0.6075591,0.0320609
58,-0.38405713,-0.424576,"('undiscriminating', 'discriminating')",-0.057474956,0.25200844,-0.220766,-0.0862838,-0.1344822
59,-0.2807293,-0.054103594,"('foolish', 'wise')",0.2695257,0.4774811,-0.0056018,0.2116888,-0.2172906
88,-0.27840504,-0.6832272,"('low', 'eminent')",0.29129872,0.2041536,0.0064468,-0.2395368,0.2459836
44,0.25995156,0.2768945,"('prejudiced', 'unprejudiced')",-1.4650503,-1.6994952,-0.6025494,-0.7113004,0.108751
68,-0.25877008,-0.054705888,"('dependent', 'independent')",-0.51625144,0.015706195,-0.3875108,-0.0194998,-0.368011
45,0.24936832,-0.52698106,"('incompetent', 'competent')",-0.095720515,-0.30051395,0.0768239,-0.4137475,0.4905714
11,-0.24547954,-0.81271803,"('unhelpful', 'helpful')",2.1285977,1.8063185,0.9415591,0.4968002,0.4447589
17,-0.23998775,-0.2430275,"('nasty', 'nice')",-0.31081474,-0.4667865,-0.2754012,-0.354907,0.0795058
33,0.22895874,0.42586023,"('wrong', 'right')",-0.68611,-0.39886695,-0.2285756,0.0134966,-0.2420722
23,-0.22640143,-0.8320871,"('insincere', 'sincere')",6.3122334,5.628551,3.0429161,2.398232,0.6446841
76,0.22253945,-0.1433243,"('anxious', 'daring')",0.33030617,-0.025998607,0.2764228,-0.0846615,0.3610843
83,0.22122645,0.17860982,"('powerless', 'powerful')",-1.0349973,-0.9288043,-0.4068854,-0.3750972,-0.0317882
75,0.21981831,-0.03892781,"('meek', 'impulsive')",-0.18222795,-0.27465376,0.0187952,-0.1567908,0.175586
77,0.18950859,0.16500783,"('unmotivated', 'motivated')",-1.2438692,-1.2346079,-0.5271803,-0.5348001,0.0076198
34,-0.17549483,-0.38613912,"('mean', 'honorable')",6.2409973,5.9782,3.0327513,2.7960305,0.2367208
3,0.16596687,-0.18002021,"('repellent', 'pleasant')",0.45046926,0.067071564,0.3082181,-0.0564743,0.3646924
51,-0.1659498,-0.366265,"('uneducated', 'educated')",0.7854196,0.83567244,0.3097349,0.2347037,0.0750312
7,-0.15068474,-0.22505091,"('insensitive', 'sensitive')",0.557025,0.73224735,0.2031701,0.2535982,-0.0504281
69,-0.14733557,0.27110526,"('lazy', 'industrious')",-1.0946772,-0.7538074,-0.6210064,-0.2413511,-0.3796553
18,-0.1405959,-0.0552538,"('disagreeable', 'welcoming')",-0.3079474,-0.07728083,-0.2242717,-0.0662673,-0.1580044
46,0.12969492,-0.48932737,"('uncompetitive', 'competitive')",-0.44796014,-0.56309867,-0.1591326,-0.526213,0.3670804
42,0.11737073,-0.1693765,"('unreliable', 'reliable')",-3.2874472,-3.1863883,-1.5850382,-1.6778824,0.0928442
15,-0.10291197,-0.08784782,"('boring', 'funny')",0.8121271,0.5790471,0.3546076,0.2455996,0.109008
47,0.09412466,-0.1503251,"('stupid', 'smart')",5.4880505,5.042683,2.7910876,2.4461789,0.3449087
50,-0.07795386,-0.3769991,"('clumsy', 'skillful')",0.1410498,0.33881408,0.031548,-0.0190925,0.0506405
4,-0.07438468,-0.23983799,"('disliked', 'liked')",-6.4587016,-5.974544,-3.2665431,-3.1071911,-0.159352
32,0.07427186,-0.44072467,"('unkind', 'kind')",1.4181645,0.95423573,0.7462182,0.2567555,0.4894627
40,-0.05447965,0.170558,"('stingy', 'generous')",-1.7177145,-1.1253214,-0.8860971,-0.4773817,-0.4087154
64,-0.04906708,0.20521808,"('shy', 'confident')",-6.610645,-6.2558603,-3.3298559,-3.025321,-0.3045349
26,-0.04660321,-0.11267636,"('hardhearted', 'benevolent')",1.5023794,1.5558281,0.7278881,0.7215759,0.0063122
48,-0.03821833,0.016031992,"('unintelligent', 'intelligent')",0.613358,0.8780024,0.2875699,0.4470172,-0.1594473
74,0.032727584,-0.30883646,"('undedicated', 'dedicated')",-0.02841819,0.034715407,0.0021547,-0.1370605,0.1392152
41,0.029417127,-0.116466336,"('unforgiving', 'forgiving')",0.14311905,0.26992124,0.0862681,0.0767274,0.0095407
70,-0.024076844,-0.28200182,"('lethargic', 'energetic')",0.6874127,0.63034666,0.3316679,0.1741724,0.1574955
87,-0.008954566,-0.27497572,"('unsuccessful', 'successful')",0.79631704,0.7688694,0.3936812,0.2469468,0.1467344
25,-0.0028181104,0.18356812,"('egoistic', 'altruistic')",1.5902038,1.5952308,0.7936928,0.8893995,-0.0957067
49,0.0012530275,-0.081537455,"('unable', 'able')",0.25099495,0.3288229,0.126124,0.1236427,0.0024813
