,directv_male,directv_female,tuple,average_male,average_female,male-female
55,0.10010103,0.26322567,"('incompetent', 'clever')",0.100101,0.2632257,-0.1631247
29,0.09880447,-0.05723725,"('unfair', 'fair')",0.0988045,-0.0572372,0.1560417
85,-0.087153405,-0.3758619,"('insignificant', 'prestigious')",-0.0871534,-0.3758619,0.2887085
52,0.07777658,-0.16296725,"('irrational', 'rational')",0.0777766,-0.1629672,0.2407438
83,0.07771557,0.023479555,"('powerless', 'powerful')",0.0777156,0.0234796,0.054236
7,0.076284274,0.07803082,"('insensitive', 'sensitive')",0.0762843,0.0780308,-0.0017465
5,-0.07394023,-0.20349269,"('distant', 'outgoing')",-0.0739402,-0.2034927,0.1295525
77,-0.05605632,-0.02134201,"('unmotivated', 'motivated')",-0.0560563,-0.021342,-0.0347143
80,-0.055661976,-0.10885105,"('dominated', 'dominating')",-0.055662,-0.1088511,0.0531891
45,0.048792273,0.22769561,"('incompetent', 'competent')",0.0487923,0.2276956,-0.1789033
6,-0.012978481,-0.22652245,"('distant', 'open')",-0.0129785,-0.2265224,0.2135439
