,williams_male,williams_female,tuple,cos_male,cos_female,average_male,average_female,male-female
71,0.7161312,0.75499284,"('diffident', 'self-confident')",0.14037257,0.35572243,0.4282519,0.5553576,-0.1271057
5,-0.7032379,-0.7510173,"('distant', 'outgoing')",-1.6693503,-1.2967046,-1.1862941,-1.0238609,-0.1624332
75,-0.70237136,-0.73383594,"('meek', 'impulsive')",-1.0885578,-0.9775592,-0.8954646,-0.8556976,-0.039767
55,0.67729855,1.0292053,"('incompetent', 'clever')",0.38875878,0.37941727,0.5330287,0.7043113,-0.1712826
31,-0.66052467,-0.8390242,"('evil', 'good')",-1.0185422,-0.8726387,-0.8395334,-0.8558314,0.016298
42,0.64547527,0.8365013,"('unreliable', 'reliable')",-1.382204,-1.4400878,-0.3683644,-0.3017932,-0.0665712
39,0.64146763,0.68347883,"('exploitative', 'cooperative')",1.2662914,1.2303618,0.9538795,0.9569203,-0.0030408
51,0.6412813,0.79269654,"('uneducated', 'educated')",0.38710234,0.23017466,0.5141918,0.5114356,0.0027562
36,-0.6222122,-0.7829115,"('hostile', 'amicable')",-0.92417926,-0.7544479,-0.7731957,-0.7686797,-0.004516
16,-0.61064416,-0.5894127,"('unpopular', 'popular')",-0.02158739,0.098421484,-0.3161158,-0.2454956,-0.0706202
84,0.6025546,0.57106495,"('inferior', 'superior')",0.36015436,0.35197574,0.4813545,0.4615203,0.0198342
34,-0.5986956,-0.48885083,"('mean', 'honorable')",2.5116367,2.659443,0.9564706,1.085296,-0.1288254
8,-0.5772728,-0.62111473,"('unaffectionate', 'affectionate')",-1.0518723,-0.82273114,-0.8145725,-0.7219229,-0.0926496
28,0.47794798,0.6089592,"('disloyal', 'loyal')",0.08683631,0.15299788,0.2823921,0.3809785,-0.0985864
63,0.46403927,0.6094412,"('unperceptive', 'insightful')",0.5921641,0.5612607,0.5281017,0.585351,-0.0572493
85,-0.4518625,-0.48262882,"('insignificant', 'prestigious')",-1.2146479,-0.92545784,-0.8332552,-0.7040433,-0.1292119
15,-0.43193582,-0.3669569,"('boring', 'funny')",0.14105687,0.30204737,-0.1454395,-0.0324548,-0.1129847
64,0.4159669,0.42201,"('shy', 'confident')",-2.212408,-2.3733952,-0.8982206,-0.9756926,0.077472
78,-0.39612293,-0.36864388,"('nonresilient', 'resilient')",0.11649838,0.002986446,-0.1398123,-0.1828287,0.0430164
47,0.39325482,0.47130945,"('stupid', 'smart')",2.303132,2.4220917,1.3481934,1.4467006,-0.0985072
50,-0.3659956,-0.46728006,"('clumsy', 'skillful')",0.2755511,0.10061264,-0.0452222,-0.1833337,0.1381115
18,-0.36286214,-0.25791737,"('disagreeable', 'welcoming')",-1.1975077,-1.080402,-0.7801849,-0.6691597,-0.1110252
77,0.3527784,0.50779194,"('unmotivated', 'motivated')",-0.12081512,-0.15755038,0.1159816,0.1751208,-0.0591392
1,0.33470175,0.23412617,"('unfriendly', 'friendly')",-0.4607868,-0.18684731,-0.0630425,0.0236394,-0.0866819
83,0.3203341,0.35665083,"('powerless', 'powerful')",-0.7671931,-0.80150825,-0.2234295,-0.2224287,-0.0010008
40,0.2964937,0.31467167,"('stingy', 'generous')",-1.421046,-1.5029515,-0.5622761,-0.5941399,0.0318638
58,-0.28698096,-0.13189954,"('undiscriminating', 'discriminating')",0.24483044,0.30717677,-0.0210753,0.0876386,-0.1087139
27,-0.26560998,-0.24074252,"('hardhearted', 'softhearted')",-0.089411974,-0.015506707,-0.177511,-0.1281246,-0.0493864
38,0.23941372,0.18280692,"('untruthful', 'truthful')",-0.24247295,-0.22151926,-0.0015296,-0.0193562,0.0178266
4,0.23837706,0.22251788,"('disliked', 'liked')",-3.3364763,-3.325769,-1.5490496,-1.5516255,0.0025759
59,-0.21876702,-0.41191113,"('foolish', 'wise')",-0.36282668,-0.30476138,-0.2907968,-0.3583363,0.0675395
69,0.2170908,0.04862088,"('lazy', 'industrious')",0.026516214,0.14998582,0.1218035,0.0993033,0.0225002
19,-0.21377552,-0.35317633,"('inhospitable', 'hospitable')",-0.8337587,-0.72656196,-0.5237671,-0.5398691,0.016102
37,0.19559528,0.18490751,"('fake', 'genuine')",-0.004919149,-0.1328265,0.0953381,0.0260405,0.0692976
67,0.15658118,-0.005183965,"('doubtful', 'determined')",0.29463732,0.23627445,0.2256092,0.1155452,0.110064
80,-0.1302082,0.09587091,"('dominated', 'dominating')",0.42220265,0.26772586,0.1459972,0.1817984,-0.0358012
54,0.11617422,0.100271165,"('incapable', 'capable')",-0.09621209,0.14367098,0.0099811,0.1219711,-0.11199
48,-0.113770515,0.028822612,"('unintelligent', 'intelligent')",-0.27551368,-0.35788944,-0.1946421,-0.1645334,-0.0301087
65,-0.11210154,0.16046964,"('insecure', 'secure')",0.46922046,0.38092762,0.1785595,0.2706986,-0.0921391
20,0.110546775,0.10569979,"('rough', 'thoughtful')",0.5090985,0.4605298,0.3098226,0.2831148,0.0267078
22,0.10932441,0.123897806,"('untrustworthy', 'trustworthy')",-0.94503725,-0.8646126,-0.4178564,-0.3703574,-0.047499
11,0.10379052,0.24826902,"('unhelpful', 'helpful')",1.3728062,1.2902238,0.7382984,0.7692465,-0.0309481
25,0.090621844,0.030025799,"('egoistic', 'altruistic')",0.20078199,0.279206,0.1457019,0.1546159,-0.008914
76,0.083079986,0.4680184,"('anxious', 'daring')",0.23442431,0.27934623,0.1587521,0.3736823,-0.2149302
88,0.0788843,0.29530913,"('low', 'eminent')",-0.44515887,-0.2942454,-0.1831373,0.0005319,-0.1836692
68,-0.075644754,-0.18216737,"('dependent', 'independent')",-1.1210058,-1.2167084,-0.5983253,-0.6994379,0.1011126
17,0.059724133,0.0972555,"('nasty', 'nice')",-0.75661266,-0.772615,-0.3484443,-0.3376797,-0.0107646
43,-0.038908295,0.18563512,"('irresponsible', 'responsible')",0.23818828,0.36025763,0.09964,0.2729464,-0.1733064
66,-0.03705601,0.10175066,"('inactive', 'active')",-0.12271677,0.13762417,-0.0798864,0.1196874,-0.1995738
45,0.014267653,0.2966832,"('incompetent', 'competent')",-0.21258287,-0.11012353,-0.0991576,0.0932798,-0.1924374
26,-0.004712872,0.015340596,"('hardhearted', 'benevolent')",0.5392898,0.8482982,0.2672884,0.4318194,-0.164531
