,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,male-female
73,1.1316494,1.0636581,"('helpless', 'self-reliant')",1.1968594,1.1702473,-3.370982,-3.1920118,-0.347491,-0.3193688,-0.0281222
65,1.1210388,1.2450492,"('insecure', 'secure')",-0.6216558,-0.5938746,0.38428998,0.48451936,0.2945577,0.3785647,-0.084007
23,1.1195176,1.3079925,"('insincere', 'sincere')",0.12995784,0.06357457,5.8972955,5.786099,2.382257,2.3858887,-0.0036317
32,0.9985982,1.1023225,"('unkind', 'kind')",0.02583097,0.13051915,1.2227051,1.1165447,0.7490447,0.7831287,-0.034084
21,0.9975487,1.2164376,"('immoral', 'moral')",-1.2854711,-1.2989055,-0.5704422,-0.38278598,-0.2861215,-0.1550846,-0.1310369
76,0.99370587,1.2479186,"('anxious', 'daring')",-0.41305575,-0.3938001,0.19671154,0.3788653,0.2591205,0.4109946,-0.1518741
16,-0.9926939,-1.1132648,"('unpopular', 'popular')",0.14994347,0.19029015,-0.039702438,-0.27152717,-0.2941509,-0.3981673,0.1040164
51,0.99204546,1.2775131,"('uneducated', 'educated')",-2.0896716,-2.0835443,0.07090765,-0.0001321435,-0.3422395,-0.2687211,-0.0735184
63,0.98048115,1.4529804,"('unperceptive', 'insightful')",0.049698573,0.029413875,0.017829437,0.04963342,0.3493364,0.5106759,-0.1613395
24,0.9106683,1.0215346,"('dishonest', 'honest')",-0.8399831,-0.80455595,1.0332757,0.92245466,0.367987,0.3798111,-0.0118241
78,-0.90715873,-0.4901929,"('nonresilient', 'resilient')",0.40544492,0.5255189,-0.6097202,-0.7457894,-0.370478,-0.2368211,-0.1336569
28,0.8543571,1.1322167,"('disloyal', 'loyal')",-0.28593177,-0.3232313,0.6872153,0.5599739,0.4185469,0.4563197,-0.0377728
40,0.8359555,1.1733824,"('stingy', 'generous')",1.4133353,1.4231819,-1.6290339,-1.6966006,0.2067523,0.2999879,-0.0932356
85,-0.8182648,-1.2049376,"('insignificant', 'prestigious')",1.7090799,1.5519075,-0.13464192,-0.5896475,0.2520577,-0.0808925,0.3329502
71,0.81534535,0.82481486,"('diffident', 'self-confident')",1.524421,1.5624577,0.40138853,0.46433932,0.9137182,0.9505373,-0.0368191
27,0.8077068,0.83924806,"('hardhearted', 'softhearted')",-0.24251251,-0.121499725,1.338373,1.1369549,0.6345224,0.6182344,0.016288
10,0.78865653,1.4288566,"('unsympathetic', 'sympathetic')",-2.3719695,-2.323269,0.57570547,0.7897862,-0.3358692,-0.0348754,-0.3009938
9,0.7840725,0.77361125,"('unaffectionate', 'caring')",1.4013276,1.4294237,1.4634348,1.2277766,1.2162782,1.1436038,0.0726744
81,0.7781684,1.0717845,"('submissive', 'aggressive')",-1.1873575,-1.165885,-0.2239064,0.24201411,-0.2110319,0.0493045,-0.2603364
31,-0.7774978,-1.193667,"('evil', 'good')",0.75781083,0.78963506,-0.8198267,-1.1479392,-0.2798379,-0.5173237,0.2374858
13,0.7616629,0.95283985,"('impolite', 'polite')",-0.2760433,-0.16129777,-0.47661972,-0.1565479,0.003,0.2116647,-0.2086647
37,-0.74854803,-0.7184994,"('fake', 'genuine')",-1.5055641,-1.521712,0.20927608,0.18500516,-0.681612,-0.6850688,0.0034568
70,0.70203096,1.2819915,"('lethargic', 'energetic')",-1.2365415,-1.1502937,0.88677853,1.165412,0.1174227,0.4323699,-0.3149472
30,0.696448,0.8645848,"('intolerant', 'tolerant')",-0.9791546,-0.914896,0.36446056,0.6175693,0.0272513,0.189086,-0.1618347
38,0.69394034,0.75419396,"('untruthful', 'truthful')",0.9316028,0.94278204,-0.1184499,-0.24394059,0.5023644,0.4843451,0.0180193
72,0.6897369,0.87898695,"('unambitious', 'ambitious')",-0.8709361,-0.66699946,0.34371683,0.527914,0.0541725,0.2466338,-0.1924613
61,0.65961826,0.67756355,"('illogical', 'logical')",0.44783852,0.43239847,0.29422912,-0.09537869,0.4672287,0.3381944,0.1290343
41,0.65414685,0.75479496,"('unforgiving', 'forgiving')",0.781422,0.6446513,0.3109798,0.091796465,0.5821829,0.4970809,0.085102
18,0.6206999,0.55937564,"('disagreeable', 'welcoming')",0.17627051,0.13673961,-0.06275918,-0.30112502,0.2447371,0.1316634,0.1130737
64,0.5963052,0.5800182,"('shy', 'confident')",-0.95382965,-0.9860313,-6.1114726,-5.7901216,-2.1563323,-2.0653782,-0.0909541
87,0.5934224,0.64364016,"('unsuccessful', 'successful')",0.39202115,0.44006705,0.2833603,0.04169606,0.4229346,0.3751344,0.0478002
8,-0.58884585,-0.6700698,"('unaffectionate', 'affectionate')",0.6045071,0.58772206,0.8976346,0.7847694,0.304432,0.2341406,0.0702914
80,0.571797,1.001069,"('dominated', 'dominating')",-0.73517424,-0.8043721,-0.7424327,-0.57664746,-0.3019366,-0.1266502,-0.1752864
54,0.56442016,0.34155428,"('incapable', 'capable')",1.4386536,1.4135888,1.2280915,1.2899455,1.0770551,1.0150295,0.0620256
7,0.5555128,0.7922926,"('insensitive', 'sensitive')",-0.28398892,-0.21568583,0.6421048,0.7488559,0.3045429,0.4418209,-0.137278
4,-0.5466893,-0.4663019,"('disliked', 'liked')",0.27154455,0.26625216,-7.7386103,-7.5888505,-2.6712516,-2.5963001,-0.0749515
47,0.5181677,0.5237162,"('stupid', 'smart')",0.010104332,-0.014144272,5.3300867,5.549729,1.9527863,2.019767,-0.0669807
83,0.5153673,0.51708,"('powerless', 'powerful')",0.98164904,0.9079659,-0.75182295,-0.58090174,0.2483978,0.2813814,-0.0329836
5,-0.4957258,-0.79980767,"('distant', 'outgoing')",1.9464957,1.9684378,-0.35912508,-0.4350497,0.3638816,0.2445268,0.1193548
55,0.46972156,0.9265476,"('incompetent', 'clever')",-2.2274148,-2.2056835,0.19813332,0.33341363,-0.5198533,-0.3152408,-0.2046125
29,-0.4564078,-0.55094945,"('unfair', 'fair')",-0.57665735,-0.4884892,-0.26134282,-0.7074489,-0.4314693,-0.5822959,0.1508266
67,0.4474171,0.3338933,"('doubtful', 'determined')",0.14237562,0.10907413,-0.5977423,-0.28872964,-0.0026499,0.0514126,-0.0540625
69,-0.4444646,-0.86966246,"('lazy', 'industrious')",2.3630154,2.3251858,-1.162543,-1.3841318,0.2520026,0.0237972,0.2282054
66,0.43469977,0.30213585,"('inactive', 'active')",1.2336562,1.2985554,0.7653867,0.5204337,0.8112475,0.7070417,0.1042058
50,-0.41860276,-0.41446713,"('clumsy', 'skillful')",0.39028165,0.35090438,0.32721397,-0.016573768,0.099631,-0.0267122,0.1263432
49,-0.40417305,-0.22540572,"('unable', 'able')",-0.6102947,-0.5238305,-0.085249126,-0.073866494,-0.3665723,-0.2743676,-0.0922047
6,-0.40056732,-0.6518817,"('distant', 'open')",1.7222577,1.6670368,0.38047853,0.14527726,0.5673896,0.3868108,0.1805788
75,-0.39726025,-0.69559544,"('meek', 'impulsive')",0.55941117,0.59429646,-0.5221233,-0.26748127,-0.1199908,-0.1229268,0.002936
33,0.3188808,0.072797015,"('wrong', 'right')",1.8367823,1.8073667,-0.61099905,-0.5464475,0.514888,0.4445721,0.0703159
25,-0.2517969,-0.5153165,"('egoistic', 'altruistic')",1.3536924,1.3446994,0.65918016,0.46609408,0.5870252,0.4318256,0.1551996
58,-0.2463531,-0.03988441,"('undiscriminating', 'discriminating')",0.7054671,0.61312056,-0.41840047,-0.4062708,0.0135712,0.0556551,-0.0420839
48,0.23535118,0.52159196,"('unintelligent', 'intelligent')",-1.2618111,-1.2087771,0.097134754,0.037560634,-0.3097751,-0.2165415,-0.0932336
3,0.23323026,0.4664328,"('repellent', 'pleasant')",-1.0370274,-1.0389562,0.49272493,0.5536327,-0.1036907,-0.0062969,-0.0973938
15,0.23045109,0.07271412,"('boring', 'funny')",1.5159038,1.4932133,0.16074929,0.15958008,0.6357014,0.5751692,0.0605322
59,0.22951448,0.058408808,"('foolish', 'wise')",0.6640274,0.6432632,0.42121205,0.22587112,0.4382513,0.3091811,0.1290702
52,0.22882648,-0.18905756,"('irrational', 'rational')",0.95660144,0.7673173,0.166901,-0.29422575,0.4507763,0.094678,0.3560983
14,0.2250995,0.6589871,"('antisocial', 'social')",-1.0422469,-0.979603,-0.09746203,0.042895522,-0.3048698,-0.0925735,-0.2122963
19,-0.20936233,-0.26916727,"('inhospitable', 'hospitable')",-0.43418622,-0.41954324,-0.49329823,-0.58565027,-0.3789489,-0.4247869,0.045838
84,-0.19481964,-0.21998407,"('inferior', 'superior')",-0.26942283,-0.22122952,0.05661057,-0.041766845,-0.1358773,-0.1609935,0.0251162
1,-0.17939886,-0.2377959,"('unfriendly', 'friendly')",1.2722055,1.2345606,1.2296238,0.90516716,0.7741435,0.6339773,0.1401662
53,-0.16588898,0.06790873,"('uncreative', 'creative')",0.2666054,0.30207458,0.049601234,-0.16642246,0.0501059,0.0678536,-0.0177477
77,0.15401568,0.22579646,"('unmotivated', 'motivated')",0.30995178,0.24727081,-1.3165865,-1.2088823,-0.2842064,-0.2452717,-0.0389347
45,-0.15244672,0.29911748,"('incompetent', 'competent')",-1.9631923,-1.9562042,-0.47655421,-0.37066108,-0.8640644,-0.675916,-0.1881484
88,-0.15234773,-0.34046942,"('low', 'eminent')",-1.1765747,-1.3127457,-0.20070814,-0.17133108,-0.5098768,-0.6081821,0.0983053
17,0.15231293,0.15299304,"('nasty', 'nice')",0.556683,0.60998315,-0.82631016,-0.7683298,-0.0391047,-0.0017845,-0.0373202
26,-0.12824824,0.060471117,"('hardhearted', 'benevolent')",1.5236502,1.5938363,0.94069904,0.87234753,0.7787004,0.8422183,-0.0635179
20,0.1037182,0.13986613,"('rough', 'thoughtful')",-0.40113568,-0.35853884,0.21218848,0.08339455,-0.0284097,-0.0450927,0.016683
57,-0.10115513,0.28424165,"('unimaginative', 'imaginative')",-0.73393124,-0.7494685,-2.9363406,-2.6726925,-1.2571423,-1.0459731,-0.2111692
79,-0.0880366,-0.29214004,"('wavering', 'unwavering')",1.0958828,1.0119727,-0.2599547,-0.44112888,0.2492971,0.0929013,0.1563958
68,-0.085497856,-0.10338682,"('dependent', 'independent')",-2.175882,-2.1143632,-0.9317362,-1.2546996,-1.0643721,-1.1574833,0.0931112
86,-0.068759926,0.3874045,"('uninfluential', 'influential')",-1.6397632,-1.6878116,-0.21888767,0.017345771,-0.6424703,-0.4276871,-0.2147832
22,0.045487754,0.3243106,"('untrustworthy', 'trustworthy')",-1.6403995,-1.6209173,-0.56173146,-0.50908804,-0.7188811,-0.6018983,-0.1169828
34,-0.04167361,-0.06703813,"('mean', 'honorable')",0.74153596,0.7060696,4.646586,4.5535245,1.7821495,1.730852,0.0512975
46,0.04155866,0.5715468,"('uncompetitive', 'competitive')",-1.124901,-1.1427627,-1.1471634,-1.054214,-0.743502,-0.54181,-0.201692
0,0.0064788833,0.35707763,"('unsociable', 'sociable')",-0.43007082,-0.44560552,-0.36541456,-0.25084198,-0.2630022,-0.1131233,-0.1498789
44,-0.0044668037,-0.40083584,"('prejudiced', 'unprejudiced')",-0.24187341,-0.2875803,-1.3639351,-1.1192324,-0.5367584,-0.6025495,0.0657911
