,tegna_male,tegna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
60,0.77227414,0.982507,"('inefficient', 'efficient')",0.3095687,0.14504616,0.5409214,0.5637766,-0.0228552
73,0.7327114,0.6575176,"('helpless', 'self-reliant')",-2.8057575,-2.7627242,-1.0365231,-1.0526032,0.0160801
64,0.68545717,0.71172726,"('shy', 'confident')",-5.978008,-6.1960382,-2.6462753,-2.7421556,0.0958803
38,-0.68510973,-0.8307405,"('untruthful', 'truthful')",-0.36768892,-0.21152517,-0.5263993,-0.5211328,-0.0052665
78,-0.683577,-1.102893,"('nonresilient', 'resilient')",0.32557246,0.07838032,-0.1790023,-0.5122563,0.333254
63,-0.6815036,-0.9498984,"('unperceptive', 'insightful')",1.030401,0.7825885,0.1744487,-0.083655,0.2581037
68,-0.657511,-0.6398557,"('dependent', 'independent')",-0.25208792,-0.54468167,-0.4547995,-0.5922687,0.1374692
66,-0.6382396,-0.95827293,"('inactive', 'active')",0.36974967,0.2631091,-0.134245,-0.3475819,0.2133369
2,0.6319329,0.7009657,"('unlikable', 'likable')",0.40433627,0.51752406,0.5181346,0.6092449,-0.0911103
59,0.62504673,0.49802545,"('foolish', 'wise')",0.1964269,0.406121,0.4107368,0.4520732,-0.0413364
28,-0.6216831,-0.5810958,"('disloyal', 'loyal')",0.64072824,0.7573868,0.0095226,0.0881455,-0.0786229
30,0.5687735,1.0087755,"('intolerant', 'tolerant')",1.3047913,1.5382258,0.9367824,1.2735007,-0.3367183
45,-0.5496329,-0.54813343,"('incompetent', 'competent')",-0.3418346,-0.4940116,-0.4457338,-0.5210725,0.0753387
11,-0.542683,-0.39726353,"('unhelpful', 'helpful')",1.4433434,1.6289359,0.4503302,0.6158362,-0.165506
37,0.53916764,0.19287497,"('fake', 'genuine')",0.2830592,0.22279121,0.4111134,0.2078331,0.2032803
61,-0.5387964,-0.312297,"('illogical', 'logical')",0.25928557,0.14310671,-0.1397554,-0.0845951,-0.0551603
77,-0.49866757,-0.68495893,"('unmotivated', 'motivated')",-1.0066665,-1.2617986,-0.7526671,-0.9733788,0.2207117
10,-0.4887599,-0.6603173,"('unsympathetic', 'sympathetic')",-0.21423867,-0.39849898,-0.3514993,-0.5294082,0.1779089
67,0.48668584,0.6264198,"('doubtful', 'determined')",-0.32631722,-0.21315707,0.0801843,0.2066314,-0.1264471
23,-0.47962373,-0.4277361,"('insincere', 'sincere')",5.259884,5.4605083,2.39013,2.516386,-0.126256
82,-0.468993,-0.43405813,"('poor', 'rich')",5.323003,5.6178384,2.4270048,2.5918901,-0.1648853
50,0.44997215,0.23064956,"('clumsy', 'skillful')",0.32435852,0.31981918,0.3871653,0.2752344,0.1119309
40,0.44835418,0.3364983,"('stingy', 'generous')",-1.4436737,-1.5861036,-0.4976598,-0.6248026,0.1271428
17,-0.4357168,-0.16367182,"('nasty', 'nice')",-0.6012159,-0.35955527,-0.5184664,-0.2616135,-0.2568529
42,0.4233233,0.2783792,"('unreliable', 'reliable')",-2.9650106,-3.1560686,-1.2708436,-1.4388447,0.1680011
13,-0.405696,-0.19652142,"('impolite', 'polite')",-0.7692753,-0.644714,-0.5874857,-0.4206177,-0.166868
35,-0.4009094,-0.43433553,"('corrupt', 'incorrupt')",-0.50092983,-0.41374722,-0.4509196,-0.4240414,-0.0268782
33,0.39488733,0.2608435,"('wrong', 'right')",-0.6855097,-0.6869097,-0.1453112,-0.2130331,0.0677219
7,-0.37613887,-0.3315305,"('insensitive', 'sensitive')",0.4956236,0.3130104,0.0597424,-0.0092601,0.0690025
65,0.36581516,0.66221416,"('insecure', 'secure')",-0.07881824,-0.29780626,0.1434985,0.1822039,-0.0387054
76,0.36490026,0.36770916,"('anxious', 'daring')",0.17822273,0.12816575,0.2715615,0.2479375,0.023624
20,0.35826522,0.22944841,"('rough', 'thoughtful')",1.2905526,1.1360663,0.8244089,0.6827574,0.1416515
48,-0.33885857,-0.1518086,"('unintelligent', 'intelligent')",0.9481616,0.87844723,0.3046515,0.3633193,-0.0586678
62,0.32220238,0.51772404,"('incompetent', 'brilliant')",0.09152338,0.113640755,0.2068629,0.3156824,-0.1088195
58,-0.32139182,-0.52522707,"('undiscriminating', 'discriminating')",0.32955855,0.0827497,0.0040834,-0.2212387,0.2253221
16,-0.3193749,-0.29845998,"('unpopular', 'popular')",0.24080083,0.3428529,-0.039287,0.0221965,-0.0614835
24,0.3189654,0.40712497,"('dishonest', 'honest')",0.46214938,0.5124921,0.3905574,0.4598085,-0.0692511
80,0.3104907,0.54837805,"('dominated', 'dominating')",-1.2682691,-1.4780381,-0.4788892,-0.46483,-0.0140592
88,-0.30059698,-0.13964972,"('low', 'eminent')",0.3659346,0.5807976,0.0326688,0.2205739,-0.1879051
3,-0.29796407,-0.2359437,"('repellent', 'pleasant')",0.17828491,0.23680618,-0.0598396,0.0004312,-0.0602708
27,-0.29462144,-0.67840886,"('hardhearted', 'softhearted')",1.3738326,1.154034,0.5396056,0.2378126,0.301793
71,-0.25759146,-0.3557513,"('diffident', 'self-confident')",0.16451038,0.15014319,-0.0465405,-0.1028041,0.0562636
25,-0.25294268,-0.3637575,"('egoistic', 'altruistic')",1.2376794,1.2899284,0.4923683,0.4630855,0.0292828
21,0.24977693,0.47117847,"('immoral', 'moral')",-0.18741019,-0.4252427,0.0311834,0.0229679,0.0082155
56,0.21561304,0.2626694,"('impractical', 'practical')",0.050243832,0.038569354,0.1329284,0.1506194,-0.017691
4,-0.19290648,-0.31590384,"('disliked', 'liked')",-6.3299527,-6.3562946,-3.2614295,-3.3360991,0.0746696
29,-0.18653952,-0.20628889,"('unfair', 'fair')",-0.37773213,-0.5332317,-0.2821358,-0.3697603,0.0876245
43,0.16305605,0.033946745,"('irresponsible', 'responsible')",0.5884084,0.5109867,0.3757322,0.2724667,0.1032655
49,-0.15786195,-0.07130305,"('unable', 'able')",-0.328723,-0.2654251,-0.2432925,-0.1683641,-0.0749284
72,-0.15004435,-0.22156487,"('unambitious', 'ambitious')",-0.88445616,-0.9086023,-0.5172502,-0.5650836,0.0478334
54,-0.13959104,-0.42652643,"('incapable', 'capable')",0.9800378,1.082598,0.4202234,0.3280358,0.0921876
85,0.1337617,-0.10416641,"('insignificant', 'prestigious')",0.4358404,0.62671614,0.2848011,0.2612749,0.0235262
26,0.1330079,0.095687345,"('hardhearted', 'benevolent')",1.8845388,1.9237207,1.0087733,1.009704,-0.0009307
32,0.1309,0.13685572,"('unkind', 'kind')",0.7853274,0.9036092,0.4581137,0.5202324,-0.0621187
22,0.12665229,0.07588548,"('untrustworthy', 'trustworthy')",-0.85432565,-0.8944858,-0.3638367,-0.4093001,0.0454634
74,0.123309925,-0.10321505,"('undedicated', 'dedicated')",0.24061137,0.15822385,0.1819606,0.0275044,0.1544562
34,0.11564081,0.047578394,"('mean', 'honorable')",5.7066326,5.741525,2.9111366,2.8945518,0.0165848
15,-0.11147785,0.04155563,"('boring', 'funny')",0.3640165,0.6046142,0.1262693,0.3230849,-0.1968156
75,-0.10852621,-0.32962117,"('meek', 'impulsive')",-0.67619526,-0.6296824,-0.3923607,-0.4796518,0.0872911
70,-0.10765062,-0.3124713,"('lethargic', 'energetic')",0.52140415,0.38200092,0.2068768,0.0347648,0.172112
47,-0.10687445,-0.019286148,"('stupid', 'smart')",4.7807255,5.0117807,2.3369255,2.4962473,-0.1593218
46,-0.10645897,-0.34299722,"('uncompetitive', 'competitive')",-0.29718426,-0.5483241,-0.2018216,-0.4456607,0.2438391
87,-0.09285598,0.08520425,"('unsuccessful', 'successful')",0.6795831,0.6126771,0.2933635,0.3489407,-0.0555772
52,0.09269065,0.10005289,"('irrational', 'rational')",0.032617815,0.12774426,0.0626542,0.1138986,-0.0512444
83,0.030320369,0.013519856,"('powerless', 'powerful')",-0.7286862,-0.71343696,-0.3491829,-0.3499585,0.0007756
55,0.024428487,0.17838868,"('incompetent', 'clever')",0.41157746,0.24822357,0.218003,0.2133061,0.0046969
81,-0.023061715,0.42485452,"('submissive', 'aggressive')",-0.6586832,-0.658608,-0.3408724,-0.1168768,-0.2239956
14,-0.010824874,0.4553628,"('antisocial', 'social')",-0.29749686,-0.29700956,-0.1541609,0.0791766,-0.2333375
18,-0.0073566884,0.11638175,"('disagreeable', 'welcoming')",-0.58883,-0.4937495,-0.2980933,-0.1886839,-0.1094094
41,-0.0049696267,0.08565115,"('unforgiving', 'forgiving')",0.02466549,0.015351573,0.0098479,0.0505014,-0.0406535
12,0.0019519702,-0.39118117,"('unsupportive', 'supportive')",-1.6212137,-1.736589,-0.8096309,-1.0638851,0.2542542
