,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,male-female
41,-0.7865989,-0.50840837,"('unforgiving', 'forgiving')",-1.2264801,-1.1335256,-0.7773355,-0.81588465,0.09301217,0.034852356,-0.6743507,-0.6057416,-0.0686091
36,0.7852256,0.48393208,"('hostile', 'amicable')",-1.3557591,-1.2586678,0.21880795,0.18331747,0.35275716,0.53913075,0.0002579,-0.0130719,0.0133298
46,-0.7649619,-0.44337583,"('uncompetitive', 'competitive')",1.3094442,1.6225568,-1.1244648,-1.032108,-0.40897816,-0.47011304,-0.2472402,-0.08076,-0.1664802
47,-0.7624856,-0.7496362,"('stupid', 'smart')",0.27292627,0.48616505,0.106453694,-0.0829147,5.1421595,5.1563997,1.1897634,1.2025034,-0.01274
51,-0.75787276,-0.5389072,"('uneducated', 'educated')",0.39407623,0.38662946,-0.19061983,-0.26007378,0.6850025,0.5840067,0.0326465,0.0429138,-0.0102673
33,0.72554076,0.57769716,"('wrong', 'right')",0.30422214,0.41063553,0.31128812,0.3797971,-0.46684638,-0.3469221,0.2185512,0.2553019,-0.0367507
56,-0.7108807,-0.41761398,"('impractical', 'practical')",0.63730586,0.8252902,-0.30543703,-0.16673498,-0.9664445,-0.8513051,-0.3363641,-0.152591,-0.1837731
87,0.70768213,0.47175565,"('unsuccessful', 'successful')",1.2264782,1.1660595,1.0134958,0.7788465,0.5604155,0.44067067,0.8770179,0.7143331,0.1626848
15,0.69740963,0.5327495,"('boring', 'funny')",-0.68879855,-0.7211513,0.59541696,0.6174414,0.20022771,0.20933805,0.2010639,0.1595944,0.0414695
18,-0.69239295,-0.4949455,"('disagreeable', 'welcoming')",-0.28467727,-0.20014001,-0.3280831,-0.24339703,-0.13583271,-0.0486428,-0.3602465,-0.2467813,-0.1134652
1,-0.6872799,-0.7424378,"('unfriendly', 'friendly')",0.37642002,0.44764304,-1.3770721,-1.422456,1.620849,1.8690171,-0.0167708,0.0379416,-0.0547124
28,-0.6833153,-0.3685503,"('disloyal', 'loyal')",-0.27446148,-0.19048747,-1.3957288,-1.3607496,1.0346205,1.2315189,-0.3297213,-0.1720671,-0.1576542
42,0.6499232,0.84649616,"('unreliable', 'reliable')",0.12861106,0.2775163,-0.13259315,0.09858771,-3.360067,-3.2833252,-0.6785314,-0.5151812,-0.1633502
45,-0.6435709,-0.5601615,"('incompetent', 'competent')",0.19423938,0.21743453,-0.65550184,-0.8658606,-0.14283043,-0.2890568,-0.3119159,-0.3744111,0.0624952
65,-0.6016902,-0.34654188,"('insecure', 'secure')",0.31364954,0.3504902,-0.14395657,0.054244973,-0.17157495,-0.21877083,-0.150893,-0.0401444,-0.1107486
11,-0.57608867,-0.42504737,"('unhelpful', 'helpful')",0.8992399,0.9051551,-1.3127879,-1.3468983,1.4534255,1.5722946,0.1159472,0.176376,-0.0604288
8,-0.5342733,-0.5503669,"('unaffectionate', 'affectionate')",-0.5998453,-0.6294398,-1.9714046,-2.226326,0.62187314,0.5919288,-0.6209125,-0.703551,0.0826385
71,0.52196574,0.31484437,"('diffident', 'self-confident')",0.5055741,0.42658558,-0.68259627,-0.7968563,0.2666148,0.27555162,0.1528896,0.0550313,0.0978583
79,0.52149725,0.3261243,"('wavering', 'unwavering')",-0.57702017,-0.5679358,0.11440756,-0.06754537,-0.14195758,-0.06051768,-0.0207682,-0.0924686,0.0717004
50,0.48860124,0.4807101,"('clumsy', 'skillful')",0.12436565,0.25840595,0.6559961,0.7004663,0.20562682,0.14575975,0.3686475,0.3963355,-0.027688
35,0.48115158,0.1446229,"('corrupt', 'incorrupt')",-1.5702349,-1.624857,0.6966816,0.68557996,-0.3123293,-0.16005738,-0.1761827,-0.2386779,0.0624952
83,-0.47087726,-0.46057293,"('powerless', 'powerful')",0.34232146,0.43610293,-1.2772352,-1.244145,-0.81762475,-0.8722909,-0.5558539,-0.5352265,-0.0206274
54,-0.46449885,-0.5674798,"('incapable', 'capable')",-1.0659813,-1.1098183,-0.39573222,-0.4093628,1.066078,0.9612619,-0.2150336,-0.2813497,0.0663161
70,-0.4634429,-0.33139092,"('lethargic', 'energetic')",0.90371674,0.85271806,-0.156203,-0.038727764,0.8898593,0.76825804,0.2934825,0.3127143,-0.0192318
40,0.4547425,0.5072222,"('stingy', 'generous')",0.02420962,-0.10004295,-0.73288614,-0.77030724,-1.228513,-1.2394837,-0.3706118,-0.4006529,0.0300411
30,-0.41980457,-0.24325398,"('intolerant', 'tolerant')",1.3405362,1.3374087,-0.5818173,-0.60887104,0.7769571,0.7887827,0.2789679,0.3185166,-0.0395487
7,-0.39609927,-0.25606006,"('insensitive', 'sensitive')",0.5817258,0.46370548,-0.1528354,-0.24160549,1.1426826,1.045607,0.2938684,0.2529117,0.0409567
9,-0.38990644,-0.35895756,"('unaffectionate', 'caring')",0.031331785,0.032258734,-2.1943,-2.3802383,1.1277924,1.1924036,-0.3562706,-0.3786334,0.0223628
31,0.38854674,0.18614613,"('evil', 'good')",-1.0354143,-1.0853753,-0.7910708,-0.9255878,-0.95057076,-0.9568248,-0.5971273,-0.6954104,0.0982831
66,0.35843933,0.14087525,"('inactive', 'active')",-0.54755026,-0.6139996,1.5518169,1.4062588,0.89070517,0.903792,0.5633528,0.4592316,0.1041212
61,-0.35150668,-0.49732143,"('illogical', 'logical')",0.93487775,0.96938074,-0.08161673,-0.21676485,0.46489406,0.41363987,0.2416621,0.1672336,0.0744285
2,0.34926406,0.49833077,"('unlikable', 'likable')",0.78209543,0.9995252,0.47885835,0.4940713,0.3983597,0.5610633,0.5021444,0.6382476,-0.1361032
3,-0.34275845,-0.045169502,"('repellent', 'pleasant')",0.15569718,0.2873815,0.14994545,0.12467633,0.4767491,0.40207937,0.1099083,0.1922419,-0.0823336
88,-0.33527157,-0.29028735,"('low', 'eminent')",-0.11467855,-0.039551623,-1.0317003,-1.0432458,-0.1859369,-0.0009731762,-0.4168968,-0.3435145,-0.0733823
13,-0.32331595,-0.10676724,"('impolite', 'polite')",0.3625025,0.47513127,0.27114126,0.41848594,-0.08336569,-0.052734546,0.0567405,0.1835289,-0.1267884
62,-0.30516818,-0.106505945,"('incompetent', 'brilliant')",0.9891517,1.0403842,-0.99887645,-0.96959656,0.09396302,-0.0014941152,-0.0552325,-0.0093031,-0.0459294
84,0.30504286,0.26462293,"('inferior', 'superior')",0.05241672,0.06836752,0.45507753,0.558617,0.6371689,0.62666076,0.3624265,0.379567,-0.0171405
76,0.30477774,0.50947636,"('anxious', 'daring')",0.65113795,0.8022184,0.2634021,0.47273222,-0.23311457,-0.1860938,0.2465508,0.3995833,-0.1530325
34,-0.2824513,-0.15433171,"('mean', 'honorable')",0.14500502,0.305398,0.37910435,0.31527588,5.867276,5.947366,1.5272336,1.6034271,-0.0761935
63,-0.2756567,-0.2282348,"('unperceptive', 'insightful')",1.3709083,1.4192626,-0.69863415,-0.8680545,0.9506958,0.7724939,0.3368283,0.2738668,0.0629615
19,-0.26243523,-0.25249094,"('inhospitable', 'hospitable')",-0.41933084,-0.28738454,-0.7592821,-0.8131968,-0.4420569,-0.31357193,-0.4707763,-0.4166611,-0.0541152
32,-0.24781822,-0.20912331,"('unkind', 'kind')",0.43397105,0.22674644,-0.09462543,-0.22334029,0.9289505,0.94444174,0.2551195,0.1846811,0.0704384
4,0.2217776,0.17273423,"('disliked', 'liked')",-1.1085931,-1.1683109,-0.9818984,-0.9343281,-6.991208,-6.8505616,-2.2149806,-2.1951165,-0.0198641
29,0.21833184,0.020234928,"('unfair', 'fair')",-0.5311249,-0.6267436,-1.1371061,-1.2140837,-0.2903212,-0.39961863,-0.4350551,-0.5550528,0.1199977
23,-0.20617515,0.15668486,"('insincere', 'sincere')",0.82031476,0.9264149,-0.74414676,-0.9214304,6.0329204,6.0404277,1.4757283,1.5505242,-0.0747959
64,-0.18012732,-0.005565379,"('shy', 'confident')",-0.08314904,-0.12559673,-1.2056382,-0.96533227,-6.7526746,-6.7541714,-2.0553973,-1.9626665,-0.0927308
38,-0.174515,-0.15989313,"('untruthful', 'truthful')",-0.1261811,-0.1170809,-1.7006303,-1.7341458,-0.3147636,-0.15607804,-0.5790225,-0.5417995,-0.037223
75,0.16189298,-0.039642848,"('meek', 'impulsive')",-0.69074273,-0.7324829,0.08520928,-0.009626729,-0.34586662,-0.4405411,-0.1973768,-0.3055734,0.1081966
74,-0.16002077,-0.003724683,"('undedicated', 'dedicated')",0.081699826,0.30620834,-0.60905737,-0.61713755,-0.2048957,-0.14498137,-0.2230685,-0.1149088,-0.1081597
12,-0.13863456,-0.15470043,"('unsupportive', 'supportive')",0.3959762,0.4132627,-2.3523555,-2.5165322,-1.8847919,-1.929574,-0.9949514,-1.046886,0.0519346
44,0.12985122,-0.02964848,"('prejudiced', 'unprejudiced')",-0.7647524,-0.88308305,-0.0055081956,0.18944758,-1.5660415,-1.472096,-0.5516127,-0.548845,-0.0027677
24,-0.106969476,0.17689821,"('dishonest', 'honest')",-0.18323909,-0.11107763,-0.94509166,-0.9129472,0.77216107,0.91862315,-0.1157848,0.0178741,-0.1336589
16,-0.10356496,-0.32527378,"('unpopular', 'popular')",-0.7729441,-0.80480176,0.16395687,0.03609734,0.34075147,0.37240762,-0.0929502,-0.1803927,0.0874425
26,-0.09859953,-0.28979328,"('hardhearted', 'benevolent')",-0.06866275,-0.2365575,0.8746582,0.6180767,1.6981199,1.6991688,0.6013789,0.4477237,0.1536552
5,-0.0841898,-0.2520602,"('distant', 'outgoing')",-0.8957399,-0.8863746,-0.9308909,-0.9749175,-0.57349277,-0.4788215,-0.6210784,-0.6480435,0.0269651
37,-0.081765294,-0.04690899,"('fake', 'genuine')",0.2071648,0.2640058,-0.16694504,-0.089476675,0.50176,0.5618235,0.1150536,0.1723609,-0.0573073
58,0.07217316,-0.07600896,"('undiscriminating', 'discriminating')",1.1504383,1.1500121,-0.7260283,-0.883156,0.10931175,0.0033707358,0.1514737,0.0485545,0.1029192
80,0.06876777,-0.035340868,"('dominated', 'dominating')",0.68860644,0.6175766,0.038640484,-0.06668298,-1.1577415,-1.3096815,-0.0904317,-0.1985322,0.1081005
22,-0.04337617,-0.08722526,"('untrustworthy', 'trustworthy')",0.60441655,0.7605407,-1.1090761,-1.059125,-0.82213575,-0.91899395,-0.3425429,-0.3262008,-0.0163421
17,-0.040462755,-0.096134305,"('nasty', 'nice')",-1.4713264,-1.5035055,-1.089513,-0.96114194,-0.9203059,-0.7602968,-0.880402,-0.8302696,-0.0501324
6,0.03199748,-0.12982556,"('distant', 'open')",-1.3303633,-1.2305219,-0.76003397,-0.7759408,0.11357711,0.33929685,-0.4862056,-0.4492478,-0.0369578
67,-0.026556943,-0.10830699,"('doubtful', 'determined')",-0.44392297,-0.6946751,0.84194916,0.89175385,-0.6231062,-0.67870945,-0.0629092,-0.1474844,0.0845752
25,0.026297525,-0.08211906,"('egoistic', 'altruistic')",0.44573689,0.51226044,0.35784462,0.34606418,1.9243408,2.1054885,0.688555,0.7204235,-0.0318685
27,-7.4089505e-05,-0.17843339,"('hardhearted', 'softhearted')",-0.7388042,-0.9246561,0.06970229,0.06531286,1.2745609,1.230388,0.1513462,0.0481529,0.1031933
