,teradyne_male,teradyne_female,tuple,inc_male,inc_female,average_male,average_female,male-female
14,-0.9829062,-1.0519685,"('antisocial', 'social')",-0.5992153,-0.60091263,-0.7910608,-0.8264406,0.0353798
1,-0.95662934,-1.0616851,"('unfriendly', 'friendly')",1.7527966,1.8686751,0.3980837,0.403495,-0.0054113
88,-0.9485804,-0.8839782,"('low', 'eminent')",0.32605127,0.29668033,-0.3112646,-0.2936489,-0.0176157
46,-0.9469253,-1.2028902,"('uncompetitive', 'competitive')",-0.5591719,-0.8120326,-0.7530486,-1.0074613,0.2544127
3,-0.92363584,-1.2814147,"('repellent', 'pleasant')",0.19868737,0.034373574,-0.3624742,-0.6235206,0.2610464
11,-0.8703403,-0.8752345,"('unhelpful', 'helpful')",1.591898,1.5481113,0.3607788,0.3364384,0.0243404
22,-0.85971576,-1.001026,"('untrustworthy', 'trustworthy')",-0.8464079,-0.67191315,-0.8530618,-0.8364696,-0.0165922
57,-0.8451824,-1.1515301,"('unimaginative', 'imaginative')",-2.3476574,-2.3755772,-1.5964199,-1.7635536,0.1671337
17,-0.75265485,-0.67934483,"('nasty', 'nice')",-0.49280876,-0.32569355,-0.6227318,-0.5025192,-0.1202126
87,-0.69034135,-0.71615094,"('unsuccessful', 'successful')",0.9433472,0.98686606,0.1265029,0.1353576,-0.0088547
56,-0.68154705,-0.76787955,"('impractical', 'practical')",-0.36863613,-0.5600953,-0.5250916,-0.6639874,0.1388958
48,-0.68048584,-0.8168042,"('unintelligent', 'intelligent')",0.78525597,0.6959847,0.0523851,-0.0604097,0.1127948
34,-0.66794187,-0.5941587,"('mean', 'honorable')",5.6397424,5.4992223,2.4859002,2.4525318,0.0333684
29,-0.65001583,-0.8772178,"('unfair', 'fair')",-0.4408083,-0.44317156,-0.5454121,-0.6601947,0.1147826
80,-0.6482084,-0.9433192,"('dominated', 'dominating')",-1.2214087,-1.4103068,-0.9348086,-1.176813,0.2420044
44,0.64118046,0.5720212,"('prejudiced', 'unprejudiced')",-1.219841,-1.2433131,-0.2893303,-0.3356459,0.0463156
62,-0.617093,-0.7784228,"('incompetent', 'brilliant')",0.21070948,0.16562103,-0.2031918,-0.3064009,0.1032091
9,-0.6163049,-0.67338336,"('unaffectionate', 'caring')",1.190783,1.1978894,0.2872391,0.262253,0.0249861
75,0.61487657,0.62959003,"('meek', 'impulsive')",-0.2962118,-0.1780216,0.1593324,0.2257842,-0.0664518
77,-0.613387,-0.7913906,"('unmotivated', 'motivated')",-1.0545592,-1.206629,-0.8339731,-0.9990098,0.1650367
19,-0.5901411,-0.59580696,"('inhospitable', 'hospitable')",0.019181943,0.2449144,-0.2854796,-0.1754463,-0.1100333
35,0.58032423,0.72176343,"('corrupt', 'incorrupt')",-0.061438665,0.24051589,0.2594428,0.4811397,-0.2216969
47,-0.5646391,-0.22151251,"('stupid', 'smart')",5.3160944,5.286121,2.3757277,2.5323043,-0.1565766
78,0.54898995,0.13735402,"('nonresilient', 'resilient')",0.55405015,0.41447556,0.55152,0.2759148,0.2756052
68,-0.54030967,-0.66528267,"('dependent', 'independent')",-0.2679016,-0.32637703,-0.4041056,-0.4958299,0.0917243
32,-0.5375762,-0.710722,"('unkind', 'kind')",0.81120914,0.65177745,0.1368165,-0.0294723,0.1662888
58,-0.5195195,-0.6712478,"('undiscriminating', 'discriminating')",0.012207683,-0.05464858,-0.2536559,-0.3629482,0.1092923
18,-0.49444976,-0.54689056,"('disagreeable', 'welcoming')",-0.1063339,0.029682685,-0.3003918,-0.2586039,-0.0417879
39,-0.4892884,-0.23421255,"('exploitative', 'cooperative')",0.42437136,0.399475,-0.0324585,0.0826312,-0.1150897
25,0.48781472,0.48299655,"('egoistic', 'altruistic')",1.8677162,1.8508074,1.1777655,1.1669019,0.0108636
76,-0.4827688,-0.79731965,"('anxious', 'daring')",0.2834224,0.20147812,-0.0996732,-0.2979208,0.1982476
64,-0.48032147,-0.48490357,"('shy', 'confident')",-6.3327804,-6.1729946,-3.4065509,-3.328949,-0.0776019
59,0.47200623,0.57106584,"('foolish', 'wise')",0.49859157,0.73540014,0.4852989,0.653233,-0.1679341
55,-0.428744,-0.7429818,"('incompetent', 'clever')",0.34946644,0.21005367,-0.0396388,-0.2664641,0.2268253
60,-0.41800314,-0.48283792,"('inefficient', 'efficient')",0.11427794,-0.06328945,-0.1518626,-0.2730637,0.1212011
54,-0.40821677,-0.5870331,"('incapable', 'capable')",1.5140682,1.6315463,0.5529257,0.5222566,0.0306691
31,-0.3989755,-0.11765747,"('evil', 'good')",-0.80461305,-0.55962807,-0.6017942,-0.3386428,-0.2631514
72,-0.38496253,-0.39279297,"('unambitious', 'ambitious')",-0.5145731,-0.5559804,-0.4497678,-0.4743867,0.0246189
49,-0.3818874,-0.53854,"('unable', 'able')",0.16718395,0.04220574,-0.1073517,-0.2481671,0.1408154
66,-0.36114645,-0.5138006,"('inactive', 'active')",1.0080036,0.9531938,0.3234286,0.2196966,0.103732
79,-0.36110607,-0.42513722,"('wavering', 'unwavering')",-0.049259797,0.016602365,-0.2051829,-0.2042674,-0.0009155
12,-0.35837942,-0.5919629,"('unsupportive', 'supportive')",-1.3447831,-1.3818697,-0.8515812,-0.9869163,0.1353351
2,-0.31705675,-0.047334258,"('unlikable', 'likable')",0.6164531,0.8041123,0.1496982,0.378389,-0.2286908
71,0.300075,0.14876983,"('diffident', 'self-confident')",0.7558671,0.7201323,0.527971,0.434451,0.09352
6,-0.28444606,-0.27040178,"('distant', 'open')",0.3919598,0.49820173,0.0537569,0.1139,-0.0601431
27,0.25778303,-0.032570556,"('hardhearted', 'softhearted')",1.9060425,1.7401096,1.0819128,0.8537695,0.2281433
33,0.2405062,0.29485458,"('wrong', 'right')",-0.35342407,-0.26161814,-0.0564589,0.0166182,-0.0730771
20,-0.21769026,-0.21493027,"('rough', 'thoughtful')",1.2403692,1.3211529,0.5113395,0.5531113,-0.0417718
26,-0.21156973,-0.22515436,"('hardhearted', 'benevolent')",1.6176852,1.7705392,0.7030578,0.7726924,-0.0696346
83,-0.1999421,-0.17639428,"('powerless', 'powerful')",-1.1369971,-1.2480206,-0.6684696,-0.7122074,0.0437378
67,-0.17765538,0.051906094,"('doubtful', 'determined')",-0.7486379,-0.5230787,-0.4631467,-0.2355863,-0.2275604
5,-0.17662673,-0.04424779,"('distant', 'outgoing')",-0.27833062,-0.013372945,-0.2274787,-0.0288104,-0.1986683
4,0.16461892,-0.04476153,"('disliked', 'liked')",-6.4934697,-6.095716,-3.1644254,-3.0702388,-0.0941866
40,0.13526548,0.044496708,"('stingy', 'generous')",-1.2832928,-1.2451702,-0.5740137,-0.6003368,0.0263231
52,0.10516943,0.3017421,"('irrational', 'rational')",0.18873143,0.44155416,0.1469504,0.3716481,-0.2246977
8,-0.102181114,-0.035357833,"('unaffectionate', 'affectionate')",0.9377556,1.0260354,0.4177872,0.4953388,-0.0775516
50,0.10019515,0.045433983,"('clumsy', 'skillful')",0.39275986,0.47110873,0.2464775,0.2582714,-0.0117939
85,0.07290364,0.13073522,"('insignificant', 'prestigious')",0.91520643,1.159061,0.494055,0.6448981,-0.1508431
16,0.061732527,-0.035165116,"('unpopular', 'popular')",0.4965407,0.58654076,0.2791366,0.2756878,0.0034488
15,-0.055936374,0.1953735,"('boring', 'funny')",0.32330346,0.5246613,0.1336835,0.3600174,-0.2263339
36,0.033438116,0.21312137,"('hostile', 'amicable')",0.14761734,0.42944795,0.0905277,0.3212847,-0.230757
37,0.013393812,-0.13844627,"('fake', 'genuine')",0.399481,0.30274385,0.2064374,0.0821488,0.1242886
84,0.009618472,-0.037806705,"('inferior', 'superior')",1.1564201,1.2579517,0.5830193,0.6100725,-0.0270532
42,-0.006138731,-0.21262729,"('unreliable', 'reliable')",-2.8032682,-2.862136,-1.4047035,-1.5373816,0.1326781
