,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
38,-0.5657393,-0.59599507,"('untruthful', 'truthful')",-0.18128592,-0.054059792,-0.3735126,-0.3250274,-0.0484852
0,-0.54510987,-0.5673795,"('unsociable', 'sociable')",-0.5550316,-0.5313051,-0.5500708,-0.5493423,-0.0007285
12,-0.5444658,-0.67638403,"('unsupportive', 'supportive')",-1.54102,-1.8955694,-1.042743,-1.2859768,0.2432338
80,-0.5283502,-0.45193383,"('dominated', 'dominating')",-1.2796185,-1.1061733,-0.9039843,-0.7790536,-0.1249307
2,-0.5177225,-0.15709077,"('unlikable', 'likable')",0.40287325,0.6793903,-0.0574246,0.2611498,-0.3185744
1,-0.5149803,-0.9232489,"('unfriendly', 'friendly')",1.9855273,1.5099024,0.7352735,0.2933267,0.4419468
46,-0.4962625,-0.37230337,"('uncompetitive', 'competitive')",-0.6640403,-0.42145965,-0.5801514,-0.3968815,-0.1832699
20,0.46582234,0.5126984,"('rough', 'thoughtful')",1.19962,1.199474,0.8327212,0.8560862,-0.023365
67,0.45656124,0.63956636,"('doubtful', 'determined')",-0.74609464,-0.4091549,-0.1447667,0.1152057,-0.2599724
41,-0.4550331,-0.5320723,"('unforgiving', 'forgiving')",-0.10853253,-0.37675217,-0.2817828,-0.4544122,0.1726294
63,-0.45234424,-0.49636695,"('unperceptive', 'insightful')",0.9190358,0.8227779,0.2333458,0.1632055,0.0701403
29,-0.44926298,-0.58647096,"('unfair', 'fair')",-0.29999667,-0.54995835,-0.3746298,-0.5682147,0.1935849
18,-0.4403842,-0.2857964,"('disagreeable', 'welcoming')",-0.45263082,-0.7111612,-0.4465075,-0.4984788,0.0519713
28,-0.42382056,-0.5699545,"('disloyal', 'loyal')",0.93721557,0.93331724,0.2566975,0.1816814,0.0750161
79,-0.41595015,-0.40574852,"('wavering', 'unwavering')",0.13670184,0.052815296,-0.1396241,-0.1764666,0.0368425
60,0.41588944,0.53051406,"('inefficient', 'efficient')",-0.28093934,0.08183364,0.0674751,0.3061739,-0.2386988
61,-0.40336713,-0.34120712,"('illogical', 'logical')",0.24544878,0.21866369,-0.0789592,-0.0612717,-0.0176875
15,-0.3939362,-0.35927823,"('boring', 'funny')",0.33176172,0.26403752,-0.0310872,-0.0476204,0.0165332
5,-0.39335862,-0.30484688,"('distant', 'outgoing')",-0.3076757,-0.5395696,-0.3505172,-0.4222082,0.071691
68,-0.38146618,-0.45346943,"('dependent', 'independent')",-0.5040302,-0.70381504,-0.4427482,-0.5786422,0.135894
56,0.37520283,0.65051824,"('impractical', 'practical')",-0.3744312,0.059310056,0.0003858,0.3549142,-0.3545284
43,-0.36980212,-0.36589238,"('irresponsible', 'responsible')",0.31359556,0.5842596,-0.0281033,0.1091836,-0.1372869
73,0.36112466,0.3956081,"('helpless', 'self-reliant')",-2.9814982,-3.1524277,-1.3101867,-1.3784097,0.068223
50,0.3584585,0.22715276,"('clumsy', 'skillful')",0.52665186,0.38166973,0.4425552,0.3044112,0.138144
6,-0.34870425,-0.38347432,"('distant', 'open')",0.22180381,-0.10325253,-0.0634502,-0.2433634,0.1799132
48,-0.3457377,-0.64673966,"('unintelligent', 'intelligent')",0.5638789,0.4985546,0.1090706,-0.0740925,0.1831631
16,-0.34024745,-0.055827007,"('unpopular', 'popular')",0.29050878,0.46129626,-0.0248693,0.2027346,-0.2276039
32,-0.32212842,-0.28815755,"('unkind', 'kind')",0.8338463,1.0109476,0.2558589,0.361395,-0.1055361
85,0.3201143,0.30480137,"('insignificant', 'prestigious')",1.0302212,0.6231345,0.6751678,0.4639679,0.2111999
59,0.3130295,0.1667844,"('foolish', 'wise')",0.6005546,0.41994655,0.4567921,0.2933655,0.1634266
23,-0.30634713,-0.36721689,"('insincere', 'sincere')",5.4103785,5.760142,2.5520158,2.6964624,-0.1444466
66,-0.28464636,-0.2755776,"('inactive', 'active')",0.9422673,0.6048982,0.3288105,0.1646603,0.1641502
9,-0.27826732,-0.5138171,"('unaffectionate', 'caring')",1.1241299,0.7999712,0.4229313,0.1430771,0.2798542
65,-0.25049287,-0.15420288,"('insecure', 'secure')",-0.56598306,-0.13601673,-0.408238,-0.1451098,-0.2631282
83,0.2461882,0.47207874,"('powerless', 'powerful')",-0.92003715,-0.76895636,-0.3369245,-0.1484388,-0.1884857
35,0.23770687,0.30603585,"('corrupt', 'incorrupt')",-0.18785,-0.3554393,0.0249284,-0.0247017,0.0496301
40,-0.22894236,-0.30618656,"('stingy', 'generous')",-1.3961002,-1.9471368,-0.8125213,-1.1266617,0.3141404
19,-0.21913771,-0.10639009,"('inhospitable', 'hospitable')",0.31265664,-0.0018227138,0.0467595,-0.0541064,0.1008659
58,0.20396136,-0.0019011954,"('undiscriminating', 'discriminating')",0.26139536,-0.047903784,0.2326784,-0.0249025,0.2575809
42,-0.1815319,-0.02665823,"('unreliable', 'reliable')",-3.1651657,-3.2980168,-1.6733488,-1.6623375,-0.0110113
44,-0.17648086,0.14345132,"('prejudiced', 'unprejudiced')",-1.7451965,-1.4142154,-0.9608387,-0.6353821,-0.3254566
54,-0.14971901,-0.09060975,"('incapable', 'capable')",1.2467592,1.2980752,0.5485201,0.6037327,-0.0552126
26,0.12734756,0.14378287,"('hardhearted', 'benevolent')",1.9113045,1.6690879,1.019326,0.9064354,0.1128906
36,-0.1251206,-0.21766844,"('hostile', 'amicable')",0.44274014,0.15491933,0.1588098,-0.0313746,0.1901844
52,0.10727364,-0.1400043,"('irrational', 'rational')",0.595642,0.1643248,0.3514578,0.0121602,0.3392976
87,-0.102077566,0.15353824,"('unsuccessful', 'successful')",0.86263406,1.1428139,0.3802783,0.6481761,-0.2678978
8,-0.09411163,-0.24408606,"('unaffectionate', 'affectionate')",0.9902994,0.58921975,0.4480939,0.1725668,0.2755271
25,0.08719411,-0.0925025,"('egoistic', 'altruistic')",1.4587291,1.2495847,0.7729616,0.5785411,0.1944205
74,-0.068463326,-0.04853847,"('undedicated', 'dedicated')",0.44721076,0.28033113,0.1893737,0.1158963,0.0734774
34,-0.061778553,0.10976682,"('mean', 'honorable')",5.814203,6.168086,2.8762121,3.1389265,-0.2627144
37,0.043785278,-0.21909764,"('fake', 'genuine')",0.3293834,0.176659,0.1865843,-0.0212193,0.2078036
78,0.037790146,0.013744814,"('nonresilient', 'resilient')",0.74132943,0.7481505,0.3895598,0.3809477,0.0086121
47,-0.0011721253,0.17935222,"('stupid', 'smart')",5.029064,5.5807433,2.5139461,2.8800478,-0.3661017
