,deere_male,deere_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,male-female
66,0.9075622,0.82583284,"('inactive', 'active')",1.6001444,1.6125544,2.1574075,2.15878,1.5550381,1.5323892,0.0226489
5,0.90639067,0.4425944,"('distant', 'outgoing')",0.7485949,0.5514043,0.7427512,0.5987009,0.7992456,0.5308998,0.2683458
44,-0.8995317,-0.67321956,"('prejudiced', 'unprejudiced')",-1.472247,-1.5204445,-1.6135349,-1.5740662,-1.3284379,-1.2559101,-0.0725278
81,-0.798459,-0.23025326,"('submissive', 'aggressive')",-0.45498493,-0.03760822,-1.9543629,-1.83337,-1.0692689,-0.7004105,-0.3688584
27,-0.7750103,-1.241594,"('hardhearted', 'softhearted')",-0.1410685,-0.49025744,0.6835115,0.37080345,-0.0775224,-0.4536826,0.3761602
49,-0.7598505,-0.4976428,"('unable', 'able')",-0.5400747,-0.22055086,-0.8437287,-0.7024893,-0.7145513,-0.473561,-0.2409903
39,0.7582752,0.94616646,"('exploitative', 'cooperative')",0.1148455,0.06086447,0.087184824,0.073318735,0.3201019,0.3601166,-0.0400147
4,0.7461615,0.8223641,"('disliked', 'liked')",-0.16217916,-0.115734294,-5.7353144,-6.2393675,-1.7171106,-1.8442459,0.1271353
21,-0.7407762,-0.4943908,"('immoral', 'moral')",-0.57556546,-0.28356504,-2.1100223,-2.106796,-1.1421213,-0.9615839,-0.1805374
24,-0.72755563,-0.63431853,"('dishonest', 'honest')",0.14807296,0.25693932,-0.23115195,-0.31252894,-0.2702115,-0.2299694,-0.0402421
47,-0.7138887,-0.45242703,"('stupid', 'smart')",0.61914796,0.7047439,3.617816,3.8745604,1.1743584,1.3756258,-0.2012674
77,-0.70510954,-0.69277245,"('unmotivated', 'motivated')",-0.62639177,-0.47576207,-0.51534086,-0.5553139,-0.615614,-0.5746161,-0.0409979
15,0.69726413,0.57320887,"('boring', 'funny')",0.821068,0.8016642,0.42623723,0.27542138,0.6481898,0.5500981,0.0980917
51,-0.68275297,-0.83388686,"('uneducated', 'educated')",-0.7327353,-0.64115995,-0.91514134,-1.0409786,-0.7768765,-0.8386752,0.0617987
10,-0.66760916,-0.3240227,"('unsympathetic', 'sympathetic')",-0.07898076,0.2906439,-0.47529978,-0.5203565,-0.4072966,-0.1845784,-0.2227182
19,0.64889914,0.3534656,"('inhospitable', 'hospitable')",-0.5639849,-0.7456598,0.49822506,0.3855007,0.1943798,-0.0022312,0.196611
63,-0.6446537,-0.59728265,"('unperceptive', 'insightful')",0.6364617,0.9384399,0.055347294,-0.09993023,0.0157184,0.080409,-0.0646906
68,-0.64031845,-0.8610793,"('dependent', 'independent')",-1.0414324,-0.96402514,-1.3834622,-1.4132421,-1.0217377,-1.0794489,0.0577112
26,0.6265998,0.3286839,"('hardhearted', 'benevolent')",3.445404,3.0302415,1.9515411,1.7062355,2.0078483,1.6883869,0.3194614
80,-0.5945752,-0.22344738,"('dominated', 'dominating')",-0.3285679,0.044099793,-1.0629159,-1.0666378,-0.6620197,-0.4153285,-0.2466912
25,0.5896631,-0.044609662,"('egoistic', 'altruistic')",0.98421735,0.46934426,1.7947345,1.6478618,1.1228716,0.6908655,0.4320061
43,-0.57974946,-0.21751165,"('irresponsible', 'responsible')",-0.11165042,0.12944412,-0.16304025,-0.19477177,-0.2848134,-0.0942798,-0.1905336
41,-0.5746506,-0.49911553,"('unforgiving', 'forgiving')",-0.067145616,-0.10238872,-0.2279423,-0.36159158,-0.2899128,-0.3210319,0.0311191
55,-0.55311155,-0.113005035,"('incompetent', 'clever')",0.33972937,0.6682522,-1.1155359,-1.2473516,-0.4429727,-0.2307015,-0.2122712
87,0.5376427,0.73263234,"('unsuccessful', 'successful')",2.1429224,2.2490797,0.998279,0.95408666,1.2262813,1.3119329,-0.0856516
22,-0.5178435,0.05269996,"('untrustworthy', 'trustworthy')",-0.63854444,-0.14722401,-1.8964521,-1.7384249,-1.0176133,-0.610983,-0.4066303
57,-0.50953746,-0.074108034,"('unimaginative', 'imaginative')",-0.5151067,-0.18357578,-2.7118232,-2.7782753,-1.2454891,-1.0119863,-0.2335028
18,-0.48966977,-0.869583,"('disagreeable', 'welcoming')",0.466037,0.2590182,-1.0436014,-1.2261157,-0.3557447,-0.6122268,0.2564821
0,-0.46435672,-0.020629607,"('unsociable', 'sociable')",0.46033856,0.6977181,-0.42728674,-0.48824817,-0.1437683,0.0629468,-0.2067151
59,0.46391478,0.08869475,"('foolish', 'wise')",1.1080545,0.89639914,0.14621012,0.09769652,0.5727264,0.3609301,0.2117963
8,0.46306938,0.16728614,"('unaffectionate', 'affectionate')",0.9929478,0.6091102,1.3774925,1.2576035,0.9445033,0.678,0.2665033
29,0.45770815,0.37109816,"('unfair', 'fair')",-0.08320382,-0.06483504,-0.5946798,-0.7747095,-0.0733918,-0.1561488,0.082757
28,0.44285,0.33784893,"('disloyal', 'loyal')",0.47312665,0.5703029,0.4934211,0.4441368,0.4697992,0.4507629,0.0190363
34,-0.43120176,-0.5218996,"('mean', 'honorable')",0.21819778,0.32984698,4.9237485,5.220358,1.5702481,1.6761017,-0.1058536
36,0.4286802,-0.07937847,"('hostile', 'amicable')",0.19295539,-0.22336628,1.0269357,0.9789547,0.5495238,0.2254033,0.3241205
76,-0.40572044,-0.019683912,"('anxious', 'daring')",0.3107149,0.7157086,-0.850526,-0.7990973,-0.3151772,-0.0343575,-0.2808197
38,-0.3810174,-0.2721231,"('untruthful', 'truthful')",-0.4732557,-0.459167,0.2127932,0.06160505,-0.2138266,-0.2232284,0.0094018
61,-0.364227,-0.26663885,"('illogical', 'logical')",0.75396335,0.8904175,-0.037994083,-0.094960615,0.1172474,0.1762727,-0.0590253
12,-0.35402793,-0.4419346,"('unsupportive', 'supportive')",0.44587693,0.5068226,-1.9822487,-2.2950006,-0.6301332,-0.7433709,0.1132377
58,-0.34855285,-0.18401714,"('undiscriminating', 'discriminating')",0.20505221,0.208203,0.30916423,0.20326377,0.0552212,0.0758165,-0.0205953
7,-0.31413957,0.0046753623,"('insensitive', 'sensitive')",-0.23862739,0.2582015,-0.43850508,-0.28196436,-0.330424,-0.0063625,-0.3240615
65,-0.28818828,0.17372534,"('insecure', 'secure')",0.05753377,0.3556442,-1.332821,-1.2519449,-0.5211585,-0.2408585,-0.2803
88,-0.2738555,-0.7018653,"('low', 'eminent')",-0.098618165,-0.16665253,-0.8770404,-1.0081476,-0.4165047,-0.6255552,0.2090505
14,-0.26539525,0.2938561,"('antisocial', 'social')",1.0418755,1.3448592,-1.1158824,-1.0306691,-0.1131341,0.2026821,-0.3158162
84,0.2627653,0.22626388,"('inferior', 'superior')",0.6683638,0.64819425,0.42357266,0.43598336,0.4515673,0.4368138,0.0147535
37,-0.25242925,-0.2561991,"('fake', 'genuine')",-0.099299476,0.0061803684,0.071836144,0.08913481,-0.0932975,-0.053628,-0.0396695
53,-0.25166678,-0.46196756,"('uncreative', 'creative')",0.5801538,0.5708558,1.1704835,1.1087823,0.4996568,0.4058902,0.0937666
52,-0.23775864,-0.99481916,"('irrational', 'rational')",0.0896607,-0.34166783,0.16152278,-0.075958095,0.0044749,-0.4708151,0.47529
20,0.2323072,0.19034718,"('rough', 'thoughtful')",0.70869666,0.5355183,0.011052683,-0.23182127,0.3173522,0.1646814,0.1526708
16,0.22527991,-0.13745315,"('unpopular', 'popular')",0.31012318,-0.06544943,0.8329136,0.80781084,0.4561056,0.2016361,0.2544695
83,-0.19888943,-0.106403455,"('powerless', 'powerful')",0.11244711,-0.0115691945,-1.4104744,-1.3620129,-0.4989723,-0.4933285,-0.0056438
78,0.18954475,0.15945502,"('nonresilient', 'resilient')",0.50268775,0.4756747,1.0602084,0.93835306,0.584147,0.5244943,0.0596527
54,0.1473665,-0.15076184,"('incapable', 'capable')",0.7862104,0.4812905,0.86227506,0.69433063,0.5986173,0.3416198,0.2569975
2,0.14282228,0.25223294,"('unlikable', 'likable')",1.4126145,1.3065206,0.613762,0.45464,0.7230663,0.6711311,0.0519352
56,0.13349903,0.6055802,"('impractical', 'practical')",-0.27980646,0.08052687,-1.2194589,-1.2949392,-0.4552555,-0.202944,-0.2523115
1,-0.12971866,-0.76420933,"('unfriendly', 'friendly')",1.28573,0.85632914,2.067489,1.8727074,1.0745001,0.6549424,0.4195577
32,-0.122587234,-0.24702121,"('unkind', 'kind')",0.13399586,0.15556678,-0.28258967,-0.2100932,-0.0903937,-0.1005159,0.0101222
75,0.12196612,0.2185762,"('meek', 'impulsive')",-0.24953221,-0.29397804,0.5237292,0.6549675,0.1320544,0.1931885,-0.0611341
17,-0.117678106,-0.070777014,"('nasty', 'nice')",0.3448282,0.31842035,-0.23567162,-0.4092509,-0.0028405,-0.0538692,0.0510287
31,0.107687525,-0.33282772,"('evil', 'good')",0.29303885,-0.12395172,0.27280554,0.021523818,0.2245106,-0.1450852,0.3695958
40,0.07131375,-0.30134335,"('stingy', 'generous')",-0.28855425,-0.41799745,-2.0050015,-2.3636553,-0.7407474,-1.0276654,0.286918
67,0.058857553,-0.17034009,"('doubtful', 'determined')",0.16203117,0.05862803,-0.6428865,-0.79551065,-0.1406659,-0.3024076,0.1617417
9,-0.052317444,-0.39758298,"('unaffectionate', 'caring')",0.7208882,0.4964796,1.3157392,1.1510181,0.6614366,0.4166383,0.2447983
64,-0.043206707,0.18082821,"('shy', 'confident')",-0.5155499,-0.3467965,-6.091158,-6.500314,-2.2166382,-2.2220942,0.005456
74,0.01140596,0.12110182,"('undedicated', 'dedicated')",0.41676214,0.66024864,-0.13537225,-0.10774193,0.0975986,0.2245362,-0.1269376
