,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
53,-1.0213938,-0.5788963,"('uncreative', 'creative')",0.2833075,0.2928556,-0.32742262,-0.25029656,-0.3551696,-0.1787791,-0.1763905
41,-1.0043321,-1.012678,"('unforgiving', 'forgiving')",0.29749578,0.2764651,-0.82370347,-0.8948071,-0.5101799,-0.5436734,0.0334935
62,-0.97987896,-0.4948173,"('incompetent', 'brilliant')",1.1905434,1.4139353,0.47114378,0.7350886,0.2272694,0.5514022,-0.3241328
78,-0.96502346,-0.9464169,"('nonresilient', 'resilient')",0.34671593,0.15034372,0.5065578,0.5269206,-0.0372499,-0.0897175,0.0524676
12,-0.92546725,-0.81218386,"('unsupportive', 'supportive')",0.8147854,0.87775725,-2.043711,-2.007106,-0.7181309,-0.6471775,-0.0709534
8,-0.8961959,-0.5946502,"('unaffectionate', 'affectionate')",-0.0933273,-0.08957517,-0.48983896,-0.5828651,-0.4931207,-0.4223635,-0.0707572
49,-0.89321005,-0.79959947,"('unable', 'able')",-0.67791146,-0.77627695,-0.62721443,-0.6580112,-0.7327786,-0.7446292,0.0118506
40,0.86121666,0.894028,"('stingy', 'generous')",0.48608312,0.4798966,-2.443795,-2.4244287,-0.3654984,-0.350168,-0.0153304
22,-0.84723634,-0.73978823,"('untrustworthy', 'trustworthy')",0.47708473,0.57872397,-0.8691679,-0.72117853,-0.4131065,-0.2940809,-0.1190256
66,0.84301597,0.7926424,"('inactive', 'active')",-0.8718748,-0.8190228,0.6544107,0.5676397,0.2085173,0.1804198,0.0280975
19,-0.81839484,-0.5934629,"('inhospitable', 'hospitable')",-1.8680617,-1.8154031,-1.1599015,-1.2110525,-1.2821193,-1.2066394,-0.0754799
14,-0.81405026,-0.9784688,"('antisocial', 'social')",1.5189011,1.603759,0.3417588,0.40658343,0.3488699,0.3439579,0.004912
65,-0.8073399,-0.87237215,"('insecure', 'secure')",0.71333325,0.56886446,0.3976272,0.5046567,0.1012068,0.0670497,0.0341571
30,-0.7739801,-0.5448333,"('intolerant', 'tolerant')",0.32956225,0.3225964,0.43593976,0.4569526,-0.002826,0.0782386,-0.0810646
48,-0.77336776,-0.7538379,"('unintelligent', 'intelligent')",1.1760739,0.9291842,0.62001276,0.5452855,0.3409063,0.2402106,0.1006957
15,0.7556498,1.0436963,"('boring', 'funny')",0.045978025,0.17201433,-0.4159706,-0.3052545,0.1285524,0.3034854,-0.174933
67,0.7543373,0.534976,"('doubtful', 'determined')",-0.049362484,0.048815742,-0.073101975,-0.11323984,0.2106243,0.1568506,0.0537737
3,-0.72813666,-0.7573584,"('repellent', 'pleasant')",-0.2965727,-0.2668483,1.0782069,1.1233429,0.0178325,0.0330454,-0.0152129
32,-0.72797596,-0.7838386,"('unkind', 'kind')",0.2104519,0.07897153,0.16410534,0.09186009,-0.1178062,-0.2043357,0.0865295
16,-0.7197254,-0.6768726,"('unpopular', 'popular')",-0.65551865,-0.65841293,0.1437381,0.18559012,-0.410502,-0.3832318,-0.0272702
7,-0.68845576,-0.60174805,"('insensitive', 'sensitive')",1.0112916,1.0151327,0.559188,0.70236355,0.294008,0.3719161,-0.0779081
2,0.6707585,0.48646903,"('unlikable', 'likable')",1.4716961,1.3749427,0.4369245,0.3214458,0.859793,0.7276192,0.1321738
59,0.66150284,0.5789411,"('foolish', 'wise')",0.5187561,0.3349439,-0.42081934,-0.53048146,0.2531465,0.1278012,0.1253453
70,-0.5897816,-0.12345101,"('lethargic', 'energetic')",0.11513156,0.28244323,0.379421,0.6961753,-0.031743,0.2850558,-0.3167988
68,-0.5665556,-0.7428522,"('dependent', 'independent')",-1.3566549,-1.4731125,-0.8441994,-0.9217334,-0.9224699,-1.0458994,0.1234295
33,0.56574035,0.5119295,"('wrong', 'right')",1.2592796,1.1953028,-0.74762213,-0.81932896,0.3591326,0.2959678,0.0631648
88,-0.55323625,-0.43159488,"('low', 'eminent')",-0.034096763,-0.11148678,-0.4711029,-0.6329471,-0.352812,-0.3920096,0.0391976
47,-0.5179309,-0.39306718,"('stupid', 'smart')",0.5711227,0.4622034,5.1046433,5.110803,1.7192783,1.7266464,-0.0073681
34,-0.50440806,-0.49020717,"('mean', 'honorable')",-0.15492785,-0.2423675,5.0429325,5.0325913,1.4611988,1.4333388,0.02786
72,-0.39460453,-0.41283646,"('unambitious', 'ambitious')",0.5600263,0.55914354,-0.7811799,-0.68685746,-0.2052527,-0.1801835,-0.0250692
18,0.39064276,0.20035909,"('disagreeable', 'welcoming')",-0.33963096,-0.44041258,-1.0568057,-1.22761,-0.3352646,-0.4892212,0.1539566
24,-0.38507673,-0.4139938,"('dishonest', 'honest')",1.4392436,1.3998476,0.11363561,0.16968048,0.3892675,0.3851781,0.0040894
29,-0.36646077,-0.3843698,"('unfair', 'fair')",-0.28871498,-0.15493934,-0.5243241,-0.54883164,-0.3931666,-0.3627136,-0.030453
26,-0.35510153,-0.08397595,"('hardhearted', 'benevolent')",0.9705434,1.0261755,1.2281196,1.1886696,0.6145205,0.7102897,-0.0957692
87,-0.35236397,-0.42066512,"('unsuccessful', 'successful')",1.3035039,1.3081396,1.2604423,1.4250809,0.7371941,0.7708518,-0.0336577
71,-0.32535923,0.005654894,"('diffident', 'self-confident')",0.61589867,0.6598038,-0.19486868,-0.09951049,0.0318903,0.1886494,-0.1567591
73,0.3071531,0.45588958,"('helpless', 'self-reliant')",1.0140947,1.1535753,-3.5776198,-3.4680564,-0.752124,-0.6195305,-0.1325935
42,0.27399737,0.25626838,"('unreliable', 'reliable')",0.78151226,0.7869488,-2.454325,-2.4644535,-0.4662718,-0.4737454,0.0074736
36,-0.2690113,-0.33456036,"('hostile', 'amicable')",-1.965692,-2.0780747,-0.97851294,-1.2479253,-1.0710721,-1.2201868,0.1491147
4,-0.26417363,-0.06613508,"('disliked', 'liked')",-0.5444312,-0.30084744,-7.0320992,-6.889466,-2.613568,-2.4188161,-0.1947519
37,-0.24716482,-0.1422548,"('fake', 'genuine')",0.2017214,0.21854901,-0.297906,-0.29012224,-0.1144498,-0.071276,-0.0431738
39,-0.22932401,-0.30262887,"('exploitative', 'cooperative')",0.99521035,0.8727306,0.10886209,0.061953507,0.2915828,0.2106851,0.0808977
82,-0.21600798,-0.05449459,"('poor', 'rich')",0.12448515,0.060888015,5.933893,6.060147,1.9474568,2.0221801,-0.0747233
52,-0.20560385,-0.36640155,"('irrational', 'rational')",-0.2592895,-0.3991548,-0.6197374,-0.9064481,-0.3615436,-0.5573348,0.1957912
27,-0.19205458,-0.17917897,"('hardhearted', 'softhearted')",-0.29110005,-0.49715853,0.61835766,0.29644957,0.0450677,-0.1266293,0.171697
6,-0.17444418,-0.028251067,"('distant', 'open')",-1.1519916,-1.0557144,-1.4835181,-1.5711662,-0.9366513,-0.8850439,-0.0516074
17,-0.15270913,-0.14545748,"('nasty', 'nice')",-1.2476993,-1.0356187,-0.58061016,-0.5313428,-0.6603395,-0.5708063,-0.0895332
5,-0.13935052,0.09979804,"('distant', 'outgoing')",-1.0696992,-0.9363511,-1.4564556,-1.4025495,-0.8885018,-0.7463675,-0.1421343
79,0.10239076,0.22333582,"('wavering', 'unwavering')",-0.87513196,-0.80881834,-0.7232173,-0.742438,-0.4986529,-0.4426402,-0.0560127
31,0.100767836,0.14496863,"('evil', 'good')",-1.1876719,-1.0901062,-1.6612825,-1.6355888,-0.9160622,-0.8602421,-0.0558201
25,0.09346969,0.1545509,"('egoistic', 'altruistic')",0.6703815,0.6057546,0.6176944,0.58877665,0.4605152,0.4496941,0.0108211
50,-0.0870205,-0.21451783,"('clumsy', 'skillful')",-0.2409018,-0.3696885,0.00079385564,-0.17793712,-0.1090428,-0.2540478,0.145005
81,-0.06419589,-0.23865181,"('submissive', 'aggressive')",0.8739266,0.79496264,0.08044243,0.19221827,0.2967244,0.2495097,0.0472147
76,0.062029593,-0.10516139,"('anxious', 'daring')",0.4494693,0.4140978,0.20238176,0.22374192,0.2379602,0.1775594,0.0604008
64,-0.04645803,-0.3766752,"('shy', 'confident')",1.2719328,1.2740203,-5.453399,-5.498909,-1.4093081,-1.5338546,0.1245465
84,-0.043801367,0.07067308,"('inferior', 'superior')",0.738759,0.7357438,0.8953497,0.8999561,0.5301024,0.568791,-0.0386886
54,-0.041547645,0.076788306,"('incapable', 'capable')",-0.3268678,-0.38224694,0.33141556,0.28656986,-0.0123333,-0.0062963,-0.006037
80,-0.034527995,-0.07952697,"('dominated', 'dominating')",0.5640994,0.54345953,0.3221249,0.42150253,0.2838988,0.295145,-0.0112462
85,0.03451939,0.036656037,"('insignificant', 'prestigious')",0.29769206,0.1732558,-1.0452315,-1.3297524,-0.2376733,-0.3732802,0.1356069
