,kohls_male,kohls_female,tuple,corp_male,corp_female,average_male,average_female,male-female
49,-0.45246953,-0.3012185,"('unable', 'able')",-0.083228916,0.06138301,-0.2678492,-0.1199178,-0.1479314
38,-0.45026195,-0.5535934,"('untruthful', 'truthful')",0.041608658,0.073178165,-0.2043266,-0.2402076,0.035881
70,0.43791792,0.24847934,"('lethargic', 'energetic')",0.6985961,0.70658326,0.568257,0.4775313,0.0907257
78,-0.4257339,-0.43587586,"('nonresilient', 'resilient')",0.508347,0.40047947,0.0413065,-0.0176982,0.0590047
81,0.4232034,0.37827384,"('submissive', 'aggressive')",-0.117669046,-0.1636164,0.1527672,0.1073287,0.0454385
32,-0.41620103,-0.42449862,"('unkind', 'kind')",0.8230462,0.7892294,0.2034226,0.1823654,0.0210572
62,0.40550908,0.37193826,"('incompetent', 'brilliant')",0.9157098,0.9514094,0.6606094,0.6616738,-0.0010644
13,0.38882378,0.49053934,"('impolite', 'polite')",-0.04091116,-0.03912455,0.1739563,0.2257074,-0.0517511
63,0.38576984,0.19447964,"('unperceptive', 'insightful')",1.1869931,1.068518,0.7863815,0.6314988,0.1548827
76,0.38437515,0.30940247,"('anxious', 'daring')",0.35220274,0.23894155,0.3682889,0.274172,0.0941169
18,-0.38131914,-0.31055456,"('disagreeable', 'welcoming')",-0.8913507,-0.7797118,-0.6363349,-0.5451332,-0.0912017
84,0.35349253,0.29053518,"('inferior', 'superior')",1.297238,1.4181919,0.8253652,0.8543636,-0.0289984
24,-0.3291575,-0.39366,"('dishonest', 'honest')",0.94252664,0.8738451,0.3066846,0.2400925,0.0665921
19,-0.32698727,-0.36190727,"('inhospitable', 'hospitable')",-0.4579013,-0.48208898,-0.3924443,-0.4219981,0.0295538
7,-0.32566187,-0.12680015,"('insensitive', 'sensitive')",0.51363635,0.5974171,0.0939872,0.2353085,-0.1413213
64,0.3038323,0.33075657,"('shy', 'confident')",-6.374519,-6.4151196,-3.0353432,-3.0421815,0.0068383
87,0.30365467,0.15793574,"('unsuccessful', 'successful')",0.98879576,0.9727969,0.6462252,0.5653663,0.0808589
2,0.27701995,0.31877664,"('unlikable', 'likable')",0.31194088,0.31549007,0.2944804,0.3171334,-0.022653
12,-0.27044252,-0.44282576,"('unsupportive', 'supportive')",-1.8462093,-1.8555717,-1.0583259,-1.1491988,0.0908729
40,0.25273648,0.022183113,"('stingy', 'generous')",-1.9009435,-2.0413733,-0.8241035,-1.009595,0.1854915
74,0.24949692,-0.16381198,"('undedicated', 'dedicated')",-0.22282164,-0.33632582,0.0133376,-0.2500689,0.2634065
46,0.24770543,0.17909822,"('uncompetitive', 'competitive')",-0.028776655,-0.17154357,0.1094644,0.0037773,0.1056871
59,0.24462293,0.27447,"('foolish', 'wise')",-0.20499153,-0.19359362,0.0198157,0.0404382,-0.0206225
23,-0.23804966,-0.16252048,"('insincere', 'sincere')",6.2170258,6.3291116,2.9894881,3.0832956,-0.0938075
71,-0.22420447,-0.07546679,"('diffident', 'self-confident')",0.41529286,0.39315373,0.0955442,0.1588435,-0.0632993
45,-0.21001728,-0.48210928,"('incompetent', 'competent')",0.37132627,0.38858137,0.0806545,-0.046764,0.1274185
58,0.20613492,-0.21126592,"('undiscriminating', 'discriminating')",0.37035957,0.34949383,0.2882472,0.069114,0.2191332
43,0.19640309,0.27111006,"('irresponsible', 'responsible')",0.8923793,0.88740605,0.5443912,0.5792581,-0.0348669
77,-0.18766156,0.09484717,"('unmotivated', 'motivated')",-0.7421863,-0.69704324,-0.4649239,-0.301098,-0.1638259
68,-0.15975231,-0.014953636,"('dependent', 'independent')",-0.30309647,-0.3548336,-0.2314244,-0.1848936,-0.0465308
44,-0.15192738,0.14339785,"('prejudiced', 'unprejudiced')",-1.5484103,-1.3641697,-0.8501688,-0.610386,-0.2397828
15,0.15187496,-0.17397137,"('boring', 'funny')",0.002409999,-0.12148863,0.0771425,-0.14773,0.2248725
14,0.15161496,0.028990142,"('antisocial', 'social')",-0.10823093,-0.10991846,0.021692,-0.0404642,0.0621562
20,-0.14536731,-0.2022059,"('rough', 'thoughtful')",0.81861335,0.87908673,0.336623,0.3384404,-0.0018174
83,-0.13576137,-0.32028976,"('powerless', 'powerful')",-0.6756778,-0.7588579,-0.4057196,-0.5395738,0.1338542
65,-0.12970638,0.09116687,"('insecure', 'secure')",0.0052325595,0.05360546,-0.0622369,0.0723862,-0.1346231
33,-0.1262272,-0.08424752,"('wrong', 'right')",-1.1840047,-1.0569539,-0.655116,-0.5706007,-0.0845153
82,-0.12318331,-0.10475513,"('poor', 'rich')",6.7872024,6.7181787,3.3320096,3.3067119,0.0252977
34,-0.11782865,0.00042742305,"('mean', 'honorable')",6.0754223,6.151573,2.9787967,3.0760002,-0.0972035
22,-0.11676434,-0.17525849,"('untrustworthy', 'trustworthy')",-1.2201529,-1.0950184,-0.6684586,-0.6351385,-0.0333201
47,0.09687075,0.0014085267,"('stupid', 'smart')",5.3443522,5.435163,2.7206116,2.7182858,0.0023258
75,-0.08986906,-0.26306796,"('meek', 'impulsive')",-1.0116199,-1.0431162,-0.5507445,-0.6530921,0.1023476
4,0.07411348,-0.3167637,"('disliked', 'liked')",-7.120593,-7.3424625,-3.5232399,-3.8296132,0.3063733
35,-0.07172895,-0.056430377,"('corrupt', 'incorrupt')",-1.0545375,-1.1542983,-0.5631332,-0.6053643,0.0422311
21,-0.02757771,-0.044826876,"('immoral', 'moral')",-0.38888443,-0.41532648,-0.2082311,-0.2300767,0.0218456
37,-0.021017112,-0.05007498,"('fake', 'genuine')",0.689659,0.6235233,0.3343209,0.2867242,0.0475967
55,0.015263297,0.13408338,"('incompetent', 'clever')",0.75579625,0.81279683,0.3855298,0.4734401,-0.0879103
69,0.012972429,0.12576549,"('lazy', 'industrious')",-1.200644,-1.1040307,-0.5938358,-0.4891326,-0.1047032
41,-0.012401558,-0.35569403,"('unforgiving', 'forgiving')",-0.14357437,-0.13303967,-0.077988,-0.2443669,0.1663789
50,-0.0047530234,0.0012522675,"('clumsy', 'skillful')",0.09470096,0.117416486,0.044974,0.0593344,-0.0143604
