,bemis_male,bemis_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
16,-0.6624914,-0.39119744,"('unpopular', 'popular')",-0.7456514,-0.6970788,0.7586399,0.7063925,-0.216501,-0.1272946,-0.0892064
61,-0.6513658,-0.67453367,"('illogical', 'logical')",-0.5247134,-0.63097477,-0.035368845,-0.056579445,-0.403816,-0.4540293,0.0502133
88,-0.64322984,-0.8355164,"('low', 'eminent')",-0.7684696,-1.1101886,0.33381826,0.36444312,-0.3592937,-0.5270873,0.1677936
9,-0.6364173,-0.63139236,"('unaffectionate', 'caring')",-0.26014045,-0.6245018,1.933767,1.8720953,0.3457364,0.2054004,0.140336
37,0.6014541,0.5017207,"('fake', 'genuine')",-0.5853027,-0.45083642,0.52233803,0.5026547,0.1794965,0.184513,-0.0050165
30,0.5833947,0.3048656,"('intolerant', 'tolerant')",0.7039558,0.6464602,0.6044141,0.7090719,0.6305882,0.5534659,0.0771223
10,-0.58157307,-0.633724,"('unsympathetic', 'sympathetic')",-0.42752555,-0.61317015,-0.36470369,-0.41226572,-0.4579341,-0.5530533,0.0951192
8,-0.5780703,-0.53573006,"('unaffectionate', 'affectionate')",-0.599892,-0.8438248,1.5451406,1.4523944,0.1223928,0.0242798,0.098113
5,-0.5770516,-0.46635813,"('distant', 'outgoing')",-0.46282303,-0.64222485,0.10334627,0.019367276,-0.3121761,-0.3630719,0.0508958
23,-0.5729621,-0.4866538,"('insincere', 'sincere')",-0.65151256,-0.6658337,5.5145574,5.935606,1.4300276,1.5943727,-0.1643451
87,0.5537634,0.6730612,"('unsuccessful', 'successful')",1.114406,1.0573792,1.0901281,1.1023948,0.9194325,0.9442784,-0.0248459
2,0.54382956,1.0810391,"('unlikable', 'likable')",1.1611576,1.7605163,0.3442635,0.6488643,0.6830835,1.1634732,-0.4803897
52,-0.5096675,-0.8690132,"('irrational', 'rational')",-0.6106633,-0.95773673,0.7085806,0.537393,-0.1372501,-0.4297856,0.2925355
32,-0.48736537,-0.32333896,"('unkind', 'kind')",0.46789965,0.31229997,1.0721276,1.0906292,0.3508873,0.3598634,-0.0089761
63,-0.48010078,-0.45220527,"('unperceptive', 'insightful')",0.119305804,-0.07659249,0.85909355,0.8055777,0.1660995,0.09226,0.0738395
42,0.46543926,0.4133134,"('unreliable', 'reliable')",0.17549537,0.20614359,-3.1513634,-3.1629193,-0.8368096,-0.8478208,0.0110112
39,0.4566733,0.55259454,"('exploitative', 'cooperative')",1.0259365,1.28154,-0.13228552,0.0009936132,0.4501081,0.6117094,-0.1616013
33,0.44872123,0.31102994,"('wrong', 'right')",-0.1890161,-0.3489441,0.021654345,-0.2033035,0.0937865,-0.0804059,0.1741924
49,-0.43581435,-0.1593928,"('unable', 'able')",-0.74862933,-0.46772748,-0.62957686,-0.45384926,-0.6046735,-0.3603232,-0.2443503
34,-0.41899323,-0.3119152,"('mean', 'honorable')",0.05773118,0.30931476,5.6952567,5.9003916,1.7779983,1.9659303,-0.187932
12,-0.41134572,-0.21356282,"('unsupportive', 'supportive')",-0.42563123,-0.39046067,-1.8662553,-2.0068917,-0.9010774,-0.8703051,-0.0307723
78,-0.4104526,-0.1515967,"('nonresilient', 'resilient')",0.22413269,0.2998636,0.28513265,0.32445726,0.0329376,0.1575747,-0.1246371
50,0.41035002,0.1554794,"('clumsy', 'skillful')",-0.31292933,-0.50250554,0.7515726,0.6162913,0.2829978,0.089755,0.1932428
69,0.4076752,0.3700592,"('lazy', 'industrious')",0.87767416,0.6155316,0.10931124,-0.29649073,0.4648869,0.2297,0.2351869
18,-0.39631298,-0.2858909,"('disagreeable', 'welcoming')",-0.9384181,-0.9077468,-0.4014139,-0.48201674,-0.578715,-0.5585515,-0.0201635
4,0.38843933,0.18709756,"('disliked', 'liked')",-0.5109419,-0.8791434,-6.797109,-7.3367124,-2.3065373,-2.6762527,0.3697154
45,0.37536603,0.0064089578,"('incompetent', 'competent')",0.37456945,-0.07031824,-0.22472452,-0.4511384,0.1750703,-0.1716826,0.3467529
7,-0.3654896,-0.43891865,"('insensitive', 'sensitive')",-0.413419,-0.67189366,1.0954722,0.9367049,0.1055212,-0.0580358,0.163557
66,-0.35971716,-0.33244607,"('inactive', 'active')",0.14176287,0.0905563,1.625526,1.263103,0.4691906,0.3404044,0.1287862
27,0.3283548,0.30888927,"('hardhearted', 'softhearted')",0.28281552,0.21436505,1.9303586,1.6457956,0.8471763,0.7230167,0.1241596
70,-0.32351723,-0.23110217,"('lethargic', 'energetic')",0.3468357,0.42074218,0.8902013,0.9062259,0.3045066,0.3652887,-0.0607821
72,-0.3233642,-0.19288307,"('unambitious', 'ambitious')",-0.49162275,-0.3933656,-0.7913928,-0.54146546,-0.5354599,-0.3759047,-0.1595552
64,-0.318057,-0.12863171,"('shy', 'confident')",-0.34273034,-0.02748539,-7.252289,-7.196952,-2.6376921,-2.4510229,-0.1866692
41,0.2985158,0.05123502,"('unforgiving', 'forgiving')",0.5640989,0.08540436,0.062295545,-0.24674903,0.3083034,-0.0367032,0.3450066
81,-0.297225,-0.3074743,"('submissive', 'aggressive')",-0.2470804,-0.15206742,-1.5422819,-1.208722,-0.6955291,-0.5560879,-0.1394412
19,-0.2957545,-0.51191586,"('inhospitable', 'hospitable')",-0.47945818,-0.7301652,0.22184995,-0.020519264,-0.1844542,-0.4208668,0.2364126
68,-0.2868653,-0.38060609,"('dependent', 'independent')",-1.5118747,-1.3789659,-0.8918798,-0.95062953,-0.8968732,-0.9034005,0.0065273
82,-0.2842099,-0.062080458,"('poor', 'rich')",0.3335086,0.6241081,6.4398317,6.7291512,2.1630435,2.4303929,-0.2673494
75,-0.2824372,-0.086072475,"('meek', 'impulsive')",-0.30991417,0.013326552,-0.26391295,-0.30327025,-0.2854215,-0.1253387,-0.1600828
51,-0.2818984,-0.45441818,"('uneducated', 'educated')",-0.22774535,-0.25089332,0.4498326,0.3259126,-0.0199371,-0.1264663,0.1065292
60,-0.26745605,0.2112374,"('inefficient', 'efficient')",-0.39059526,0.0285028,-0.8684539,-0.38377342,-0.5088351,-0.0480111,-0.460824
65,-0.2659694,-0.27519864,"('insecure', 'secure')",0.14812912,0.15090793,-1.1773945,-0.75830895,-0.4317449,-0.2941999,-0.137545
43,-0.25511375,0.15361746,"('irresponsible', 'responsible')",0.032306626,0.50789964,0.34759957,0.5640969,0.0415975,0.408538,-0.3669405
67,0.22046775,0.29778624,"('doubtful', 'determined')",0.19162789,0.24667384,-0.40750343,-0.29817283,0.0015307,0.0820957,-0.080565
38,-0.21600929,-0.23671094,"('untruthful', 'truthful')",-1.2851399,-1.3298277,-0.2816748,-0.19862247,-0.5942747,-0.588387,-0.0058877
20,-0.21300074,-0.10630474,"('rough', 'thoughtful')",0.42441905,0.898571,0.5909835,0.77180344,0.2674673,0.5213566,-0.2538893
35,0.20512423,0.024537569,"('corrupt', 'incorrupt')",-0.4008732,-0.54895514,0.5520728,0.21883294,0.1187746,-0.1018615,0.2206361
55,-0.20437169,-0.011641728,"('incompetent', 'clever')",0.39547232,0.86491877,-0.3382481,-0.15060432,-0.0490492,0.2342242,-0.2832734
56,-0.19012727,-0.02008453,"('impractical', 'practical')",0.07674628,0.22218539,-0.8186753,-0.5580706,-0.3106854,-0.1186566,-0.1920288
31,-0.18219398,-0.46283934,"('evil', 'good')",0.24764818,-0.329881,-0.2611739,-0.6628957,-0.0652399,-0.4852053,0.4199654
3,-0.1776259,-0.16054742,"('repellent', 'pleasant')",0.3647467,0.43907982,0.15615292,0.2187871,0.1144246,0.1657732,-0.0513486
40,-0.17218955,-0.2032959,"('stingy', 'generous')",0.23060288,0.12970206,-1.4384224,-1.7578695,-0.4600031,-0.6104878,0.1504847
25,0.16094473,0.26586542,"('egoistic', 'altruistic')",0.80524635,0.7012412,1.9018384,1.8299323,0.9560099,0.9323463,0.0236636
85,0.1471379,0.12247307,"('insignificant', 'prestigious')",-0.52437544,-0.81038266,1.2255379,0.98597705,0.2827668,0.0993558,0.183411
80,0.14666727,0.13518089,"('dominated', 'dominating')",0.06878223,0.08671792,-1.5119792,-1.3511308,-0.4321766,-0.3764107,-0.0557659
21,-0.13472573,0.19193268,"('immoral', 'moral')",-0.43901318,-0.024200492,-1.3220468,-1.0770787,-0.6319286,-0.3031155,-0.3288131
15,-0.12658514,-0.47306424,"('boring', 'funny')",0.55797255,0.28651437,0.6695049,0.5286033,0.3669641,0.1140178,0.2529463
59,0.103954345,0.06897618,"('foolish', 'wise')",0.010553226,-0.3863922,0.8122629,0.7338475,0.3089235,0.1388105,0.170113
47,-0.09826296,0.11271851,"('stupid', 'smart')",0.42512742,0.5140331,5.163768,5.627884,1.8302107,2.0848784,-0.2546677
54,0.09760419,0.22435087,"('incapable', 'capable')",-0.29301253,-0.09177681,1.1458614,1.3679968,0.3168177,0.5001903,-0.1833726
74,-0.09748391,0.0802043,"('undedicated', 'dedicated')",0.55474836,0.65357137,0.27776852,0.17549434,0.245011,0.30309,-0.058079
13,-0.081810154,0.0364931,"('impolite', 'polite')",-0.64126796,-0.5516014,-1.0348196,-0.7590435,-0.5859659,-0.4247173,-0.1612486
24,0.073696114,0.024846643,"('dishonest', 'honest')",-0.6497371,-0.70115006,0.6757518,0.70324606,0.0332369,0.0089809,0.024256
22,0.07353029,0.13643797,"('untrustworthy', 'trustworthy')",0.26044494,0.24355406,-1.390526,-1.280077,-0.3521836,-0.3000283,-0.0521553
58,-0.05274509,-0.28065616,"('undiscriminating', 'discriminating')",1.53852,1.172542,0.5500942,0.18841217,0.678623,0.3600993,0.3185237
62,0.035654362,0.32983378,"('incompetent', 'brilliant')",-0.24423145,0.3323664,-0.48047146,0.022297982,-0.2296828,0.2281661,-0.4578489
17,-0.025510404,-0.35887045,"('nasty', 'nice')",-0.109022364,-0.5275495,-1.1160622,-1.2022423,-0.416865,-0.6962207,0.2793557
71,0.024595678,0.14901793,"('diffident', 'self-confident')",-0.17535819,-0.48819613,0.4081451,0.3012288,0.0857942,-0.0126498,0.098444
36,-0.018856592,-0.32905683,"('hostile', 'amicable')",-0.20169091,-0.60957015,1.1336472,0.6787541,0.3043666,-0.0866243,0.3909909
76,-0.006247226,0.42219374,"('anxious', 'daring')",0.21448357,0.8392675,-0.9300077,-0.45179656,-0.2405905,0.2698882,-0.5104787
