,qlogic_male,qlogic_female,tuple,corp_male,corp_female,average_male,average_female,male-female
83,-0.11961061,-0.21356979,"('powerless', 'powerful')",-1.0898231,-1.0205482,-0.6047169,-0.617059,0.0123421
65,-0.114585705,-0.5124256,"('insecure', 'secure')",-0.4898567,-0.6385366,-0.3022212,-0.5754811,0.2732599
77,0.11456807,-0.026432823,"('unmotivated', 'motivated')",-0.66336334,-0.86169356,-0.2743976,-0.4440632,0.1696656
61,-0.1006606,-0.32176375,"('illogical', 'logical')",0.29327384,0.3343825,0.0963066,0.0063094,0.0899972
23,-0.08773496,-0.29079783,"('insincere', 'sincere')",5.195923,5.6758084,2.5540938,2.6925054,-0.1384116
33,0.083709314,-0.16875345,"('wrong', 'right')",-0.5619366,-0.47908774,-0.2391137,-0.3239206,0.0848069
11,-0.07431949,-0.6449115,"('unhelpful', 'helpful')",1.3996962,1.4528958,0.6626884,0.4039921,0.2586963
80,0.0724445,-0.30297142,"('dominated', 'dominating')",-0.9795096,-1.3077011,-0.4535325,-0.8053362,0.3518037
55,-0.034670845,-0.46082756,"('incompetent', 'clever')",0.0846124,-0.13890852,0.0249708,-0.299868,0.3248388
81,0.027120017,-0.56813437,"('submissive', 'aggressive')",-0.4790215,-0.8538882,-0.2259507,-0.7110113,0.4850606
21,0.008065578,-0.5036603,"('immoral', 'moral')",-0.29452968,-0.7816053,-0.143232,-0.6426328,0.4994008
2,0.0062659625,-0.13805671,"('unlikable', 'likable')",0.67484206,0.50922394,0.340554,0.1855836,0.1549704
