,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
1,1.371366,1.457425,"('unfriendly', 'friendly')",1.3356626,1.3000864,0.7721192,0.70805454,1.5059637,1.0637134,1.2462779,1.1323198,0.1139581
55,-1.3030739,-1.5348828,"('incompetent', 'clever')",-0.44262016,-0.54315495,-0.5821091,-0.62919873,-1.4904606,-1.2949466,-0.9545659,-1.0005457,0.0459798
14,-1.3020384,-1.5798452,"('antisocial', 'social')",-1.2022504,-1.3780172,-0.07867007,-0.23309283,-1.5786157,-1.4466393,-1.0403936,-1.1593986,0.119005
22,-1.2891303,-1.232362,"('untrustworthy', 'trustworthy')",-1.2976098,-1.1528889,-0.99497944,-0.86508423,-2.251053,-2.010323,-1.4581931,-1.3151646,-0.1430285
59,1.2621084,1.4547565,"('foolish', 'wise')",1.1122794,1.1960833,1.3948694,1.5355073,-0.13993496,-0.3291256,0.9073305,0.9643053,-0.0569748
0,-1.2377505,-1.5999732,"('unsociable', 'sociable')",-0.23445472,-0.504506,0.020344742,-0.13789573,-0.6754234,-0.7094687,-0.531821,-0.7379609,0.2061399
80,-1.2000384,-1.475003,"('dominated', 'dominating')",-0.4212882,-0.5588285,-0.3648578,-0.3500647,-0.64294565,-0.48960242,-0.6572825,-0.7183747,0.0610922
36,1.1945907,1.3018994,"('hostile', 'amicable')",0.6632784,0.45571774,0.92536795,0.91027504,1.2074076,0.9451113,0.9976611,0.9032509,0.0944102
81,-1.1815802,-1.5702429,"('submissive', 'aggressive')",-0.73541176,-0.83044124,-0.24070331,-0.3780949,-1.7450581,-1.585881,-0.9756883,-1.0911651,0.1154768
41,-1.1803772,-1.1412418,"('unforgiving', 'forgiving')",-0.28253818,-0.20004877,0.1302253,0.16172963,-0.2725544,-0.24371442,-0.4013111,-0.3558188,-0.0454923
63,-1.1360905,-1.2408901,"('unperceptive', 'insightful')",-0.2625975,-0.2550734,0.43226558,0.3764973,-0.22374816,-0.05872543,-0.2975427,-0.2945479,-0.0029948
47,-1.1249086,-1.0951236,"('stupid', 'smart')",-0.28510174,-0.23043123,0.0018753186,0.13393348,3.47144,3.3500888,0.5158262,0.5396169,-0.0237907
21,-1.0316609,-1.1528887,"('immoral', 'moral')",-0.88461274,-0.9110733,-0.39083374,-0.34327602,-2.0143554,-1.8007635,-1.0803657,-1.0520004,-0.0283653
82,-1.0291654,-0.98096657,"('poor', 'rich')",-1.8143718,-1.744094,-1.1959354,-1.2171389,3.567902,3.211481,-0.1178926,-0.1826795,0.0647869
8,1.0250924,1.0822052,"('unaffectionate', 'affectionate')",1.2585659,1.0559529,0.97463024,0.9604419,0.86520165,0.48920852,1.0308725,0.8969521,0.1339204
60,-0.9888858,-1.2530752,"('inefficient', 'efficient')",-0.55021316,-0.4810437,-0.5391795,-0.5968661,-1.1971612,-1.0215741,-0.8188599,-0.8381398,0.0192799
25,0.98888576,1.2035228,"('egoistic', 'altruistic')",0.29047406,0.43405965,1.1700444,1.2163161,1.8851229,1.7849331,1.0836318,1.1597079,-0.0760761
72,-0.9831135,-1.0368053,"('unambitious', 'ambitious')",-0.6328381,-0.6206611,-1.631592,-1.651967,-1.5646656,-1.6762944,-1.2030523,-1.2464319,0.0433796
78,0.9702153,0.8999507,"('nonresilient', 'resilient')",1.0493222,1.2100743,1.5672066,1.5051657,1.6408354,1.8093871,1.3068949,1.3561444,-0.0492495
84,0.8911503,1.1330854,"('inferior', 'superior')",0.17520641,0.27988592,0.51240104,0.6328238,0.30721915,0.45813322,0.4714942,0.625982,-0.1544878
44,-0.8784331,-0.8705507,"('prejudiced', 'unprejudiced')",-1.3799293,-1.2614655,-0.82497233,-0.72860825,-1.1103592,-0.95509744,-1.0484235,-0.9539304,-0.0944931
12,0.84540945,0.7724662,"('unsupportive', 'supportive')",1.5458587,1.3750389,0.9823597,0.9503049,-1.8868452,-1.7347317,0.3716957,0.3407696,0.0309261
15,0.8290355,0.7363213,"('boring', 'funny')",0.8702014,0.6304966,0.5181801,0.58379513,0.22129503,0.2274422,0.609678,0.5445138,0.0651642
34,-0.8013886,-0.8517173,"('mean', 'honorable')",-0.4456287,-0.49428725,0.20227988,0.23381943,4.792425,4.5411906,0.936922,0.8572514,0.0796706
54,0.7932889,0.81838834,"('incapable', 'capable')",0.6660279,0.67121935,1.2558438,1.3124561,1.0495574,0.92811185,0.9411795,0.9325439,0.0086356
13,-0.7736694,-1.0831871,"('impolite', 'polite')",-0.6271933,-0.7810282,-0.86140454,-0.9320425,-0.87819964,-0.81795406,-0.7851167,-0.903553,0.1184363
42,-0.7724557,-0.60592854,"('unreliable', 'reliable')",-0.82017136,-0.65186024,0.13864926,0.21403785,-3.103833,-2.811333,-1.1394527,-0.963771,-0.1756817
53,0.75775623,0.623484,"('uncreative', 'creative')",-0.33059734,-0.37023097,0.2977699,0.20759484,0.9446698,0.8187168,0.4173996,0.3198912,0.0975084
51,-0.75196004,-0.8380101,"('uneducated', 'educated')",-0.39699394,-0.48419392,-0.026810402,-0.05706098,-0.92752874,-0.7815695,-0.5258232,-0.5402086,0.0143854
73,0.72849476,0.86520493,"('helpless', 'self-reliant')",0.8011646,0.7565122,-0.40017226,-0.40903896,-2.6150737,-2.6965444,-0.3713966,-0.3709666,-0.00043
31,0.7108352,1.0346287,"('evil', 'good')",-0.18834883,-0.039981738,0.17304504,0.27946937,-0.04793864,-0.1922608,0.1618982,0.2704639,-0.1085657
58,-0.6859112,-0.8468963,"('undiscriminating', 'discriminating')",-1.408612,-1.5619596,-0.9824681,-1.0159695,-0.064783305,-0.08801587,-0.7854437,-0.8782103,0.0927666
48,-0.68525296,-0.8829512,"('unintelligent', 'intelligent')",-0.68929315,-0.7701947,-0.15455073,-0.22039303,-1.6127733,-1.5940961,-0.7854675,-0.8669088,0.0814413
74,0.6456416,0.67059064,"('undedicated', 'dedicated')",0.86913455,0.811243,0.2135568,0.22639605,-0.38026768,-0.2688142,0.3370163,0.3598539,-0.0228376
39,0.63332164,0.6823634,"('exploitative', 'cooperative')",0.4307219,0.55668926,0.5508406,0.5972646,0.15662618,0.32427475,0.4428776,0.540148,-0.0972704
38,0.5993762,0.4736008,"('untruthful', 'truthful')",0.27087098,0.28376624,-0.33405685,-0.37468654,0.5499449,0.43051508,0.2715338,0.2032989,0.0682349
62,-0.58061534,-0.7800648,"('incompetent', 'brilliant')",-0.54934084,-0.60751766,-1.0516152,-1.053358,-1.155671,-1.061746,-0.8343107,-0.8756716,0.0413609
28,0.5348399,0.38563234,"('disloyal', 'loyal')",-0.046589755,-0.10169917,-0.12016366,-0.23628192,0.19790618,-0.03990296,0.1414982,0.0019371,0.1395611
77,0.5323823,0.32971448,"('unmotivated', 'motivated')",-0.28503412,-0.1985073,0.11210608,0.04395414,-0.28904867,-0.12358921,0.0176014,0.012893,0.0047084
30,-0.5249356,-0.72674435,"('intolerant', 'tolerant')",-1.096302,-1.2619476,-0.99726975,-1.088724,-1.3565683,-1.2835215,-0.9937689,-1.0902344,0.0964655
29,-0.43247247,-0.20562914,"('unfair', 'fair')",-1.8573731,-1.7134731,-0.8297637,-0.7294852,-1.3231777,-1.2913345,-1.1106967,-0.9849805,-0.1257162
16,0.4094361,0.5848548,"('unpopular', 'popular')",0.265898,0.4521809,0.85994023,0.96218747,0.7796749,0.7859392,0.5787373,0.6962906,-0.1175533
66,0.3657827,0.19108057,"('inactive', 'active')",0.5471577,0.2779739,1.4937297,1.3577185,2.2323525,2.1312351,1.1597557,0.989502,0.1702537
2,0.36061627,0.31829408,"('unlikable', 'likable')",0.20607638,0.16570547,1.604173,1.634716,0.942549,0.9238574,0.7783536,0.7606432,0.0177104
87,-0.3460474,-0.62933385,"('unsuccessful', 'successful')",0.14574912,-0.05575055,1.432542,1.4327337,0.5684616,0.57471424,0.4501763,0.3305909,0.1195854
24,-0.33529657,-0.31111205,"('dishonest', 'honest')",0.08760671,0.10536743,-0.6353559,-0.6431091,-0.67568177,-0.8911361,-0.3896819,-0.4349974,0.0453155
43,-0.27027336,-0.47510743,"('irresponsible', 'responsible')",-0.103924654,-0.18763834,-0.61740685,-0.7285414,-0.29448113,-0.26892,-0.3215215,-0.4150518,0.0935303
88,0.2667714,0.16214181,"('low', 'eminent')",-0.16529614,-0.20067093,0.42797413,0.44646844,-0.62971824,-0.75754744,-0.0250672,-0.087402,0.0623348
64,-0.25640142,-0.32427993,"('shy', 'confident')",0.21967235,0.20471662,-0.29206866,-0.27105325,-5.7488256,-5.2623506,-1.5194058,-1.4132417,-0.1061641
83,-0.2442827,-0.15360183,"('powerless', 'powerful')",-0.08317887,-0.023625268,-0.17143685,-0.039309964,-1.106721,-1.0291344,-0.4014049,-0.3114179,-0.089987
86,-0.22383991,-0.36488882,"('uninfluential', 'influential')",0.14299434,0.06444995,-0.3271166,-0.3668673,-1.2892336,-1.3056445,-0.4242989,-0.4932377,0.0689388
23,-0.211826,-0.38795078,"('insincere', 'sincere')",-0.17255583,-0.26444286,-0.75394744,-0.83578277,4.0373163,3.7611609,0.7247468,0.5682461,0.1565007
49,-0.20133515,-0.37735316,"('unable', 'able')",-0.23815356,-0.2920103,0.33276385,0.3052887,-0.46445328,-0.5668057,-0.1427945,-0.2327201,0.0899256
67,-0.1973212,-0.2430185,"('doubtful', 'determined')",0.09668338,0.16708127,-0.007421311,0.039208204,-0.6617026,-0.53592575,-0.1924404,-0.1431637,-0.0492767
37,0.16729456,-0.011163861,"('fake', 'genuine')",0.23420912,0.23324867,0.00074701756,0.020988349,0.25901428,0.33599514,0.1653163,0.1447671,0.0205492
17,-0.16284174,-0.25850913,"('nasty', 'nice')",-0.45829073,-0.59207964,0.096697554,0.09752078,-0.22241801,-0.2395642,-0.1867132,-0.2481581,0.0614449
52,0.15681517,0.3285092,"('irrational', 'rational')",0.08918169,-0.010378974,0.28200078,0.3508116,-0.1010608,-0.29550895,0.1067342,0.0933582,0.013376
50,-0.14820859,-0.13587329,"('clumsy', 'skillful')",0.49635828,0.5141086,2.268004,2.2690382,1.2445662,1.1579502,0.96518,0.9513059,0.0138741
4,0.116165295,0.121420234,"('disliked', 'liked')",0.09454383,0.06755238,0.6886771,0.748641,-5.306572,-5.048649,-1.1017964,-1.0277588,-0.0740376
11,-0.108266056,-0.38344347,"('unhelpful', 'helpful')",-0.101996996,-0.18781434,-1.0192711,-1.0498197,1.5803329,1.640361,0.0876997,0.0048209,0.0828788
20,0.092973866,0.09282028,"('rough', 'thoughtful')",-0.5735594,-0.4321552,0.48776603,0.6310784,-0.03978406,0.013330139,-0.0081509,0.0762684,-0.0844193
61,-0.08531745,-0.11424653,"('illogical', 'logical')",-0.87642217,-0.8580094,-0.22167587,-0.24737221,-0.91405654,-0.9587785,-0.524368,-0.5446017,0.0202337
7,0.060082667,-0.10055499,"('insensitive', 'sensitive')",-0.26650965,-0.33181235,-0.7353669,-0.82995003,-0.4984415,-0.49943954,-0.3600588,-0.4404392,0.0803804
56,-0.04795912,-0.3117774,"('impractical', 'practical')",-0.23901996,-0.4019421,-1.5127313,-1.5663506,-1.7570446,-1.641943,-0.8891888,-0.9805033,0.0913145
75,-0.044029687,-0.107401885,"('meek', 'impulsive')",-0.17966087,-0.21141785,-0.1131789,-0.08175675,0.84734124,0.71646893,0.127618,0.0789731,0.0486449
40,-0.03869214,0.1339578,"('stingy', 'generous')",0.42875344,0.47757483,-0.07583296,-0.14121523,-2.1209,-2.1090834,-0.4516679,-0.4096915,-0.0419764
27,-0.032615174,-0.06296259,"('hardhearted', 'softhearted')",0.6548177,0.47424495,-0.28768378,-0.37102306,0.85518324,0.63925314,0.2974255,0.1698781,0.1275474
32,-0.026618205,-0.032904796,"('unkind', 'kind')",-0.093511686,0.027919576,0.5352929,0.59385103,0.17018399,0.22070648,0.1463368,0.2023931,-0.0560563
18,-0.016821578,0.121816725,"('disagreeable', 'welcoming')",0.41818964,0.3444028,0.7984271,0.71263903,-0.9974504,-1.1855056,0.0505862,-0.0016618,0.052248
