,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,male-female
66,1.1258099,1.3221906,"('inactive', 'active')",0.62760425,0.78838503,0.2812858,0.4553023,0.6782333,0.8552926,-0.1770593
79,1.1232634,1.3980746,"('wavering', 'unwavering')",1.1570648,1.2922344,-0.4011614,-0.5432048,0.6263889,0.7157014,-0.0893125
22,-1.122875,-0.8190298,"('untrustworthy', 'trustworthy')",-0.45691997,-0.16947839,-0.53607553,-0.13372721,-0.7052902,-0.3740785,-0.3312117
41,-1.1144139,-0.80497277,"('unforgiving', 'forgiving')",0.4824522,0.476405,0.10801354,0.3394491,-0.1746494,0.0036271,-0.1782765
24,-1.061299,-0.73745024,"('dishonest', 'honest')",-0.43900615,-0.24836285,1.0350461,1.1981468,-0.1550864,0.0707779,-0.2258643
75,1.0602776,0.9660262,"('meek', 'impulsive')",0.6431806,0.40342298,-0.6123547,-0.79495025,0.3637012,0.1914996,0.1722016
32,-0.98887265,-0.8693957,"('unkind', 'kind')",-0.2319808,-0.28909543,1.1784188,1.3367391,-0.0141449,0.059416,-0.0735609
76,-0.98677075,-0.7472865,"('anxious', 'daring')",-0.5146831,-0.5487959,0.30636674,0.42964226,-0.3983624,-0.2888134,-0.109549
54,0.91385543,0.745982,"('incapable', 'capable')",1.1452347,1.0456419,1.1881435,0.98131734,1.0824112,0.9243137,0.1580975
72,-0.8725688,-1.0429015,"('unambitious', 'ambitious')",0.23062104,-0.17390656,0.23729493,0.056059726,-0.1348843,-0.3869161,0.2520318
16,0.85455143,0.70911384,"('unpopular', 'popular')",0.56534576,0.45429012,-0.33021495,-0.5149107,0.3632274,0.2161644,0.147063
73,0.8412159,0.64283705,"('helpless', 'self-reliant')",0.6646189,0.6194022,-3.1885693,-3.2325885,-0.5609115,-0.6567831,0.0958716
27,0.75635546,0.74435765,"('hardhearted', 'softhearted')",0.53617513,0.30063987,1.0746809,0.96891296,0.7890704,0.6713034,0.117767
42,0.7415687,0.7128237,"('unreliable', 'reliable')",1.3129623,1.285835,-1.8588688,-1.7512249,0.0652208,0.0824779,-0.0172571
18,0.73924637,0.7575454,"('disagreeable', 'welcoming')",-0.3726694,-0.15578493,-1.2303218,-1.1017908,-0.2879149,-0.1666768,-0.1212381
25,0.72460353,0.5138439,"('egoistic', 'altruistic')",0.97154593,0.8608132,1.1200651,0.9547485,0.9387382,0.7764686,0.1622696
59,0.7177949,0.807255,"('foolish', 'wise')",1.113766,1.3943566,0.07115475,0.010881618,0.6342385,0.7374977,-0.1032592
39,-0.6815309,-0.57807106,"('exploitative', 'cooperative')",-0.08036761,0.13229689,0.50031674,0.706026,-0.0871939,0.0867506,-0.1739445
26,0.6610576,0.819605,"('hardhearted', 'benevolent')",0.12609044,0.26096976,1.243499,1.5028661,0.6768823,0.8611469,-0.1842646
61,-0.6411544,-0.7870693,"('illogical', 'logical')",0.74662393,0.9068184,0.31128886,0.39465412,0.1389195,0.1714677,-0.0325482
84,0.6400905,0.57482994,"('inferior', 'superior')",0.00032325462,0.13128799,0.8603072,0.7716571,0.5002403,0.4925917,0.0076486
53,0.61769617,0.44581342,"('uncreative', 'creative')",1.5845283,1.4426954,1.3266709,1.1477177,1.1762985,1.0120755,0.164223
50,0.59404457,0.7209083,"('clumsy', 'skillful')",0.4003729,0.39057338,-0.50048864,-0.5096179,0.1646429,0.2006212,-0.0359783
52,0.59355915,0.5762255,"('irrational', 'rational')",0.7227653,0.73058426,-0.11574177,-0.221777,0.4001942,0.3616776,0.0385166
49,-0.5856852,-0.502691,"('unable', 'able')",-0.7923545,-0.8067564,-0.55101633,-0.63238007,-0.6430187,-0.6472758,0.0042571
51,-0.55133724,-0.5412443,"('uneducated', 'educated')",-0.11279139,-0.22083776,0.217782,0.3331185,-0.1487822,-0.1429879,-0.0057943
12,-0.53595966,-0.3984483,"('unsupportive', 'supportive')",1.5349085,1.5017685,-1.1803122,-1.0773685,-0.0604544,0.0086505,-0.0691049
29,0.5165694,0.5669832,"('unfair', 'fair')",-0.18608515,0.002193071,-0.43317527,-0.33174267,-0.0342304,0.0791445,-0.1133749
67,0.51462,0.5662637,"('doubtful', 'determined')",0.2789054,-0.0905688,-0.20673941,-0.17810032,0.1955953,0.0991982,0.0963971
58,0.47556666,0.41042024,"('undiscriminating', 'discriminating')",0.27735436,0.10537091,0.20744707,0.28666848,0.3201227,0.2674866,0.0526361
40,-0.44553775,-0.11406548,"('stingy', 'generous')",-0.00083587505,0.067435786,-2.188567,-2.0600765,-0.8783135,-0.7022354,-0.1760781
74,-0.43349224,-0.42915234,"('undedicated', 'dedicated')",1.0936368,1.2087426,0.18990132,0.40319502,0.2833486,0.3942618,-0.1109132
37,0.43234777,0.38647735,"('fake', 'genuine')",0.4474043,0.35956705,0.27214146,0.242664,0.3839645,0.3295695,0.054395
83,-0.4093991,-0.3755752,"('powerless', 'powerful')",0.046700634,0.10393646,-0.9096257,-0.8901579,-0.4241081,-0.3872655,-0.0368426
64,-0.4062363,-0.0478874,"('shy', 'confident')",-0.30878624,-0.12666743,-5.4558034,-5.1042094,-2.056942,-1.7595881,-0.2973539
4,0.4057066,0.44636554,"('disliked', 'liked')",1.480855,1.367339,-7.0711293,-7.0059876,-1.7281892,-1.7307611,0.0025719
87,0.3058167,0.26236412,"('unsuccessful', 'successful')",0.5618007,0.5585246,-0.0007643476,0.034184366,0.288951,0.2850244,0.0039266
17,0.30065033,0.4599285,"('nasty', 'nice')",0.5923846,0.7782952,-0.40794265,-0.41644523,0.1616974,0.2739262,-0.1122288
38,-0.28893378,-0.4345047,"('untruthful', 'truthful')",0.25255746,0.061621577,0.038254667,-0.09947647,0.0006261,-0.1574532,0.1580793
68,0.22541085,0.104443945,"('dependent', 'independent')",0.014610413,-0.07938153,-1.2726046,-1.298487,-0.3441945,-0.4244748,0.0802803
44,0.20935902,0.23522706,"('prejudiced', 'unprejudiced')",-0.5534179,-0.70285076,-1.4870511,-1.5589731,-0.61037,-0.6755323,0.0651623
78,0.20352611,0.30128163,"('nonresilient', 'resilient')",0.30353516,0.15991858,0.1228489,0.11681038,0.20997,0.1926702,0.0172998
88,-0.20022312,-0.24774466,"('low', 'eminent')",0.12512483,0.18306273,-0.32018876,-0.56736577,-0.1317623,-0.2106826,0.0789203
20,-0.17975913,-0.17429376,"('rough', 'thoughtful')",0.12215661,0.19590756,0.5429483,0.5976158,0.1617819,0.2064099,-0.044628
9,0.16261041,0.09946341,"('unaffectionate', 'caring')",1.529885,1.4843589,1.5979724,1.4820415,1.0968226,1.0219546,0.074868
8,-0.1553404,-0.1619574,"('unaffectionate', 'affectionate')",0.757119,0.7549823,0.8289809,0.77640504,0.4769198,0.4564766,0.0204432
1,-0.088771924,-0.14236592,"('unfriendly', 'friendly')",0.8597665,0.94605786,1.696481,1.4693738,0.8224918,0.7576886,0.0648032
2,0.043489415,0.1672681,"('unlikable', 'likable')",0.8007122,0.78396535,0.40773106,0.59370804,0.4173109,0.5149805,-0.0976696
34,0.0005176738,-0.13527372,"('mean', 'honorable')",0.039143696,-0.116751194,4.9205832,4.9517994,1.6534149,1.5665914,0.0868235
