,teradata_male,teradata_female,tuple,corp_male,corp_female,de_male,de_female,average_male,average_female,male-female
7,-0.7270304,-1.0148664,"('insensitive', 'sensitive')",0.6397444,0.47856718,1.0984603,1.1859759,0.3370581,0.2165589,0.1204992
29,-0.71793115,-0.5401107,"('unfair', 'fair')",-0.262964,-0.18609507,-0.69928235,-0.49554607,-0.5600592,-0.4072506,-0.1528086
81,-0.68977135,-1.1004603,"('submissive', 'aggressive')",1.6339155,1.277828,0.09891849,-0.123623244,0.3476876,0.0179148,0.3297728
61,-0.655753,-0.84494984,"('illogical', 'logical')",0.6011023,0.45512003,0.5455614,0.51934224,0.1636369,0.0431708,0.1204661
15,0.62958705,0.3009549,"('boring', 'funny')",0.23468158,0.08315398,0.5908338,0.4366634,0.4850341,0.2735908,0.2114433
80,-0.6191552,-0.617064,"('dominated', 'dominating')",0.62915087,0.4989466,-0.56766105,-0.5371363,-0.1858885,-0.2184179,0.0325294
70,-0.59956723,-0.9020707,"('lethargic', 'energetic')",0.9969397,0.7744614,1.0693356,1.184481,0.4889027,0.3522906,0.1366121
64,-0.59089065,-0.25297743,"('shy', 'confident')",0.6047269,0.79785305,-6.8537636,-6.981771,-2.2799757,-2.1456318,-0.1343439
42,0.5862401,0.23616228,"('unreliable', 'reliable')",0.92959374,0.72711337,-3.0025654,-2.9781299,-0.4955772,-0.6716181,0.1760409
14,-0.5853695,-0.80938566,"('antisocial', 'social')",2.050725,1.7453235,-0.06409355,-0.22423574,0.4670873,0.237234,0.2298533
60,-0.56712955,-0.73055166,"('inefficient', 'efficient')",1.7759196,1.6976006,0.4700851,0.45735458,0.5596251,0.4748012,0.0848239
62,-0.5618021,-0.75917643,"('incompetent', 'brilliant')",1.9220419,1.8596239,0.93359077,0.933445,0.7646101,0.6779641,0.086646
31,-0.55845165,-0.2701783,"('evil', 'good')",-1.5379591,-1.3301443,-1.7389983,-1.6203002,-1.2784697,-1.0735409,-0.2049288
11,-0.5205984,-1.0891908,"('unhelpful', 'helpful')",1.1613476,0.86432254,2.1792989,2.088355,0.940016,0.6211623,0.3188537
50,0.5128792,0.46384534,"('clumsy', 'skillful')",-0.48652938,-0.47789288,0.6855341,0.7555071,0.2372946,0.2471532,-0.0098586
55,-0.51195616,-0.85891193,"('incompetent', 'clever')",1.6634443,1.4628671,0.37600708,0.37053645,0.509165,0.3248306,0.1843344
30,-0.51141965,-0.83254534,"('intolerant', 'tolerant')",1.5286508,1.36512,0.9676925,0.86945623,0.6616412,0.4673436,0.1942976
19,-0.48969328,-0.5703585,"('inhospitable', 'hospitable')",-1.0539834,-0.9516943,-0.2126849,-0.3619896,-0.5854539,-0.6280141,0.0425602
56,-0.4895399,-0.9283248,"('impractical', 'practical')",1.9490045,1.5560806,0.50187236,0.39466643,0.653779,0.3408074,0.3129716
35,0.48642495,0.9851611,"('corrupt', 'incorrupt')",-2.3666477,-2.0355673,-1.1239486,-0.990095,-1.0013905,-0.680167,-0.3212235
13,-0.46955806,-0.9817421,"('impolite', 'polite')",0.4130156,0.0749556,-0.21501863,-0.28982714,-0.0905204,-0.3988712,0.3083508
37,-0.45153823,-0.13903478,"('fake', 'genuine')",-0.3397001,-0.26639473,0.10052213,0.43382573,-0.2302387,0.0094654,-0.2397041
26,0.4283752,0.13799389,"('hardhearted', 'benevolent')",1.6744711,1.6396612,0.8346352,0.832074,0.9791605,0.8699097,0.1092508
20,-0.42214867,-0.21580635,"('rough', 'thoughtful')",0.66090506,0.67701894,0.055339396,0.2138854,0.0980319,0.2250326,-0.1270007
3,-0.42172247,-0.5512473,"('repellent', 'pleasant')",1.8016976,1.6907265,0.90104675,1.0283608,0.7603406,0.7226133,0.0377273
1,-0.4162698,-0.9116137,"('unfriendly', 'friendly')",-0.22665857,-0.29739952,1.4386483,1.5900732,0.26524,0.12702,0.13822
25,0.3692355,0.25097176,"('egoistic', 'altruistic')",0.48315492,0.53889257,0.9668015,0.91440964,0.6063973,0.5680913,0.038306
12,-0.36853945,-0.76210856,"('unsupportive', 'supportive')",0.43612558,0.34932503,-1.779196,-1.7923253,-0.5705366,-0.7350363,0.1644997
34,-0.35922334,-0.46534055,"('mean', 'honorable')",0.71249545,0.67455256,6.09959,6.3336887,2.1509539,2.1809669,-0.030013
59,0.3450545,0.50981545,"('foolish', 'wise')",-1.2983232,-1.1365815,-0.27164996,-0.048045557,-0.4083062,-0.2249372,-0.183369
63,-0.32708913,-0.7421071,"('unperceptive', 'insightful')",0.7371431,0.7696461,1.6537095,1.4985542,0.6879212,0.5086977,0.1792235
17,-0.29980937,-0.40553877,"('nasty', 'nice')",0.10573198,-0.18304005,-0.8669856,-0.95619094,-0.3536877,-0.5149233,0.1612356
54,-0.29364544,-0.6721032,"('incapable', 'capable')",-0.2654124,-0.3264085,1.6695861,1.6475625,0.3701761,0.2163503,0.1538258
79,-0.29215175,-0.4184615,"('wavering', 'unwavering')",-2.2479053,-2.1991622,-0.059078358,-0.15512624,-0.8663785,-0.92425,0.0578715
76,-0.27536818,-0.4515435,"('anxious', 'daring')",0.23495808,0.17630304,0.31187102,0.20716944,0.090487,-0.0226903,0.1131773
46,-0.27121472,-0.6831661,"('uncompetitive', 'competitive')",0.66117465,0.44947356,-0.12929296,-0.3076232,0.086889,-0.1804386,0.2673276
39,-0.26928237,-0.2948352,"('exploitative', 'cooperative')",1.2480247,1.2906224,-0.23464338,-0.23370202,0.248033,0.2540284,-0.0059954
8,0.24774773,-0.174896,"('unaffectionate', 'affectionate')",-0.9832271,-1.1348363,0.9487085,0.9818163,0.0710764,-0.1093053,0.1803817
72,0.24642126,0.07189198,"('unambitious', 'ambitious')",-0.30580872,-0.2810476,0.14853086,0.09994926,0.0297145,-0.0364021,0.0661166
49,-0.22770908,-0.43508157,"('unable', 'able')",0.14953884,0.14373761,0.2176747,0.2762708,0.0465015,-0.0050244,0.0515259
83,-0.21554781,-0.23308758,"('powerless', 'powerful')",-0.15429452,-0.20161651,-1.2524533,-1.2253488,-0.5407652,-0.553351,0.0125858
82,0.2141282,-0.4001871,"('poor', 'rich')",0.40931478,0.33767748,6.939779,6.911751,2.521074,2.2830804,0.2379936
21,-0.21227594,-0.58625376,"('immoral', 'moral')",1.5902569,1.4518949,0.37071186,0.17753445,0.5828976,0.3477252,0.2351724
58,-0.19803438,-0.2692346,"('undiscriminating', 'discriminating')",0.63521194,0.74946904,-0.54037976,-0.39608306,-0.0344007,0.0280505,-0.0624512
6,0.1883774,0.10986161,"('distant', 'open')",-2.6625757,-2.5469704,-0.80651844,-0.7711378,-1.0935723,-1.0694155,-0.0241568
5,0.18032113,0.10550078,"('distant', 'outgoing')",-1.6664582,-1.5081394,-1.0859536,-1.0478911,-0.8573635,-0.8168432,-0.0405203
32,-0.1719333,-0.82966727,"('unkind', 'kind')",1.3319678,0.95208174,1.618293,1.4560148,0.9261092,0.5261431,0.3999661
84,0.15452562,0.44151884,"('inferior', 'superior')",0.097071156,0.47500286,0.07463464,0.33434328,0.1087438,0.416955,-0.3082112
38,-0.14281783,-0.6316622,"('untruthful', 'truthful')",-0.7059613,-0.8713505,1.299623,0.9986065,0.1502813,-0.1681354,0.3184167
88,-0.13668178,-0.60436696,"('low', 'eminent')",-0.32128298,-0.38849866,0.20258117,-0.027957633,-0.0851279,-0.3402744,0.2551465
16,-0.13024704,-0.34570038,"('unpopular', 'popular')",-0.89417666,-1.0024911,0.5976339,0.41791353,-0.1422633,-0.3100926,0.1678293
78,-0.12882385,-0.32396317,"('nonresilient', 'resilient')",0.17049389,0.06473627,0.13806427,0.05226589,0.0599114,-0.068987,0.1288984
51,-0.12560359,-0.6599497,"('uneducated', 'educated')",0.7961385,0.68608123,1.2815834,1.1542358,0.6507061,0.3934558,0.2572503
22,0.12237282,-0.14089145,"('untrustworthy', 'trustworthy')",0.8544733,0.7123925,-0.55801463,-0.6760082,0.1396105,-0.0348357,0.1744462
68,-0.118237376,0.026415948,"('dependent', 'independent')",-0.33015224,-0.22813359,-0.50266933,-0.51617724,-0.3170197,-0.2392983,-0.0777214
18,0.115196295,-0.15995532,"('disagreeable', 'welcoming')",-0.11425379,-0.03598854,-0.20934789,-0.2238962,-0.0694685,-0.1399467,0.0704782
36,0.111067146,0.06836985,"('hostile', 'amicable')",-1.9634951,-1.9324216,-1.2095114,-1.1301965,-1.0206464,-0.9980827,-0.0225637
27,-0.09895969,0.12132009,"('hardhearted', 'softhearted')",-0.1615355,-0.096177466,1.1825389,1.3434896,0.3073479,0.4562108,-0.1488629
44,0.09542899,0.47000837,"('prejudiced', 'unprejudiced')",-0.48899034,-0.38684702,-1.2246877,-1.230823,-0.5394164,-0.3825539,-0.1568625
52,0.089068756,0.16924436,"('irrational', 'rational')",-1.8804135,-1.7238507,0.30980366,0.35445756,-0.4938471,-0.4000496,-0.0937975
41,0.08119973,-0.35711542,"('unforgiving', 'forgiving')",0.5511869,0.30929995,0.2404406,-0.022412844,0.2909424,-0.0234094,0.3143518
33,0.053571053,-0.12560588,"('wrong', 'right')",-0.04447549,-0.04280623,-0.36015838,-0.41231918,-0.1170209,-0.1935771,0.0765562
74,0.048335046,-0.26590544,"('undedicated', 'dedicated')",0.7057805,0.67969525,0.20332293,-0.023604622,0.3191462,0.1300617,0.1890845
71,-0.037752725,-0.3092818,"('diffident', 'self-confident')",0.2622761,0.17057511,-0.22600171,-0.17620754,-0.0004928,-0.1049714,0.1044786
67,-0.018588841,0.19138801,"('doubtful', 'determined')",0.0013647806,0.05097136,-0.3662655,-0.39263266,-0.1278299,-0.0500911,-0.0777388
40,-0.010757737,-0.08924386,"('stingy', 'generous')",0.36133802,0.5153342,-1.525239,-1.5269003,-0.3915529,-0.3669366,-0.0246163
69,-0.0058901776,0.5519054,"('lazy', 'industrious')",-0.16235882,0.031151962,-1.8744912,-1.7584542,-0.6809134,-0.391799,-0.2891144
