,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,male-female
16,0.8573637,0.7926794,"('unpopular', 'popular')",0.6568236,0.43139797,-0.43199158,-0.42813092,0.3607319,0.2653155,0.0954164
22,-0.82503957,-0.94230694,"('untrustworthy', 'trustworthy')",-0.5197898,-0.5898898,-0.26630306,-0.40574977,-0.5370441,-0.6459822,0.1089381
84,0.8086864,0.77781194,"('inferior', 'superior')",0.38989335,0.44496125,0.9390171,0.81117547,0.7125323,0.6779829,0.0345494
39,-0.79692936,-0.70800596,"('exploitative', 'cooperative')",0.010680586,0.03139891,0.8209915,0.80003464,0.0115809,0.0411425,-0.0295616
52,0.77651584,0.59141314,"('irrational', 'rational')",1.0115291,0.92795837,-0.052809887,-0.09527155,0.5784117,0.4747,0.1037117
24,-0.7634187,-0.7800329,"('dishonest', 'honest')",-0.21443024,-0.22123146,1.1588986,1.2268318,0.0603499,0.0751892,-0.0148393
29,0.7208108,0.5205086,"('unfair', 'fair')",0.1862658,0.07170533,-0.35251462,-0.39608538,0.184854,0.0653762,0.1194778
54,0.703648,0.58894485,"('incapable', 'capable')",1.2177211,1.0420678,1.2538669,1.2328676,1.058412,0.9546267,0.1037853
27,0.669507,0.5021957,"('hardhearted', 'softhearted')",0.24102557,0.16940719,0.638986,0.72110814,0.5165062,0.464237,0.0522692
61,-0.6688677,-0.73030466,"('illogical', 'logical')",0.9794014,0.84473443,0.31687135,0.1533298,0.209135,0.0892532,0.1198818
18,0.63129115,0.57781994,"('disagreeable', 'welcoming')",-0.3778894,-0.39978525,-1.3919958,-1.1932479,-0.3795313,-0.3384044,-0.0411269
42,0.5942977,0.6835947,"('unreliable', 'reliable')",1.101388,1.227767,-1.7021751,-1.8400593,-0.0021632,0.0237675,-0.0259307
51,-0.5824129,-0.5801433,"('uneducated', 'educated')",-0.20160672,-0.2557139,0.69700044,0.50280875,-0.0290064,-0.1110161,0.0820097
4,0.56626946,0.4440798,"('disliked', 'liked')",1.7133679,1.7755657,-6.422436,-6.62644,-1.380933,-1.4689315,0.0879985
49,-0.56459224,-0.51863396,"('unable', 'able')",-0.85383266,-0.76239306,-0.42407757,-0.24641556,-0.6141675,-0.5091476,-0.1050199
25,0.5595849,0.44306323,"('egoistic', 'altruistic')",0.83347774,0.72948074,0.7516835,0.8938341,0.7149154,0.6887927,0.0261227
50,0.5244297,0.5229855,"('clumsy', 'skillful')",0.3423439,0.26185155,-0.09081184,-0.33585477,0.2586539,0.1496608,0.1089931
73,0.5215674,0.77001077,"('helpless', 'self-reliant')",0.5690698,0.7867528,-3.0056238,-2.9989524,-0.6383289,-0.4807296,-0.1575993
67,0.4728237,0.63450515,"('doubtful', 'determined')",0.21477427,0.33879095,0.18663877,0.20126267,0.2914123,0.3915196,-0.1001073
17,0.47196996,0.40014648,"('nasty', 'nice')",0.6844544,0.72402614,-0.17576346,-0.23154849,0.3268869,0.2975414,0.0293455
58,0.4389508,0.31488842,"('undiscriminating', 'discriminating')",0.30115876,0.21689902,0.55971396,0.14956352,0.4332745,0.227117,0.2061575
88,-0.43307012,-0.3860949,"('low', 'eminent')",0.0043989066,0.0033604,-0.5277318,-0.4633412,-0.318801,-0.2820252,-0.0367758
12,-0.36414158,-0.5498484,"('unsupportive', 'supportive')",1.3756984,1.418425,-1.0775013,-1.2222537,-0.0219815,-0.1178924,0.0959109
78,0.3211176,0.24719608,"('nonresilient', 'resilient')",-0.007359367,-0.16678913,0.33179057,0.05607622,0.2151829,0.0454944,0.1696885
53,0.29040337,0.35173935,"('uncreative', 'creative')",1.4520334,1.4016699,1.2181288,1.1969479,0.9868552,0.9834523,0.0034029
74,-0.25362864,-0.40569353,"('undedicated', 'dedicated')",1.0950603,1.2050416,0.5483309,0.39475906,0.4632542,0.3980357,0.0652185
68,0.22566827,0.2943694,"('dependent', 'independent')",0.19515248,-0.014486019,-1.2990214,-1.4278959,-0.2927336,-0.3826708,0.0899372
8,-0.21461636,-0.4703284,"('unaffectionate', 'affectionate')",0.6622761,0.7078,0.54796374,0.74408364,0.3318745,0.3271851,0.0046894
34,0.20396806,0.19438629,"('mean', 'honorable')",0.19947913,0.009978116,4.944709,5.112041,1.7827187,1.7721351,0.0105836
20,-0.20151265,-0.22943592,"('rough', 'thoughtful')",0.10008648,0.052542817,0.27198356,0.13816582,0.0568525,-0.0129091,0.0697616
87,0.20141846,0.15766197,"('unsuccessful', 'successful')",0.34432995,0.26179948,0.24141234,0.08352244,0.2623869,0.1676613,0.0947256
40,-0.19068667,-0.24739805,"('stingy', 'generous')",0.33704135,0.33790082,-2.3512993,-2.374906,-0.7349815,-0.7614678,0.0264863
44,-0.18274093,0.14182462,"('prejudiced', 'unprejudiced')",-1.0120418,-0.7818676,-1.7547152,-1.5316954,-0.983166,-0.7239128,-0.2592532
83,-0.12079126,-0.19680502,"('powerless', 'powerful')",0.27238148,0.3002215,-0.6612746,-0.77066314,-0.1698948,-0.2224155,0.0525207
64,-0.09390984,-0.08257228,"('shy', 'confident')",-0.028255295,-0.045786902,-4.919445,-5.2248454,-1.6805367,-1.7844016,0.1038649
1,0.08943399,-0.19844092,"('unfriendly', 'friendly')",1.0123616,0.85084355,1.2796742,1.4077413,0.7938232,0.6867146,0.1071086
2,-0.055880167,0.020831585,"('unlikable', 'likable')",0.49216083,0.5455588,0.2138889,0.4287172,0.2167232,0.3317025,-0.1149793
38,-0.032551613,-0.15960294,"('untruthful', 'truthful')",0.10320759,0.14421931,0.12405039,0.14831884,0.0649021,0.0443117,0.0205904
37,0.020387229,0.14089708,"('fake', 'genuine')",0.5014152,0.35269934,0.42600134,0.31446734,0.3159346,0.2693546,0.04658
9,0.008292802,-0.18589798,"('unaffectionate', 'caring')",1.4448653,1.4537494,1.4065732,1.4786195,0.9532437,0.9154903,0.0377534
