,loews_male,loews_female,tuple,corp_male,corp_female,average_male,average_female,male-female
32,-0.8641971,-0.8915889,"('unkind', 'kind')",0.5851669,0.54667485,-0.1395151,-0.172457,0.0329419
65,-0.8229954,-0.8402463,"('insecure', 'secure')",-0.2912287,-0.35168633,-0.5571121,-0.5959663,0.0388542
26,0.796999,0.58880216,"('hardhearted', 'benevolent')",1.9831538,1.926107,1.3900764,1.2574546,0.1326218
29,-0.7803557,-0.8785048,"('unfair', 'fair')",-0.2660035,-0.34400046,-0.5231796,-0.6112527,0.0880731
81,-0.7407354,-0.52372324,"('submissive', 'aggressive')",-0.9345857,-0.8348876,-0.8376606,-0.6793054,-0.1583552
39,0.72967315,0.72470236,"('exploitative', 'cooperative')",-0.03137279,0.009644665,0.3491502,0.3671735,-0.0180233
38,-0.7187493,-0.7551409,"('untruthful', 'truthful')",-0.054789957,-0.15438399,-0.3867696,-0.4547625,0.0679929
27,-0.70015,-0.61625606,"('hardhearted', 'softhearted')",0.99474365,0.99402773,0.1472968,0.1888858,-0.041589
42,0.69721997,0.72584575,"('unreliable', 'reliable')",-3.5103798,-3.1764781,-1.40658,-1.2253162,-0.1812638
70,-0.6918802,-0.7090898,"('lethargic', 'energetic')",0.10234138,0.06327364,-0.2947694,-0.3229081,0.0281387
4,0.67483175,0.4614246,"('disliked', 'liked')",-6.6333523,-6.4762173,-2.9792602,-3.0073962,0.028136
43,-0.668597,-0.7781048,"('irresponsible', 'responsible')",0.37818173,0.32238415,-0.1452076,-0.2278603,0.0826527
15,0.6308466,0.6292871,"('boring', 'funny')",0.07472746,0.15114065,0.352787,0.3902139,-0.0374269
12,-0.60455924,-0.6175477,"('unsupportive', 'supportive')",-2.1022983,-1.9980212,-1.3534287,-1.3077844,-0.0456443
63,-0.5922421,-0.59850794,"('unperceptive', 'insightful')",0.79408926,0.7461373,0.1009236,0.0738147,0.0271089
22,-0.5749581,-0.74420273,"('untrustworthy', 'trustworthy')",-0.97342074,-1.1054094,-0.7741894,-0.9248061,0.1506167
5,0.5659052,0.3388504,"('distant', 'outgoing')",-0.19775112,-0.34950826,0.1840771,-0.0053289,0.189406
36,0.5422415,0.3668777,"('hostile', 'amicable')",-0.012407681,-0.3353549,0.2649169,0.0157614,0.2491555
76,-0.50512636,-0.43032968,"('anxious', 'daring')",-0.39991575,-0.24221411,-0.4525211,-0.3362719,-0.1162492
49,-0.47831443,-0.61373997,"('unable', 'able')",-0.085619695,-0.3520854,-0.2819671,-0.4829127,0.2009456
33,0.470874,0.54893935,"('wrong', 'right')",-0.8967597,-0.8358612,-0.2129428,-0.1434609,-0.0694819
20,-0.4681716,-0.40561187,"('rough', 'thoughtful')",1.028516,0.9376507,0.2801722,0.2660194,0.0141528
62,-0.44340193,-0.57891583,"('incompetent', 'brilliant')",0.41743675,0.3679013,-0.0129826,-0.1055073,0.0925247
16,-0.43373886,-0.32359844,"('unpopular', 'popular')",0.27733713,0.26160106,-0.0782009,-0.0309987,-0.0472022
87,0.41803476,0.36135954,"('unsuccessful', 'successful')",1.1462147,1.2280788,0.7821248,0.7947192,-0.0125944
2,0.39356932,0.37295377,"('unlikable', 'likable')",0.20319997,0.43022364,0.2983846,0.4015887,-0.1032041
59,0.34068626,0.49395195,"('foolish', 'wise')",0.033700634,0.09908682,0.1871935,0.2965194,-0.1093259
75,0.3368229,0.34513164,"('meek', 'impulsive')",-0.43068975,-0.43540242,-0.0469334,-0.0451354,-0.001798
41,-0.33218956,-0.41386652,"('unforgiving', 'forgiving')",-0.17187417,-0.24159889,-0.2520319,-0.3277327,0.0757008
6,0.33128104,0.13047816,"('distant', 'open')",-0.27903834,-0.4969509,0.0261213,-0.1832364,0.2093577
37,-0.31262317,-0.30326527,"('fake', 'genuine')",0.043800525,0.012705088,-0.1344113,-0.1452801,0.0108688
9,-0.30581522,-0.55415964,"('unaffectionate', 'caring')",1.2633309,1.0081785,0.4787579,0.2270094,0.2517485
54,-0.28605533,-0.33348882,"('incapable', 'capable')",0.68039125,0.62491226,0.197168,0.1457117,0.0514563
14,0.2679419,0.17907606,"('antisocial', 'social')",-0.15020284,-0.15123773,0.0588695,0.0139192,0.0449503
58,0.23755713,-0.1458005,"('undiscriminating', 'discriminating')",0.5958795,0.40637076,0.4167183,0.1302851,0.2864332
50,-0.22009014,-0.043291856,"('clumsy', 'skillful')",0.059738427,0.07173084,-0.0801759,0.0142195,-0.0943954
19,-0.2055562,-0.10729373,"('inhospitable', 'hospitable')",-0.3634734,-0.25059262,-0.2845148,-0.1789432,-0.1055716
74,-0.18217851,-0.24609777,"('undedicated', 'dedicated')",-0.31220493,-0.33410588,-0.2471917,-0.2901018,0.0429101
30,-0.16194102,-0.10171749,"('intolerant', 'tolerant')",0.5760282,0.6725717,0.2070436,0.2854271,-0.0783835
44,-0.15423009,-0.18217513,"('prejudiced', 'unprejudiced')",-1.52724,-1.4845569,-0.8407351,-0.833366,-0.0073691
83,-0.14212976,-0.27274665,"('powerless', 'powerful')",-0.8913822,-1.0043663,-0.516756,-0.6385565,0.1218005
84,-0.14128369,-0.33148485,"('inferior', 'superior')",1.2599394,1.0559585,0.5593278,0.3622368,0.197091
66,0.13675502,-0.0641927,"('inactive', 'active')",0.5091411,0.4572729,0.322948,0.1965401,0.1264079
31,0.13315253,0.0875462,"('evil', 'good')",-0.79624045,-0.8106196,-0.331544,-0.3615367,0.0299927
47,-0.11578759,0.06257672,"('stupid', 'smart')",5.1526785,4.955691,2.5184455,2.5091338,0.0093117
64,-0.11196026,-0.29465753,"('shy', 'confident')",-6.7687197,-6.352967,-3.44034,-3.3238122,-0.1165278
17,0.10280071,0.09244954,"('nasty', 'nice')",-0.5002346,-0.52870035,-0.1987169,-0.2181254,0.0194085
71,0.099889934,-0.11478917,"('diffident', 'self-confident')",0.75429356,0.53000623,0.4270917,0.2076085,0.2194832
34,-0.097477235,-0.061572257,"('mean', 'honorable')",5.9321437,5.60257,2.9173331,2.770499,0.1468341
40,-0.09062541,-0.16512346,"('stingy', 'generous')",-1.4062655,-1.4947714,-0.7484455,-0.8299474,0.0815019
8,0.0829075,-0.16962305,"('unaffectionate', 'affectionate')",0.7818106,0.57984823,0.432359,0.2051126,0.2272464
80,-0.07973963,-0.14238936,"('dominated', 'dominating')",-0.62967366,-0.5357395,-0.3547066,-0.3390644,-0.0156422
67,0.07883118,0.34612313,"('doubtful', 'determined')",-0.5923349,-0.44350895,-0.2567519,-0.0486929,-0.208059
56,0.06977369,0.017785944,"('impractical', 'practical')",-0.4953383,-0.5392276,-0.2127823,-0.2607208,0.0479385
79,0.05212859,0.025653403,"('wavering', 'unwavering')",-0.041856058,-0.1887083,0.0051363,-0.0815274,0.0866637
25,-0.038341153,0.10455571,"('egoistic', 'altruistic')",0.9146831,0.9577886,0.438171,0.5311722,-0.0930012
52,0.002147574,0.15945697,"('irrational', 'rational')",-0.1865813,-0.2400192,-0.0922169,-0.0402811,-0.0519358
