,3m_male,3m_female,tuple,co_male,co_female,average_male,average_female,male-female
28,-0.47341198,-0.53847903,"('disloyal', 'loyal')",1.1972543,1.1748809,0.3619212,0.3182009,0.0437203
24,-0.47157815,-0.5266422,"('dishonest', 'honest')",1.1207366,1.2811488,0.3245792,0.3772533,-0.0526741
46,0.4213404,0.2549286,"('uncompetitive', 'competitive')",-0.3264302,-0.54849154,0.0474551,-0.1467815,0.1942366
83,0.41444045,0.22891703,"('powerless', 'powerful')",-0.94672793,-0.9850122,-0.2661437,-0.3780476,0.1119039
78,-0.4098398,-0.4787824,"('nonresilient', 'resilient')",0.17818493,0.09525362,-0.1158274,-0.1917644,0.075937
26,-0.40600094,-0.5398985,"('hardhearted', 'benevolent')",1.0552658,0.8340709,0.3246324,0.1470862,0.1775462
13,0.39116815,0.5251983,"('impolite', 'polite')",-0.3237706,-0.06729726,0.0336988,0.2289505,-0.1952517
68,-0.39082992,-0.29312104,"('dependent', 'independent')",-1.0756019,-0.8495596,-0.7332159,-0.5713403,-0.1618756
12,0.38574976,0.21904859,"('unsupportive', 'supportive')",-1.900372,-1.8619028,-0.7573111,-0.8214271,0.064116
7,0.37675577,0.27553698,"('insensitive', 'sensitive')",0.41680554,0.603013,0.3967807,0.439275,-0.0424943
88,-0.37110332,-0.65296465,"('low', 'eminent')",-0.02243175,-0.09040304,-0.1967675,-0.3716838,0.1749163
48,-0.3387987,-0.049943104,"('unintelligent', 'intelligent')",0.10966973,0.44399807,-0.1145645,0.1970275,-0.311592
15,0.3049648,0.09485505,"('boring', 'funny')",0.12375106,0.12681754,0.2143579,0.1108363,0.1035216
77,0.29701856,0.27115038,"('unmotivated', 'motivated')",-0.63279814,-0.7001724,-0.1678898,-0.214511,0.0466212
41,0.28980887,0.34016123,"('unforgiving', 'forgiving')",-0.40303496,-0.4553662,-0.056613,-0.0576025,0.0009895
27,-0.28861967,-0.307707,"('hardhearted', 'softhearted')",0.32653752,0.5003049,0.0189589,0.0962989,-0.07734
10,0.28365195,0.14894599,"('unsympathetic', 'sympathetic')",0.09216967,0.13760561,0.1879108,0.1432758,0.044635
82,-0.25790933,-0.29936358,"('poor', 'rich')",6.458177,6.4832854,3.1001339,3.0919609,0.008173
58,0.23724216,0.34121794,"('undiscriminating', 'discriminating')",0.14338136,0.03115629,0.1903118,0.1861871,0.0041247
29,0.22032568,0.25190386,"('unfair', 'fair')",-0.82330877,-0.80370504,-0.3014916,-0.2759006,-0.025591
59,0.21239209,0.087260835,"('foolish', 'wise')",0.16847786,0.17357856,0.190435,0.1304197,0.0600153
37,0.20302367,0.2931366,"('fake', 'genuine')",0.12986532,0.35122186,0.1664445,0.3221792,-0.1557347
33,0.15138994,0.16319226,"('wrong', 'right')",-0.7581528,-0.69246775,-0.3033814,-0.2646377,-0.0387437
71,-0.13984522,-0.28570518,"('diffident', 'self-confident')",0.84937465,0.7010959,0.3547647,0.2076954,0.1470693
3,0.13161771,0.13722143,"('repellent', 'pleasant')",0.55392396,0.52482927,0.3427708,0.3310254,0.0117454
57,-0.12203777,-0.2685331,"('unimaginative', 'imaginative')",-3.2338827,-3.3546863,-1.6779602,-1.8116097,0.1336495
0,0.07642888,-0.030301094,"('unsociable', 'sociable')",0.22188269,0.09605507,0.1491558,0.032877,0.1162788
69,0.06702356,-0.008725502,"('lazy', 'industrious')",-1.3918362,-1.5407219,-0.6624063,-0.7747237,0.1123174
49,0.06321011,0.15316144,"('unable', 'able')",-0.34995836,-0.1822721,-0.1433741,-0.0145553,-0.1288188
54,-0.06002274,-0.4117901,"('incapable', 'capable')",1.1055754,1.0180197,0.5227764,0.3031148,0.2196616
