,carnival_male,carnival_female,tuple,plc_male,plc_female,average_male,average_female,male-female
21,1.2327316,1.7532709,"('immoral', 'moral')",-1.4403176,-1.3914982,-0.103793,0.1808863,-0.2846793
10,1.1884589,1.7616309,"('unsympathetic', 'sympathetic')",-0.66702694,-0.6408985,0.260716,0.5603662,-0.2996502
85,-1.1669533,-1.7751348,"('insignificant', 'prestigious')",0.20233414,0.19374768,-0.4823096,-0.7906936,0.308384
13,1.1052144,1.6343905,"('impolite', 'polite')",-0.8017404,-0.6640309,0.151737,0.4851798,-0.3334428
32,1.0471401,1.3433241,"('unkind', 'kind')",0.6278037,0.61511093,0.8374719,0.9792175,-0.1417456
24,1.0241684,1.1817758,"('dishonest', 'honest')",0.60217637,0.6482894,0.8131723,0.9150326,-0.1018603
25,-1.016972,-1.1471288,"('egoistic', 'altruistic')",1.625769,1.7674046,0.3043985,0.3101379,-0.0057394
17,-1.0103695,-0.9007553,"('nasty', 'nice')",-0.76480967,-0.6193104,-0.8875896,-0.7600328,-0.1275568
76,1.0033236,1.4349021,"('anxious', 'daring')",-0.5188011,-0.4625935,0.2422612,0.4861543,-0.2438931
9,0.9717451,0.8047646,"('unaffectionate', 'caring')",1.3494256,1.4699051,1.1605853,1.1373348,0.0232505
86,0.94399935,1.2737576,"('uninfluential', 'influential')",0.027288698,-0.18366401,0.485644,0.5450468,-0.0594028
53,-0.79260564,-0.69229144,"('uncreative', 'creative')",0.57222384,0.4740139,-0.1101909,-0.1091388,-0.0010521
63,0.7637704,1.0153182,"('unperceptive', 'insightful')",0.6540786,0.45679143,0.7089245,0.7360548,-0.0271303
80,0.71718365,0.90991735,"('dominated', 'dominating')",-0.31153,-0.6505751,0.2028268,0.1296711,0.0731557
77,0.7031964,0.85224414,"('unmotivated', 'motivated')",-1.1001767,-1.2473556,-0.1984901,-0.1975557,-0.0009344
11,0.68745095,0.9940499,"('unhelpful', 'helpful')",1.4479939,1.53559,1.0677224,1.26482,-0.1970976
29,-0.6531423,-0.75590247,"('unfair', 'fair')",-0.27617446,-0.29265645,-0.4646584,-0.5242795,0.0596211
57,0.5991791,0.8674662,"('unimaginative', 'imaginative')",-2.2948964,-2.7642016,-0.8478587,-0.9483677,0.100509
33,-0.592306,-0.7568201,"('wrong', 'right')",0.3355564,0.26256374,-0.1283748,-0.2471282,0.1187534
51,0.5880983,1.0401304,"('uneducated', 'educated')",0.034554325,-0.097629964,0.3113263,0.4712502,-0.1599239
3,0.55706584,0.7268802,"('repellent', 'pleasant')",-0.09372998,-0.05832997,0.2316679,0.3342751,-0.1026072
67,-0.47756645,-0.36849335,"('doubtful', 'determined')",-0.45297003,-0.41151416,-0.4652683,-0.3900037,-0.0752646
38,-0.4718137,-0.4232961,"('untruthful', 'truthful')",0.07054944,0.046779677,-0.2006321,-0.1882582,-0.0123739
58,0.46693334,0.44235504,"('undiscriminating', 'discriminating')",0.6527569,0.40115678,0.5598451,0.4217559,0.1380892
78,0.46364796,0.49063316,"('nonresilient', 'resilient')",0.0918961,-0.0065799244,0.277772,0.2420266,0.0357454
45,0.45985544,0.76068497,"('incompetent', 'competent')",0.4158116,0.20076701,0.4378335,0.480726,-0.0428925
15,0.4519165,0.34057903,"('boring', 'funny')",0.1949542,0.154922,0.3234353,0.2477505,0.0756848
41,0.45171908,0.7860303,"('unforgiving', 'forgiving')",0.46488684,0.33480656,0.458303,0.5604184,-0.1021154
47,-0.42777196,-0.33729035,"('stupid', 'smart')",5.249368,5.5423346,2.4107981,2.6025221,-0.191724
71,0.42035303,0.23229413,"('diffident', 'self-confident')",0.5210035,0.5416494,0.4706783,0.3869718,0.0837065
27,0.4203137,0.32445395,"('hardhearted', 'softhearted')",1.0021524,1.0687046,0.7112331,0.6965793,0.0146538
68,-0.41219696,-0.4320674,"('dependent', 'independent')",-1.1279669,-1.0785363,-0.7700819,-0.7553018,-0.0147801
88,0.40150836,0.57161033,"('low', 'eminent')",0.33332056,0.29429287,0.3674145,0.4329516,-0.0655371
87,0.3859306,0.34644085,"('unsuccessful', 'successful')",0.96961445,0.8768454,0.6777725,0.6116431,0.0661294
61,0.38218996,0.50545704,"('illogical', 'logical')",0.5673177,0.58831495,0.4747539,0.546886,-0.0721321
64,-0.33668107,-0.17868271,"('shy', 'confident')",-6.206742,-6.6623373,-3.2717113,-3.4205101,0.1487988
54,-0.2979316,-0.38473976,"('incapable', 'capable')",1.127495,1.2262394,0.4147817,0.4207498,-0.0059681
1,-0.27384052,-0.29634497,"('unfriendly', 'friendly')",2.3034012,2.3339465,1.0147804,1.0188007,-0.0040203
42,0.26290718,0.46810335,"('unreliable', 'reliable')",-2.8782802,-3.0140257,-1.3076864,-1.2729611,-0.0347253
34,0.254428,0.25918323,"('mean', 'honorable')",4.600307,4.9496574,2.4273674,2.6044204,-0.177053
20,-0.24797526,-0.24971649,"('rough', 'thoughtful')",0.9514235,0.8781804,0.3517241,0.3142319,0.0374922
84,0.24446955,0.2819404,"('inferior', 'superior')",0.39194766,0.43265295,0.3182086,0.3572967,-0.0390881
83,0.21100414,0.33906415,"('powerless', 'powerful')",-0.8460707,-0.9543011,-0.3175333,-0.3076185,-0.0099148
37,0.18898526,0.08857399,"('fake', 'genuine')",0.74533933,0.64095545,0.4671623,0.3647647,0.1023976
18,-0.18413109,0.013749421,"('disagreeable', 'welcoming')",-0.61646795,-0.44578567,-0.4002995,-0.2160181,-0.1842814
73,-0.15985766,-0.22345614,"('helpless', 'self-reliant')",-2.943513,-3.0760908,-1.5516853,-1.6497735,0.0980882
49,-0.12756528,-0.046825796,"('unable', 'able')",-0.8230108,-0.6964178,-0.475288,-0.3716218,-0.1036662
22,0.12238601,0.37662008,"('untrustworthy', 'trustworthy')",-0.75019616,-0.7388072,-0.3139051,-0.1810936,-0.1328115
28,0.10399147,0.15038149,"('disloyal', 'loyal')",0.93455714,0.9177549,0.5192743,0.5340682,-0.0147939
2,-0.081223056,-0.061679587,"('unlikable', 'likable')",0.26315105,0.37764242,0.090964,0.1579814,-0.0670174
82,-0.06791568,0.20167919,"('poor', 'rich')",5.833639,6.236024,2.8828616,3.2188516,-0.33599
40,-0.029326279,0.015308198,"('stingy', 'generous')",-2.1931458,-2.3834352,-1.111236,-1.1840636,0.0728276
8,0.020320319,-0.20089856,"('unaffectionate', 'affectionate')",1.0531952,1.1803596,0.5367578,0.4897305,0.0470273
