,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,male-female
83,-0.49364546,-0.4360461,"('powerless', 'powerful')",-1.4117432,-1.3231744,-0.9526943,-0.8796102,-0.0730841
75,0.4773184,0.6316279,"('meek', 'impulsive')",-0.7160298,-0.5855187,-0.1193557,0.0230546,-0.1424103
80,-0.41101822,-0.35021552,"('dominated', 'dominating')",-0.84219855,-0.70037377,-0.6266084,-0.5252947,-0.1013137
84,0.39236003,0.40542284,"('inferior', 'superior')",0.8681817,0.8119997,0.6302708,0.6087112,0.0215596
20,-0.37484074,-0.3519437,"('rough', 'thoughtful')",0.6583814,0.691061,0.1417703,0.1695587,-0.0277884
39,0.35022393,0.247893,"('exploitative', 'cooperative')",0.66923255,0.6677732,0.5097283,0.4578331,0.0518952
42,-0.3377167,-0.30159813,"('unreliable', 'reliable')",-3.773432,-3.501674,-2.0555744,-1.901636,-0.1539384
40,0.32060656,0.09885783,"('stingy', 'generous')",-1.982691,-2.2115092,-0.8310422,-1.0563257,0.2252835
54,0.3068453,0.21042779,"('incapable', 'capable')",1.0247809,1.0368637,0.6658131,0.6236457,0.0421674
34,-0.29296193,-0.28376654,"('mean', 'honorable')",5.5445523,5.638518,2.6257951,2.6773756,-0.0515805
17,-0.22468092,-0.1513146,"('nasty', 'nice')",-0.48795605,-0.50585115,-0.3563185,-0.3285829,-0.0277356
44,-0.19401333,0.03454242,"('prejudiced', 'unprejudiced')",-1.662668,-1.4710168,-0.9283407,-0.7182372,-0.2101035
18,0.17651188,-0.019785853,"('disagreeable', 'welcoming')",-0.60937417,-0.898798,-0.2164311,-0.4592919,0.2428608
37,0.17143916,0.13379143,"('fake', 'genuine')",0.37481466,0.51361096,0.2731269,0.3237012,-0.0505743
74,0.16073593,0.038595095,"('undedicated', 'dedicated')",0.1823819,0.17124686,0.1715589,0.104921,0.0666379
8,-0.15580653,-0.3377856,"('unaffectionate', 'affectionate')",1.1296805,1.033989,0.486937,0.3481017,0.1388353
78,0.1537677,-0.019929694,"('nonresilient', 'resilient')",0.19251132,0.15113133,0.1731395,0.0656008,0.1075387
87,-0.15085845,-0.15381078,"('unsuccessful', 'successful')",0.50457054,0.47762668,0.176856,0.1619079,0.0149481
9,-0.14229402,-0.35975417,"('unaffectionate', 'caring')",1.4948215,1.342522,0.6762637,0.4913839,0.1848798
27,-0.12992732,-0.24912564,"('hardhearted', 'softhearted')",1.2730079,0.96393526,0.5715403,0.3574048,0.2141355
2,-0.11924863,-0.22531368,"('unlikable', 'likable')",0.546618,0.45138192,0.2136847,0.1130341,0.1006506
15,0.11861106,0.25844207,"('boring', 'funny')",0.54641235,0.7653989,0.3325117,0.5119205,-0.1794088
67,0.11181511,0.24649595,"('doubtful', 'determined')",-0.41435242,-0.381594,-0.1512687,-0.067549,-0.0837197
47,0.08970554,0.10965386,"('stupid', 'smart')",5.0749197,5.0920463,2.5823126,2.6008501,-0.0185375
64,-0.08466343,-0.16498232,"('shy', 'confident')",-6.7706327,-6.8718724,-3.4276481,-3.5184274,0.0907793
16,0.066482276,0.012547489,"('unpopular', 'popular')",-0.2698959,-0.3502378,-0.1017068,-0.1688451,0.0671383
29,-0.04900969,0.048343945,"('unfair', 'fair')",-0.6497523,-0.72863686,-0.349381,-0.3401465,-0.0092345
1,-0.04186242,-0.23539296,"('unfriendly', 'friendly')",1.8588858,1.7695935,0.9085117,0.7671003,0.1414114
26,-0.010983892,-0.100031994,"('hardhearted', 'benevolent')",2.1188219,2.008001,1.053919,0.9539846,0.0999344
