,zions_male,zions_female,tuple,bancorporation_male,bancorporation_female,n_male,n_female,a_male,a_female,average_male,average_female,male-female
36,-0.74400926,-0.98938525,"('hostile', 'amicable')",1.5586747,1.3065908,-1.1295999,-1.323381,0.7337873,0.49888873,0.1047132,-0.1268217,0.2315349
17,-0.72907555,-0.6159062,"('nasty', 'nice')",0.22169739,0.30304587,-0.95378,-0.8265752,-0.88174725,-0.8436912,-0.5857264,-0.4957817,-0.0899447
80,0.7072516,0.8516801,"('dominated', 'dominating')",-0.39740005,-0.35762766,1.2569398,1.2134451,-0.6710748,-0.59285843,0.2239291,0.2786598,-0.0547307
23,0.70669365,0.8460791,"('insincere', 'sincere')",-0.35314244,-0.43084893,1.3158382,1.350981,6.26291,6.2161865,1.9830749,1.9955994,-0.0125245
47,-0.6944952,-0.69315094,"('stupid', 'smart')",0.22234678,0.23314574,1.3230114,1.2270446,5.6823864,5.6132603,1.6333123,1.5950749,0.0382374
40,0.6938751,0.77391034,"('stingy', 'generous')",0.99771136,0.95744205,0.08500116,0.3799691,-1.9090531,-1.7917604,-0.0331164,0.0798903,-0.1130067
42,0.6887883,0.7454546,"('unreliable', 'reliable')",0.6977391,0.6613354,-0.20064977,0.05937829,-3.852053,-3.633528,-0.6665438,-0.54184,-0.1247038
73,0.6832814,0.63784206,"('helpless', 'self-reliant')",1.1419044,1.1235746,-1.0968012,-0.8009226,-3.595102,-3.5380557,-0.7166793,-0.6443904,-0.0722889
53,-0.6675583,-0.70295,"('uncreative', 'creative')",-0.6633211,-0.85352504,-0.123314954,-0.09404928,0.56287885,0.54366004,-0.2228289,-0.2767161,0.0538872
21,0.6674008,0.5016482,"('immoral', 'moral')",-0.7314525,-0.8695564,1.8759832,1.6832726,0.08197643,0.14322227,0.473477,0.3646467,0.1088303
5,-0.6492852,-0.7721232,"('distant', 'outgoing')",0.5928536,0.58348733,-1.6857812,-1.6355265,-0.86571765,-0.89708364,-0.6519826,-0.6803116,0.028329
45,-0.636861,-0.30290055,"('incompetent', 'competent')",-1.6398398,-1.6023226,1.1679415,1.3985443,0.52788514,0.61676884,-0.1452185,0.0275225,-0.172741
25,-0.6250083,-0.98120433,"('egoistic', 'altruistic')",0.62451196,0.53386885,-0.16210535,-0.4439202,1.0923915,0.93940544,0.2324474,0.0120374,0.22041
41,0.611155,0.6557217,"('unforgiving', 'forgiving')",0.46316317,0.4009618,0.31343582,0.5543872,0.4452005,0.39481437,0.4582386,0.5014713,-0.0432327
52,-0.58101165,-0.85002196,"('irrational', 'rational')",-0.23323727,-0.3080917,-0.60418373,-0.7861167,1.1749041,1.0177345,-0.0608822,-0.231624,0.1707418
44,-0.57499874,-0.7730933,"('prejudiced', 'unprejudiced')",0.8318963,0.8852698,-0.40479097,-0.5761325,-1.7051163,-1.7932247,-0.4632524,-0.5642952,0.1010428
6,-0.5661255,-0.82048357,"('distant', 'open')",0.24872491,0.17359182,-1.3887649,-1.553433,0.19014668,0.11985591,-0.3790047,-0.5201172,0.1411125
79,0.5624922,0.36965033,"('wavering', 'unwavering')",0.15385535,0.029626383,-0.40135935,-0.605169,0.15502343,0.08082062,0.1175029,-0.0312679,0.1487708
32,0.5496074,0.24015537,"('unkind', 'kind')",0.21381794,0.09973207,1.39514,1.3757395,0.97771347,1.0530239,0.7840698,0.6921628,0.091907
38,0.5448421,0.5483353,"('untruthful', 'truthful')",0.030129528,0.0014439784,0.21883327,0.2756758,1.0004891,1.0313427,0.4485735,0.4641995,-0.015626
82,-0.54381305,-0.39712742,"('poor', 'rich')",-0.84001553,-0.8811059,2.007705,1.9469917,6.698394,6.706357,1.8305676,1.8437788,-0.0132112
35,-0.52756894,-0.74574596,"('corrupt', 'incorrupt')",1.3476659,1.1887653,-2.2278638,-2.4305272,-0.45865083,-0.57323945,-0.4666044,-0.6401868,0.1735824
83,-0.5125029,-0.40057546,"('powerless', 'powerful')",0.39768654,0.45391938,-1.0248367,-0.94323146,-1.1003702,-1.0120456,-0.5600058,-0.4754833,-0.0845225
75,-0.5035402,-0.55600303,"('meek', 'impulsive')",0.85718554,0.9407511,-0.91198504,-1.1032193,-0.39654872,-0.5014438,-0.2387221,-0.3049788,0.0662567
64,-0.46525785,-0.5435774,"('shy', 'confident')",-0.4013528,-0.38781154,-0.6849953,-0.51388377,-6.598011,-6.4740386,-2.0374043,-1.9798279,-0.0575764
59,0.46271044,0.25850683,"('foolish', 'wise')",0.1948325,0.1539581,-0.119773276,-0.008655325,1.0681376,1.0140969,0.4014768,0.3544766,0.0470002
18,0.4463661,0.41333148,"('disagreeable', 'welcoming')",0.18962975,0.07320189,-0.36466965,-0.25324753,-0.17407252,-0.19246717,0.0243134,0.0102047,0.0141087
11,0.44421652,0.44560242,"('unhelpful', 'helpful')",-0.7772868,-0.80219704,1.268365,1.2637962,1.817779,1.8571873,0.6882684,0.6910972,-0.0028288
58,-0.44098163,-0.08322635,"('undiscriminating', 'discriminating')",0.4285331,0.40335867,-0.6684896,-0.3486764,-0.15595016,-0.12047434,-0.2092221,-0.0372546,-0.1719675
65,0.4137034,0.46145704,"('insecure', 'secure')",-0.3705545,-0.48469508,1.5898796,1.559531,0.13369398,0.26146558,0.4416806,0.4494396,-0.007759
70,0.4075636,0.5768189,"('lethargic', 'energetic')",-0.8615406,-0.8302718,1.6056298,1.6607445,0.8229732,0.9450657,0.4936565,0.5880893,-0.0944328
63,0.39069808,0.45298716,"('unperceptive', 'insightful')",-0.5222629,-0.51389855,0.5081262,0.5979361,0.81086284,0.92677814,0.296856,0.3659507,-0.0690947
14,0.39000204,0.42562175,"('antisocial', 'social')",0.2757487,0.3340758,1.5989808,1.7972138,-0.64924616,-0.368376,0.4038713,0.5471339,-0.1432626
50,-0.37383807,-0.5065925,"('clumsy', 'skillful')",0.11600737,0.08701345,-0.15570195,-0.08048693,0.6106427,0.54324317,0.0492775,0.0107943,0.0384832
60,0.36911362,0.62576187,"('inefficient', 'efficient')",-0.5742245,-0.49376872,1.3155316,1.4091282,-0.06417163,0.09406478,0.2615623,0.4087965,-0.1472342
20,-0.36176887,-0.30235347,"('rough', 'thoughtful')",-0.08722505,-0.1282319,0.13392413,0.023717506,0.28760812,0.27680737,-0.0068654,-0.0325151,0.0256497
54,-0.35606393,-0.5253754,"('incapable', 'capable')",0.2326245,0.20564309,0.48678163,0.41874194,1.6612667,1.5815474,0.5061522,0.4201393,0.0860129
72,0.34049812,0.49472925,"('unambitious', 'ambitious')",-0.7711811,-0.67886853,0.63941336,0.7433978,0.6609279,0.8167216,0.2174146,0.343995,-0.1265804
57,-0.33857036,-0.42019868,"('unimaginative', 'imaginative')",-0.9446765,-1.0414916,-0.009591445,0.32797983,-3.0775647,-2.9686627,-1.0926008,-1.0255933,-0.0670075
71,0.3341244,0.20547019,"('diffident', 'self-confident')",0.4122984,0.4415181,-0.2935779,-0.2761889,-0.13422635,-0.07591519,0.0796546,0.073721,0.0059336
37,-0.29763362,-0.37660044,"('fake', 'genuine')",-1.1861495,-1.220308,-0.39877403,-0.20301695,0.20172326,0.27658272,-0.4202085,-0.3808357,-0.0393728
81,0.28837654,0.17720222,"('submissive', 'aggressive')",-0.70582294,-0.73471636,1.1106634,1.0349387,-0.3355072,-0.18192604,0.0894275,0.0738746,0.0155529
48,-0.2825933,-0.18208888,"('unintelligent', 'intelligent')",-1.8554405,-1.8373154,-0.3244917,0.011982389,0.66576594,0.80661833,-0.4491899,-0.3002009,-0.148989
13,-0.28097695,-0.06068594,"('impolite', 'polite')",-0.10612721,-0.10064114,0.022896852,0.27069667,-0.41446516,-0.26941064,-0.1946681,-0.0400103,-0.1546578
15,0.27652925,0.24051693,"('boring', 'funny')",0.9411042,0.9911692,0.7694415,0.93953705,-0.028740078,0.02542933,0.4895837,0.5491631,-0.0595794
27,0.2656722,0.29439473,"('hardhearted', 'softhearted')",-0.43110865,-0.46692646,-0.55033314,-0.5678464,0.9315077,0.8896875,0.0539345,0.0373273,0.0166072
46,-0.2610592,-0.15699086,"('uncompetitive', 'competitive')",-0.95298624,-1.0318956,0.37517774,0.284288,-0.20377693,-0.26645434,-0.2606612,-0.2927632,0.032102
88,-0.25810537,-0.5692816,"('low', 'eminent')",-0.9539211,-1.1487684,-0.03157724,-0.12812127,-0.3178231,-0.29893926,-0.3903567,-0.5362777,0.145921
34,-0.251426,-0.20314164,"('mean', 'honorable')",0.3476473,0.3218181,0.8889422,0.8816585,5.4457607,5.425388,1.6077311,1.6064308,0.0013003
77,-0.24391074,-0.31383017,"('unmotivated', 'motivated')",0.08582772,0.012633273,-0.6798032,-0.7034752,-0.73779565,-0.59121376,-0.3939205,-0.3989714,0.0050509
85,-0.2428212,-0.5247864,"('insignificant', 'prestigious')",0.43834987,0.40425634,-0.9199287,-1.1548178,0.3131434,0.22189778,-0.1028142,-0.2633625,0.1605483
0,-0.21810584,-0.122775644,"('unsociable', 'sociable')",-0.5059651,-0.5186241,1.2197714,1.4316759,-0.22962575,-0.13994561,0.0665187,0.1625826,-0.0960639
8,-0.20578933,-0.22467674,"('unaffectionate', 'affectionate')",-1.0766234,-1.0353088,-0.738288,-0.56297874,0.47636387,0.44492579,-0.3860842,-0.3445096,-0.0415746
55,-0.2001157,0.07254105,"('incompetent', 'clever')",-1.9904752,-1.9361339,1.475647,1.6308706,0.30619344,0.39686668,-0.1021876,0.0410361,-0.1432237
22,-0.16683176,-0.009296078,"('untrustworthy', 'trustworthy')",-0.8489865,-0.96955144,0.767245,0.9448918,-0.7648184,-0.5940203,-0.2533479,-0.156994,-0.0963539
24,-0.15976343,-0.18827014,"('dishonest', 'honest')",-1.5774221,-1.6306372,-0.73581594,-0.45006603,1.2011085,1.2463976,-0.3179733,-0.2556439,-0.0623294
78,-0.15825777,-0.16690627,"('nonresilient', 'resilient')",-0.3159726,-0.38405082,-0.06673542,-0.16087747,-0.40941814,-0.40784815,-0.237596,-0.2799207,0.0423247
51,0.14623573,0.31217247,"('uneducated', 'educated')",-1.5940628,-1.6089612,1.7622883,1.948089,-0.033496007,0.052073844,0.0702413,0.1758435,-0.1056022
67,0.13523291,0.08356278,"('doubtful', 'determined')",1.0177329,1.1135173,0.33418357,0.27774942,-0.68623096,-0.6384452,0.2002296,0.2090961,-0.0088665
9,0.10808957,-0.09043691,"('unaffectionate', 'caring')",-0.4612464,-0.46952936,-0.13698857,-0.06351063,1.2889558,1.3015122,0.1997026,0.1695088,0.0301938
3,-0.09344204,-0.12590732,"('repellent', 'pleasant')",-0.20381995,-0.24065016,1.4778461,1.3209364,1.3548805,1.3124043,0.6338662,0.5666958,0.0671704
86,0.07290314,0.22187665,"('uninfluential', 'influential')",-2.1419528,-2.2610931,-0.15832955,0.061273314,0.4411741,0.54781973,-0.4465513,-0.3575309,-0.0890204
4,-0.06973926,-0.018156601,"('disliked', 'liked')",0.29618096,0.3083483,-0.6398252,-0.25868472,-6.629226,-6.509995,-1.7606524,-1.619622,-0.1410304
66,-0.06426786,-0.2204986,"('inactive', 'active')",0.7985939,0.7931195,-0.3356681,-0.57853806,0.56602716,0.5426805,0.2411713,0.1341908,0.1069805
33,-0.055678606,-0.084187016,"('wrong', 'right')",1.0761949,1.0347183,0.11536683,0.15347543,-0.1642817,-0.27705714,0.2429003,0.2067374,0.0361629
30,-0.044371516,0.08312188,"('intolerant', 'tolerant')",-0.27854005,-0.30969712,0.19855705,0.51720685,0.2518826,0.37871945,0.031882,0.1673378,-0.1354558
69,0.038482733,-0.072641805,"('lazy', 'industrious')",2.435938,2.3386042,-1.2611107,-1.2225627,-1.1449009,-1.1970085,0.0171022,-0.0384022,0.0555044
10,0.036566827,-0.03219975,"('unsympathetic', 'sympathetic')",-2.2151628,-2.2991848,0.7606286,0.8183655,0.054363683,0.13038544,-0.3409009,-0.3456584,0.0047575
87,-0.028144218,-0.0620167,"('unsuccessful', 'successful')",0.6665344,0.6668145,2.0551376,1.9019518,0.9941275,1.0477114,0.9219138,0.8886153,0.0332985
62,0.017361388,0.3827541,"('incompetent', 'brilliant')",-0.5674594,-0.434638,1.8310515,2.038256,0.78464305,1.0038196,0.5163991,0.7475479,-0.2311488
28,0.01695865,0.030764813,"('disloyal', 'loyal')",-1.2571417,-1.3960369,0.6269738,0.8308678,1.7935755,1.8315353,0.2950916,0.3242828,-0.0291912
