,altera_male,altera_female,tuple,corp_male,corp_female,average_male,average_female,male-female
55,-0.60828066,0.0045351908,"('incompetent', 'clever')",0.1995605,0.42920578,-0.2043601,0.2168705,-0.4212306
2,-0.602731,-0.28112227,"('unlikable', 'likable')",0.52691156,0.66748244,-0.0379097,0.1931801,-0.2310898
73,0.59103584,0.6593206,"('helpless', 'self-reliant')",-2.7879062,-2.8566825,-1.0984352,-1.098681,0.0002458
67,0.573766,0.8007172,"('doubtful', 'determined')",-0.5617744,-0.35549235,0.0059958,0.2226124,-0.2166166
65,-0.5697379,-0.077608064,"('insecure', 'secure')",-0.18891397,-0.052374616,-0.3793259,-0.0649913,-0.3143346
39,-0.5632825,-0.5450866,"('exploitative', 'cooperative')",-0.03396881,-0.011552604,-0.2986256,-0.2783196,-0.020306
51,-0.56196606,-0.22287598,"('uneducated', 'educated')",0.21448906,0.38619462,-0.1737385,0.0816593,-0.2553978
88,-0.54220307,-0.5278122,"('low', 'eminent')",-0.27700272,-0.15216501,-0.4096029,-0.3399886,-0.0696143
41,-0.52564555,-0.32783708,"('unforgiving', 'forgiving')",-0.21198125,-0.1621199,-0.3688134,-0.2449785,-0.1238349
28,-0.51435465,-1.0894995,"('disloyal', 'loyal')",1.3267732,1.028276,0.4062093,-0.0306118,0.4368211
7,-0.5071181,-0.21180803,"('insensitive', 'sensitive')",0.2475193,0.25564536,-0.1297994,0.0219187,-0.1517181
43,-0.48221016,0.06981064,"('irresponsible', 'responsible')",0.09865702,0.3642357,-0.1917766,0.2170232,-0.4087998
46,-0.4760111,0.09412418,"('uncompetitive', 'competitive')",-0.72735226,-0.5270175,-0.6016817,-0.2164466,-0.3852351
11,-0.47491342,-0.14561662,"('unhelpful', 'helpful')",1.9001672,2.0066772,0.7126269,0.9305303,-0.2179034
83,-0.4638433,-0.13776925,"('powerless', 'powerful')",-0.70420283,-0.75282234,-0.5840231,-0.4452958,-0.1387273
40,-0.457375,-0.44748205,"('stingy', 'generous')",-1.9550816,-2.1138346,-1.2062283,-1.2806584,0.0744301
29,-0.44594252,-0.5336532,"('unfair', 'fair')",-0.4065317,-0.48531234,-0.4262371,-0.5094827,0.0832456
33,-0.42767912,-0.30151466,"('wrong', 'right')",-0.7865045,-0.9749423,-0.6070918,-0.6382285,0.0311367
26,-0.420668,-0.6064826,"('hardhearted', 'benevolent')",1.2728947,1.4375572,0.4261134,0.4155373,0.0105761
62,-0.38855582,0.19289154,"('incompetent', 'brilliant')",0.88193905,0.9717778,0.2466916,0.5823346,-0.335643
71,-0.3845937,-0.36358055,"('diffident', 'self-confident')",0.20514971,0.13629325,-0.089722,-0.1136437,0.0239217
20,0.38298193,0.23750022,"('rough', 'thoughtful')",0.6571388,0.5230395,0.5200604,0.3802699,0.1397905
30,-0.35907683,0.10441493,"('intolerant', 'tolerant')",0.88269025,1.0748751,0.2618067,0.589645,-0.3278383
64,-0.35817438,0.013095655,"('shy', 'confident')",-5.686566,-5.6438427,-3.0223701,-2.8153734,-0.2069967
58,-0.3441247,-0.087522954,"('undiscriminating', 'discriminating')",0.22972278,0.33157805,-0.057201,0.1220275,-0.1792285
44,-0.33909363,-0.17368184,"('prejudiced', 'unprejudiced')",-1.5719068,-1.4086871,-0.9555002,-0.7911845,-0.1643157
8,-0.3174039,-0.7278417,"('unaffectionate', 'affectionate')",0.40024728,0.22062045,0.0414217,-0.2536106,0.2950323
38,-0.31407687,-0.29256988,"('untruthful', 'truthful')",0.1775991,-0.030092424,-0.0682389,-0.1613311,0.0930922
25,-0.29357427,-0.80565566,"('egoistic', 'altruistic')",0.7776377,0.8151905,0.2420317,0.0047674,0.2372643
34,-0.28781366,-0.22094098,"('mean', 'honorable')",5.50022,5.5386105,2.6062031,2.6588347,-0.0526316
70,-0.27549174,0.24318163,"('lethargic', 'energetic')",0.02510148,0.2513898,-0.1251951,0.2472857,-0.3724808
12,-0.2634947,-0.18449089,"('unsupportive', 'supportive')",-1.8296951,-1.8585688,-1.0465949,-1.0215298,-0.0250651
35,-0.26331502,-0.8962306,"('corrupt', 'incorrupt')",-0.63539594,-0.93870056,-0.4493555,-0.9174656,0.4681101
48,0.25917584,0.0686562,"('unintelligent', 'intelligent')",1.2059615,1.1044079,0.7325686,0.5865321,0.1460365
60,0.25851908,1.0681598,"('inefficient', 'efficient')",0.26682457,0.67015666,0.2626718,0.8691583,-0.6064865
68,0.24959289,0.29819235,"('dependent', 'independent')",-0.45885116,-0.55300957,-0.1046291,-0.1274086,0.0227795
63,-0.23048005,-0.012500945,"('unperceptive', 'insightful')",0.7370559,0.6824177,0.2532879,0.3349584,-0.0816705
59,0.2026407,-0.6514793,"('foolish', 'wise')",0.41369897,-0.052753896,0.3081698,-0.3521166,0.6602864
78,0.19652423,0.07597874,"('nonresilient', 'resilient')",0.40411955,0.11214794,0.3003219,0.0940633,0.2062586
50,0.17182714,-0.5793943,"('clumsy', 'skillful')",0.38512817,0.055089965,0.2784777,-0.2621522,0.5406299
75,-0.16071655,-0.24697626,"('meek', 'impulsive')",-0.74327266,-0.87758833,-0.4519946,-0.5622823,0.1102877
81,-0.15921655,0.75170577,"('submissive', 'aggressive')",-0.16120908,0.056306303,-0.1602128,0.404006,-0.5642188
74,0.14103624,0.29630342,"('undedicated', 'dedicated')",-0.5646567,-0.39887536,-0.2118102,-0.051286,-0.1605242
56,0.09407971,0.67145103,"('impractical', 'practical')",-0.36752814,-0.018587183,-0.1367242,0.3264319,-0.4631561
14,-0.092173375,0.6363288,"('antisocial', 'social')",-0.40140644,-0.0018370338,-0.2467899,0.3172459,-0.5640358
54,-0.04358222,-0.686395,"('incapable', 'capable')",1.1167526,0.79839814,0.5365852,0.0560016,0.4805836
69,-0.041404497,-0.4409075,"('lazy', 'industrious')",-0.75588787,-0.815785,-0.3986462,-0.6283463,0.2297001
37,0.03971563,0.008946817,"('fake', 'genuine')",0.13882655,0.13600428,0.0892711,0.0724756,0.0167955
3,0.03599912,0.21873231,"('repellent', 'pleasant')",0.88013655,0.94001585,0.4580678,0.5793741,-0.1213063
42,-0.024279676,0.35820723,"('unreliable', 'reliable')",-2.8060687,-2.6888855,-1.4151741,-1.1653391,-0.249835
76,0.007982507,0.45348525,"('anxious', 'daring')",-0.04932174,0.17193362,-0.0206696,0.3127095,-0.3333791
27,-0.0024729231,-0.13546206,"('hardhearted', 'softhearted')",0.9190691,0.9037674,0.4582981,0.3841527,0.0741454
