,starbucks_male,starbucks_female,tuple,corp_male,corp_female,average_male,average_female,male-female
50,-1.1331949,-1.1638314,"('clumsy', 'skillful')",-0.17200495,-0.14723864,-0.6525999,-0.655535,0.0029351
20,1.0357904,1.1195829,"('rough', 'thoughtful')",1.0371811,1.2681402,1.0364858,1.1938615,-0.1573757
75,-1.0317086,-1.0771782,"('meek', 'impulsive')",-0.9393002,-1.0617379,-0.9855044,-1.069458,0.0839536
54,0.90250164,0.80559057,"('incapable', 'capable')",0.7607633,0.80567276,0.8316325,0.8056316,0.0260009
52,-0.8800758,-0.97663426,"('irrational', 'rational')",-0.32473147,-0.45269322,-0.6024036,-0.7146637,0.1122601
6,0.8602888,0.860566,"('distant', 'open')",-0.26947334,-0.29428297,0.2954077,0.2831415,0.0122662
83,0.8577203,0.7223077,"('powerless', 'powerful')",-0.87908894,-0.8213234,-0.0106843,-0.0495079,0.0388236
65,-0.8273079,-1.0515738,"('insecure', 'secure')",0.11671805,0.07435489,-0.3552949,-0.4886094,0.1333145
23,0.77855223,0.594219,"('insincere', 'sincere')",6.4622207,6.4748573,3.6203864,3.5345383,0.0858481
47,0.7783492,0.7568593,"('stupid', 'smart')",5.588533,5.545891,3.1834412,3.1513751,0.0320661
24,0.7577997,0.7154805,"('dishonest', 'honest')",0.9320935,0.8894362,0.8449466,0.8024583,0.0424883
35,-0.72730017,-0.77399725,"('corrupt', 'incorrupt')",-0.6153312,-0.732252,-0.6713157,-0.7531246,0.0818089
16,-0.6836687,-0.7709394,"('unpopular', 'popular')",0.09994607,-0.027959414,-0.2918613,-0.3994494,0.1075881
87,0.6721911,0.5915182,"('unsuccessful', 'successful')",0.36827558,0.39301956,0.5202333,0.4922689,0.0279644
84,0.6468875,0.6628768,"('inferior', 'superior')",0.80349964,0.8303544,0.7251936,0.7466156,-0.021422
31,-0.62951565,-0.55947953,"('evil', 'good')",-1.1287949,-1.2450007,-0.8791553,-0.9022402,0.0230849
62,0.62806267,0.5921651,"('incompetent', 'brilliant')",0.26374125,0.3250587,0.445902,0.4586119,-0.0127099
32,0.60843647,0.56411797,"('unkind', 'kind')",0.6900257,0.7611047,0.6492311,0.6626114,-0.0133803
66,-0.6081163,-0.73823494,"('inactive', 'active')",0.10126742,0.10879026,-0.2534245,-0.3147223,0.0612978
7,0.60263795,0.64739335,"('insensitive', 'sensitive')",0.38050735,0.58427,0.4915726,0.6158317,-0.1242591
21,0.6001401,0.46995243,"('immoral', 'moral')",-0.37030172,-0.36793715,0.1149192,0.0510076,0.0639116
17,-0.5955147,-0.5754333,"('nasty', 'nice')",-0.9279932,-0.93281925,-0.7617539,-0.7541263,-0.0076276
45,0.5836517,0.701385,"('incompetent', 'competent')",-0.15542126,-0.13686976,0.2141152,0.2822576,-0.0681424
2,-0.5777137,-0.7269225,"('unlikable', 'likable')",0.19260648,0.06254513,-0.1925536,-0.3321887,0.1396351
30,0.5770974,0.6364534,"('intolerant', 'tolerant')",0.5730344,0.48399276,0.5750659,0.5602231,0.0148428
42,0.574483,0.5753628,"('unreliable', 'reliable')",-3.4119425,-3.3812912,-1.4187298,-1.4029641,-0.0157657
58,0.5733252,0.57401395,"('undiscriminating', 'discriminating')",-0.27149537,-0.17355162,0.1509149,0.2002312,-0.0493163
53,0.57000685,0.58752465,"('uncreative', 'creative')",0.0746148,0.18075214,0.3223108,0.3841384,-0.0618276
25,0.5667756,0.3861667,"('egoistic', 'altruistic')",1.1854048,1.1055346,0.8760902,0.7458506,0.1302396
3,-0.55417144,-0.5454949,"('repellent', 'pleasant')",0.9697333,1.0169795,0.2077809,0.2357423,-0.0279614
34,0.5455311,0.4584641,"('mean', 'honorable')",5.895257,5.793806,3.2203941,3.1261351,0.094259
33,0.53581643,0.49743575,"('wrong', 'right')",-0.88735336,-0.79563355,-0.1757685,-0.1490989,-0.0266696
37,0.5277342,0.6490863,"('fake', 'genuine')",0.22017643,0.36600935,0.3739553,0.5075479,-0.1335926
82,-0.5193493,-0.4794786,"('poor', 'rich')",6.567692,6.5299325,3.0241714,3.0252271,-0.0010557
79,-0.51097375,-0.66174203,"('wavering', 'unwavering')",-0.25879237,-0.3918001,-0.384883,-0.5267711,0.1418881
27,0.49766588,0.5003442,"('hardhearted', 'softhearted')",1.1100353,1.250596,0.8038506,0.8754702,-0.0716196
41,0.45123163,0.5260015,"('unforgiving', 'forgiving')",-0.29434198,-0.49270195,0.0784448,0.0166498,0.061795
55,0.43779767,0.3574952,"('incompetent', 'clever')",0.46659148,0.5417913,0.4521946,0.4496433,0.0025513
38,0.43541276,0.35331514,"('untruthful', 'truthful')",-0.04840769,-0.22017509,0.1935025,0.06657,0.1269325
59,-0.4327156,-0.45917568,"('foolish', 'wise')",-0.27298617,-0.2461268,-0.3528509,-0.3526512,-0.0001997
18,-0.42946735,-0.53045094,"('disagreeable', 'welcoming')",-0.42154852,-0.45397544,-0.4255079,-0.4922132,0.0667053
40,-0.42751336,-0.17167942,"('stingy', 'generous')",-2.3449888,-2.2694123,-1.3862511,-1.2205459,-0.1657052
48,0.42558205,0.58195025,"('unintelligent', 'intelligent')",0.51845086,0.7054134,0.4720165,0.6436818,-0.1716653
13,0.42536744,0.4140809,"('impolite', 'polite')",-0.6277301,-0.56020224,-0.1011813,-0.0730607,-0.0281206
49,0.4116831,0.40690002,"('unable', 'able')",-0.2977273,-0.13152978,0.0569779,0.1376851,-0.0807072
0,0.36100072,0.361189,"('unsociable', 'sociable')",-0.15811168,-0.06658877,0.1014445,0.1473001,-0.0458556
15,-0.35134086,-0.2943106,"('boring', 'funny')",-0.50413257,-0.49992436,-0.4277367,-0.3971175,-0.0306192
78,0.34824133,0.3155119,"('nonresilient', 'resilient')",-0.18267521,-0.035199143,0.0827831,0.1401564,-0.0573733
69,0.32583714,0.24406484,"('lazy', 'industrious')",-1.2863202,-1.4413521,-0.4802415,-0.5986437,0.1184022
67,0.27741832,0.18151787,"('doubtful', 'determined')",-0.4374305,-0.5533183,-0.0800061,-0.1859002,0.1058941
10,-0.25465703,-0.15247089,"('unsympathetic', 'sympathetic')",-0.1887233,-0.034927633,-0.2216902,-0.0936993,-0.1279909
29,-0.24411426,-0.2940417,"('unfair', 'fair')",-0.6826959,-0.643685,-0.4634051,-0.4688633,0.0054582
11,-0.24360462,-0.46651515,"('unhelpful', 'helpful')",1.5863087,1.5630637,0.671352,0.5482743,0.1230777
8,0.23750709,0.32878545,"('unaffectionate', 'affectionate')",0.3396541,0.48130968,0.2885806,0.4050476,-0.116467
81,-0.23662056,-0.26032633,"('submissive', 'aggressive')",-0.54186594,-0.59294176,-0.3892432,-0.426634,0.0373908
19,0.23093565,0.2513824,"('inhospitable', 'hospitable')",-0.87832355,-0.7964709,-0.323694,-0.2725442,-0.0511498
51,0.21308136,0.22165485,"('uneducated', 'educated')",0.4150337,0.5123768,0.3140575,0.3670158,-0.0529583
88,-0.18197393,-0.16691664,"('low', 'eminent')",-0.11643006,-0.14243099,-0.149202,-0.1546738,0.0054718
14,0.16019149,0.15438345,"('antisocial', 'social')",-0.4630619,-0.49685034,-0.1514352,-0.1712334,0.0197982
68,-0.15113588,-0.2352545,"('dependent', 'independent')",-0.7568878,-0.67206043,-0.4540118,-0.4536574,-0.0003544
72,0.14360578,0.110924765,"('unambitious', 'ambitious')",-0.23370531,-0.13001944,-0.0450498,-0.0095473,-0.0355025
22,-0.115478784,-0.0068810824,"('untrustworthy', 'trustworthy')",-1.314451,-1.194634,-0.7149649,-0.6007575,-0.1142074
76,-0.09182044,-0.28778836,"('anxious', 'daring')",-0.0010093488,-0.05245491,-0.0464149,-0.1701216,0.1237067
4,0.07039937,0.34326974,"('disliked', 'liked')",-7.7673,-7.9215317,-3.8484504,-3.7891309,-0.0593195
36,-0.06320456,-0.14277074,"('hostile', 'amicable')",-0.06368555,-0.25790685,-0.0634451,-0.2003388,0.1368937
80,-0.0528398,-0.011542991,"('dominated', 'dominating')",-0.8123236,-0.6708078,-0.4325817,-0.3411754,-0.0914063
28,0.038300596,0.0969238,"('disloyal', 'loyal')",1.1435975,1.1073031,0.5909491,0.6021135,-0.0111644
70,0.037489064,0.078027226,"('lethargic', 'energetic')",0.37614742,0.46688673,0.2068182,0.272457,-0.0656388
46,0.030464564,-0.1291959,"('uncompetitive', 'competitive')",-0.9532874,-0.9156856,-0.4614114,-0.5224407,0.0610293
77,0.020498492,-0.074811965,"('unmotivated', 'motivated')",-1.3643651,-1.3070854,-0.6719333,-0.6909487,0.0190154
