,te_male,te_female,tuple,connectivity_male,connectivity_female,ltd_male,ltd_female,average_male,average_female,male-female
30,0.79026437,1.0713445,"('intolerant', 'tolerant')",2.2442317,2.7613292,1.2904803,1.6913631,1.4416588,1.8413455,-0.3996867
7,0.75889033,0.533546,"('insensitive', 'sensitive')",1.1008192,1.7899461,0.39081883,0.22467816,0.7501761,0.84939,-0.0992139
23,0.75742763,0.53762424,"('insincere', 'sincere')",0.9327188,1.4146181,4.031363,3.901893,1.9071698,1.9513785,-0.0442087
75,-0.7420195,-0.6894609,"('meek', 'impulsive')",0.12016383,-0.12752153,-0.025026668,-0.047546662,-0.2156274,-0.2881764,0.072549
47,0.73149204,0.69816405,"('stupid', 'smart')",0.34173727,0.5030232,4.165364,4.2590113,1.7461977,1.8200661,-0.0738684
32,0.7158857,0.64846987,"('unkind', 'kind')",0.9673433,1.3541285,0.9385791,1.1267645,0.873936,1.0431209,-0.1691849
12,0.7071077,0.37355182,"('unsupportive', 'supportive')",1.148332,1.3234837,-0.46840614,-0.6123742,0.4623445,0.3615538,0.1007907
82,0.7057703,1.0243717,"('poor', 'rich')",1.1168377,1.6931323,4.414704,4.827423,2.0791039,2.5149757,-0.4358718
22,0.6882851,0.44867146,"('untrustworthy', 'trustworthy')",1.0410216,1.4563426,0.16403446,0.14521025,0.6311137,0.6834081,-0.0522944
85,-0.6588589,-0.55765706,"('insignificant', 'prestigious')",-1.1752505,-1.6185212,-0.30947995,-0.14323525,-0.7145298,-0.7731378,0.058608
78,-0.6582271,-0.6157733,"('nonresilient', 'resilient')",0.39898828,0.5581934,0.4125411,0.17254211,0.0511008,0.0383207,0.0127801
16,-0.5964513,-0.29846382,"('unpopular', 'popular')",-7.943809e-05,0.11578557,0.29071742,0.6636944,-0.1019378,0.1603387,-0.2622765
4,-0.5675953,-0.52409977,"('disliked', 'liked')",-0.87930006,-1.3558986,-3.017665,-3.0292487,-1.4881868,-1.6364158,0.148229
69,-0.54234046,-0.40308046,"('lazy', 'industrious')",0.074305326,-0.33968508,0.31337255,0.53978175,-0.0515542,-0.0676613,0.0161071
2,0.53586954,0.7130568,"('unlikable', 'likable')",1.1841344,1.2908225,0.5175526,0.83344465,0.7458522,0.9457746,-0.1999224
87,0.5324892,0.49803364,"('unsuccessful', 'successful')",0.87414354,1.2713748,0.8895365,0.79104143,0.7653898,0.8534833,-0.0880935
55,0.53093857,0.68896955,"('incompetent', 'clever')",1.5710937,2.4135609,0.5861991,0.4501026,0.8960771,1.184211,-0.2881339
9,-0.520105,-0.8528009,"('unaffectionate', 'caring')",-0.04580285,-0.41969815,0.60359067,0.2654655,0.0125609,-0.3356779,0.3482388
10,0.5010328,0.32877707,"('unsympathetic', 'sympathetic')",0.9518738,1.7263479,0.2821109,0.10409407,0.5783392,0.7197397,-0.1414005
84,0.48264807,0.4528004,"('inferior', 'superior')",0.083054334,0.32189783,0.3958478,0.5044975,0.3205167,0.4263986,-0.1058819
26,0.4819377,0.2842856,"('hardhearted', 'benevolent')",0.14107566,-0.02468425,1.7278358,1.5956898,0.7836164,0.6184304,0.165186
15,0.45961237,0.974566,"('boring', 'funny')",0.020743292,0.091689035,0.47327453,0.99961156,0.3178767,0.6886222,-0.3707455
3,0.4368718,0.1307194,"('repellent', 'pleasant')",0.33305734,0.60997343,0.19353032,-0.0752244,0.3211532,0.2218228,0.0993304
19,-0.43054208,-0.25564536,"('inhospitable', 'hospitable')",-1.6340319,-1.7738857,-0.7147063,-0.43748114,-0.9264267,-0.8223374,-0.1040893
58,-0.39671665,-0.5105426,"('undiscriminating', 'discriminating')",0.7798133,0.7687273,0.74625057,0.25264582,0.3764491,0.1702768,0.2061723
44,0.3735314,0.3677698,"('prejudiced', 'unprejudiced')",0.09696774,0.16755709,-1.0709636,-1.204782,-0.2001548,-0.2231517,0.0229969
37,-0.37259403,-0.6046625,"('fake', 'genuine')",-0.07011779,0.18703617,0.045012586,-0.040000044,-0.1325664,-0.1525421,0.0199757
54,-0.3513965,-0.2757335,"('incapable', 'capable')",-0.24697705,0.076659925,0.52418053,0.7068191,-0.024731,0.1692485,-0.1939795
28,-0.34006137,-0.519983,"('disloyal', 'loyal')",0.5433942,0.7139075,0.34436503,0.14383632,0.182566,0.1125869,0.0699791
29,0.32629502,0.44547915,"('unfair', 'fair')",-0.5450525,-0.29947567,-1.1265262,-1.0404099,-0.4484279,-0.2981355,-0.1502924
49,-0.31987315,-0.08047536,"('unable', 'able')",-0.5942181,-0.37676984,-0.13548267,-0.14111364,-0.349858,-0.199453,-0.150405
18,-0.29646325,-0.26154608,"('disagreeable', 'welcoming')",-0.26819724,-0.18728614,-1.1464727,-0.78463095,-0.5703777,-0.4111544,-0.1592233
38,-0.28874278,-0.5479685,"('untruthful', 'truthful')",0.11944751,0.005300559,1.0845057,1.0566577,0.3050701,0.1713299,0.1337402
57,0.27018523,0.046659984,"('unimaginative', 'imaginative')",0.32814056,0.6005456,-0.14834493,-0.35013676,0.1499936,0.0990229,0.0509707
41,-0.24951126,-0.32160318,"('unforgiving', 'forgiving')",-0.2876294,-0.28669578,0.58616257,0.81513125,0.0163406,0.0689441,-0.0526035
79,-0.23051119,-0.18266569,"('wavering', 'unwavering')",-1.5225632,-1.8486437,-0.10764582,0.16027942,-0.6202401,-0.6236767,0.0034366
53,0.22109929,0.3060243,"('uncreative', 'creative')",-0.3967809,-0.41971332,0.10793431,0.0018433286,-0.0225824,-0.0372819,0.0146995
63,0.18390705,-0.14330953,"('unperceptive', 'insightful')",1.1221579,1.2802463,1.3763808,1.1557451,0.8941486,0.7642272,0.1299214
1,-0.1515353,-0.51841414,"('unfriendly', 'friendly')",0.2904935,-0.21180744,1.0913173,0.81614435,0.4100918,0.0286409,0.3814509
88,-0.14365634,0.38892773,"('low', 'eminent')",0.77941704,1.3532009,0.1483212,1.2531184,0.2613606,0.9984156,-0.737055
83,-0.12177491,-0.10639611,"('powerless', 'powerful')",0.1295241,0.053567216,-1.2371118,-1.3806828,-0.4097875,-0.4778372,0.0680497
86,0.11548798,-0.02205075,"('uninfluential', 'influential')",0.4851253,0.7125023,0.13180393,-0.11968167,0.2441391,0.1902566,0.0538825
34,0.11445786,0.19401889,"('mean', 'honorable')",0.39112723,0.52755386,4.436316,4.5487795,1.6473004,1.7567841,-0.1094837
33,0.110901624,-0.13584416,"('wrong', 'right')",0.71550643,0.44690254,-0.31533256,-0.69919413,0.1703585,-0.1293786,0.2997371
40,0.10842694,-0.24886788,"('stingy', 'generous')",0.61704105,0.5639679,-1.5473063,-1.7488015,-0.2739461,-0.4779005,0.2039544
48,0.08961491,0.20664583,"('unintelligent', 'intelligent')",0.89600027,1.1670145,0.424703,0.38595396,0.470106,0.5865381,-0.1164321
50,-0.047741197,0.061106358,"('clumsy', 'skillful')",0.4212246,0.50123036,-0.4636685,-0.3440053,-0.0300617,0.0727772,-0.1028389
20,0.04701789,0.026341219,"('rough', 'thoughtful')",0.023402072,0.08159747,0.7448379,0.6510676,0.2717526,0.2530021,0.0187505
77,0.04342834,0.047197424,"('unmotivated', 'motivated')",1.0836712,1.4031814,-0.79352593,-0.94474226,0.1111912,0.1685455,-0.0573543
0,-0.03259196,-0.114012346,"('unsociable', 'sociable')",1.3170311,1.8246632,0.028249733,0.18519211,0.437563,0.6319476,-0.1943846
52,-0.016760897,0.16351287,"('irrational', 'rational')",-0.27770084,-0.8031066,-1.2637429,-1.0261307,-0.5194016,-0.5552415,0.0358399
68,-0.014474511,0.038328685,"('dependent', 'independent')",-0.57025826,-0.26800004,-0.62460333,-0.49095258,-0.403112,-0.240208,-0.162904
67,-0.011125434,0.037681296,"('doubtful', 'determined')",0.5446154,0.7130223,-0.61524343,-0.30458906,-0.0272512,0.1487048,-0.175956
