,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,male-female
78,-0.95740557,-1.1253263,"('nonresilient', 'resilient')",0.04371085,0.09548119,-0.4568474,-0.5149226,0.0580752
0,0.92935926,0.4741053,"('unsociable', 'sociable')",0.33563864,0.20201075,0.632499,0.338058,0.294441
85,-0.9236198,-0.79271394,"('insignificant', 'prestigious')",-1.9845788,-2.0829654,-1.4540993,-1.4378396,-0.0162597
65,0.91795313,0.7131015,"('insecure', 'secure')",1.2269267,1.1869073,1.0724399,0.9500044,0.1224355
50,-0.91701865,-1.1554577,"('clumsy', 'skillful')",-0.648969,-0.40346807,-0.7829938,-0.7794629,-0.0035309
68,-0.9000554,-0.47045815,"('dependent', 'independent')",-0.8655694,-0.64114165,-0.8828124,-0.5557999,-0.3270125
40,0.8857623,0.78000396,"('stingy', 'generous')",-2.227995,-2.362184,-0.6711164,-0.79109,0.1199736
57,0.87164676,0.33560616,"('unimaginative', 'imaginative')",-2.472091,-2.4564438,-0.8002221,-1.0604188,0.2601967
45,0.8486538,0.41137058,"('incompetent', 'competent')",0.65828204,0.7476082,0.7534679,0.5794894,0.1739785
73,0.842447,0.9980916,"('helpless', 'self-reliant')",-3.8450053,-3.8429775,-1.5012791,-1.4224429,-0.0788362
63,0.82702,0.77634674,"('unperceptive', 'insightful')",1.4727526,1.6163797,1.1498863,1.1963632,-0.0464769
5,-0.82521164,-0.42315748,"('distant', 'outgoing')",-1.8276564,-1.3422717,-1.326434,-0.8827146,-0.4437194
17,-0.82235914,-0.6000688,"('nasty', 'nice')",-0.7532928,-0.90842503,-0.7878259,-0.754247,-0.0335789
33,0.7916737,0.92385995,"('wrong', 'right')",-0.5920949,-0.48021907,0.0997894,0.2218204,-0.122031
32,0.7766413,0.5817622,"('unkind', 'kind')",1.1708201,1.2479397,0.9737307,0.914851,0.0588797
47,0.77647245,0.99758035,"('stupid', 'smart')",5.2849646,5.674981,3.0307186,3.3362808,-0.3055622
46,0.75074595,0.37409705,"('uncompetitive', 'competitive')",0.8760515,1.0046843,0.8133987,0.6893907,0.124008
54,-0.7431675,-0.65301096,"('incapable', 'capable')",0.67293465,0.8676306,-0.0351164,0.1073098,-0.1424262
52,-0.7352999,-0.5952785,"('irrational', 'rational')",-1.8273945,-1.5909576,-1.2813472,-1.0931181,-0.1882291
28,0.735286,0.42174786,"('disloyal', 'loyal')",0.78119606,1.0012873,0.7582411,0.7115176,0.0467235
66,-0.7318973,-0.9975217,"('inactive', 'active')",-0.93084675,-1.0878958,-0.831372,-1.0427088,0.2113368
2,0.70722866,0.68246424,"('unlikable', 'likable')",0.08487868,0.338723,0.3960537,0.5105937,-0.11454
84,0.6754268,0.89613384,"('inferior', 'superior')",-0.41800424,-0.21763498,0.1287113,0.3392494,-0.2105381
8,-0.67039675,-0.77716726,"('unaffectionate', 'affectionate')",-0.4296008,-0.2878718,-0.5499988,-0.5325195,-0.0174793
48,0.66786754,0.60646796,"('unintelligent', 'intelligent')",0.4577328,0.60600483,0.5628002,0.6062364,-0.0434362
49,-0.6534303,-0.18894581,"('unable', 'able')",-0.038385138,0.34638602,-0.3459077,0.0787201,-0.4246278
6,-0.6529099,-0.1814691,"('distant', 'open')",-1.2707989,-0.8500638,-0.9618544,-0.5157664,-0.446088
38,0.5891619,0.9914399,"('untruthful', 'truthful')",0.41269392,0.6338258,0.5009279,0.8126328,-0.3117049
82,-0.5773636,-0.33392915,"('poor', 'rich')",5.930193,6.6169066,2.6764147,3.1414888,-0.4650741
83,0.5575842,0.36293083,"('powerless', 'powerful')",-0.088311896,-0.044163767,0.2346362,0.1593835,0.0752527
67,0.54841185,0.79108423,"('doubtful', 'determined')",-0.44050395,-0.30531225,0.0539539,0.242886,-0.1889321
86,0.5135102,0.115996346,"('uninfluential', 'influential')",0.77922606,0.6174017,0.6463681,0.366699,0.2796691
25,-0.5104524,-0.4780114,"('egoistic', 'altruistic')",0.39802682,0.3958145,-0.0562128,-0.0410984,-0.0151144
20,0.48799968,0.39035276,"('rough', 'thoughtful')",1.142654,0.9271588,0.8153268,0.6587558,0.156571
69,-0.47624198,-0.22758833,"('lazy', 'industrious')",-2.1626704,-2.1436954,-1.3194562,-1.1856419,-0.1338143
72,0.39174283,0.28089076,"('unambitious', 'ambitious')",0.09039539,0.22169238,0.2410691,0.2512916,-0.0102225
88,-0.36541706,-0.61751735,"('low', 'eminent')",-0.17212385,-0.07654307,-0.2687705,-0.3470302,0.0782597
76,0.3481715,0.17603715,"('anxious', 'daring')",0.40990114,0.57206476,0.3790363,0.3740509,0.0049854
15,0.33488047,0.22061393,"('boring', 'funny')",0.046051,0.006635464,0.1904657,0.1136247,0.076841
44,-0.31747732,-0.098347664,"('prejudiced', 'unprejudiced')",-1.2933209,-1.2230914,-0.8053991,-0.6607195,-0.1446796
1,-0.3156027,-0.3869489,"('unfriendly', 'friendly')",-0.00026309304,0.1583066,-0.1579329,-0.1143212,-0.0436117
51,0.28991312,0.063569754,"('uneducated', 'educated')",0.16458088,0.1877253,0.227247,0.1256475,0.1015995
3,0.26445305,0.15113248,"('repellent', 'pleasant')",0.92859465,0.9646211,0.5965239,0.5578768,0.0386471
9,0.2595084,0.23122305,"('unaffectionate', 'caring')",0.5030587,0.73388267,0.3812835,0.4825529,-0.1012694
74,0.23234239,0.07277114,"('undedicated', 'dedicated')",0.015292617,0.054010995,0.1238175,0.0633911,0.0604264
58,-0.22171694,-0.33117956,"('undiscriminating', 'discriminating')",0.013963059,-0.025622755,-0.1038769,-0.1784012,0.0745243
29,0.19925474,0.5220679,"('unfair', 'fair')",-0.94311476,-0.70052433,-0.37193,-0.0892282,-0.2827018
87,0.14423463,-0.12071957,"('unsuccessful', 'successful')",0.029594425,0.057238817,0.0869145,-0.0317404,0.1186549
34,0.14357328,0.5429271,"('mean', 'honorable')",4.331433,4.638397,2.2375031,2.5906622,-0.3531591
18,0.1296397,0.11532846,"('disagreeable', 'welcoming')",-0.90767837,-0.88107383,-0.3890193,-0.3828727,-0.0061466
37,0.12724254,0.07064825,"('fake', 'genuine')",0.06867778,0.20070294,0.0979602,0.1356756,-0.0377154
64,0.12663369,-0.15584089,"('shy', 'confident')",-4.96696,-5.404836,-2.4201632,-2.7803385,0.3601753
27,-0.122187525,-0.26386654,"('hardhearted', 'softhearted')",-0.29914588,-0.16572514,-0.2106667,-0.2147958,0.0041291
71,0.119235575,0.03060446,"('diffident', 'self-confident')",0.7606977,0.82289654,0.4399666,0.4267505,0.0132161
4,-0.100305244,-0.36566907,"('disliked', 'liked')",-7.487614,-7.6319175,-3.7939596,-3.9987934,0.2048338
77,-0.083481476,-0.24285635,"('unmotivated', 'motivated')",-0.06426779,-0.11287766,-0.0738746,-0.177867,0.1039924
53,0.07977302,-0.07351566,"('uncreative', 'creative')",0.39825898,0.42738572,0.239016,0.176935,0.062081
59,0.03944362,0.31819096,"('foolish', 'wise')",-0.72526497,-0.41783136,-0.3429107,-0.0498202,-0.2930905
80,0.012304969,-0.42900562,"('dominated', 'dominating')",1.1027033,0.8229479,0.5575042,0.1969711,0.3605331
10,-0.0101096,-0.30625808,"('unsympathetic', 'sympathetic')",0.8528592,0.9569581,0.4213748,0.32535,0.0960248
