,lsi_male,lsi_female,tuple,corp_male,corp_female,average_male,average_female,male-female
44,0.4059562,0.3243484,"('prejudiced', 'unprejudiced')",-1.2432674,-1.2055254,-0.4186556,-0.4405885,0.0219329
10,-0.39774105,-0.5339316,"('unsympathetic', 'sympathetic')",-0.15737016,-0.304532,-0.2775556,-0.4192318,0.1416762
73,0.3868637,0.23967718,"('helpless', 'self-reliant')",-3.0546596,-3.2542555,-1.3338979,-1.5072892,0.1733913
34,-0.3743054,-0.48080888,"('mean', 'honorable')",5.365925,5.2716517,2.4958098,2.3954215,0.1003883
65,0.3730308,0.38115394,"('insecure', 'secure')",-0.20162396,0.091874786,0.0857034,0.2365144,-0.150811
4,-0.36927366,-0.15849672,"('disliked', 'liked')",-6.272622,-6.2442517,-3.3209479,-3.2013743,-0.1195736
81,0.36842138,0.9000649,"('submissive', 'aggressive')",-0.4876673,0.0265859,-0.059623,0.4633254,-0.5229484
11,-0.35887608,-0.1681608,"('unhelpful', 'helpful')",1.7180433,1.931688,0.6795836,0.8817636,-0.20218
72,0.353433,0.28610855,"('unambitious', 'ambitious')",-0.45997244,-0.31902957,-0.0532697,-0.0164605,-0.0368092
66,-0.3532433,-0.6026832,"('inactive', 'active')",0.4743549,-0.061560065,0.0605558,-0.3321216,0.3926774
64,0.30868885,-0.10384321,"('shy', 'confident')",-5.9645615,-5.819229,-2.8279364,-2.9615362,0.1335998
26,-0.2977189,-0.13905352,"('hardhearted', 'benevolent')",1.7475021,1.4789467,0.7248916,0.6699466,0.054945
48,-0.297472,-0.4191107,"('unintelligent', 'intelligent')",0.7881522,0.5809716,0.2453401,0.0809305,0.1644096
58,-0.2750518,-0.586389,"('undiscriminating', 'discriminating')",0.5225092,0.14526522,0.1237287,-0.2205619,0.3442906
69,0.2199155,-0.30519378,"('lazy', 'industrious')",-0.34342718,-0.73294485,-0.0617558,-0.5190693,0.4573135
51,-0.20637521,-0.10619179,"('uneducated', 'educated')",0.24483138,0.23782094,0.0192281,0.0658146,-0.0465865
68,-0.20337701,-0.5647609,"('dependent', 'independent')",-0.856913,-1.1239418,-0.530145,-0.8443514,0.3142064
57,-0.20308095,-0.24231637,"('unimaginative', 'imaginative')",-2.6258423,-2.7657714,-1.4144616,-1.5040438,0.0895822
46,0.1920785,-0.006818887,"('uncompetitive', 'competitive')",-0.39126906,-0.37328243,-0.0995953,-0.1900507,0.0904554
13,-0.18904738,-0.2691914,"('impolite', 'polite')",-0.49272364,-0.37028223,-0.3408855,-0.3197368,-0.0211487
32,-0.16815776,0.16301471,"('unkind', 'kind')",0.60116386,0.96821207,0.2165031,0.5656134,-0.3491103
21,0.16137867,0.42949793,"('immoral', 'moral')",-0.23083745,-0.019127293,-0.0347294,0.2051853,-0.2399147
29,-0.1503824,-0.103573635,"('unfair', 'fair')",-0.5182602,-0.7673762,-0.3343213,-0.4354749,0.1011536
61,0.14368604,-0.215358,"('illogical', 'logical')",0.76404065,0.5336659,0.4538634,0.1591539,0.2947095
75,-0.14192754,0.24704549,"('meek', 'impulsive')",-0.58026856,-0.3308029,-0.3610981,-0.0418787,-0.3192194
50,-0.13757803,-0.37476662,"('clumsy', 'skillful')",-0.052483864,-0.21069719,-0.0950309,-0.2927319,0.197701
40,-0.13702554,-0.3815417,"('stingy', 'generous')",-1.7434462,-2.3198583,-0.9402359,-1.3507,0.4104641
27,-0.1271855,-0.617539,"('hardhearted', 'softhearted')",1.0214386,0.39038125,0.4471266,-0.1135789,0.5607055
84,0.12409617,-0.0152275935,"('inferior', 'superior')",0.9172021,0.83767533,0.5206491,0.4112239,0.1094252
74,0.12137188,0.35839462,"('undedicated', 'dedicated')",-0.06161459,-0.2194361,0.0298786,0.0694793,-0.0396007
59,-0.11719681,-0.042872183,"('foolish', 'wise')",-0.044628922,-0.17315315,-0.0809129,-0.1080127,0.0270998
17,-0.11540882,0.054397803,"('nasty', 'nice')",-0.74539655,-0.7309525,-0.4304027,-0.3382773,-0.0921254
7,-0.09498923,-0.3199314,"('insensitive', 'sensitive')",0.6169593,0.4690252,0.260985,0.0745469,0.1864381
49,-0.09408255,-0.10103957,"('unable', 'able')",-0.37216228,-0.44400546,-0.2331224,-0.2725225,0.0394001
47,0.089673445,0.066205114,"('stupid', 'smart')",5.107824,4.8104687,2.5987487,2.4383368,0.1604119
63,-0.07628074,-0.30660126,"('unperceptive', 'insightful')",0.951824,0.6557017,0.4377716,0.1745502,0.2632214
43,0.05795809,-0.07002623,"('irresponsible', 'responsible')",0.82105905,0.87982374,0.4395086,0.4048988,0.0346098
77,0.035057276,-0.07803297,"('unmotivated', 'motivated')",-0.6480703,-0.695435,-0.3065065,-0.386734,0.0802275
37,-0.027486295,-0.63043195,"('fake', 'genuine')",0.061981738,-0.47443894,0.0172477,-0.5524355,0.5696832
22,0.025615755,0.10117321,"('untrustworthy', 'trustworthy')",-0.8740419,-1.0904844,-0.4242131,-0.4946556,0.0704425
12,0.025252424,0.13605204,"('unsupportive', 'supportive')",-1.6914822,-1.7763778,-0.8331149,-0.8201629,-0.012952
83,-0.0020664707,-0.24133065,"('powerless', 'powerful')",-0.9624486,-1.0978878,-0.4822575,-0.6696092,0.1873517
