,lexmark_male,lexmark_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
85,0.4012577,0.7197202,"('insignificant', 'prestigious')",-0.6402085,-0.572241,0.98559266,0.7638986,0.2488806,0.3037926,-0.054912
13,0.39019594,-0.03075017,"('impolite', 'polite')",0.8079343,0.5704084,-0.50696707,-0.41496652,0.2303877,0.0415639,0.1888238
50,0.39006677,0.61329406,"('clumsy', 'skillful')",0.08308919,0.12893286,0.17856659,0.15539527,0.2172409,0.2992074,-0.0819665
7,0.35651952,0.07633624,"('insensitive', 'sensitive')",-0.15818611,-0.17866689,0.6326241,0.6771023,0.2769858,0.1915906,0.0853952
45,-0.35367918,-0.48361158,"('incompetent', 'competent')",-0.05835648,0.10676411,-0.50485086,-0.39802417,-0.3056288,-0.2582905,-0.0473383
78,-0.32730737,-0.21802719,"('nonresilient', 'resilient')",0.16007721,0.45689946,0.14149988,0.21322262,-0.0085768,0.1506983,-0.1592751
32,-0.31839597,-0.5218119,"('unkind', 'kind')",-0.24607646,-0.46509773,0.5344993,0.5788167,-0.009991,-0.136031,0.12604
0,-0.31777096,-0.8336141,"('unsociable', 'sociable')",0.09155894,-0.3520973,-0.57979953,-0.76029867,-0.2686705,-0.64867,0.3799995
88,-0.30618536,-0.62434286,"('low', 'eminent')",-0.12639028,-0.316958,0.12740389,0.18563044,-0.1017239,-0.2518901,0.1501662
81,-0.27612934,-0.65256286,"('submissive', 'aggressive')",0.23516425,0.27892217,-1.1708385,-0.98117495,-0.4039345,-0.4516052,0.0476707
11,-0.2699368,-0.38316804,"('unhelpful', 'helpful')",0.10894595,0.25317404,1.3305954,1.4240849,0.3898682,0.4313636,-0.0414954
49,-0.26259193,-0.12892976,"('unable', 'able')",-0.5268,-0.44695565,-0.514277,-0.2653506,-0.4345563,-0.280412,-0.1541443
19,-0.25731754,-0.19860403,"('inhospitable', 'hospitable')",-0.64020926,-0.7618721,0.09433133,-0.03434569,-0.2677318,-0.3316073,0.0638755
5,-0.21162382,0.11363533,"('distant', 'outgoing')",-0.37657362,-0.23838723,-0.028094832,-0.018160744,-0.2054308,-0.0476375,-0.1577933
14,-0.20290285,-0.35470706,"('antisocial', 'social')",0.8117299,0.881183,-0.79750663,-0.5579417,-0.0628932,-0.0104886,-0.0524046
12,0.1900636,0.22992988,"('unsupportive', 'supportive')",-0.0031610578,0.34402642,-1.9310182,-1.814132,-0.5813719,-0.4133919,-0.16798
66,-0.18580756,0.11992584,"('inactive', 'active')",0.7712424,0.96793705,1.0443988,1.0869575,0.5432779,0.7249401,-0.1816622
22,-0.1843022,-0.42362583,"('untrustworthy', 'trustworthy')",-0.43528807,-0.37759748,-0.9998348,-1.029085,-0.5398084,-0.6101028,0.0702944
47,0.17645873,0.20605077,"('stupid', 'smart')",-0.07530502,0.2821544,5.3419156,5.425794,1.8143565,1.9713332,-0.1569767
26,-0.15608351,-0.323299,"('hardhearted', 'benevolent')",1.2757621,1.25233,1.891242,1.8105938,1.0036402,0.9132082,0.090432
23,0.1420162,-0.24365973,"('insincere', 'sincere')",-0.10034001,-0.119666606,5.3704896,5.307119,1.8040552,1.6479308,0.1561244
15,0.13060294,0.007250607,"('boring', 'funny')",-0.064757444,-0.19103287,0.46127164,0.40565297,0.1757057,0.0739569,0.1017488
40,0.12919386,0.029816262,"('stingy', 'generous')",0.05125214,0.0003328398,-1.153334,-1.5960109,-0.324296,-0.5219539,0.1976579
9,0.12704822,-0.026444875,"('unaffectionate', 'caring')",0.011852808,-0.13749081,1.1202066,0.9310893,0.4197025,0.2557179,0.1639846
17,-0.11535874,-0.0795015,"('nasty', 'nice')",-1.2845026,-1.2538506,-0.60675746,-0.8043337,-0.6688729,-0.7125619,0.043689
52,0.114499174,0.014996991,"('irrational', 'rational')",-0.69625753,-0.84130734,0.57086253,0.1661467,-0.0036319,-0.2200545,0.2164226
24,0.11222303,-0.38635096,"('dishonest', 'honest')",-0.1003109,-0.41121173,0.47321197,0.4173455,0.161708,-0.1267391,0.2884471
41,-0.111360215,-0.13162081,"('unforgiving', 'forgiving')",0.051048335,0.12032026,-0.07621055,-0.21072038,-0.0455075,-0.074007,0.0284995
80,-0.10473882,-0.3071145,"('dominated', 'dominating')",-0.08794485,0.06105917,-1.7231064,-1.5312899,-0.6385967,-0.5924484,-0.0461483
1,-0.1042368,-0.45671865,"('unfriendly', 'friendly')",0.21674562,-0.09308189,2.2175274,1.8625361,0.7766787,0.4375785,0.3391002
74,0.0997365,0.10913475,"('undedicated', 'dedicated')",0.38337,0.70611,0.25883335,0.3514135,0.2473133,0.3888861,-0.1415728
58,-0.09591471,-0.02599978,"('undiscriminating', 'discriminating')",0.1757183,0.39089775,-0.10228746,-0.09810273,-0.0074946,0.0889317,-0.0964263
75,-0.093622066,0.517531,"('meek', 'impulsive')",-0.55956984,0.04382606,-0.48081693,-0.25115687,-0.378003,0.1034001,-0.4814031
65,-0.092201166,-0.5101402,"('insecure', 'secure')",0.40970245,0.17570513,-0.54069614,-0.36684033,-0.0743983,-0.2337584,0.1593601
70,0.085217595,0.015473099,"('lethargic', 'energetic')",0.4721176,0.7428848,0.4192521,0.77093303,0.3255291,0.5097636,-0.1842345
61,0.06861394,-0.16383213,"('illogical', 'logical')",-0.33031243,-0.44093525,0.0688314,-0.0033593774,-0.064289,-0.2027089,0.1384199
4,-0.057872333,0.13230518,"('disliked', 'liked')",-0.31456256,-0.04525401,-6.3354926,-6.2322264,-2.2359759,-2.0483917,-0.1875842
54,-0.04535708,0.1702729,"('incapable', 'capable')",-8.27536e-05,0.20608757,1.2533361,1.3565829,0.4026321,0.5776478,-0.1750157
44,-0.04021822,0.3317913,"('prejudiced', 'unprejudiced')",0.4103884,0.60678095,-1.0873361,-0.9038209,-0.2390553,0.0115838,-0.2506391
34,0.030668385,0.09852332,"('mean', 'honorable')",-0.07934405,0.12788549,5.86509,5.915281,1.9388048,2.0472299,-0.1084251
63,0.025603121,0.041879892,"('unperceptive', 'insightful')",0.7508456,0.93951243,0.6458197,0.88513064,0.4740895,0.6221743,-0.1480848
77,0.02460837,-0.20095916,"('unmotivated', 'motivated')",-0.28057432,-0.21413624,-1.3014522,-1.2536505,-0.5191394,-0.5562487,0.0371093
20,-0.018489476,-0.0012115389,"('rough', 'thoughtful')",0.5506297,0.5530768,1.2473786,1.0787585,0.5931729,0.5435413,0.0496316
37,-0.011836914,-0.053338345,"('fake', 'genuine')",-0.3718077,-0.5375198,0.3790832,0.33970731,-0.0015205,-0.0837169,0.0821964
