,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,male-female
25,-0.9750631,-0.6115661,"('egoistic', 'altruistic')",0.10624172,0.08866074,1.4957709,1.5223663,0.2089832,0.3331536,-0.1241704
63,0.95745856,0.6743078,"('unperceptive', 'insightful')",2.5246012,2.4164312,1.3732285,1.3759762,1.6184295,1.4889051,0.1295244
22,0.935565,0.51241696,"('untrustworthy', 'trustworthy')",1.3067046,1.3232801,-0.50864935,-0.3942631,0.5778734,0.480478,0.0973954
73,0.92843807,1.1015118,"('helpless', 'self-reliant')",0.20985636,0.270742,-3.1503332,-2.9725173,-0.6706796,-0.5334211,-0.1372585
49,-0.91474473,-1.1095884,"('unable', 'able')",-0.8836899,-0.9913842,-0.3068369,-0.52617174,-0.7017572,-0.8757148,0.1739576
8,-0.8915348,-0.45756972,"('unaffectionate', 'affectionate')",-0.80317736,-0.6748843,0.20137668,0.24292624,-0.4977785,-0.2965093,-0.2012692
75,-0.8427852,-0.4445464,"('meek', 'impulsive')",-1.1763753,-1.0807836,-0.41958338,-0.41537735,-0.8129146,-0.6469025,-0.1660121
52,-0.8411224,-0.33516857,"('irrational', 'rational')",-0.37129438,-0.5053581,-0.25791106,-0.45121986,-0.4901093,-0.4305822,-0.0595271
10,0.8295549,0.119756415,"('unsympathetic', 'sympathetic')",0.95113194,1.0645695,-0.029940631,0.14040594,0.5835821,0.4415773,0.1420048
45,0.80863184,0.448841,"('incompetent', 'competent')",1.5391731,1.5482903,-0.29217193,-0.23103988,0.685211,0.5886971,0.0965139
74,0.7588699,0.53735274,"('undedicated', 'dedicated')",0.5124829,0.6681981,-0.060109943,0.10276148,0.4037476,0.4361041,-0.0323565
24,0.7469372,0.49246362,"('dishonest', 'honest')",0.711226,0.98509043,0.56783426,0.75842077,0.6753325,0.7453249,-0.0699924
66,-0.72719496,-0.6902565,"('inactive', 'active')",-0.42359838,-0.4533476,1.1111263,0.8119691,-0.0132223,-0.110545,0.0973227
65,0.7141641,0.08065238,"('insecure', 'secure')",1.0078565,0.98443633,0.15413266,0.21871391,0.6253844,0.4279342,0.1974502
88,-0.679301,-0.60921913,"('low', 'eminent')",-0.85077417,-0.6275002,-0.1330147,-0.17355174,-0.5543633,-0.4700904,-0.0842729
71,0.6411166,0.82600033,"('diffident', 'self-confident')",2.2079246,2.3463538,0.5207736,0.36336526,1.1232716,1.1785731,-0.0553015
48,0.55796355,0.2433944,"('unintelligent', 'intelligent')",0.52350795,0.5414659,0.5320143,0.63981515,0.5378286,0.4748918,0.0629368
59,-0.5491935,-0.2059818,"('foolish', 'wise')",-0.115885414,-0.12148873,0.13125832,0.0003792271,-0.1779402,-0.1090304,-0.0689098
78,-0.48845834,-0.6643306,"('nonresilient', 'resilient')",1.3170854,1.081165,0.4222699,0.28231975,0.4169656,0.2330514,0.1839142
58,-0.46512282,-0.4598904,"('undiscriminating', 'discriminating')",-0.09008384,-0.055769946,-0.07260369,-0.06267285,-0.2092701,-0.1927777,-0.0164924
42,0.45050478,0.02347732,"('unreliable', 'reliable')",0.8275678,0.5067927,-2.4959345,-2.3924139,-0.405954,-0.6207146,0.2147606
47,0.44480205,0.21640612,"('stupid', 'smart')",0.77569836,0.80211395,5.4046054,5.113254,2.2083686,2.0439246,0.164444
67,0.44430774,0.42861688,"('doubtful', 'determined')",0.80640686,0.7387794,-0.40684345,-0.51437145,0.2812904,0.217675,0.0636154
3,0.43459857,0.24759424,"('repellent', 'pleasant')",0.6696679,0.7868492,0.5061103,0.587292,0.5367922,0.5405784,-0.0037862
0,0.4299187,-0.10478734,"('unsociable', 'sociable')",1.1884055,1.148031,-0.47768804,-0.43703017,0.3802121,0.2020712,0.1781409
41,0.41987157,0.42449218,"('unforgiving', 'forgiving')",0.8040336,0.7427628,0.14702363,0.22255294,0.4569763,0.4632693,-0.006293
29,-0.41683275,-0.3603168,"('unfair', 'fair')",-0.5139558,-0.6463537,-0.2618118,-0.4580293,-0.3975334,-0.4882332,0.0906998
17,-0.40024573,-0.3515863,"('nasty', 'nice')",0.45393765,0.38990396,-0.32541206,-0.38027984,-0.0905734,-0.1139874,0.023414
61,0.34846446,0.105565146,"('illogical', 'logical')",0.18405828,0.29649824,0.11944228,0.05512335,0.2173217,0.1523956,0.0649261
33,0.33332855,0.5588162,"('wrong', 'right')",0.5065186,0.6024605,-0.66883075,-0.7172272,0.0570055,0.1480165,-0.091011
32,0.3093392,0.07319316,"('unkind', 'kind')",0.9264029,0.96455187,1.2022226,1.30563,0.8126549,0.781125,0.0315299
37,0.29757023,0.02059566,"('fake', 'genuine')",0.69841,0.70770156,0.3541978,0.23960227,0.4500593,0.3226332,0.1274261
1,-0.2948091,0.10530095,"('unfriendly', 'friendly')",0.30492833,0.561812,1.4645704,1.5020926,0.4915632,0.7230686,-0.2315054
18,0.2931567,0.10359189,"('disagreeable', 'welcoming')",0.394851,0.21471949,-0.34440506,-0.39876103,0.1145342,-0.0268165,0.1413507
64,0.2925777,-0.044880424,"('shy', 'confident')",0.16280624,0.1464884,-6.144493,-5.7838073,-1.8963698,-1.8940665,-0.0023033
44,-0.27471843,-0.38789958,"('prejudiced', 'unprejudiced')",-0.7684321,-1.0030752,-1.0468625,-1.176419,-0.696671,-0.8557979,0.1591269
87,-0.27430058,-0.5717189,"('unsuccessful', 'successful')",0.8486177,0.8610288,0.31819484,0.17212921,0.297504,0.153813,0.143691
20,-0.26503345,-0.4061249,"('rough', 'thoughtful')",0.05719267,0.09445731,0.99434966,0.99253905,0.2621696,0.2269572,0.0352124
86,0.19041225,-0.26962063,"('uninfluential', 'influential')",0.3057735,0.46815333,-0.2847457,-0.18338637,0.07048,0.0050488,0.0654312
53,0.1633846,0.18124612,"('uncreative', 'creative')",0.79193723,0.82171285,0.9891385,1.135299,0.6481535,0.7127527,-0.0645992
9,0.14631836,0.4318138,"('unaffectionate', 'caring')",1.0417306,1.2720068,1.0543326,1.1726531,0.7474605,0.9588246,-0.2113641
77,-0.14630783,-0.481218,"('unmotivated', 'motivated')",0.52173674,0.61281645,-1.1189197,-1.0453821,-0.2478303,-0.3045946,0.0567643
40,0.14475124,0.16448615,"('stingy', 'generous')",1.2914548,1.1313214,-1.2206324,-0.9410258,0.0718578,0.1182606,-0.0464028
82,-0.14180565,-0.23037024,"('poor', 'rich')",-0.15257406,-0.11890427,5.537448,5.357683,1.7476894,1.6694695,0.0782199
34,-0.1374765,-0.21478494,"('mean', 'honorable')",1.0674183,1.0081943,6.182881,5.8416395,2.3709408,2.211683,0.1592578
51,-0.13265014,-0.48382634,"('uneducated', 'educated')",-0.31201106,-0.26869115,0.009442009,0.19110706,-0.1450731,-0.1871368,0.0420637
28,0.1282898,0.062126543,"('disloyal', 'loyal')",0.93564415,1.0465436,0.8160918,0.8957109,0.6266752,0.668127,-0.0414518
83,-0.12475225,-0.21055205,"('powerless', 'powerful')",-0.3795588,-0.36257458,-1.2542508,-1.1447908,-0.5861873,-0.5726391,-0.0135482
2,0.11009943,0.0654047,"('unlikable', 'likable')",0.21167082,0.17440382,0.5844584,0.57335395,0.3020762,0.2710541,0.0310221
84,0.10658729,0.12352399,"('inferior', 'superior')",-2.0503707,-2.0640628,0.35339028,0.37066433,-0.530131,-0.5232915,-0.0068395
38,0.09259644,0.2459045,"('untruthful', 'truthful')",0.68348426,0.8212993,0.09611554,0.16544317,0.2907321,0.4108823,-0.1201502
26,0.041381538,0.27492258,"('hardhearted', 'benevolent')",0.5253949,0.6913157,1.5132608,1.6183493,0.6933458,0.8615292,-0.1681834
72,0.038248464,-0.14368609,"('unambitious', 'ambitious')",0.5617556,0.7059383,-1.2034467,-1.029523,-0.2011476,-0.155757,-0.0453906
27,-0.02353669,-0.089573994,"('hardhearted', 'softhearted')",1.1869093,1.2083237,1.4015816,1.2726575,0.8549848,0.7971358,0.057849
54,0.015535705,0.030679591,"('incapable', 'capable')",-0.52471226,-0.42819044,0.9162585,0.8240805,0.135694,0.1421899,-0.0064959
15,-0.0025117546,0.19017246,"('boring', 'funny')",0.18763301,0.14814852,0.401515,0.32341358,0.1955454,0.2205782,-0.0250328
