,nvidia_male,nvidia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
72,-1.1218916,-1.0125046,"('unambitious', 'ambitious')",-0.2806497,-0.23979482,-0.7012706,-0.6261497,-0.0751209
74,-1.1109351,-1.0370123,"('undedicated', 'dedicated')",-0.27225584,-0.2968966,-0.6915954,-0.6669545,-0.0246409
3,-1.077273,-1.1670763,"('repellent', 'pleasant')",1.0618699,1.1369816,-0.0077016,-0.0150474,0.0073458
62,-1.0598798,-0.9538443,"('incompetent', 'brilliant')",0.06305532,0.2585568,-0.4984122,-0.3476437,-0.1507685
60,-1.0170492,-0.9714697,"('inefficient', 'efficient')",-0.20904005,0.17985529,-0.6130446,-0.3958072,-0.2172374
30,-0.94556177,-0.73805004,"('intolerant', 'tolerant')",0.61293715,0.8533894,-0.1663123,0.0576697,-0.223982
31,0.93811303,1.1143157,"('evil', 'good')",-0.41827282,-0.66022146,0.2599201,0.2270471,0.032873
78,-0.9267311,-1.027367,"('nonresilient', 'resilient')",0.014349714,0.0012078844,-0.4561907,-0.5130796,0.0568889
18,-0.87493753,-0.5914623,"('disagreeable', 'welcoming')",-0.5471447,-0.5291671,-0.7110411,-0.5603147,-0.1507264
47,-0.82873,-0.9436811,"('stupid', 'smart')",5.069229,5.0345464,2.1202495,2.0454326,0.0748169
75,0.8199782,0.6879205,"('meek', 'impulsive')",-0.8365501,-0.98125416,-0.008286,-0.1466668,0.1383808
58,-0.77842903,-0.9425214,"('undiscriminating', 'discriminating')",0.30721182,0.14829865,-0.2356086,-0.3971114,0.1615028
73,0.76968205,0.8401218,"('helpless', 'self-reliant')",-3.1240106,-3.2674284,-1.1771643,-1.2136533,0.036489
77,-0.7520113,-0.66453177,"('unmotivated', 'motivated')",-1.2620007,-1.0423969,-1.0070059,-0.8534644,-0.1535415
20,0.74870247,0.5027739,"('rough', 'thoughtful')",0.9984871,0.94065964,0.8735948,0.7217168,0.151878
80,-0.7410861,-0.76855403,"('dominated', 'dominating')",-1.1493274,-1.167117,-0.9452068,-0.9678355,0.0226287
36,0.7284415,0.71167016,"('hostile', 'amicable')",0.1961048,-0.10600682,0.4622731,0.3028317,0.1594414
84,0.72278166,0.6031784,"('inferior', 'superior')",0.8520886,0.90838623,0.7874351,0.7557823,0.0316528
66,-0.69260013,-0.6484561,"('inactive', 'active')",0.38433096,0.2426867,-0.1541346,-0.2028847,0.0487501
82,-0.684656,-0.87466925,"('poor', 'rich')",6.59343,6.531216,2.9543869,2.8282735,0.1261134
6,0.68403596,1.0093279,"('distant', 'open')",-0.14201355,-0.4318965,0.2710112,0.2887157,-0.0177045
28,-0.65593004,-0.5721324,"('disloyal', 'loyal')",0.97801995,0.92903215,0.161045,0.1784499,-0.0174049
68,-0.58762836,-0.68712556,"('dependent', 'independent')",-0.8650439,-0.8929938,-0.7263361,-0.7900597,0.0637236
53,-0.5723197,-0.3097197,"('uncreative', 'creative')",0.5513009,0.52090234,-0.0105094,0.1055913,-0.1161007
37,-0.5536203,-0.63232756,"('fake', 'genuine')",0.36815992,0.24433465,-0.0927302,-0.1939965,0.1012663
1,-0.5527196,-0.36205608,"('unfriendly', 'friendly')",1.5950611,1.4809706,0.5211707,0.5594573,-0.0382866
27,-0.5496857,-0.58904815,"('hardhearted', 'softhearted')",1.7417858,1.6117402,0.59605,0.511346,0.084704
39,0.5262405,0.56150275,"('exploitative', 'cooperative')",0.388327,0.39134425,0.4572838,0.4764235,-0.0191397
26,0.4960702,0.515535,"('hardhearted', 'benevolent')",1.7972754,1.7547348,1.1466728,1.1351349,0.0115379
15,0.45244694,0.6582489,"('boring', 'funny')",0.2326672,0.14013709,0.3425571,0.399193,-0.0566359
61,-0.43072662,-0.33212072,"('illogical', 'logical')",0.6775413,0.5076428,0.1234073,0.087761,0.0356463
9,-0.42461818,-0.084566295,"('unaffectionate', 'caring')",1.5382495,1.4596618,0.5568156,0.6875478,-0.1307322
25,0.42373025,0.5392967,"('egoistic', 'altruistic')",1.4827299,1.5338004,0.9532301,1.0365485,-0.0833184
8,-0.4012874,-0.3384019,"('unaffectionate', 'affectionate')",0.94692135,0.7898908,0.272817,0.2257445,0.0470725
17,-0.3996809,-0.17732881,"('nasty', 'nice')",-0.67312247,-0.5321075,-0.5364017,-0.3547181,-0.1816836
33,0.37490138,0.7006648,"('wrong', 'right')",-0.7411809,-0.7987876,-0.1831398,-0.0490614,-0.1340784
4,-0.3291697,0.036891803,"('disliked', 'liked')",-7.300685,-7.321188,-3.8149273,-3.642148,-0.1727793
2,-0.27182287,0.0069452096,"('unlikable', 'likable')",0.37859207,0.5007797,0.0533846,0.2538624,-0.2004778
44,0.26781848,0.023075216,"('prejudiced', 'unprejudiced')",-1.6563423,-1.5485796,-0.6942619,-0.7627522,0.0684903
48,-0.2552353,-0.3152232,"('unintelligent', 'intelligent')",0.58281875,0.8094691,0.1637917,0.247123,-0.0833313
67,-0.24245906,-0.2396541,"('doubtful', 'determined')",-0.9135055,-0.9576042,-0.5779823,-0.5986292,0.0206469
54,0.23711461,0.23205292,"('incapable', 'capable')",0.6965264,0.662271,0.4668205,0.447162,0.0196585
83,0.22762492,0.24819264,"('powerless', 'powerful')",-1.2404794,-1.134248,-0.5064272,-0.4430277,-0.0633995
87,-0.18551652,-0.01629141,"('unsuccessful', 'successful')",0.90472364,0.87638146,0.3596036,0.430045,-0.0704414
29,0.18097214,0.12688315,"('unfair', 'fair')",0.03601132,-0.3368829,0.1084917,-0.1049999,0.2134916
79,0.16833377,0.20326231,"('wavering', 'unwavering')",-0.5241937,-0.7538371,-0.17793,-0.2752874,0.0973574
71,0.16458438,0.35233068,"('diffident', 'self-confident')",0.22247897,0.0106470585,0.1935317,0.1814889,0.0120428
5,0.15648782,0.5337327,"('distant', 'outgoing')",-0.39946613,-0.56413585,-0.1214892,-0.0152016,-0.1062876
49,-0.1483216,-0.08535952,"('unable', 'able')",-0.5558422,-0.48069054,-0.3520819,-0.283025,-0.0690569
16,0.12648499,0.3006473,"('unpopular', 'popular')",0.102757595,0.064539224,0.1146213,0.1825933,-0.067972
19,-0.12128417,0.25532523,"('inhospitable', 'hospitable')",-0.28823903,-0.3542516,-0.2047616,-0.0494632,-0.1552984
40,-0.11763276,0.06427411,"('stingy', 'generous')",-1.5374715,-1.6389455,-0.8275521,-0.7873357,-0.0402164
34,-0.10097464,-0.23263961,"('mean', 'honorable')",5.5882382,5.476091,2.7436318,2.6217256,0.1219062
50,0.047836967,0.14735095,"('clumsy', 'skillful')",-0.1255438,-0.09499212,-0.0388534,0.0261794,-0.0650328
88,-0.018281613,0.16143125,"('low', 'eminent')",-0.4839845,-0.45733643,-0.2511331,-0.1479526,-0.1031805
