,nvidia_male,nvidia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
31,1.222819,1.1722224,"('evil', 'good')",-0.5403589,-0.6341851,0.34123,0.2690187,0.0722113
42,-1.2136829,-1.1325164,"('unreliable', 'reliable')",-3.5712404,-3.7107546,-2.3924618,-2.4216356,0.0291738
52,1.2128779,1.0740669,"('irrational', 'rational')",0.020878809,0.004248852,0.6168783,0.5391579,0.0777204
65,-1.2069885,-1.3841995,"('insecure', 'secure')",-0.30767402,-0.35159627,-0.7573313,-0.8678979,0.1105666
55,-1.1892402,-1.353299,"('incompetent', 'clever')",0.43464267,0.18856117,-0.3772988,-0.5823689,0.2050701
72,-1.1584859,-0.97220224,"('unambitious', 'ambitious')",-0.60060376,-0.39352307,-0.8795449,-0.6828626,-0.1966823
38,-1.1358824,-1.0941513,"('untruthful', 'truthful')",-0.58149934,-0.47403264,-0.8586909,-0.7840919,-0.074599
12,-1.1161928,-1.2134123,"('unsupportive', 'supportive')",-2.1609962,-2.3513813,-1.6385945,-1.7823968,0.1438023
82,-1.1040022,-0.94085175,"('poor', 'rich')",6.0461745,6.3388352,2.471086,2.6989918,-0.2279058
74,-1.0637637,-1.1359503,"('undedicated', 'dedicated')",-0.3124756,-0.47723088,-0.6881196,-0.8065906,0.118471
6,1.0408688,1.0684986,"('distant', 'open')",-0.5615803,-0.53824687,0.2396442,0.2651259,-0.0254817
36,1.0226688,0.8872896,"('hostile', 'amicable')",0.20328999,0.09605178,0.6129794,0.4916707,0.1213087
84,0.99496704,0.9468748,"('inferior', 'superior')",1.2898616,1.235403,1.1424143,1.0911388,0.0512755
20,0.9843989,0.801389,"('rough', 'thoughtful')",1.2695091,1.139646,1.126954,0.9705175,0.1564365
41,-0.9798831,-1.1539004,"('unforgiving', 'forgiving')",-0.22336711,-0.3081551,-0.6016251,-0.7310277,0.1294026
64,-0.9000518,-1.0099294,"('shy', 'confident')",-6.33206,-6.7031536,-3.6160557,-3.8565416,0.2404859
60,-0.8960864,-0.9856973,"('inefficient', 'efficient')",0.04730705,0.078474425,-0.4243897,-0.4536115,0.0292218
80,-0.8926469,-0.99573636,"('dominated', 'dominating')",-1.1241624,-1.1986568,-1.0084047,-1.0971966,0.0887919
30,-0.87101984,-0.9681095,"('intolerant', 'tolerant')",0.5691559,0.66645366,-0.150932,-0.1508279,-0.0001041
78,-0.82412714,-0.98792225,"('nonresilient', 'resilient')",0.22499736,0.033477046,-0.2995649,-0.4772226,0.1776577
39,0.82138264,0.609649,"('exploitative', 'cooperative')",0.41299695,0.29756746,0.6171898,0.4536082,0.1635816
73,0.7979274,0.96760535,"('helpless', 'self-reliant')",-3.1823425,-3.2205522,-1.1922076,-1.1264734,-0.0657342
75,0.70889705,1.0352134,"('meek', 'impulsive')",-0.883297,-0.7255464,-0.0872,0.1548335,-0.2420335
47,-0.6616432,-0.66256803,"('stupid', 'smart')",4.9753013,5.190676,2.1568291,2.2640541,-0.107225
58,-0.6536273,-0.73590523,"('undiscriminating', 'discriminating')",0.2140882,0.15358716,-0.2197695,-0.291159,0.0713895
66,-0.6478235,-0.67733884,"('inactive', 'active')",0.43920094,0.26765454,-0.1043113,-0.2048422,0.1005309
71,0.6461971,0.495273,"('diffident', 'self-confident')",0.1687395,0.18323334,0.4074683,0.3392532,0.0682151
33,0.64355856,0.62626404,"('wrong', 'right')",-0.87051827,-0.90303415,-0.1134799,-0.1383851,0.0249052
27,-0.6322241,-0.6007366,"('hardhearted', 'softhearted')",1.4418031,1.3721036,0.4047895,0.3856835,0.019106
18,-0.60036373,-0.8283546,"('disagreeable', 'welcoming')",-0.620222,-0.7783636,-0.6102929,-0.8033591,0.1930662
37,-0.5958786,-0.5646825,"('fake', 'genuine')",0.10833551,0.14371794,-0.2437716,-0.2104823,-0.0332893
87,-0.48008373,-0.5843949,"('unsuccessful', 'successful')",0.8092559,0.63002807,0.1645861,0.0228166,0.1417695
77,-0.47402653,-0.73421305,"('unmotivated', 'motivated')",-0.9417406,-1.0075184,-0.7078835,-0.8708657,0.1629822
68,-0.459772,-0.52722114,"('dependent', 'independent')",-0.6321483,-0.77334535,-0.5459602,-0.6502832,0.104323
83,0.43747336,0.45938644,"('powerless', 'powerful')",-1.1224453,-0.91781336,-0.342486,-0.2292135,-0.1132725
5,0.43571702,0.5586843,"('distant', 'outgoing')",-0.8271987,-0.7511556,-0.1957408,-0.0962357,-0.0995051
54,0.4244536,0.41824606,"('incapable', 'capable')",0.48234653,0.61784226,0.4534001,0.5180442,-0.0646441
28,-0.41236243,-0.6757017,"('disloyal', 'loyal')",0.87288314,0.9526937,0.2302604,0.138496,0.0917644
26,0.39304593,0.3226146,"('hardhearted', 'benevolent')",1.7449555,1.5838947,1.0690007,0.9532547,0.115746
15,0.39194065,0.46102458,"('boring', 'funny')",0.018015958,0.040007617,0.2049783,0.2505161,-0.0455378
25,0.3880276,0.32389387,"('egoistic', 'altruistic')",1.3605517,1.2782041,0.8742896,0.801049,0.0732406
16,0.38705313,0.29883575,"('unpopular', 'popular')",0.27290964,0.1991783,0.3299814,0.249007,0.0809744
8,-0.32250318,-0.3884283,"('unaffectionate', 'affectionate')",0.45252272,0.52381647,0.0650098,0.0676941,-0.0026843
79,0.3169406,0.36079702,"('wavering', 'unwavering')",-0.81186503,-0.6187663,-0.2474622,-0.1289846,-0.1184776
17,-0.28017402,-0.3351657,"('nasty', 'nice')",-0.7099115,-0.656641,-0.4950428,-0.4959034,0.0008606
2,-0.27163303,-0.26987267,"('unlikable', 'likable')",0.2858146,0.23225477,0.0070908,-0.0188089,0.0258997
1,-0.26598454,-0.46759206,"('unfriendly', 'friendly')",1.3150742,1.3021376,0.5245448,0.4172728,0.107272
29,0.24681059,0.13622972,"('unfair', 'fair')",-0.17200476,-0.35448307,0.0374029,-0.1091267,0.1465296
61,-0.23675385,-0.4543624,"('illogical', 'logical')",0.55865186,0.45894602,0.160949,0.0022918,0.1586572
44,0.2158372,0.37465167,"('prejudiced', 'unprejudiced')",-1.4590672,-1.4735796,-0.621615,-0.549464,-0.072151
48,-0.18004051,-0.25159147,"('unintelligent', 'intelligent')",0.7893693,0.8757529,0.3046644,0.3120807,-0.0074163
34,-0.1760933,-0.17752683,"('mean', 'honorable')",5.3305864,5.569773,2.5772467,2.6961231,-0.1188764
19,-0.16547292,-0.105467595,"('inhospitable', 'hospitable')",-0.63121736,-0.5919829,-0.3983451,-0.3487253,-0.0496198
4,-0.15925968,-0.07566534,"('disliked', 'liked')",-6.7713556,-7.1231966,-3.4653077,-3.599431,0.1341233
9,-0.11138129,-0.3312972,"('unaffectionate', 'caring')",1.0585821,1.1275394,0.4736004,0.3981211,0.0754793
50,0.0937889,0.0653198,"('clumsy', 'skillful')",-0.21837875,-0.20757236,-0.0622949,-0.0711263,0.0088314
40,0.060985643,-0.050672106,"('stingy', 'generous')",-1.5437685,-1.8732164,-0.7413914,-0.9619442,0.2205528
53,-0.060457334,-0.22104181,"('uncreative', 'creative')",0.57595253,0.45503968,0.2577476,0.1169989,0.1407487
88,-0.04662375,-0.04628891,"('low', 'eminent')",-0.63746345,-0.5432942,-0.3420436,-0.2947915,-0.0472521
49,0.035547778,0.11887462,"('unable', 'able')",-0.44281703,-0.2909203,-0.2036346,-0.0860228,-0.1176118
67,-0.021115612,0.120469674,"('doubtful', 'determined')",-0.7803301,-0.65430206,-0.4007229,-0.2669162,-0.1338067
