,comcast_male,comcast_female,tuple,corp_male,corp_female,average_male,average_female,male-female
51,-1.0849509,-1.1017553,"('uneducated', 'educated')",0.4223745,0.6913395,-0.3312882,-0.2052079,-0.1260803
21,-1.0599562,-1.4595554,"('immoral', 'moral')",-0.37089783,-0.06342918,-0.715427,-0.7614923,0.0460653
22,-1.0186937,-1.1072648,"('untrustworthy', 'trustworthy')",-0.88724333,-0.79505885,-0.9529685,-0.9511618,-0.0018067
3,-1.0135468,-1.1750859,"('repellent', 'pleasant')",0.83445394,1.0968419,-0.0895464,-0.039122,-0.0504244
59,1.0071728,1.1410164,"('foolish', 'wise')",0.00088209007,-0.17019375,0.5040275,0.4854113,0.0186162
11,-0.9969571,-1.2503074,"('unhelpful', 'helpful')",1.0721623,1.2778617,0.0376026,0.0137771,0.0238255
39,0.9919021,0.5769135,"('exploitative', 'cooperative')",0.17942409,0.13425282,0.5856631,0.3555831,0.23008
65,-0.9788759,-1.3325468,"('insecure', 'secure')",-0.15049498,0.21781774,-0.5646854,-0.5573645,-0.0073209
37,-0.97568184,-1.1000048,"('fake', 'genuine')",-0.07825884,-0.06893073,-0.5269703,-0.5844678,0.0574975
80,-0.9539883,-1.1070125,"('dominated', 'dominating')",-0.7961815,-0.553508,-0.8750849,-0.8302603,-0.0448246
31,0.9255299,1.198329,"('evil', 'good')",-0.5968632,-1.0979917,0.1643333,0.0501686,0.1141647
68,-0.88245285,-1.0538465,"('dependent', 'independent')",-0.7779969,-0.78487617,-0.8302249,-0.9193614,0.0891365
60,-0.8747348,-1.2013831,"('inefficient', 'efficient')",0.1362187,0.48240358,-0.369258,-0.3594898,-0.0097682
79,0.8726381,1.2643789,"('wavering', 'unwavering')",-0.72718793,-0.7368941,0.0727251,0.2637424,-0.1910173
63,-0.87181556,-0.9352266,"('unperceptive', 'insightful')",0.40400356,0.561384,-0.233906,-0.1869213,-0.0469847
7,-0.86239517,-1.0148191,"('insensitive', 'sensitive')",0.2678231,0.35604835,-0.297286,-0.3293854,0.0320994
76,-0.8601558,-1.0226208,"('anxious', 'daring')",-0.4315969,-0.123177245,-0.6458763,-0.572899,-0.0729773
86,-0.85387385,-0.9795063,"('uninfluential', 'influential')",-0.43845588,-0.2332918,-0.6461649,-0.6063991,-0.0397658
49,-0.8513573,-0.9612313,"('unable', 'able')",-0.6287398,-0.563902,-0.7400485,-0.7625667,0.0225182
33,0.83123815,0.8805562,"('wrong', 'right')",-0.5771813,-0.7932369,0.1270284,0.0436597,0.0833687
47,-0.8276112,-1.0535196,"('stupid', 'smart')",5.034485,5.192187,2.1034369,2.0693336,0.0341033
13,-0.82112616,-1.086359,"('impolite', 'polite')",-0.81649065,-0.6875627,-0.8188084,-0.8869609,0.0681525
77,-0.8170118,-0.8044138,"('unmotivated', 'motivated')",-0.8854336,-0.6629826,-0.8512227,-0.7336982,-0.1175245
35,0.80896854,0.93529326,"('corrupt', 'incorrupt')",-0.2862649,-0.76546305,0.2613518,0.0849151,0.1764367
72,-0.79219913,-0.6131587,"('unambitious', 'ambitious')",-0.64902496,-0.38336813,-0.720612,-0.4982634,-0.2223486
73,0.7858459,0.7581072,"('helpless', 'self-reliant')",-3.2561395,-3.3501332,-1.2351468,-1.296013,0.0608662
23,-0.7453778,-1.0392796,"('insincere', 'sincere')",5.2305126,5.549865,2.2425675,2.2552927,-0.0127252
42,-0.7150574,-0.61924225,"('unreliable', 'reliable')",-3.2590597,-3.101398,-1.9870585,-1.8603201,-0.1267384
20,-0.7137123,-0.7973074,"('rough', 'thoughtful')",1.1756396,1.2219628,0.2309637,0.2123277,0.018636
62,-0.6914418,-0.85107476,"('incompetent', 'brilliant')",0.25385016,0.5135644,-0.2187958,-0.1687552,-0.0500406
78,-0.6563021,-0.42560568,"('nonresilient', 'resilient')",-0.045252163,0.05490972,-0.3507771,-0.185348,-0.1654291
41,-0.61212283,-0.68339103,"('unforgiving', 'forgiving')",0.18450893,-0.21499401,-0.213807,-0.4491925,0.2353855
82,-0.60308254,-0.72071916,"('poor', 'rich')",5.7610087,6.007623,2.578963,2.6434519,-0.0644889
28,-0.6025182,-0.69331443,"('disloyal', 'loyal')",0.75377345,0.82755935,0.0756276,0.0671225,0.0085051
2,0.5998493,0.41534746,"('unlikable', 'likable')",0.8212406,0.75393176,0.7105449,0.5846396,0.1259053
5,0.5994058,0.8744209,"('distant', 'outgoing')",-0.7984933,-1.0844299,-0.0995438,-0.1050045,0.0054607
27,-0.5781864,-0.70554996,"('hardhearted', 'softhearted')",1.0832076,0.85937244,0.2525106,0.0769112,0.1755994
14,-0.5506001,-0.85857743,"('antisocial', 'social')",0.26624835,0.25231662,-0.1421759,-0.3031304,0.1609545
6,0.51086825,0.7931334,"('distant', 'open')",-0.6809775,-1.0458902,-0.0850546,-0.1263784,0.0413238
88,0.46152532,0.22333002,"('low', 'eminent')",-0.54851437,-0.5279514,-0.0434945,-0.1523107,0.1088162
15,0.46093914,0.45761248,"('boring', 'funny')",-0.29353014,-0.54175025,0.0837045,-0.0420689,0.1257734
12,-0.42046347,-0.31399828,"('unsupportive', 'supportive')",-2.02728,-1.9801276,-1.2238718,-1.1470629,-0.0768089
30,-0.40648583,-0.882207,"('intolerant', 'tolerant')",0.7879095,0.69386566,0.1907118,-0.0941707,0.2848825
29,-0.3852442,-0.1798887,"('unfair', 'fair')",-0.318124,-0.4789792,-0.3516841,-0.3294339,-0.0222502
19,-0.38407794,-0.31250596,"('inhospitable', 'hospitable')",-0.53922844,-0.76220375,-0.4616532,-0.5373548,0.0757016
34,-0.3781866,-0.57267004,"('mean', 'honorable')",4.9589267,5.0689635,2.29037,2.2481468,0.0422232
38,-0.37652045,-0.32908973,"('untruthful', 'truthful')",-0.63656545,-0.64487404,-0.5065429,-0.4869819,-0.019561
50,0.37513116,0.6548019,"('clumsy', 'skillful')",-0.3490122,-0.18075386,0.0130595,0.237024,-0.2239645
75,0.3624745,0.76098645,"('meek', 'impulsive')",-0.90485245,-0.93166167,-0.271189,-0.0853376,-0.1858514
67,-0.36020297,-0.35229066,"('doubtful', 'determined')",-0.5505633,-0.5143024,-0.4553831,-0.4332965,-0.0220866
16,0.34842217,0.5002234,"('unpopular', 'popular')",0.2696138,0.13221687,0.309018,0.3162201,-0.0072021
26,0.34395933,0.27577177,"('hardhearted', 'benevolent')",1.6592795,1.3953665,1.0016193,0.8355691,0.1660502
84,0.3224765,0.27429327,"('inferior', 'superior')",0.9854485,1.0061253,0.6539625,0.6402093,0.0137532
64,-0.30831656,-0.4315919,"('shy', 'confident')",-5.9422245,-5.86562,-3.1252706,-3.1486061,0.0233355
40,0.30363074,0.47832635,"('stingy', 'generous')",-1.5714818,-1.7791002,-0.6339256,-0.6503869,0.0164613
48,-0.30208042,-0.3664243,"('unintelligent', 'intelligent')",0.7751561,0.9031948,0.2365378,0.2683852,-0.0318474
74,-0.27266753,-0.15529057,"('undedicated', 'dedicated')",-0.37844265,-0.3319276,-0.3255551,-0.2436091,-0.081946
18,0.27246344,0.21944961,"('disagreeable', 'welcoming')",-0.32383582,-0.5141629,-0.0256862,-0.1473566,0.1216704
58,-0.26276308,-0.3320045,"('undiscriminating', 'discriminating')",-0.061090186,-0.17174959,-0.1619266,-0.251877,0.0899504
4,-0.23619714,-0.030218879,"('disliked', 'liked')",-6.624935,-7.0967207,-3.4305661,-3.5634699,0.1329038
8,-0.22804111,-0.30654418,"('unaffectionate', 'affectionate')",0.26952523,0.0017035436,0.0207421,-0.1524203,0.1731624
66,-0.20265907,0.057783976,"('inactive', 'active')",0.35981432,0.292789,0.0785776,0.1752865,-0.0967089
83,-0.19782284,-0.1765408,"('powerless', 'powerful')",-0.9711847,-0.7795566,-0.5845038,-0.4780487,-0.1064551
1,0.17393838,0.08396497,"('unfriendly', 'friendly')",1.2522541,0.900812,0.7130963,0.4923885,0.2207078
61,0.17254506,-0.039972033,"('illogical', 'logical')",0.69712085,0.7120071,0.434833,0.3360175,0.0988155
17,-0.16891575,-0.22501853,"('nasty', 'nice')",-0.47725883,-0.66335446,-0.3230873,-0.4441865,0.1210992
54,-0.16345572,-0.26130342,"('incapable', 'capable')",0.2808678,0.30569854,0.058706,0.0221976,0.0365084
9,0.121941656,0.06494434,"('unaffectionate', 'caring')",0.72226864,0.58210886,0.4221051,0.3235266,0.0985785
24,-0.093038745,-0.36382076,"('dishonest', 'honest')",0.40764737,0.40186137,0.1573043,0.0190203,0.138284
32,-0.0904521,-0.21364467,"('unkind', 'kind')",0.4807124,0.5250479,0.1951302,0.1557016,0.0394286
87,-0.07350869,-0.32197708,"('unsuccessful', 'successful')",0.9010716,0.9135426,0.4137815,0.2957828,0.1179987
44,-0.06277938,-0.10154639,"('prejudiced', 'unprejudiced')",-1.462687,-1.4554788,-0.7627332,-0.7785126,0.0157794
53,-0.03756228,0.15447053,"('uncreative', 'creative')",0.26759344,0.31716105,0.1150156,0.2358158,-0.1208002
