,pall_male,pall_female,tuple,corp_male,corp_female,average_male,average_female,male-female
28,-0.8582926,-0.7808095,"('disloyal', 'loyal')",0.8675126,1.1580057,0.00461,0.1885981,-0.1839881
38,-0.85615927,-0.9767097,"('untruthful', 'truthful')",-0.65661573,-0.55245394,-0.7563875,-0.7645818,0.0081943
64,-0.8448778,-0.9365156,"('shy', 'confident')",-6.385625,-6.503673,-3.6152513,-3.7200944,0.1048431
77,-0.8373809,-0.44510883,"('unmotivated', 'motivated')",-1.1554052,-0.85232925,-0.996393,-0.6487191,-0.3476739
48,-0.8157328,-0.7562726,"('unintelligent', 'intelligent')",0.80550647,1.0669936,-0.0051132,0.1553605,-0.1604737
5,-0.81363934,-0.71260756,"('distant', 'outgoing')",-0.65964377,-0.9859328,-0.7366415,-0.8492702,0.1126287
79,-0.81151974,-0.9354913,"('wavering', 'unwavering')",-0.7671459,-0.86270416,-0.7893328,-0.8990977,0.1097649
72,-0.7868706,-0.87989455,"('unambitious', 'ambitious')",-0.5187951,-0.26357412,-0.6528329,-0.5717343,-0.0810986
78,-0.7841084,-0.6810605,"('nonresilient', 'resilient')",0.06125982,-0.011017218,-0.3614243,-0.3460388,-0.0153855
52,-0.7795442,-0.9463246,"('irrational', 'rational')",-0.12581618,-0.55707,-0.4526802,-0.7516973,0.2990171
70,-0.7652243,-0.85338354,"('lethargic', 'energetic')",0.061173484,0.29936993,-0.3520254,-0.2770068,-0.0750186
73,0.7640748,0.6184129,"('helpless', 'self-reliant')",-2.8458545,-3.211621,-1.0408899,-1.296604,0.2557141
34,-0.7629082,-0.7482083,"('mean', 'honorable')",5.168907,5.3729877,2.2029996,2.3123899,-0.1093903
24,-0.75555235,-0.6403028,"('dishonest', 'honest')",0.24106506,0.4428368,-0.2572436,-0.098733,-0.1585106
3,-0.74204594,-0.36426863,"('repellent', 'pleasant')",0.505766,0.8404885,-0.11814,0.2381099,-0.3562499
80,0.734244,0.5340111,"('dominated', 'dominating')",-0.6604294,-0.7885947,0.0369073,-0.1272918,0.1641991
0,-0.7239171,-0.271342,"('unsociable', 'sociable')",-0.03972483,0.31037435,-0.381821,0.0195162,-0.4013372
17,-0.71167004,-0.66515374,"('nasty', 'nice')",-0.810481,-0.7532212,-0.7610755,-0.7091875,-0.051888
4,-0.6819898,-0.8936833,"('disliked', 'liked')",-6.70544,-7.1228766,-3.6937149,-4.0082798,0.3145649
14,0.67508703,0.849318,"('antisocial', 'social')",0.27649495,0.6040568,0.475791,0.7266874,-0.2508964
6,-0.6691807,-0.6164285,"('distant', 'open')",-0.58831733,-0.9105233,-0.628749,-0.7634759,0.1347269
76,0.6442993,0.6066013,"('anxious', 'daring')",-0.27059746,-0.16192496,0.1868509,0.2223382,-0.0354873
44,0.62511057,0.3248471,"('prejudiced', 'unprejudiced')",-1.1591797,-1.4700146,-0.2670346,-0.5725837,0.3055491
16,-0.6207777,-0.8021775,"('unpopular', 'popular')",0.25304192,-0.06608574,-0.1838679,-0.4341316,0.2502637
36,-0.6131691,-0.53750956,"('hostile', 'amicable')",-0.16066244,-0.36866033,-0.3869157,-0.4530849,0.0661692
68,-0.60291225,-0.5789507,"('dependent', 'independent')",-0.9044623,-0.8106703,-0.7536873,-0.6948105,-0.0588768
20,-0.58080065,-0.53159773,"('rough', 'thoughtful')",0.99672,0.9627582,0.2079597,0.2155802,-0.0076205
8,-0.5724236,-0.608851,"('unaffectionate', 'affectionate')",0.7198557,0.706464,0.0737161,0.0488065,0.0249096
55,-0.5571107,-0.41921765,"('incompetent', 'clever')",0.40244198,0.8349825,-0.0773344,0.2078824,-0.2852168
74,-0.55158544,-0.58124924,"('undedicated', 'dedicated')",-0.43235716,-0.31260765,-0.4919713,-0.4469284,-0.0450429
15,-0.5390206,-0.58038753,"('boring', 'funny')",-0.010115258,-0.17761046,-0.2745679,-0.378999,0.1044311
13,-0.5313284,-0.13001338,"('impolite', 'polite')",-0.93166375,-0.6956983,-0.7314961,-0.4128559,-0.3186402
29,-0.5208205,-0.46594283,"('unfair', 'fair')",-0.5291528,-0.6604463,-0.5249866,-0.5631946,0.038208
26,0.51819706,0.57663435,"('hardhearted', 'benevolent')",1.710508,1.6860596,1.1143525,1.1313469,-0.0169944
37,0.476241,0.24017346,"('fake', 'genuine')",0.27465618,0.34005094,0.3754486,0.2901122,0.0853364
61,-0.47017813,-0.35839486,"('illogical', 'logical')",0.34350485,0.34040773,-0.0633366,-0.0089936,-0.054343
62,-0.4686698,-0.30950007,"('incompetent', 'brilliant')",0.199013,0.58183706,-0.1348284,0.1361685,-0.2709969
69,0.45142138,0.36013255,"('lazy', 'industrious')",-0.3110332,-0.80837715,0.0701941,-0.2241223,0.2943164
7,-0.40093806,-0.28398377,"('insensitive', 'sensitive')",0.32806796,0.66710204,-0.0364351,0.1915591,-0.2279942
84,0.39162067,0.3032412,"('inferior', 'superior')",0.93305796,0.9332003,0.6623393,0.6182207,0.0441186
32,-0.38526922,-0.21660814,"('unkind', 'kind')",0.39461958,0.6315298,0.0046752,0.2074608,-0.2027856
60,-0.36902186,-0.15589713,"('inefficient', 'efficient')",0.062516615,0.5707268,-0.1532526,0.2074148,-0.3606674
46,-0.34086454,-0.2521506,"('uncompetitive', 'competitive')",-0.76574206,-0.53045636,-0.5533033,-0.3913035,-0.1619998
85,-0.33239478,-0.6398493,"('insignificant', 'prestigious')",-0.008306631,-0.36632907,-0.1703507,-0.5030892,0.3327385
87,0.33063012,0.17880821,"('unsuccessful', 'successful')",0.87358236,0.66715884,0.6021062,0.4229835,0.1791227
25,0.31966498,0.6201684,"('egoistic', 'altruistic')",1.1620307,1.258038,0.7408478,0.9391032,-0.1982554
58,-0.30843616,-0.3310563,"('undiscriminating', 'discriminating')",0.23743854,0.18140621,-0.0354988,-0.074825,0.0393262
50,-0.26954603,-0.6333513,"('clumsy', 'skillful')",-0.05954134,-0.24840036,-0.1645437,-0.4408758,0.2763321
82,-0.24117115,-0.12672316,"('poor', 'rich')",5.837252,6.1886435,2.7980404,3.0309601,-0.2329197
21,-0.22845693,-0.25409135,"('immoral', 'moral')",-0.27237403,-0.1999409,-0.2504155,-0.2270161,-0.0233994
27,-0.2143006,-0.38953164,"('hardhearted', 'softhearted')",1.2321882,1.0041901,0.5089438,0.3073292,0.2016146
65,-0.20697983,-0.029156752,"('insecure', 'secure')",-0.35942474,0.0048303157,-0.2832023,-0.0121632,-0.2710391
83,-0.20328805,-0.27507603,"('powerless', 'powerful')",-0.7814223,-0.70152235,-0.4923552,-0.4882992,-0.004056
18,-0.19674407,-0.15195826,"('disagreeable', 'welcoming')",-0.68477327,-0.5884326,-0.4407587,-0.3701954,-0.0705633
59,0.17499341,-0.2000268,"('foolish', 'wise')",-0.006514378,-0.35629186,0.0842395,-0.2781593,0.3623988
22,0.17194802,0.2730622,"('untrustworthy', 'trustworthy')",-0.96320575,-0.7078441,-0.3956289,-0.2173909,-0.178238
49,0.1659455,0.2053231,"('unable', 'able')",-0.20937932,-0.16985282,-0.0217169,0.0177351,-0.039452
2,0.15750992,-0.032668795,"('unlikable', 'likable')",0.5253742,0.31518012,0.341442,0.1412557,0.2001863
40,-0.14734364,-0.026897455,"('stingy', 'generous')",-1.8853157,-1.7413524,-1.0163296,-0.8841249,-0.1322047
56,0.1428347,0.36089087,"('impractical', 'practical')",-0.5896795,-0.4358124,-0.2234224,-0.0374608,-0.1859616
47,0.12157194,0.13461849,"('stupid', 'smart')",5.2193384,5.427543,2.6704552,2.7810807,-0.1106255
81,-0.104242265,-0.13323057,"('submissive', 'aggressive')",-0.6956928,-0.36600626,-0.3999675,-0.2496184,-0.1503491
41,-0.091915995,-0.20500478,"('unforgiving', 'forgiving')",0.19250545,0.08112478,0.0502947,-0.06194,0.1122347
66,-0.07804005,-0.22167298,"('inactive', 'active')",0.19002703,-0.023016773,0.0559935,-0.1223449,0.1783384
42,0.06250802,-0.26664388,"('unreliable', 'reliable')",-3.2142634,-3.5363855,-1.5758777,-1.9015148,0.3256371
30,-0.05397372,-0.10318122,"('intolerant', 'tolerant')",0.99008393,1.0756208,0.4680551,0.4862198,-0.0181647
67,0.034374446,-0.18935442,"('doubtful', 'determined')",-0.2719919,-0.41078657,-0.1188087,-0.3000705,0.1812618
75,0.0188164,-0.094026014,"('meek', 'impulsive')",-0.62251365,-0.7825674,-0.3018486,-0.4382967,0.1364481
33,0.004111618,-0.1984133,"('wrong', 'right')",-0.8338664,-1.0369793,-0.4148774,-0.6176963,0.2028189
