,verisign_male,verisign_female,tuple,inc_male,inc_female,average_male,average_female,male-female
2,-0.36708087,-0.11187743,"('unlikable', 'likable')",0.32121575,0.4345998,-0.0229326,0.1613612,-0.1842938
66,-0.3654021,-0.11940402,"('inactive', 'active')",0.6142282,0.6530524,0.124413,0.2668242,-0.1424112
87,0.34084475,0.2957672,"('unsuccessful', 'successful')",0.92127085,0.97430634,0.6310578,0.6350368,-0.003979
78,-0.33720025,-0.5155839,"('nonresilient', 'resilient')",0.3064101,0.28084156,-0.0153951,-0.1173712,0.1019761
65,-0.31742066,-0.51928174,"('insecure', 'secure')",-0.16676633,-0.04013388,-0.2420935,-0.2797078,0.0376143
80,-0.31363174,-0.24161841,"('dominated', 'dominating')",-1.2223517,-1.0179724,-0.7679917,-0.6297954,-0.1381963
19,-0.31016284,-0.23616678,"('inhospitable', 'hospitable')",-0.16698983,-0.16439834,-0.2385763,-0.2002826,-0.0382937
11,-0.28923646,-0.402211,"('unhelpful', 'helpful')",1.5945606,1.773182,0.6526621,0.6854855,-0.0328234
88,-0.27825704,-0.32317206,"('low', 'eminent')",0.13472873,0.16133344,-0.0717642,-0.0809193,0.0091551
61,-0.26246285,-0.43594596,"('illogical', 'logical')",0.38365713,0.19881597,0.0605971,-0.118565,0.1791621
37,0.24645784,0.38808817,"('fake', 'genuine')",0.46262312,0.6846364,0.3545405,0.5363623,-0.1818218
71,-0.23630722,-0.46766993,"('diffident', 'self-confident')",0.75561535,0.60188514,0.2596541,0.0671076,0.1925465
47,-0.22720204,-0.13802521,"('stupid', 'smart')",5.541282,5.5543227,2.6570401,2.7081487,-0.0511086
17,-0.2260637,-0.14051054,"('nasty', 'nice')",-0.64175314,-0.7147254,-0.4339084,-0.427618,-0.0062904
36,-0.21787211,-0.30481032,"('hostile', 'amicable')",-0.06309922,-0.4355197,-0.1404857,-0.370165,0.2296793
16,-0.20817505,-0.25044852,"('unpopular', 'popular')",0.5423696,0.21898308,0.1670973,-0.0157327,0.18283
56,0.20396213,0.04151234,"('impractical', 'practical')",0.18386382,0.34411755,0.193913,0.1928149,0.0010981
4,-0.20360729,-0.2248161,"('disliked', 'liked')",-6.412277,-6.405676,-3.3079422,-3.3152461,0.0073039
49,-0.20229957,-0.4606157,"('unable', 'able')",0.042430196,0.024320148,-0.0799347,-0.2181478,0.1382131
59,0.19069238,0.27075577,"('foolish', 'wise')",0.4524423,0.2786675,0.3215673,0.2747116,0.0468557
39,0.18749648,0.07822594,"('exploitative', 'cooperative')",0.06410986,0.12275017,0.1258032,0.1004881,0.0253151
15,-0.13348322,-0.20612232,"('boring', 'funny')",0.18669876,0.16185325,0.0266078,-0.0221345,0.0487423
34,0.120881595,-0.0034319274,"('mean', 'honorable')",5.884097,5.751768,3.0024893,2.8741682,0.1283211
29,0.108539045,0.062104166,"('unfair', 'fair')",-0.3717855,-0.35677674,-0.1316232,-0.1473363,0.0157131
60,-0.10118194,-0.3033728,"('inefficient', 'efficient')",0.37205568,0.6125864,0.1354369,0.1546068,-0.0191699
85,0.092645265,0.07632161,"('insignificant', 'prestigious')",0.28239736,-0.086743124,0.1875213,-0.0052108,0.1927321
30,0.07234777,0.09619589,"('intolerant', 'tolerant')",1.249999,1.2877479,0.6611734,0.6919719,-0.0307985
82,-0.03534732,0.025816003,"('poor', 'rich')",6.358258,6.1093464,3.1614552,3.0675812,0.093874
20,0.018645108,0.17520389,"('rough', 'thoughtful')",1.2997981,1.4299518,0.6592216,0.8025779,-0.1433563
76,0.015255965,0.17845455,"('anxious', 'daring')",0.39819965,0.5964406,0.2067278,0.3874476,-0.1807198
